id;start_pos;end_pos;type;alias;wb_id;score
5;266;268;PER;Figlio di Dio >> it;Q472768;-1.0313544273376465
5;268;275;MISC;Giglio (araldica) >> it;Q211568;-1.9213796854019165
5;325;331;PER;Spirito Santo >> it;Q37302;-0.4174102246761322
5;331;338;MISC;Santo >> it;Q43115;-0.7508878111839294
6;11;19;LOC;Fiorenza >> it;Q1418626;-0.7936092615127563
6;158;193;LOC;Basilica di Santo Spirito >> it;Q1519975;-1.000117301940918
6;218;230;PER;Gino Capponi >> it;Q719985;0.13645681738853455
6;263;290;MISC;Visitazione della Beata Vergine Maria >> it;Q691810;-0.19837075471878052
6;296;307;PER;San Nicolao >> it;Q3947724;-0.23905600607395172
6;314;327;PER;Antonio di Padova >> it;Q167477;-0.242140531539917
7;35;41;PER;Venere (divinità) >> it;Q47652;-0.3279358446598053
7;56;61;PER;Marte (divinità) >> it;Q112;-0.3238338828086853
7;150;155;PER;Cupido >> it;Q5011;-0.6376825571060181
7;235;240;PER;Marte (divinità) >> it;Q112;-0.4046246111392975
7;272;278;PER;Cupido >> it;Q5011;-0.19467167556285858
7;334;340;PER;Venere (astronomia) >> it;Q313;-0.4450629651546478
7;359;364;PER;Cupido >> it;Q5011;-0.3733886778354645
8;11;26;PER;Vespucci >> it;Q4010390;-1.6884944438934326
8;51;81;LOC;Chiesa di San Michele in Foro >> it;Q1809639;-1.2248040437698364
8;91;104;PER;Piero >> it;Q3903143;-6.134181976318359
9;8;13;PER;Piero il Fatuo >> it;Q262212;-0.7050701975822449
9;18;41;PER;Filippo Strozzi il Vecchio >> it;Q323993;-0.20698650181293488
9;79;85;PER;Perseo >> it;Q130832;-0.1342087686061859
9;93;102;PER;Andromeda (mitologia) >> it;Q161582;-0.16923969984054565
10;23;32;PER;Piero della Francesca >> it;Q5822;-1.123742938041687
10;77;97;PER;Andrea del Verrocchio >> it;Q183458;-0.23483136296272278
10;133;145;PER;Giovanni apostolo ed evangelista >> it;Q44015;-0.22503036260604858
10;157;163;PER;Cristo >> it;Q642420;-0.26760202646255493
10;165;173;PER;Leonardo da Vinci >> it;Q762;-0.6682145595550537
10;305;308;PER;Andy >> it;Q525194;-1.6461213827133179
10;331;339;PER;Leonardo di Noblac >> it;Q558148;-0.6067984700202942
11;56;63;PER;Contea delle Fiandre >> it;Q157070;-0.19002662599086761
11;104;109;PER;Sovrani del Portogallo >> it;Q183426;0.1721590757369995
11;110;120;LOC;Portogallo >> it;Q45;-0.19802606105804443
11;134;139;PER;Adamo >> it;Q70899;-0.21139708161354065
11;144;147;PER;Eva >> it;Q830183;-2.3069326877593994
11;160;178;MISC;Giardino dell'Eden >> it;Q19014;-0.16906331479549408
11;211;219;PER;Leonardo (personaggio) >> it;Q323934;-0.5772339105606079
12;9;17;PER;Leonardo da Vinci >> it;Q762;-0.7025237083435059
12;22;34;MISC;Maria (madre di Gesù) >> it;Q345;0.0006423890590667725
12;65;82;PER;Papa Clemente VII >> it;Q83159;-0.18611282110214233
13;3;16;PER;Antonio Segni >> it;Q1240;0.022889554500579834
13;58;65;PER;Nettuno (divinità) >> it;Q3954;-0.3082866072654724
14;15;21;LOC;Milano >> it;Q490;-0.1508675217628479
14;35;38;PER;Domenico di Guzmán >> it;Q44091;-0.43861496448516846
14;39;47;LOC;Domenico di Guzmán >> it;Q44091;-0.14826613664627075
14;50;74;LOC;Chiesa di Santa Maria delle Grazie (Milano) >> it;Q244952;-0.2985551953315735
14;78;86;MISC;Cenacolo >> it;Q318972;-0.24786020815372467
14;141;149;PER;Apostolo >> it;Q43412;-0.14420977234840393
14;196;202;PER;Cristo >> it;Q642420;-0.255357027053833
14;292;298;PER;Cristo >> it;Q642420;-0.2858017683029175
15;46;58;PER;Maria (madre di Gesù) >> it;Q345;-0.00036647915840148926
15;66;76;PER;Santa Anna >> it;Q164294;0.03496447205543518
15;85;91;PER;Cristo >> it;Q642420;-0.27523258328437805
15;329;337;PER;Leonardo da Vinci >> it;Q762;-0.5502335429191589
16;6;14;PER;Leonardo da Vinci >> it;Q762;-0.7746725082397461
16;25;47;PER;Francesco del Giocondo >> it;Q1395822;-0.04373541474342346
16;63;72;PER;Mona Lisa >> it;Q574057;-0.18560351431369781
16;165;167;PER;Sovrani di Francia >> it;Q79868;-0.28353938460350037
16;168;188;PER;Francesco I di Francia >> it;Q129857;-0.32798802852630615
16;192;203;LOC;Mona Lisa >> it;Q574057;-3.5183990001678467
17;30;38;PER;Leonardo da Vinci >> it;Q762;-0.8719364404678345
17;89;108;LOC;Basilica di Santa Maria Novella >> it;Q51175;-0.060604825615882874
17;132;149;PER;Niccolò Piccinino >> it;Q979543;-0.04232396185398102
17;163;185;PER;Filippo I d'Asburgo >> it;Q157098;-0.646169126033783
18;0;8;PER;Lionardo >> it;Q18220847;-1.7454113960266113
18;42;49;LOC;Francia >> it;Q142;-0.22157546877861023
18;160;170;PER;Santa Anna >> it;Q164294;-0.01038677990436554
19;16;49;PER;Giovanni Antonio Boltraffio >> it;Q442528;-1.8306559324264526
19;104;117;PER;Marc'Aurelio >> it;Q3845343;-5.512422561645508
19;126;148;LOC;Chiesa di Santa Maria della Pace (Milano) >> it;Q3673878;-0.4807804524898529
19;157;207;MISC;Chiesa di Santa Maria della Pace (Roma) >> it;Q1514683;-1.664077877998352
20;48;67;PER;Caterina d'Alessandria >> it;Q179718;-0.15375031530857086
20;129;146;MISC;Passione di Gesù >> it;Q623306;-0.06200341880321503
20;175;180;PER;Maria (madre di Gesù) >> it;Q345;-0.18774685263633728
20;209;222;PER;Maria (madre di Gesù) >> it;Q345;-0.2598619759082794
21;12;21;PER;Raffaello Sanzio >> it;Q5597;-0.1837114542722702
21;47;59;PER;Lorenzo Savioli >> en;Q17041762;-7.064355373382568
21;115;123;PER;Raffaello Sanzio >> it;Q5597;-0.2488684505224228
21;152;164;PER;Maria (madre di Gesù) >> it;Q345;-0.07924479246139526
21;250;262;PER;Giovanni apostolo ed evangelista >> it;Q44015;-0.21828162670135498
22;15;34;LOC;Signoria cittadina >> it;Q914425;-2.2740139961242676
22;79;100;PER;Bartolomeo della Scala >> it;Q38239872;-2.512730836868286
22;195;201;ORG;Consiglio dei Pregadi >> it;Q767590;-0.6139284372329712
22;283;314;LOC;Piazza San Marco >> it;Q217527;-1.6106899976730347
22;337;343;PER;Andrea >> it;Q493293;-0.36687788367271423
22;361;367;LOC;Italia >> it;Q38;-0.2205633670091629
22;413;421;LOC;Fiorenza >> it;Q1418626;-0.7538803815841675
22;438;445;LOC;Venezia >> it;Q641;-0.2932318449020386
23;102;110;LOC;Castello >> it;Q23413;-0.6854443550109863
23;122;133;PER;Cosimo I de' Medici >> it;Q48547;-0.2907925248146057
23;144;152;LOC;Fiorenza >> it;Q1418626;-0.9235506057739258
23;186;192;PER;Venere (divinità) >> it;Q47652;-0.184750035405159
23;286;292;PER;Venere (divinità) >> it;Q47652;-0.1682545244693756
23;300;306;PER;Grazie (mitologia) >> it;Q184353;-0.28188031911849976
23;335;344;PER;Primavera >> it;Q1312;-0.22480259835720062
