id,start_pos,end_pos,surface,type,value,is_nested
27,2405,2411,Urbino,LOC,Q2759,1
28,179,185,Heaven,LOC,Q4489450,
28,2203,2217,Paulus Emilius,PER,Q298168,1
29,3,11,Florence,LOC,Q2044,
29,668,675,Trinity,MISC,Q37090,
29,833,839,Angels,PER,Q235113,
30,615,624,Christian,PER,Q106039,
30,1385,1390,Simon,PER,Q24905655,
30,1399,1408,Magdalene,PER,Q63070,
30,1707,1716,Our  Lady,PER,Q345,1
31,590,613,Company of the Nunziata,ORG,NIL,1
31,659,673,God the Father,PER,Q186350,
31,677,683,Heaven,LOC,Q4489450,
31,1031,1035,Duke,PER,Q378232,
31,1498,1505,Austria,LOC,Q40,1
31,1527,1533,Medici,ORG,Q170022,1
32,2335,2342,Alberti,ORG,Q2831707,
33,38,55,Marquis of Mantua,PER,NIL,
33,145,150,Servi,ORG,Q615923,
33,2802,2807,Luchi,ORG,NIL,
34,522,537,Ruler of Heaven,PER,Q16970,
34,531,537,Heaven,LOC,Q4489450,1
34,2521,2538,Counts of Canossa,PER,Q473151,
34,2692,2700,Stigmata,MISC,Q190940,
34,2709,2726,Diocese of Arezzo,ORG,Q645542,
35,71,76,Giant,PER,Q3707571,
35,450,454,Pope,PER,Q80516,
35,594,598,Pope,PER,Q80516,
35,1250,1258,Florence,PER,Q2044,
35,1708,1717,S. Pietro,PER,Q33923,1
35,1937,1941,Pope,PER,Q80516,
36,697,706,S. Philip,PER,Q508571,
36,1327,1334,Consuls,PER,Q11916439,
36,1661,1668,Consuls,PER,Q207978,
37,28,33,S. Lo,PER,Q360798,
38,381,386,Palma,PER,Q9342,
38,924,930,Venice,PER,Q641,
38,1309,1331,Monks of Monte Oliveto,ORG,Q572102,
38,1427,1468,Magi presenting their offerings to Christ,MISC,Q488841,
39,489,497,Apostles,PER,Q43412,
39,809,814,Cross,MISC,Q392371,
39,940,958,S. Maria Maddalena,PER,Q63070,
39,1057,1062,Saint,PER,Q63070,
39,1339,1351,Jesus Christ,PER,Q302,1
39,1912,1924,S. Francesco,LOC,Q959119,
39,2020,2028,Our Lady,PER,Q345,
39,2034,2054,S. James the Apostle,PER,Q2844112,
39,2056,2067,"S. Francis,",PER,Q676555,
39,2361,2383,Friars of S. Augustine,ORG,Q29075,
40,528,536,Panicale,LOC,Q20501,1
41,35,76,Fraternity of S. Maria della Misericordia,ORG,Q13378,1
41,481,484,God,PER,Q178885,
41,567,574,Madonna,PER,Q345,
41,628,634,Bishop,PER,Q29182,
41,639,648,Protector,PER,Q28914,
41,839,844,Child,PER,Q942467,1
41,1173,1179,Saints,PER,Q43115,
41,1317,1331,SS. Laurentino,PER,Q3836840,
41,1336,1346,Pergentino,PER,Q3899841,
41,1938,1963,Company of the Puraccioli,ORG,NIL,
41,2312,2320,Crucifix,MISC,Q392371,
42,25,31,Heaven,LOC,Q4489450,
42,329,335,Urbino,LOC,Q2759,1
42,1692,1698,Urbino,LOC,Q2759,1
42,1936,1942,Heaven,LOC,Q4489450,
43,27,35,Cardinal,PER,Q45722,
45,837,855,Monks of Camaldoli,ORG,Q591832,
45,987,993,Saints,PER,Q43115,
45,1109,1120,Dead Christ,PER,Q3155356,
45,1114,1120,Christ,PER,Q302,1
45,1131,1137,Maries,PER,Q3254109,
45,1194,1200,Saints,PER,Q43115,
45,1224,1254,Nuns of S. Jacopo delle Murate,ORG,NIL,1
45,1305,1333,Bishop de' Bonafè of Cortona,PER,NIL,
45,1362,1376,Nuns of Ripoli,ORG,Q16611216,1
45,1402,1410,Our Lady,PER,Q345,
45,1420,1426,Saints,PER,Q43115,
45,1450,1455,Segni,PER,NIL,1
45,1544,1552,Our Lady,PER,Q345,
45,1554,1561,S. Anne,PER,Q164294,
45,1578,1584,Saints,PER,Q43115,
45,1594,1613,Company of the Neri,ORG,NIL,
45,1644,1663,S. John the Baptist,PER,Q40662,
45,1677,1705,Monachine in Borgo S. Friano,ORG,NIL,
45,1875,1897,Company of S. Bastiano,ORG,NIL,
46,379,392,Canon Regular,PER,Q1104153,
46,397,404,General,PER,Q1501723,
46,413,418,Order,ORG,Q2061186,
46,2110,2117,Michele,LOC,Q459937,
46,2162,2169,Pontiff,PER,Q19546,
47,0,7,Michele,PER,NIL,
47,252,261,Guareschi,ORG,NIL,1
48,159,166,Vecelli,ORG,Q16620526,
48,1021,1033,Castelfranco,LOC,Q29352,1
49,387,412,Our Lady going into Egypt,MISC,Q837143,
49,1552,1558,Heaven,LOC,Q4489450,
50,1683,1687,Pope,PER,Q163514,1
51,846,853,Lorenzo,LOC,Q177854,
51,1688,1704,Nuns of Chiarito,ORG,Q3844904,1
51,1745,1753,Crucifix,MISC,Q392371,
51,2703,2717,Servite Church,LOC,Q2287001,
52,576,580,Fano,LOC,Q13142,1
53,56,60,Pope,PER,Q101430,
53,1256,1260,Cana,LOC,Q431382,1
53,1281,1290,Centurion,PER,Q26409,
53,2834,2841,Justice,MISC,Q13189320,
53,2944,2953,Caprarola,LOC,Q160262,
