doc_id,doc_start_pos,doc_end_pos,sentence_id,sent_start_pos,sent_end_pos,surface,type,score
36,697,706,2,39,48,S. Philip,LOC,0.84153396
37,28,33,0,28,33,S. Lo,LOC,0.560949
38,372,386,0,372,386,Venetian Palma,LOC,0.42711174
38,924,930,3,20,26,Venice,LOC,0.99977595
38,1309,1313,4,128,132,Monk,LOC,0.49081072
39,123,130,0,123,130,Life of,MISC,0.6478269
39,809,814,2,244,249,Cross,PER,0.55932945
39,940,958,4,17,35,S. Maria Maddalena,LOC,0.75958157
39,1397,1408,6,16,27,Evangelista,PER,0.7196719
39,1548,1560,6,167,179,S. Cantianus,PER,0.91890824
39,1566,1580,6,185,199,S. Cantianilla,PER,0.9072545
39,1912,1924,9,4,16,S. Francesco,PER,0.7752405
39,2020,2054,9,112,146,Our Lady with S. James the Apostle,LOC,0.60153806
39,2056,2058,9,148,150,S,LOC,0.47767848
39,2059,2066,9,151,158,Francis,PER,0.69242865
39,2093,2101,10,7,15,Domenico,PER,0.6628371
39,2361,2367,11,47,53,Friars,PER,0.31537452
41,839,844,2,165,170,Child,MISC,0.4286544
41,1317,1319,3,322,324,SS,ORG,0.6262866
41,1321,1331,4,0,10,Laurentino,LOC,0.55642027
41,1336,1346,4,15,25,Pergentino,LOC,0.7666957
41,1938,1963,6,184,209,Company of the Puraccioli,LOC,0.69129986
41,2100,2102,7,56,58,of,LOC,0.49206963
41,2103,2106,7,59,62,the,ORG,0.51380944
41,2107,2113,7,63,69,Clerks,ORG,0.48159066
41,2128,2130,7,84,86,S,LOC,0.41499478
41,2312,2320,7,268,276,Crucifix,LOC,0.6347292
41,2429,2440,8,38,49,S. Nicholas,PER,0.8775824
42,1936,1942,3,371,377,Heaven,MISC,0.35596082
42,2081,2092,4,92,103,Good Friday,MISC,0.65407765
45,837,841,4,76,80,Monk,LOC,0.4103843
45,947,953,4,186,192,Father,MISC,0.3780653
45,987,993,4,226,232,Saints,MISC,0.423203
45,1109,1120,5,101,112,Dead Christ,MISC,0.53132594
45,1131,1137,5,123,129,Maries,MISC,0.5816606
45,1194,1200,5,186,192,Saints,MISC,0.5939755
45,1312,1322,6,110,120,de'Bonafè,PER,0.9061319
45,1326,1333,6,124,131,Cortona,LOC,0.99586546
45,1402,1405,6,200,203,Our,MISC,0.7332901
45,1406,1419,6,204,217,Lady and some,LOC,0.5752721
45,1420,1426,6,218,224,Saints,MISC,0.53402364
45,1544,1552,7,116,124,Our Lady,MISC,0.70193696
45,1554,1561,7,126,133,S. Anne,MISC,0.64924854
45,1572,1584,7,144,156,other Saints,MISC,0.6701062
45,1594,1608,7,166,180,Company of the,LOC,0.54122114
45,1609,1613,7,181,185,Neri,MISC,0.44169417
45,1631,1663,7,203,235,Beheading of S. John the Baptist,MISC,0.79488784
45,1677,1686,7,249,258,Monachine,LOC,0.9569508
45,1875,1897,8,133,155,Company of S. Bastiano,LOC,0.84017366
46,379,392,0,379,392,Canon Regular,MISC,0.49039984
46,413,418,0,413,418,Order,MISC,0.36718687
46,2110,2117,6,35,42,Michele,PER,0.9985795
46,2327,2335,6,252,260,Venetian,MISC,0.72648
47,336,346,0,336,346,Corinthian,MISC,0.4751242
47,347,352,0,347,352,Order,LOC,0.3878981
47,548,554,1,145,151,Bronzo,LOC,0.83945245
47,1740,1750,5,71,81,Corinthian,MISC,0.36598316
47,1751,1756,5,82,87,Order,LOC,0.30751014
48,159,166,0,159,166,Vecelli,LOC,0.905673
48,3046,3054,6,550,558,Venetian,MISC,0.58212596
49,613,620,2,253,260,Germans,MISC,0.6006955
49,864,871,4,44,51,Flemish,MISC,0.7453256
49,1325,1333,6,74,82,Venetian,MISC,0.66157186
49,1552,1558,6,301,307,Heaven,MISC,0.44906944
50,25,29,0,25,29,Flor,MISC,0.49312097
50,885,893,3,65,73,geometry,MISC,0.5936804
51,506,516,1,262,272,Florentine,MISC,0.6066938
51,846,853,2,217,224,Lorenzo,PER,0.9946977
51,1745,1753,4,433,441,Crucifix,LOC,0.908347
51,2703,2710,8,58,65,Servite,MISC,0.2928686
51,2711,2717,8,66,72,Church,PER,0.3036889
53,942,944,2,287,289,Sc,LOC,0.58251834
53,1128,1136,3,85,93,Federigo,PER,0.98166424
53,1181,1187,3,138,144,Christ,PER,0.93801457
53,1281,1290,3,238,247,Centurion,MISC,0.46097362
53,1392,1401,4,77,86,Bolognese,MISC,0.37780124
53,2944,2953,9,241,250,Caprarola,PER,0.97236186
