id,start_pos,end_pos,type,alias,wb_id,score
9,85,104,PER,Raffaello da Urbino >> en,Q5597,0.3341520130634308
9,139,147,PER,Pope Leo I >> en,Q43954,-0.7036086916923523
9,181,199,PER,Giovanni Battista de Rossi >> en,Q699662,-0.3484615683555603
9,217,235,PER,Giovanni Battista de Rossi >> en,Q699662,-0.329473614692688
9,430,445,PER,Guasconi >> it,Q16562230,-3.659402370452881
9,517,539,LOC,Baccio Valori >> it,Q3181432,-2.803697109222412
9,544,559,LOC,Olmo >> en,Q402678,-2.3396358489990234
10,1295,1300,PER,Marco >> en,Q397013,-2.412191152572632
10,1623,1644,LOC,"Sant'Agostino, Rome >> en",Q1424095,-0.4572829306125641
11,24,31,PER,Nicola >> en,Q727811,-2.4581215381622314
11,61,87,PER,Niccolò da Bologna >> en,Q1769484,-3.924757480621338
11,80,87,LOC,Matrice >> en,Q277684,-0.6591591238975525
11,393,399,LOC,Ascoli Piceno >> en,Q6624,-0.20285502076148987
11,455,459,PER,Cola >> en,Q134041,-0.8679983615875244
11,1367,1379,PER,Niccolò di Pietro >> en,Q4320785,-4.60284948348999
11,1524,1536,PER,Niccolò di Pietro >> en,Q4320785,-4.358354568481445
11,1687,1699,PER,Niccolò di Pietro >> en,Q4320785,-4.014580726623535
12,236,243,PER,Lorenzo di Cosimo de' Medici >> en,Q177854,-0.2731081247329712
12,731,737,PER,Cosimo >> en,Q1136046,-0.5617570281028748
12,1075,1081,PER,Cosimo >> en,Q1136046,-0.5771703720092773
12,1597,1603,PER,"Cosimo I de' Medici, Grand Duke of Tuscany >> en",Q48547,-0.6319277882575989
13,40,45,PER,Piero di Cosimo de' Medici >> en,Q299663,-0.7023684978485107
13,94,122,LOC,Servite Order >> en,Q615923,-0.65394127368927
13,131,152,LOC,San Filippo Neri >> en,Q217791,-2.5736465454101562
13,145,152,ORG,Tedaldo >> en,Q7693924,-1.0934476852416992
13,200,210,PER,Philip the Apostle >> en,Q43675,-0.5473551154136658
13,231,236,ORG,Holy orders >> en,Q662862,-1.16798734664917
13,512,516,PER,Columbidae >> en,Q10856,-0.3388119339942932
13,741,751,PER,Philip the Apostle >> en,Q43675,-0.5271384716033936
13,757,770,PER,Servite Order >> en,Q615923,-0.1763221025466919
13,1124,1129,PER,Piero di Cosimo de' Medici >> en,Q299663,-0.7511539459228516
13,1994,2016,PER,Cosimo de' Medici >> en,Q48544,-0.2447757124900818
13,2061,2066,PER,Piero di Cosimo de' Medici >> en,Q299663,-0.5312248468399048
13,2270,2281,LOC,San Giovanni in Laterano >> en,Q84090,-0.25707459449768066
14,420,428,PER,San Girolamo >> en,Q3846621,-0.633112907409668
14,552,571,LOC,San Stefano al Monte Celio >> en,Q919456,-0.3704906702041626
14,838,849,PER,Dead Christ >> en,Q27795958,-0.888776957988739
14,851,859,PER,Veneration of Mary in the Catholic Church >> en,Q1938795,-0.5018777847290039
14,861,869,PER,John the Apostle >> en,Q44015,-0.5288304686546326
14,945,949,LOC,Pace (transit) >> en,Q3360030,-0.383301317691803
14,977,991,PER,Cesi >> en,Q546504,-2.1647257804870605
14,1166,1170,PER,Magi >> en,Q876933,-0.30555006861686707
14,1566,1610,LOC,Santo Spirito in Sassia >> en,Q1428488,-1.2257345914840698
14,1582,1610,LOC,Spirito Santo >> en,Q404269,-0.5787239670753479
14,1616,1660,MISC,Pentecost >> en,Q39864,-0.4293721914291382
14,1652,1660,PER,Apostles >> en,Q43412,-0.21724408864974976
14,1763,1776,ORG,German colonial empire >> en,Q329618,-1.0088330507278442
14,1816,1843,LOC,Fugger family >> en,Q155834,-0.6913026571273804
14,1935,1943,PER,Veneration of Mary in the Catholic Church >> en,Q1938795,-0.49759480357170105
14,1967,1992,LOC,San Giacomo degli Spagnuoli >> en,Q1649784,0.10664433240890503
14,2044,2050,PER,Christ >> en,Q302,0.090861976146698
14,2106,2113,PER,John the Apostle >> en,Q44015,-0.5099007487297058
14,2258,2279,PER,Alfonso Maria de' Liguori >> en,Q273334,-0.9476534128189087
15,729,734,PER,Royal court >> en,Q1134237,-0.6050806045532227
15,1429,1440,PER,Dead Christ >> en,Q27795958,-0.8519495725631714
15,1540,1560,LOC,San Luigi dei Francesi >> en,Q638283,-2.13610577583313
15,1550,1560,PER,San Luigi dei Francesi >> en,Q638283,-1.6959455013275146
15,1607,1612,PER,Saint >> en,Q43115,-0.18872560560703278
15,1751,1789,ORG,Florentine painting >> en,Q3357314,-2.4191009998321533
15,1843,1848,MISC,Christian cross >> en,Q392371,-0.25878840684890747
15,1899,1906,PER,Madonna (art) >> en,Q926743,-0.32070600986480713
15,2437,2458,PER,Colonna family >> en,Q327202,-1.3432509899139404
16,1417,1437,LOC,"San Lorenzo, Florence >> en",Q573881,-1.543391227722168
16,1427,1437,PER,"San Lorenzo, Florence >> en",Q573881,-0.40201708674430847
16,1446,1461,LOC,Pieve >> en,Q1464870,-1.4400513172149658
16,1520,1525,PER,Saint >> en,Q43115,-0.21888571977615356
16,1847,1867,LOC,"Sant'Onofrio, Rome >> en",Q1627320,-1.4573204517364502
16,1875,1880,LOC,Pieve >> en,Q1464870,-0.23936523497104645
16,1895,1905,PER,Basilica of Sant'Antonio >> en,Q810139,-1.9131622314453125
16,1985,1996,LOC,Santa Giustina >> en,Q41023,-0.49258047342300415
16,2004,2013,LOC,"San Matteo, Genoa >> en",Q3671154,-2.2093541622161865
16,2239,2250,LOC,Santa Giustina >> en,Q41023,-0.5870986580848694
16,2489,2498,PER,Duke of Ferrara and of Modena >> en,Q1532877,-0.5729482769966125
16,2723,2738,PER,San Michele a Ripa >> en,Q3685181,-1.4309343099594116
17,0,8,PER,Giovanni da Cascia >> en,Q3768420,-1.3523476123809814
17,26,45,LOC,"Santa Trinita, Florence >> en",Q1062114,-0.9039477705955505
17,40,45,ORG,Scali >> en,Q7802,-1.1564334630966187
17,197,210,PER,Paolo da Firenze >> en,Q514391,-2.3358635902404785
17,231,258,LOC,Ponte Vecchio >> en,Q208633,-2.1619696617126465
19,35,55,LOC,Santa Maria dei Servi >> en,Q1021897,-0.1930927038192749
19,50,55,ORG,Maurus Servius Honoratus >> en,Q355350,-1.005638599395752
19,108,141,PER,Marianus of Florence >> en,Q16201320,-3.7289493083953857
19,124,141,LOC,Cantus firmus >> en,Q938118,-1.1671481132507324
19,787,808,LOC,Santa Maria dei Servi >> en,Q1021897,-0.7902124524116516
19,803,808,ORG,Maurus Servius Honoratus >> en,Q355350,-0.7880169749259949
19,941,951,PER,Philip the Apostle >> en,Q43675,-0.4637424945831299
19,2522,2532,PER,Saint Philip >> en,Q3945117,-0.48825809359550476
20,554,584,PER,Sansepolcro >> en,Q52098,-0.332758367061615
20,1390,1408,LOC,Santa Maria del Monte >> en,Q2820721,-2.1922495365142822
20,1514,1527,LOC,"San Francesco, Ferrara >> en",Q3670047,-2.129498243331909
21,26,31,PER,Cosmè >> it,Q1136046,-0.9631405472755432
21,104,115,LOC,Basilica of San Domenico >> en,Q862602,-0.9956963062286377
22,1088,1108,PER,Antonio da Sangallo the Elder >> en,Q456861,-0.5335948467254639
22,1182,1189,PER,Antonio Picconi >> it,Q3620038,-1.7454911470413208
22,1212,1242,PER,Mugello >> en,Q283034,-3.051712989807129
22,1417,1424,PER,Antonio da Sangallo the Younger >> en,Q357276,-1.3052490949630737
22,1916,1942,PER,Bramante >> en,Q7793,-0.17709535360336304
23,16,28,PER,Pope Paul II >> en,Q102605,-0.18286970257759094
23,59,65,LOC,Basilica della Santa Casa >> en,Q654996,-0.2918943762779236
23,430,437,PER,Pope Clement I >> en,Q42887,-0.4947865903377533
23,720,727,PER,Antonio del Massaro >> en,Q2857518,-1.6963000297546387
23,749,761,PER,Pope Clement I >> en,Q42887,-0.8717078566551208
23,823,829,LOC,Basilica della Santa Casa >> en,Q654996,-0.3512885868549347
23,1687,1694,PER,Antonio del Massaro >> en,Q2857518,-1.6262364387512207
23,2151,2158,MISC,Fortuna >> en,Q4654,-0.28172382712364197
23,2187,2194,PER,Antonio del Massaro >> en,Q2857518,-1.7031383514404297
24,1606,1614,PER,Giovanni >> en,Q419336,-0.6100680828094482
24,1959,1964,LOC,Italy >> en,Q38,-0.2078222781419754
24,2075,2083,PER,Scaliger >> en,Q1247250,-0.4805298447608948
25,2107,2139,PER,Luigi Cornaro >> en,Q389140,-1.8816909790039062
25,2486,2498,PER,Luigi Cornaro >> en,Q389140,-0.7178762555122375
26,493,496,PER,God >> en,Q190,-0.22126087546348572
26,1033,1040,PER,Bondone >> en,Q246478,-0.16022616624832153
26,1464,1471,PER,Bondone >> en,Q246478,-0.49742335081100464
27,59,65,PER,Roman Catholic Diocese of Arezzo-Cortona-Sansepolcro >> en,Q645542,0.16499757766723633
27,70,84,PER,Arezzo >> en,Q13378,-0.9376742243766785
27,94,110,LOC,Massa >> en,Q13370,-0.15711736679077148
27,167,174,PER,Holy Roman Emperor >> en,Q181765,-0.6458224058151245
27,284,297,PER,Pier Andrea Saccardo >> en,Q707840,-4.634816646575928
27,302,321,PER,Pietramala >> en,Q13378,-2.4490175247192383
27,342,348,PER,Roman Catholic Diocese of Arezzo-Cortona-Sansepolcro >> en,Q645542,0.2241494357585907
27,522,538,ORG,Guelphs and Ghibellines >> en,Q187742,0.08913502097129822
27,1093,1106,PER,Pier Andrea Saccardo >> en,Q707840,-4.554691791534424
27,1359,1371,PER,Gondi family >> en,Q2397552,-1.1610558032989502
27,1450,1470,PER,Arezzo >> en,Q13378,-0.7351360321044922
27,1878,1885,PER,Church Fathers >> en,Q182603,-0.6484666466712952
27,1939,1972,PER,Antonio da Pisa >> it,Q3620361,-1.6615724563598633
27,1979,1986,PER,General officer >> en,Q83460,-1.193968415260315
27,1994,2019,ORG,Camaldoli >> en,Q2019442,-0.4321679174900055
27,2045,2053,MISC,Crucifix >> en,Q20460,-0.19004088640213013
27,2122,2130,MISC,Crucifix >> en,Q20460,-0.22279886901378632
27,2247,2255,PER,Superior (hierarchy) >> en,Q4907518,-0.3209170401096344
27,2263,2286,LOC,Santa Maria degli Angeli e dei Martiri >> en,Q569253,-0.5486924648284912
28,603,633,PER,Lorenzo de' Medici >> en,Q177854,-0.1116601973772049
28,1611,1627,LOC,Santa Maria Novella >> en,Q51175,0.0060492753982543945
28,2192,2217,MISC,Roman triumph >> en,Q657438,-1.6118196249008179
28,2203,2217,PER,Paulo Emilio >> en,Q6140482,-2.2333383560180664
28,2677,2682,MISC,Canti >> en,Q1033782,-0.94585782289505
29,12,20,PER,Francesco Granacci >> en,Q717097,-0.2439553439617157
29,33,58,PER,Pierfrancesco de' Medici the Elder >> en,Q256359,-3.6534647941589355
29,182,200,PER,Francesco Ubertini >> en,Q27787890,-0.09104625880718231
29,254,300,LOC,Pierfrancesco de' Medici >> en,Q256359,-2.9862093925476074
29,254,270,PER,Pierfrancesco de' Medici >> en,Q256359,-0.37529683113098145
29,280,300,LOC,Borgo Sant'Angelo >> it,Q3642536,-4.283113956451416
29,513,519,PER,Joseph >> en,Q471788,-0.7275179624557495
29,869,876,PER,Madonna (art) >> en,Q926743,-0.3085419833660126
29,891,897,MISC,Girdle >> en,Q28839480,-0.4367519021034241
29,1330,1339,PER,Francesco >> en,Q2268455,-1.5737817287445068
30,1296,1305,PER,Christ in Majesty >> en,Q972213,-0.4545031785964966
30,1385,1390,PER,Simon the Zealot >> en,Q12871,-0.31842881441116333
30,1547,1558,PER,Dead Christ >> en,Q27795958,-0.7356520295143127
31,70,79,PER,"Francesco I de' Medici, Grand Duke of Tuscany >> en",Q299675,-0.1589159369468689
31,119,127,PER,L'Indaco >> en,Q2632655,-0.3756348490715027
31,566,623,LOC,Arezzo >> en,Q13378,-1.2318015098571777
31,590,613,ORG,Apostolic Nunciature >> en,Q620045,-1.1633025407791138
31,902,921,LOC,Palazzo Vecchio >> en,Q271928,-0.5729821920394897
31,1031,1035,PER,Duke >> en,Q166886,-0.544226884841919
31,1513,1543,LOC,Palazzo Medici Riccardi >> en,Q911047,-0.6280618906021118
31,1699,1707,PER,L'Indaco >> en,Q2632655,-0.7787813544273376
33,38,55,PER,Margravate of Mantua >> en,Q3845763,-0.12312817573547363
33,117,125,LOC,Apostolic Nunciature >> en,Q620045,-0.6121984720230103
33,145,150,ORG,Santa Maria dei Servi >> en,Q1021897,-0.2750582695007324
33,154,162,LOC,Florence >> en,Q2044,-0.1828179955482483
33,194,206,PER,Leon Battista >> it,Q3636773,-3.873471260070801
33,1100,1112,PER,Leon Baptiste >> en,Q3229623,-4.195600986480713
33,1619,1631,PER,Leon Baptiste >> en,Q3229623,-3.85125470161438
33,2003,2015,PER,Leon Baptiste >> en,Q3229623,-4.002069473266602
33,2140,2152,PER,Leon Baptiste >> en,Q3229623,-3.615935802459717
33,2268,2273,LOC,Padua >> en,Q617,-0.13841301202774048
33,2366,2378,PER,Leon Baptiste >> en,Q3229623,-4.12468957901001
33,2410,2428,PER,Salvatore Fancello >> it,Q3946044,-5.002927303314209
33,2522,2534,PER,Leon Baptiste >> en,Q3229623,-3.5767087936401367
33,2668,2672,PER,Luca >> en,Q417711,-2.0819075107574463
33,2802,2807,ORG,Luchi >> en,Q3346426,-0.9313063025474548
34,353,359,PER,Nature >> en,Q7860,-0.1977837085723877
34,522,537,PER,God the Father >> en,Q186350,-1.0431556701660156
34,2403,2441,PER,Lodovico de' Medici >> en,Q80986,-4.205838203430176
34,2415,2441,PER,Leonardo da Vinci >> en,Q762,-1.6438883543014526
34,2548,2556,PER,Lodovico de' Medici >> en,Q80986,-2.6781132221221924
34,2613,2619,LOC,Chiusi >> en,Q91185,-0.1925782710313797
34,2642,2660,LOC,Vernia >> en,Q50847177,-2.1000168323516846
34,3096,3103,PER,Mercury (mythology) >> en,Q1150,-0.30079689621925354
34,3108,3113,PER,Venus (mythology) >> en,Q47652,-0.2178354263305664
34,3137,3144,PER,Jupiter >> en,Q319,-0.3929864168167114
34,3332,3340,PER,Lodovico Sforza >> en,Q236853,-1.050819754600525
35,80,88,LOC,Florence >> en,Q2044,-0.1771339476108551
35,450,456,PER,Pope >> en,Q19546,-0.3356812596321106
35,594,600,PER,Pope >> en,Q19546,-0.342734158039093
35,850,861,PER,Pope Julius >> en,Q1159107,-0.389265239238739
35,1708,1717,PER,St. Peter's Basilica >> en,Q12512,0.07702255249023438
35,1731,1742,LOC,Santa Caterina di Valfurva >> en,Q2141665,-1.2931323051452637
35,1801,1809,LOC,Castello >> en,Q416274,-1.3204292058944702
35,1825,1837,PER,Michelangelo >> en,Q5592,-1.5733026266098022
35,1937,1941,PER,Pope >> en,Q19546,-0.21725969016551971
36,6,24,PER,D'Antonio >> en,Q56538114,-2.8736114501953125
36,492,498,PER,Donato >> en,Q411627,-1.138113021850586
36,697,706,PER,Philip the Apostle >> en,Q43675,-0.520351767539978
36,822,828,PER,Donato >> en,Q411627,-1.0497502088546753
36,836,855,ORG,Guild of Saint Luke >> en,Q1110992,-0.6277546882629395
36,964,970,PER,Donato >> en,Q411627,-1.2255852222442627
36,1219,1225,PER,Donato >> en,Q411627,-1.1214009523391724
36,1315,1321,PER,Donato >> en,Q411627,-1.5365456342697144
36,1327,1334,PER,Consul (representative) >> en,Q207978,-0.9284185171127319
36,1343,1348,ORG,Guild >> en,Q939871,-0.39173373579978943
36,1516,1522,PER,Donato >> en,Q411627,-1.536283254623413
36,1661,1668,PER,Consulat >> en,Q877619,-0.936674952507019
36,1696,1702,PER,Donato >> en,Q411627,-1.3874322175979614
37,28,33,PER,"San Lorenzo, Florence >> en",Q573881,-0.9632000923156738
37,112,129,ORG,Guilds of Florence >> en,Q744544,-0.6690629124641418
37,158,163,PER,Nanni >> en,Q21157457,-0.9418140053749084
37,257,262,PER,Orsanmichele >> en,Q860816,-1.0554343461990356
37,324,329,PER,Nanni >> en,Q21157457,-1.3810406923294067
37,531,536,PER,Nanni >> en,Q21157457,-1.3250031471252441
38,1220,1230,LOC,Sant'Antonio di Padova >> en,Q167477,-1.2953826189041138
38,1237,1245,LOC,Castello >> en,Q416274,-0.9886628985404968
38,1274,1282,LOC,Santa Elena >> en,Q234489,-1.3487300872802734
38,1309,1331,ORG,Monte Oliveto Maggiore >> en,Q1247143,-0.055381953716278076
38,1427,1468,MISC,Biblical Magi >> en,Q51671,-1.0174797773361206
39,68,78,PER,Rondinelli >> en,Q16882261,-3.5667479038238525
39,210,220,PER,Rondinelli >> en,Q16882261,-3.465832233428955
39,430,444,LOC,Forlì >> en,Q13367,-1.6792243719100952
39,612,623,PER,Dead Christ >> en,Q27795958,-1.2256866693496704
39,940,958,PER,Santa Maria Maddalena >> en,Q1817386,-0.683255672454834
39,1015,1019,PER,Oil painting >> en,Q174705,-0.2395317554473877
39,1057,1062,PER,Saint >> en,Q43115,-0.20085884630680084
39,1473,1478,PER,Saint >> en,Q43115,-0.18699924647808075
39,1610,1623,LOC,Sant'Apollinare alle Terme Neroniane-Alessandrine >> en,Q2301521,-0.33344170451164246
39,1756,1783,LOC,Basilica of Sant'Antonio da Padova >> en,Q810139,-1.681267499923706
39,1839,1846,PER,Madonna (art) >> en,Q926743,-0.3049042224884033
39,1866,1892,PER,"Mary, mother of Jesus >> en",Q345,-0.7642843127250671
39,1912,1924,LOC,Francis of Assisi >> en,Q676555,-0.6004863381385803
39,2034,2054,PER,James the Great >> en,Q43999,-0.24972733855247498
39,2090,2101,LOC,Saint Dominic >> en,Q44091,-0.49903321266174316
39,2178,2185,PER,Madonna (art) >> en,Q926743,-0.36292508244514465
39,2326,2346,LOC,Basilica of Sant'Anastasia al Palatino >> en,Q1229125,-2.7917346954345703
39,2361,2383,ORG,Augustinians >> en,Q214528,-0.4018055498600006
39,2592,2602,PER,Rondinelli >> en,Q16882261,-3.537574529647827
39,2648,2671,LOC,Basilica of Saint Francis of Assisi >> en,Q207486,-0.529473066329956
40,318,329,LOC,Basilica of San Giovanni in Laterano >> en,Q84090,-0.2612624764442444
40,673,697,PER,Lorenzo de' Medici >> en,Q177854,-1.1622962951660156
40,2189,2194,PER,Parri >> en,Q42589500,-1.3295997381210327
41,11,76,LOC,Arezzo >> en,Q13378,-1.5868537425994873
41,35,76,ORG,Santa Maria della Misericordia >> en,Q1059409,-2.9518706798553467
41,78,83,PER,Parri >> en,Q42589500,-0.9271531701087952
41,94,101,PER,Madonna (art) >> en,Q926743,-0.3749135732650757
41,141,147,LOC,Arezzo >> en,Q13378,-0.19228628277778625
41,293,300,PER,Braccio da Montone >> en,Q896536,-1.288273572921753
41,348,361,PER,Braccio da Montone >> en,Q896536,-0.4434470534324646
41,481,486,PER,God >> en,Q190,-0.4572886824607849
41,567,574,PER,Madonna (art) >> en,Q926743,-0.3416430950164795
41,628,634,PER,Roman Catholic Diocese of Arezzo-Cortona-Sansepolcro >> en,Q645542,-0.23946481943130493
41,639,648,PER,Lord Protector >> en,Q512196,-0.8477544784545898
41,710,720,ORG,Fraternity >> en,Q996839,-0.7386524677276611
41,763,768,PER,Parri >> en,Q42589500,-0.6072520017623901
41,822,844,PER,Madonna (art) >> en,Q926743,-0.24868053197860718
41,822,829,PER,Madonna (art) >> en,Q926743,-0.33513087034225464
41,942,955,PER,Saint Lawrence >> en,Q17590,-0.8281009793281555
41,1132,1139,ORG,Company (military unit) >> en,Q102538,-1.1345255374908447
41,1250,1257,PER,Giulio Cesare >> en,Q875563,-4.855075359344482
41,1270,1275,PER,Parri >> en,Q42589500,-0.43732205033302307
41,1317,1331,PER,Saint Lawrence >> en,Q17590,-0.5931721925735474
41,1336,1346,PER,Pontius Pilate >> en,Q17131,-2.0446858406066895
41,1433,1449,LOC,Saltire >> en,Q201960,-1.6360011100769043
41,1757,1768,LOC,Arezzo >> en,Q13378,-1.571410059928894
41,1836,1841,PER,Parri >> en,Q42589500,-0.6278627514839172
