id,start_pos,end_pos,surface,type,wb_id,broader,narrower,related,exact,close
25,68,77,Boccaccio,PER,Q1402,0,0,0,1,0
25,88,109,Nastagio degli Onesti,MISC,Q1232587,0,0,0,1,0
25,125,133,pictures,MISC,Q478798,0,0,0,1,0
25,165,176,workmanship,MISC,Q8035029,0,0,0,1,0
25,186,194,Epiphany,MISC,Q132001,0,0,0,1,0
26,55,60,panel,MISC,Q55439,0,0,0,1,0
26,142,147,doors,MISC,Q36794,0,0,0,1,0
26,165,171,façade,MISC,Q183061,0,0,0,1,0
26,175,191,S. Maria Novella,LOC,Q51175,0,0,0,1,0
26,223,229,church,MISC,Q16970,0,0,0,1,0
26,237,241,door,MISC,Q36794,0,0,0,1,0
26,273,294,Adoration of the Magi,MISC,Q488841,0,0,0,1,0
26,310,317,feeling,MISC,Q205555,0,0,0,1,0
26,365,369,foot,MISC,Q15807,0,0,0,1,0
26,373,381,Our Lord,PER,Q302,0,0,0,1,0
27,12,34,Chapel of Gino Capponi,LOC,Q3657333,0,0,0,1,0
27,43,63,Church of S. Spirito,LOC,Q1519975,0,0,0,1,0
27,67,75,Florence,LOC,Q2044,0,0,0,1,0
27,90,95,panel,MISC,Q55439,0,0,0,1,0
27,111,133,Visitation of Our Lady,MISC,Q691810,0,0,0,1,0
27,140,151,S. Nicholas,PER,Q44269,0,0,0,1,0
27,200,210,spectacles,MISC,Q37501,0,0,0,1,0
28,21,24,art,MISC,Q735,0,0,0,1,0
28,81,86,panel,MISC,Q55439,0,0,0,1,0
28,64,74,commission,MISC,Q760089,0,0,0,1,0
28,174,181,garment,MISC,Q11460,0,0,0,1,0
28,190,196,pillow,MISC,Q99895,0,0,0,1,0
28,258,266,Our Lady,PER,Q345,0,0,0,1,0
28,305,313,pedestal,MISC,Q12014132,0,0,0,1,0
28,333,337,head,MISC,Q23640,0,0,0,1,0
28,346,352,Heaven,LOC,Q4489450,0,0,0,1,0
28,361,365,book,MISC,Q571,0,0,0,1,0
28,373,377,hand,MISC,Q33767,0,0,0,1,0
28,421,432,Holy Spirit,MISC,Q37302,0,0,0,1,0
28,451,456,light,MISC,Q9128,0,0,0,1,0
29,7,15,predella,MISC,Q1411766,0,0,0,1,0
29,102,113,S. Margaret,PER,Q297742,0,0,0,1,0
29,131,136,belly,MISC,Q9597,0,0,0,1,0
29,144,150,Dragon,MISC,Q7559,0,0,0,1,0
29,310,315,venom,MISC,Q3386847,0,0,0,1,0
29,317,321,fire,MISC,Q3196,0,0,0,1,0
29,327,332,death,MISC,Q4,0,0,0,1,0
30,23,44,elder Filippo Strozzi,PER,Q323993,0,0,0,1,0
30,79,86,Perseus,PER,Q130832,0,0,0,1,0
30,98,107,Andromeda,PER,Q161582,0,0,0,1,0
31,46,51,Venus,MISC,Q47652,0,0,0,1,0
31,60,64,Mars,MISC,Q112,0,0,0,1,0
31,102,108,meadow,MISC,Q7777019,0,0,0,1,0
31,117,124,flowers,MISC,Q506,0,0,0,1,0
31,210,216,helmet,MISC,Q173603,0,0,0,1,0
31,247,253,armour,MISC,Q20793164,0,0,0,1,0
31,257,261,Mars,MISC,Q112,0,0,0,1,0
31,274,279,grove,MISC,Q1510380,0,0,0,1,0
31,283,289,myrtle,MISC,Q165152,0,0,0,1,0
31,298,303,Cupid,MISC,Q5011,0,0,0,1,0
31,324,330,rabbit,MISC,Q9394,0,0,0,1,0
31,355,360,Doves,MISC,Q10856,0,0,0,1,0
31,364,369,Venus,MISC,Q47652,0,0,0,1,0
31,384,391,emblems,MISC,Q112110,0,0,0,1,0
32,4,21,Giovanni Vespucci,PER,Q17064119,0,0,0,1,0
32,108,121,Via de' Servi,LOC,Q3556508,0,0,0,1,0
32,180,189,apartment,MISC,Q188507,0,0,0,1,0
32,220,225,fauns,MISC,Q223194,0,0,0,1,0
32,227,233,satyrs,MISC,Q163709,0,0,0,1,0
32,255,259,boys,MISC,Q3010,0,0,0,1,0
32,265,275,bacchanals,MISC,Q331341,0,0,0,1,0
32,325,335,bay horses,MISC,Q900906,0,0,0,1,0
32,340,348,garments,MISC,Q11460,0,0,0,1,0
32,441,447,nature,MISC,Q7860,0,0,0,1,0
32,432,437,truth,MISC,Q7949,0,0,0,1,0
33,8,16,portrait,MISC,Q134307,0,0,0,1,0
33,33,55,Francesco da San Gallo,PER,Q2252502,0,0,0,1,0
33,181,185,hand,MISC,Q33767,0,0,0,1,0
33,237,241,head,MISC,Q23640,0,0,0,1,0
33,245,254,Cleopatra,PER,Q635,0,0,0,1,0
33,284,288,neck,MISC,Q9633,0,0,0,1,0
33,298,307,portraits,MISC,Q134307,0,0,0,1,0
33,327,335,Giuliano,PER,Q312365,0,0,0,1,0
33,370,389,Francesco Giamberti,PER,Q3750041,0,0,0,1,0
33,320,326,father,MISC,Q7565,0,0,0,1,0
