doc_id,sent_id,doc_start_pos,doc_end_pos,sent_start_pos,sent_end_pos,surface,type,matched_sf
39,8,1866,1892,121,147,Virgin Martyr S. Catharine,Subject,Virgin Martyr S. Catharine
39,8,1897,1906,152,161,S. Jerome,Subject,S. Jerome
39,9,1974,1986,66,78,S. Catharine,Subject,S. Catharine
39,9,1991,2001,83,93,S. Francis,Subject,S. Francis
39,9,2020,2028,112,120,Our Lady,Subject,Our Lady
39,9,2034,2054,126,146,S. James the Apostle,Subject,S. James the Apostle
39,10,2178,2185,92,99,Madonna,Subject,Madonna
39,11,2415,2426,101,112,S. Laurence,Subject,S. Laurence
39,11,2431,2441,117,127,S. Francis,Subject,S. Francis
41,1,578,588,31,41,S. Gregory,Subject,S. Gregory the Pope
41,1,616,626,69,79,S. Donatus,Subject,"S. Donatus, Bishop and Protector of the people of Arezzo"
41,6,1862,1874,108,120,Annunciation,Subject,Annunciation
41,6,2011,2023,257,269,S. Catherine,Subject,S. Catherine
41,7,2312,2320,268,276,Crucifix,Subject,Crucifix
43,5,1297,1314,14,31,S. Mary Magdalene,Subject,S. Mary Magdalene
44,4,1611,1621,460,470,S. Stephen,Subject,S. Stephen
44,4,1737,1748,586,597,S. Antonino,Subject,"S. Antonino, Archbishop of Florence"
44,4,1778,1799,627,648,S. Catharine of Siena,Subject,S. Catharine of Siena
45,4,888,894,127,133,Christ,Subject,Christ
45,4,899,907,138,146,Our Lady,Subject,Christ and Our Lady in the air
45,4,888,894,127,133,Christ,Subject,Christ
45,4,939,953,178,192,God the Father,Subject,God the Father
45,4,987,993,226,232,Saints,Subject,Saints
45,5,1109,1120,101,112,Dead Christ,Subject,Christ
45,5,1109,1120,101,112,Dead Christ,Subject,Christ
45,6,1402,1410,200,208,Our Lady,Subject,Our Lady
45,6,1420,1426,218,224,Saints,Subject,Saints
45,7,1544,1552,116,124,Our Lady,Subject,Our Lady
45,7,1554,1561,126,133,S. Anne,Subject,S. Anne
45,7,1644,1663,216,235,S. John the Baptist,Subject,S. John the Baptist
45,7,1644,1663,216,235,S. John the Baptist,Subject,S. John the Baptist
45,7,1728,1740,300,312,Annunciation,Subject,Annunciation
45,8,1812,1824,70,82,S. Sebastian,Subject,S. Sebastian
45,8,1843,1851,101,109,Our Lady,Subject,Our Lady
45,8,1996,2004,254,262,S. James,Subject,S. James
45,9,2101,2108,55,62,S. Anne,Subject,S. Anne
48,5,2095,2099,57,61,nude,Art Subject,the nude
49,2,457,467,97,107,landscapes,Subject,landscapes
49,2,667,674,307,314,verdure,Subject,verdure
49,3,731,738,55,62,animals,Subject,animals
49,5,1124,1132,37,45,Our Lady,Subject,Our Lady
49,6,1405,1411,154,160,Tobias,Subject,Tobias
49,6,1405,1411,154,160,Tobias,Subject,Tobias
49,6,1505,1524,254,273,S. John the Baptist,Subject,S. John the Baptist
53,6,1686,1714,121,149,stories of Moses and Pharaoh,Subject,Moses
53,6,1686,1714,121,149,stories of Moses and Pharaoh,Subject,Moses
