id,lang,surface,title,label,redirect,disambiguation,anchor_text
Q45722,en,Protodeacon of the Sacred College of Cardinals,,,1,,
Q45722,en,Cardinal electors,,,1,,
Q45722,en,Cardinal (church),,,1,,
Q45722,en,Cardinal-Presbyter,,,1,,
Q45722,en,Cardinal-Bishop,,,1,,
Q45722,en,Catholic Cardinal,,,1,,
Q45722,en,Cardinal Deacon,,,1,,
Q45722,en,Cardinal-deacon,,,1,,
Q45722,en,Protodeacon of Sacred College of Cardinals,,,1,,
Q45722,en,Cardinal (priest),,,1,,
Q45722,en,Cardeal,,,1,,
Q45722,en,Protodeacon of the College of Cardinals,,,1,,
Q45722,en,Cardinal protodeacon,,,1,,
Q45722,en,Cardinal-presbyter,,,1,,
Q45722,en,Protodeacon of the Holy Roman Church,,,1,,
Q45722,en,Cardinal-Deacon,,,1,,
Q45722,en,Cardinal-bishop,,,1,,
Q45722,en,Cardinal-dean,,,1,,
Q45722,en,Cardinal (title),,,1,,
Q45722,en,Cardinal (catholic),,,1,,
Q45722,en,Cardinals (Catholic Church),,,1,,
Q45722,en,Piatto Cardinalizio,,,1,,
Q45722,en,Cardinal-Priests,,,1,,
Q45722,en,Protodeacon of College of Cardinals,,,1,,
Q45722,en,Cardinal elector,,,1,,
Q45722,en,Cardinal of the Holy Roman Church,,,1,,
Q45722,en,Cardinal (Roman Catholic Church),,,1,,
Q45722,en,Cardinal of the Catholic Church,,,1,,
Q45722,en,Cardinal (catholicism),,,1,,
Q45722,en,Cardinal (Roman Catholicism),,,1,,
Q45722,en,Catholic cardinal,,,1,,
Q45722,en,Cardinal Bishop,,,1,,
Q45722,en,Cardinal (Catholicism),,,1,,
Q45722,en,Cardinal-Priest,,,1,,
Q45722,en,Cardinal (Catholic),,,1,,
Q45722,en,Cardinal bishop,,,1,,
Q45722,en,Cardinal-patriarch,,,1,,
Q45722,en,Roman Catholic Cardinal,,,1,,
Q45722,en,Cardinalship,,,1,,
Q45722,en,Cardinal (religion),,,1,,
Q45722,en,CP,,,,,1
Q45722,en,Cardinal,,,,,1
Q45722,en,CB,,,,,1
Q45722,en,Cardinals,,,,,1
Q45722,en,protodeacon,,,,,1
Q45722,en,His Eminence,,,,,1
Q45722,en,cardinal deacon,,,,,1
Q45722,en,CD,,,,,1
Q45722,en,cardinals,,,,,1
Q45722,en,cardinal-deacon,,,,,1
Q45722,en,cardinal bishop,,,,,1
Q45722,en,cardinalate,,,,,1
Q45722,en,Deaconry,,,,,1
Q45722,en,Prince of the Church,,,,,1
Q45722,en,cardinal-priest,,,,,1
Q45722,en,cardinal of the Catholic Church,,,,,1
Q45722,en,the most senior members,,,,,1
Q45722,en,Cardinal Bishops,,,,,1
Q45722,it,Cardinale,1,,,,
Q45722,it,Porpora cardinalizia,,1,,,
Q45722,it,cardinale,,1,,,
Q45722,it,Cardinal,,1,,,
Q45722,it,Cardinale prete,,1,,,
Q45722,it,Cardinale presbitero,,,1,,
Q45722,it,Prima creatura,,,1,,
Q45722,it,Ordini cardinalizi,,,1,,
Q45722,it,Cardinali (categorie),,,1,,
Q45722,it,Cardinale diacono,,,1,,
Q45722,it,Cardinale vescovo,,,1,,
Q45722,it,Cardinalato,,,1,,
Q45722,it,Cardinale di Santa Romana Chiesa,,,1,,
Q45722,it,porporati,,,,,1
Q45722,it,cardinalizio,,,,,1
Q45722,it,Cardinali,,,,,1
Q45722,it,cardinali presbiteri,,,,,1
Q45722,it,Cardinale diacono e presbitero,,,,,1
Q45722,it,diaconi,,,,,1
Q45722,it,cardinalato,,,,,1
Q45722,it,cardinale vescovo,,,,,1
Q45722,it,card.,,,,,1
Q45722,it,cardinali,,,,,1
Q45722,it,cardinale dal,,,,,1
Q45722,it,cardinali diaconi,,,,,1
Q45722,it,cardinale diacono,,,,,1
Q45722,it,cardinale presbitero,,,,,1
Q45722,it,cardinali vescovi,,,,,1
Q2252502,en,Francesco da Sangallo,1,,,,
Q2252502,en,il margotta,,1,,,
Q2252502,en,francesco da san gallo,,1,,,
Q2252502,en,Francesco il Margotta,,1,,,
Q2252502,en,il Margotta,,1,,,
Q2252502,en,Francesco Giambert,,1,,,
Q2252502,en,Il Margotta,,1,,,
Q2252502,en,Francesco Da Sangallo,,1,,,
Q2252502,en,Il Margotta Sangallo,,1,,,
Q2252502,en,Francesco da sangallo,,,1,,
Q2252502,en,Francesco Giamberti da Sangallo,,,,,1
Q2252502,en,Francesco,,,,,1
Q2252502,en,Sangallo,,,,,1
Q2252502,it,Francesco da Sangallo,1,,,,
Q2252502,it,Francesco di Giuliano da Sangallo,,,1,,
Q2252502,it,Francesco Giamberti,,,,,1
Q2252502,it,Francesco Giamberti da Sangallo,,,,,1
Q2252502,it,Francesco,,,,,1
Q83241,en,Galilee,1,,,,
Q83241,en,Galilea,,,1,,
Q83241,en,Western Galilee,,,1,,
Q83241,en,Ottoman Galilee,,,1,,
Q83241,en,Galilaea,,,1,,
Q83241,en,Galillee,,,1,,
Q83241,en,The Galilee,,,1,,
Q83241,en,History of Galilee,,,1,,
Q83241,en,Gelil ha-Goyim,,,1,,
Q83241,en,Galalee,,,1,,
Q83241,en,The Western Galilee,,,1,,
Q83241,en,Northern Coastal Plain,,,1,,
Q83241,en,Ruler of Galilee,,,,,1
Q83241,en,Galilean,,,,,1
Q83241,en,upper Galilee,,,,,1
Q83241,en,Galilee region,,,,,1
Q83241,en,Galileans,,,,,1
Q83241,en,Upper Galilee and Lower Galilee,,,,,1
Q83241,it,Galilea,1,,,,
Q83241,it,Galilaica,,1,,,
Q83241,it,Disprezzo per i Galilei,,,1,,
Q83241,it,galilee,,,,,1
Q83241,it,Galil,,,,,1
Q83241,it,galileiani,,,,,1
Q83241,it,Galileo,,,,,1
Q83241,it,galileo,,,,,1
Q83241,it,Galilea occidentale,,,,,1
Q83241,it,Alta Galilea,,,,,1
Q83241,it,Bassa Galilea,,,,,1
Q83241,it,Galilei,,,,,1
Q83241,it,omonima regione,,,,,1
Q83241,it,biblica Galilea,,,,,1
Q83241,it,galilei,,,,,1
Q12894677,en,Means to an end,1,,,,
Q12894677,en,mechanism of action,,1,,,
Q12894677,en,method,,1,,,
Q12894677,en,technique,,1,,,
Q12894677,en,means to an end,,1,,,
Q12894677,en,how,,1,,,
Q12894677,en,mode of operation,,1,,,
Q12894677,en,manner,,1,,,
Q12894677,en,approach,,1,,,
Q12894677,en,way,,1,,,
Q12894677,en,means,,1,,,
Q12894677,en,means to the end,,,,,1
Q12894677,it,mezzo,,1,,,
Q762,en,Leonardo da Vinci,1,,,,
Q762,en,Leo da. Vinci,,1,,,
Q762,en,Leonhard da Vince,,1,,,
Q762,en,Léonard de Vinci,,1,,,
Q762,en,L da Vince,,1,,,
Q762,en,Leonhardo da Vinci,,1,,,
Q762,en,L. D. Vinci,,1,,,
Q762,en,Leornadi De Vinci,,1,,,
Q762,en,Léonard,,1,,,
Q762,en,Lonardo d'Avinci,,1,,,
Q762,en,Leonardo da Avinci,,1,,,
Q762,en,Léonardo de Vinci,,1,,,
Q762,en,Lornardi De Vinci,,1,,,
Q762,en,Leonard de Vinci,,1,,,
Q762,en,Leonardo de Vinza,,1,,,
Q762,en,Leonard,,1,,,
Q762,en,Vinci,,1,,,
Q762,en,Leonardo de Vinci,,1,,,
Q762,en,da vinci leonardo,,1,,,
Q762,en,leonardo de avinze,,1,,,
Q762,en,Leonardo de Binçi,,1,,,
Q762,en,Vinci Leonardo da,,1,,,
Q762,en,Leonhardt Davincé,,1,,,
Q762,en,Leonard. da Vinci,,1,,,
Q762,en,Leonardi da Vinci,,1,,,
Q762,en,Leonardo de Avince,,1,,,
Q762,en,Leonard da Vinci,,1,,,
Q762,en,Leonard Davinci,,1,,,
Q762,en,Leonardo Da Vinci,,1,,,
Q762,en,Leonardo di ser Piero da Vinci,,1,,,
Q762,en,L. da Vince,,1,,,
Q762,en,Leonardo Davinci,,1,,,
Q762,en,Leonardi Devinci,,1,,,
Q762,en,Leonard de Vincy,,1,,,
Q762,en,L. Vinci,,1,,,
Q762,en,Leornardo de Vinci,,1,,,
Q762,en,Leonardi,,1,,,
Q762,en,L. Davinci,,1,,,
Q762,en,Leonardo Vinci,,1,,,
Q762,en,Leonardo da Vince,,1,,,
Q762,en,L. De Vinci,,1,,,
Q762,en,L. D'Vinci,,1,,,
Q762,en,Leonardo D'Vinci,,1,,,
Q762,en,Leonard da Vincy,,1,,,
Q762,en,Leonardo di Ser Piero da Vinci,,1,,,
Q762,en,Leandro da Vinci,,1,,,
Q762,en,Le da Vinci,,1,,,
Q762,en,Leo. da Vinci,,1,,,
Q762,en,L.D. Vinci,,1,,,
Q762,en,Leon da Vinci,,1,,,
Q762,en,L da Vinci,,1,,,
Q762,en,L. Da. Vinci,,1,,,
Q762,en,Leonardi di Vinci,,1,,,
Q762,en,Leonardo de Vince,,1,,,
Q762,en,Leonhard da Vinci,,1,,,
Q762,en,Leonardo da vinze,,1,,,
Q762,en,Lionarde da Vinci,,1,,,
Q762,en,Leonardo de Binci,,1,,,
Q762,en,De Vinci,,1,,,
Q762,en,leonardo de albinzi,,1,,,
Q762,en,Lionardo da Vinci,,1,,,
Q762,en,L. da Vinci,,1,,,
Q762,en,Lion. Da Vinci,,1,,,
Q762,en,leonardo Vilchi,,1,,,
Q762,en,Leonardo d'Avinci,,1,,,
Q762,en,Leonardo,,1,,,
Q762,en,Leonardo De Vinci,,1,,,
Q762,en,Leonardavinci,,1,,,
Q762,en,Leon. Da Vinci,,1,,,
Q762,en,Leonhardt Davinçé,,1,,,
Q762,en,Leonard d'Alvins,,1,,,
Q762,en,L. de Pinci,,1,,,
Q762,en,da Vinci Leonardo,,1,,,
Q762,en,Leonhard de Winci,,1,,,
Q762,en,Leonardo Vincj,,1,,,
Q762,en,La Da Vinci,,1,,,
Q762,en,Lunardo da Vinci,,1,,,
Q762,en,Lionardi da Vinci,,1,,,
Q762,en,Da Vinci,,1,,,
Q762,en,Leonardo di Vince,,1,,,
Q762,en,Leonardo de a Vince,,1,,,
Q762,en,Leonardi de Vinci,,1,,,
Q762,en,leonardo de avinçe,,1,,,
Q762,en,lorenzo de abinçi,,1,,,
Q762,en,L. di Vinci,,1,,,
Q762,en,Lionardo,,1,,,
Q762,en,Leonardo del Vincio,,1,,,
Q762,en,da Vinci,,1,,,
Q762,en,Leonard Davincy,,1,,,
Q762,en,Leo da Vinci,,1,,,
Q762,en,Lionarda da Vinci,,1,,,
Q762,en,Leonardo del Linc,,1,,,
Q762,en,Lieh-ao-na-to,,1,,,
Q762,en,Leonard d'Avins,,1,,,
Q762,en,Leonardo di Vinci,,1,,,
Q762,en,Leonardo da Vinchi,,1,,,
Q762,en,Leonardi d' Vinci,,1,,,
Q762,en,Leonardo da Vinci Notebooks,,,1,,
Q762,en,Leonardo Davinchi,,,1,,
Q762,en,The Great Leonardo,,,1,,
Q762,en,Da Vincian,,,1,,
Q762,en,DaVinci,,,1,,
Q762,en,Davinci,,,1,,
Q762,en,Léonardo Da Vinci,,,1,,
Q762,en,Leonardo DaVinci,,,1,,
Q762,en,Leonardo Abince,,,1,,
Q762,en,Leanardo da vinci,,,1,,
Q762,en,Leo da vinci,,,1,,
Q762,en,Leonardo da vinci,,,1,,
Q762,en,Caterina Buti del Vacca,,,1,,
Q762,en,Leonardo daVinci,,,1,,
Q762,en,Leonardo da Vinci's workshop,,,1,,
Q762,en,Leonardo Di Vinci,,,1,,
Q762,en,"Vinci, Leonardo di Ser Piero da",,,1,,
Q762,en,Leonardo Da Vinchi,,,1,,
Q762,en,Da vinci,,,1,,
Q762,en,L. Da Vinci,,,1,,
Q762,en,Leonardo ''da Vinci'',,,,,1
Q762,en,Leonardo da Vinci's,,,,,1
Q762,en,Leonardo's,,,,,1
Q762,it,Leonardo da Vinci,1,,,,
Q762,it,Leonardo di ser Piero da Vinci,,1,,,
Q762,it,Leonardo,,,1,,
Q762,it,Da Vinci,,,1,,
Q762,it,Leonardo Da Vinci,,,1,,
Q762,it,voce,,,,,1
Q762,it,vinciane,,,,,1
Q762,it,"da Vinci, Leonardo",,,,,1
Q762,it,"Leonardo,",,,,,1
Q762,it,Leonardo '''da''' Vinci,,,,,1
Q762,it,leonardismo,,,,,1
Q762,it,Presunta omosessualità,,,,,1
Q762,it,leonardesco,,,,,1
Q762,it,Uomo vitruviano,,,,,1
Q762,it,leonardesca,,,,,1
Q762,it,qui,,,,,1
Q762,it,scuola leonardesca,,,,,1
Q689965,en,arm armor,,1,,,
Q689965,en,Armzeug,,1,,,
Q689965,en,arm armour,,1,,,
Q689965,it,Bracciale,1,,,,
Q689965,it,Bracciali,,,1,,
Q689965,it,bracciali,,,,,1
Q4575936,en,lamb,,1,,,
Q4575936,it,Agnello,1,,,,
Q4575936,it,agnelli,,1,,,
Q4575936,it,agnello,,1,,,
Q4575936,it,qui,,,,,1
Q1075,en,Color,1,,,,
Q1075,en,coloration,,1,,,
Q1075,en,color,,1,,,
Q1075,en,colouration,,1,,,
Q1075,en,colour,,1,,,
Q1075,en,Science of color,,,1,,
Q1075,en,Colors,,,1,,
Q1075,en,Colourful,,,1,,
Q1075,en,User:OfficialMrCoda/sandbox,,,1,,
Q1075,en,Colur,,,1,,
Q1075,en,Colоur,,,1,,
Q1075,en,Colorful,,,1,,
Q1075,en,Color science,,,1,,
Q1075,en,Colour,,,1,,
Q1075,en,Color list,,,1,,
Q1075,en,Colours,,,1,,
Q1075,en,Colour science,,,1,,
Q1075,en,Colo(u)r,,,1,,
Q1075,en,Colour or Color,,,1,,
Q1075,en,green,,,,,1
Q1075,en,Coloring agents,,,,,1
Q1075,en,chroma,,,,,1
Q1075,en,colours,,,,,1
Q1075,it,Colore,1,,,,
Q1075,it,coloris,,1,,,
Q1075,it,colori,,1,,,
Q1075,it,colore,,1,,,
Q1075,it,colores,,1,,,
Q1075,it,Colori,,,1,,
Q1075,it,Aspetto,,,,,1
Q1075,it,colorazione,,,,,1
Q1075,it,color,,,,,1
Q4948,en,Republic of Venice,1,,,,
Q4948,en,Venice Republic,,1,,,
Q4948,en,Repulic of Venice,,1,,,
Q4948,en,Venezia Republic,,1,,,
Q4948,en,Republic Venice,,1,,,
Q4948,en,Serenissima Repubblica di Venezia,,1,,,
Q4948,en,The Serenissima,,1,,,
Q4948,en,Venetian Empire,,1,,,
Q4948,en,The Republic of Venice,,1,,,
Q4948,en,Republic of Saint Mark,,1,,,
Q4948,en,Venetian Republic,,1,,,
Q4948,en,Republic of St. Mark,,1,,,
Q4948,en,Serenìsima Repùblega de Venèsia,,1,,,
Q4948,en,The Most Serene Republic of Venice,,1,,,
Q4948,en,Republic of Venezia,,1,,,
Q4948,en,Duchy of Venetia,,1,,,
Q4948,en,Venice,,1,,,
Q4948,en,Most Serene Republic of Venice,,1,,,
Q4948,en,Republic of st. mark,,,1,,
Q4948,en,Republic of Venesia,,,1,,
Q4948,en,Venice republic,,,1,,
Q4948,en,Venetian golden era,,,1,,
Q4948,en,'La Serenissima',,,1,,
Q4948,en,Savio (office),,,1,,
Q4948,en,La Serenissima,,,1,,
Q4948,en,Veneta Republic,,,1,,
Q4948,en,Republic of venice,,,1,,
Q4948,en,Venetian,,,,,1
Q4948,en,the government,,,,,1
Q4948,en,Venetians,,,,,1
Q4948,en,Venetian rule,,,,,1
Q4948,en,Venetian republic,,,,,1
Q4948,en,Republic,,,,,1
Q4948,it,Repubblica di Venezia,1,,,,
Q4948,it,Repubblica Veneziana,,1,,,
Q4948,it,Serenissima Repubblica Veneta,,1,,,
Q4948,it,La Serenissima,,1,,,
Q4948,it,Serenissima Repubblica di Venezia,,1,,,
Q4948,it,Serenissima Repubblica di San Marco,,1,,,
Q4948,it,Repubblica Serenissima di Venezia,,1,,,
Q4948,it,Serenissima Repubblica,,1,,,
Q4948,it,Ducato di Venezia,,1,,,
Q4948,it,Repubblica Serenissima,,1,,,
Q4948,it,Repubblica Serenissima Veneta,,1,,,
Q4948,it,Repubblica Veneta,,1,,,
Q4948,it,Signoria di Venezia,,1,,,
Q4948,it,Serenissima,,1,,,
Q4948,it,Venetiarum Respublica,,,1,,
Q4948,it,Repubblica veneziana,,,1,,
Q4948,it,Repubblica veneta,,,1,,
Q4948,it,Viva San Marco!,,,1,,
Q4948,it,dominazione veneta,,,,,1
Q4948,it,autorità Serenissime,,,,,1
Q4948,it,veneziana,,,,,1
Q4948,it,veneziane,,,,,1
Q4948,it,Repubblica,,,,,1
Q4948,it,dominazione veneziana,,,,,1
Q4948,it,repubblica Veneta,,,,,1
Q4948,it,veneziani,,,,,1
Q4948,it,periodo veneto,,,,,1
Q4948,it,veneziano,,,,,1
Q4948,it,veneta,,,,,1
Q4948,it,area veneziana,,,,,1
Q4948,it,ducato di Venezia,,,,,1
Q4948,it,territori dei veneziani,,,,,1
Q4948,it,veneto vessillo,,,,,1
Q4948,it,Stato Veneto,,,,,1
Q4948,it,dominio Veneziano,,,,,1
Q4948,it,Venezia,,,,,1
Q4948,it,San Marco,,,,,1
Q4948,it,repubblica veneta,,,,,1
Q4948,it,epoca veneta,,,,,1
Q4948,it,dominio veneto,,,,,1
Q4948,it,Veneziani,,,,,1
Q318972,en,Cenacle,1,,,,
Q318972,en,Chamber of the Last Supper,,1,,,
Q318972,en,The Upper Room,,1,,,
Q318972,en,Upper Room,,1,,,
Q318972,en,Room of the Last Supper,,,1,,
Q318972,en,The upper Room,,,1,,
Q318972,en,Upper room,,,1,,
Q318972,en,The Upper Room (Christianity),,,1,,
Q318972,en,The Cenacle,,,1,,
Q318972,en,The Upper room,,,1,,
Q318972,en,Holy Cenacle,,,1,,
Q318972,en,The upper room,,,1,,
Q318972,en,Devo'zine,,,1,,
Q318972,en,the house where,,,,,1
Q318972,en,Church of the Cenacle,,,,,1
