id,sentence
11,"Li fu allogato per una portiera, che si aveva a fare in Fiandra d'oro e di seta tessuta, per mandare al Re di Portogallo un cartone d'Adamo e d'Èva, quando nel Paradiso terrestre peccano: dove col pennello fece Lionardo di chiaro e scuro lumeggiato di biacca un prato di erbe infinite con alcuni animali, che invero può dirsi che in diligenza e naturalità al mondo divino ingegno far non la possa si simile."
12,"Fece poi Lionardo una Nostra Donna in un quadro, ch'era appresso Papa Clemente VII, molto eccellente."
13,"Ad Antonio Segni, suo amicissimo, fece in su un foglio un Nettuno condotto cosi di disegno con tanta diligenzia, che e' pareva del tutto vivo."
14,"Fece ancora in Milano ne' frati di San Domenico a Santa Maria de le Grazie un Cenacolo, cosa bellissima e maravigliosa, et alle teste de gli Apostoli diede tanta maestà e bellezza, che quella del Cristo lasciò imperfetta, non pensando poterle dare quella divinità celeste, che a l'imagine di Cristo si richiede."
15,"I n questo mezzo fece un cartone dentrovi una Nostra Donna et una Santa Anna, con un Cristo, la quale non pure fece maravigliare tutti gli artefici, ma finita ch'ella fu, nella stanza durarono duoi giorni di andare a vederla gli uomini e le donne, i giovani eti vecchi, come si va a le feste solenni, per vedere le maraviglie di Lionardo, che fecero stupire tutto quel popolo."
16,"Prese Lionardo afare per Francesco del Giocondo il ritratto di Mona Lisa sua moglie; e quattro anni penatovi lo lasciò imperfetto, la quale opera oggi è appresso il Re Francesco di Francia in Fontanableo; nella qual testa chi voleva vedere quanto l'arte potesse imitar la natura, agevolmente si poteva comprendere, perché quivi erano contrafatte tutte le minuzie che si possono con sottigliezza dipignere."
17,"Per il che volendola condurre Lionardo, cominciò un cartone alla sala del papa, luogo in Santa Maria Novella, dentrovi la storia di Niccolò Piccinino capitano del Duca Filippo di Milano, nel quale disegnò un groppo di cavalli che combattevano una bandiera, cosa che eccellentissima e di gran magisterio fu tenuta per le mirabilissime considerazioni che egli ebbe nel far quella fuga."
18,"Lionardo intendendo ciò parti, et andò in Francia, dove il re avendo avuto opere sue, gli era molto affezzionato, e desiderava ch'e' colorisse il cartone della Santa Anna; ma egli, secondo il suo costume, lo tenne gran tempo in parole."
19,"Fu discepolo di Lionardo Giovanantonio Boltraffio milanese, persona molto pratica et intendente: e cosi Marco Uggioni, che in Santa Maria della Pace fece il Transito di Nostra Donna e le Nozze di Canagalilee."
20,"Indi nella facciata maggiore sono tre storie di Santa Caterina martire, quando disputa co 'Itiranno in un tempio, e nel mezzo la Passion di Cristo con i ladroni in croce e le Marie da basso, che sostengono la Vergine Maria venutasi meno."
21,"Aveva preso Raffaello amicizia grandissima con Lorenzo Nasi, il quale avendo tolto donna in que' giorni fecesi che Rafaello gli dipinse un quadro d'una Nostra Donna, per tenere in camera sua; nel quale fece a quella fra le gambe un puto, al quale un San Giovanni fanciulino egli ancora porge uno uccello con gran festa e giuoco de l'uno e de l'altro."
22,"Avvenne che la Signoria di Vinezia avendo avuto molte vittorie per la virtù di Bartolomeo da Bergamo, volendo onorare la virtù di quel signore e dare animo a gli altri loro capitani, deliberò in Senato che e' se gli facessi una statua a cavallo di bronzo e dorata per porsi in su la piazza di Santo Giovanni e Polo, e trovando il nome d'Andrea sparso per tutta Italia efuora sopra ogni altro, mandarono per lui a Fiorenza, e condottolo a Venezia con grandissima provisione gli fecion fare un modello di terra, grande appunto quanto aveva da essere."
23,"Per la città in diverse case fece tondi di sua mano e femmine ignude assai, delle quali oggi ancora a Castello, luogo del Duca Cosimo <fuor> di Fiorenza, sono due quadri figurati, l'uno Venere che nasce, e quelle aure e venti che la fanno venire in terra con gli amori, e cosî un’altra Venere che le Grazie la fioriscono, dinotando la Primavera; le quali da lui con grazia si veggono espresse."
24,"N acque dunque in Fiorenza l'anno MeccceLxxIIII un figliuolo a Lodovico Simon Buonaroti, al quale pose nome al battesimo Michele Agnolo volendo inferire costui essere cosa celeste e divina pi� che mortale."
25,"N�ebbe Michel Agnolo da Pier Soderini per sua mercede scudi pccc e fu rizzata l�anno Mpiii, e per la fama, che per questo acquist� nella scultura, fece al sopradetto Gonfalonieri un David di bronzo bellissimo, il quale egli mand� in Francia; et ancora in questo tempo abbozz� e non fini due tondi di marmo, uno a Taddeo Taddei, oggi in casa sua, et a Bartolomeo Pitti ne cominci� uno altro, il quale da fra' Miniato Pitti di Monte Oliveto, intendente in molte scienze e particularmente nella pittura, fu donato a Luigi Guicciardini che gli era grande amico; le quali opere furono tenute egregie e mirabili."
26,"E cos� scomparti di colori bianchi, rossi e neri in sul modello, tutti que' luoghi dove avevano andare le pietre et i fregi, con grandissima diligenzia, et ordin� che �| circuito da basso fussi in giro di larghezza de braccia 100, ci� � braccia 25 per ciascuna faccia e l'altezza braccia 144; nella quale opera fu messo mano l�anno McccxxxIIII e seguitata del continuo, ma non sf che Giotto la potessi veder finita, interponendosi la morte sua."
27,Visse Andrea Orgagna anni Lx e nel MCCCLXXXIX fin� il corso di questa vita.
28,"Ma finalmente, condottosi vecchio e disutile, camminava per terra con due mazze, per il che non potendo pi� far niente, infermo e decrepito, ridotto in miseria, pass� di questa vita d'anni Lxxvili, et in Ogni Santi di Fiorenza fu sepolto l'anno mpxv."
29,"Venne la peste del mecccLxviII, enon potendosi allora con molti praticare, lo Abate si diede a dipignere le figure grandi, e la prima fu un S. Rocco, che e' fece in tavola a' rettori della Fraternita d'Arezzo, nella udienza dove e' si ragunano; la quale figura raccomanda alla Nostra Donna il popolo aretino."
30,"Oltra che dicano che mancarono danari ancora a quelli della compagnia; e talmente and� in lunga questa pratica che l'anno Mpxxvii venne la rovina di Roma, che fu messa quella citt� a sacco, e spento molti artefici e distrutto e portato via molte opere."
