id,start_pos,end_pos,surface,type,score
37,115,127,Michelagnolo,PER,0.9998065829277039
37,140,148,Domenico,PER,0.999962329864502
37,153,180,David di Tommaso di Currado,PER,0.9980888724327087
37,260,272,Michelagnolo,PER,0.9999881982803345
37,471,479,Domenico,PER,0.9999881982803345
37,484,489,David,PER,0.9998835325241089
38,38,50,Pope Clement,PER,0.9999957084655762
39,146,164,Chapel of the King,LOC,0.9999372005462647
39,399,411,Michelagnolo,PER,0.999976634979248
39,444,450,Vasari,PER,0.9999765157699585
40,12,24,Michelagnolo,PER,0.9999845027923584
40,43,48,Pieta,MISC,0.9990479350090027
40,141,150,year 1503,DATE,0.9998534719149271
40,152,169,Pope Alexander VI,PER,0.999976396560669
40,186,195,Julius II,PER,0.9999502897262573
40,231,243,Michelagnolo,PER,0.9999545812606812
40,322,331,Julius II,PER,0.999983012676239
