id,start_pos,end_pos,surface,type,score
26,13,19,Sandro,PER,0.9997119307518005
26,177,193,S . Maria Novella,LOC,0.9982128739356995
26,275,296,Adoration of the Magi,MISC,0.9999550104141235
27,12,34,Chapel of Gino Capponi,LOC,0.9999304294586182
27,42,63,Church of S . Spirito,LOC,0.9996576011180878
27,67,75,Florence,LOC,0.9999923706054688
27,111,133,Visitation of Our Lady,MISC,0.999960994720459
27,140,151,S . Nicholas,PER,0.9999080101648966
27,158,169,S . Anthony,PER,0.9999560415744781
28,40,45,Piero,PER,0.9999402761459351
28,94,122,Church of the Servite Friars,MISC,0.9999538660049438
28,131,152,Chapel of the Tedaldi,MISC,0.9998255968093872
28,200,210,S . Filippo,PER,0.9805182814598083
29,102,113,S . Margaret,PER,0.9999905824661255
30,0,5,Piero,PER,0.999994158744812
30,29,44,Filippo Strozzi,PER,0.9999967813491821
30,79,86,Perseus,PER,0.9585336446762085
30,98,107,Andromeda,MISC,0.9999644756317139
31,46,51,Venus,MISC,0.9992198944091797
31,60,64,Mars,MISC,0.9999632835388184
31,257,261,Mars,MISC,0.999980092048645
32,4,21,Giovanni Vespucci,PER,0.9999761581420898
32,61,75,Piero Salviati,PER,0.9997894167900085
32,89,99,S . Michele,LOC,0.9999773104985555
32,107,121,Via de ' Servi,LOC,0.9999552011489868
33,0,5,Piero,PER,0.999992847442627
33,33,55,Francesco da San Gallo,PER,0.9999018311500549
33,126,131,Piero,PER,0.9999867677688599
33,147,156,Francesco,PER,0.9975727200508118
33,189,194,Piero,PER,0.9999885559082031
33,245,254,Cleopatra,PER,0.9999755620956421
33,327,335,Giuliano,PER,0.9999932050704956
33,370,389,Francesco Giamberti,PER,0.9998839795589447
34,51,54,day,DATE,0.6182430982589722
34,96,106,Florentine,MISC,0.9998599290847778
34,141,146,Roman,MISC,0.9965657591819763
34,156,160,1564,DATE,0.9999814033508301
35,35,44,Casentino,LOC,0.999619722366333
35,53,62,year 1474,DATE,0.997230052947998
35,135,173,Lodovico di Leonardo Buonarroti Simoni,PER,0.9999909639358521
35,263,270,Canossa,LOC,0.9986481070518494
36,6,18,Michelagnolo,PER,0.999982476234436
36,101,105,1529,DATE,0.9999359846115112
36,119,127,Florence,LOC,0.9999927282333374
36,328,338,S . Miniato,MISC,0.9947632352511088
37,23,27,1488,DATE,0.9996484518051147
37,39,62,this first day of April,DATE,0.9994983911514282
37,72,106,Lodovico di Leonardo di Buonarrota,PER,0.9976584434509277
37,115,127,Michelagnolo,PER,0.9998065829277039
37,140,148,Domenico,PER,0.999962329864502
37,153,180,David di Tommaso di Currado,PER,0.9980888724327087
37,189,200,three years,DATE,0.995902399222056
37,260,272,Michelagnolo,PER,0.9999881982803345
37,471,479,Domenico,PER,0.9999881982803345
37,484,489,David,PER,0.9998835325241089
37,520,537,those three years,DATE,0.9999889930089315
37,578,588,first year,DATE,0.9999703168869019
37,606,617,second year,DATE,0.9999585946400961
37,641,646,third,DATE,0.9960794746875763
38,7,16,year 1533,DATE,0.8019122282663981
38,38,50,Pope Clement,PER,0.9999957084655762
38,102,110,Florence,LOC,0.9999957084655762
39,15,36,June of the year 1557,DATE,0.9999901056289673
39,146,164,Chapel of the King,LOC,0.9999372005462647
39,399,411,Michelagnolo,PER,0.999976634979248
39,444,450,Vasari,PER,0.9999765157699585
40,12,24,Michelagnolo,PER,0.9999845027923584
40,43,48,Pieta,MISC,0.9990479350090027
40,71,76,Giant,MISC,0.7601026296615601
40,80,88,Florence,LOC,0.9993206262588501
40,141,150,year 1503,DATE,0.9998534719149271
40,152,169,Pope Alexander VI,PER,0.999976396560669
40,186,195,Julius II,PER,0.9999502897262573
40,231,243,Michelagnolo,PER,0.9999545812606812
40,248,271,about twenty-nine years,DATE,0.9974670012791952
40,322,331,Julius II,PER,0.999983012676239
