doc_id,sent_id,doc_start_pos,doc_end_pos,sent_start_pos,sent_end_pos,surface,type,matched_sf
45,8,1812,1824,70,82,S. Sebastian,Artwork,"S. Rocco, S. Sebastian, and between them Our Lady"
45,8,1843,1851,101,109,Our Lady,Artwork,"S. Rocco, S. Sebastian, and between them Our Lady"
45,8,1996,2004,254,262,S. James,Artwork,"Our Lady, S. Sebastian, and S. James"
45,9,2099,2108,53,62,a S. Anne,Artwork,S. Anne
49,4,981,990,161,170,Ecce Homo,Artwork,Ecce Homo
49,6,1405,1411,154,160,Tobias,Artwork,Angel Raphael with Tobias and a dog
51,7,2339,2350,73,84,the Madonna,Artwork,Madonna
53,3,1223,1238,180,195,Transfiguration,Artwork,Transfiguration
53,3,1244,1271,201,228,Marriage of Cana in Galilee,Artwork,Marriage of Cana in Galilee
53,3,1281,1314,238,271,Centurion kneeling before Christ.,Artwork,Centurion kneeling before Christ
53,9,2834,2841,131,138,Justice,Artwork,Justice
53,9,2846,2852,143,149,Equity,Artwork,Equity
