id,sentence
21,"But meanwhile the Florentines, hearing in the year 1515 that Pope Leo X wished to grace his native city with his presence, ordained for his reception extraordinary festivities and a sumptuous and magnificent spectacle, with so many arches, façades, temples, colossal figures, and other statues and ornaments, that there had never been seen up to that time anything richer, more gorgeous, or more beautiful; for there was then flourishing in that city a greater abundance of fine and exalted intellects than had ever been known at any other period."
22,"At the entrance of the Porta di S. Piero Gattolini, Jacopo di Sandro, in company with Baccio da Montelupo, made an arch covered with historical scenes."
23,"In the Piazza de' Signori, Antonio, the brother of Giuliano da San Gallo, erected an octagonal temple, and Baccio Bandinelli made a Giant for the Loggia."
24,"But what was admired more than everything else was the façade of S. Maria del Fiore, made of wood, and so well decorated with various scenes in chiaroscuro by our Andrea, that nothing more could have been desired."
25,"By the year 1420, all these ultramontane masters were finally assembled in Florence, and likewise those of Tuscany and all the ingenious craftsmen of design in Florence; and so Filippo returned from Rome. They all assembled, therefore, in the Office of Works of S. Maria del Fiore, in the presence of the Consuls and of the Wardens, together with a select body of the most ingenious citizens, to the end that these might hear the mind of each master on the question and might decide on a method of vaulting this tribune."
26,"He also made the model of the most bizarre Temple of the Angeli, for the family of the Scolari; but it remained unfinished and in the condition wherein it is now to be seen, because the Florentines spent the money which lay in the Monte for this purpose on certain requirements of their city, or, as some say, in the war that they waged formerly against the people of Lucca, wherein they also spent the money that had been left in like manner by Niccolò da Uzzano for building the Sapienza, as it has been related at length in another place."
27,"And in truth, if this Temple of the Angeli had been finished according to the model of Brunellesco, it would have been one of the rarest things in Italy, for the reason that what is seen of it cannot be sufficiently extolled."
28,"Next, having gone to Bologna, whither he was summoned by certain Dominican friars, he painted in oil a chapel in S. Domenico; and so his fame increased, together with his credit."
29,"After this he painted many pictures in fresco in S. Maria del Monte, a seat of the Black Friars without Bologna, beyond the Porta di S. Mammolo; and the whole church of the Casa di Mezzo, on the same road, was likewise painted by his hand with works in fresco, in which he depicted the stories of the Old Testament."
30,"In the time of Pope Paul II, the Church of the Madonna of Loreto, which was small, and had its roof immediately over brick piers of rustic work, had been refounded and brought to that size in which it may be seen at the present day, by means of the skill and genius of Giuliano da Maiano; and it had been continued from the outer string-course upwards by Sixtus IV and by others, as has been related; but finally, in the time of Clement, in the year 1526, without having previously shown the slightest sign of falling, it cracked in such a manner, that not only the arches of the tribune were in danger, but the whole church in many places, for the reason that the foundations were weak and wanting in depth."
31,"Wherefore Antonio was sent by the said Pope Clement to put right so great a mischief; and when he had arrived at Loreto, propping up the arches and fortifying the whole, like the resolute and judicious architect that he was, he refounded all the building, and, making the walls and pilasters thicker both within and without, he gave it a beautiful form, both as a whole and in its well-proportioned parts, and made it strong enough to be able to support any weight, however great."
32,"Fra Giocondo, then, who was a fine scholar, a capable architect, and an excellent master of perspective, spent many years near the person of the Emperor Maximilian, and was master in the Greek and Latin tongues to the learned Scaliger, who writes that he heard him dispute with profound learning on matters of the greatest subtlety before the same Maximilian."
33,"It is related by persons still living, who remember the facts very clearly, that at the time when Verona was under the power of that Emperor the bridge which is called the Ponte della Pietra, in that city, was being restored, and it was seen to be necessary to refound the central pier, which had been destroyed many times in the past, and Fra Giocondo gave the design for refounding it, and also for safeguarding it in such a manner that it might never be destroyed again."
34,"His disciples were Taddeo Gaddi, held by him at baptism, as has been said, and Puccio Capanna of Florence, who, working at Rimini in the Church of S. Cataldo, belonging to the Preaching Friars, painted perfectly in fresco the hull of a ship which appears to be sinking in the sea, with men who are throwing things into the sea, one of whom is Puccio himself portrayed from life among a good number of mariners."
35,"The same man painted many works after the death of Giotto in the Church of S. Francesco at Assisi, and in the Church of S. Trinita in Florence, near the side-door towards the river, he painted the Chapel of the Strozzi, wherein is the Coronation of the Madonna in fresco, with a choir of angels which draw very much to the manner of Giotto; and on the sides are stories of S. Lucia, very well wrought."
36,"Giovanni also painted the Chapel of the Scali in S. Trinita in Florence, with another that is beside it, and one of the stories of S. Paul by the side of the principal chapel, where is the tomb of Maestro Paolo, the astrologer."
37,"In S. Stefano al Ponte Vecchio he painted a panel, with other pictures in distemper and in fresco both within and without Florence, which brought him considerable credit."
38,"Francesco Granacci, of whom we have already spoken, was one of those who were placed by the Magnificent Lorenzo de' Medici to learn in his garden; whence it happened that, recognizing, boy as he was, the great genius of Michelagnolo, and what extraordinary fruits he was likely to produce when full grown, he could never tear himself away from his side, and even strove with incredible attention and humility to be always following that great brain, insomuch that Michelagnolo was constrained to love him more than all his other friends, and to confide so much in him, that there was no one with whom he was more willing to confer touching his works or to share all that he knew of art at that time, than with Granacci."
39,"Then, after they had been companions together in the workshop of Domenico Ghirlandajo, it came to pass that Granacci, because he was held to be the best of Ghirlandajo's young men, the strongest draughtsman, and the one who had most grace in painting in distemper, assisted David and Benedetto Ghirlandajo, the brothers of Domenico, to finish the altar-piece of the high-altar in S. Maria Novella, which had been left unfinished at the death of the same Domenico."
40,"Jacopo worked for many years in Rome, or, to be more precise, he lived many years in Rome, working very little."
41,"By his hand, in that city, is the first chapel on the right hand as one enters the Church of S. Agostino by the door of the façade; on the vaulting of which chapel are the Apostles receiving the Holy Spirit, and on the wall below are two stories of Christ—in one His taking Peter and Andrew from their nets, and in the other the Feast of Simon and the Magdalene, in which there is a ceiling of planks and beams, counterfeited very well."
42,"In the panel of the same chapel, which he painted in oil, is a Dead Christ, wrought and executed with much mastery and diligence."
43,"In Leon Batista's time Giovanni di Paolo Rucellai wished to build the principal façade of S. Maria Novella entirely of marble at his own expense, and he spoke of this to Leon Batista, who was very much his friend; and having received from him not only counsel, but the actual model, Giovanni resolved to have the work executed at all costs, in order to leave it behind him as a memorial of himself."
44,"A beginning having been made, therefore, it was finished in the year 1477, to the great satisfaction of all the city, which was pleased with the whole work, but particularly with the door, from which it is seen that Leon Batista took more than ordinary pains."
45,"For Cosimo Rucellai, likewise, he made the design for the palace which that man built in the street which is called La Vigna, and that for the loggia which is opposite to it."
46,"Now, just as Michelagnolo was about to have the statues carried into execution, at that very time the Pope took it into his head to have him near his person, being desirous to have the walls of the Chapel of Sixtus painted, where Michelagnolo had painted the vaulting for Julius II, his nephew."
47,"On the principal wall, where the altar is, Clement wished him to paint the Universal Judgment, to the end that he might display in that scene all that the art of design could achieve, and opposite to it, on the other wall, over the principal door, he had commanded that he should depict the scene when Lucifer was expelled for his pride from Heaven, and all those Angels who sinned with him were hurled after him into the centre of Hell: of which inventions it was found that Michelagnolo many years before had made various sketches and designs, one of which was afterwards carried into execution in the Church of the Trinità at Rome by a Sicilian painter, who stayed many months with Michelagnolo, to serve him and to grind his colours."
48,"This work, painted in fresco, is in the Chapel of S. Gregorio, in the cross of the church, and, although it is executed badly, there is a certain variety and terrible force in the attitudes and groups of those nudes that are raining down from Heaven, and of the others who, having fallen into the centre of the earth, are changed into various forms of Devils, very horrible and bizarre; and it is certainly an extraordinary fantasy."
49,"In another niche below this one there are four saints in marble, which the same Nanni was commissioned to make by the Guild of Smiths, Carpenters, and Masons; and it is said that, having finished them all in the round and detached one from another, and having prepared the niche, it was with great difficulty that he could get even three of them into it, for he had made some of them in attitudes with the arms outstretched; and that he besought Donato, in grief and despair, to consent with his counsel to repair his own misfortune and lack of foresight."
50,"Palma was much more remarkable for his patience in harmonizing and blending colours than for boldness of design, and he handled colour with extraordinary grace and finish."
51,"This may be seen in Venice from many pictures and portraits that he executed for various gentlemen; but of these I shall say nothing more, since I propose to content myself with making mention of some altar-pieces and of a head that I hold to be marvellous, or rather, divine."
52,"One of the altar-pieces he painted for S. Antonio, near Castello, at Venice, and another for S. Elena, near the Lido, where the Monks of Monte Oliveto have their monastery."
53,"Parri di Spinello Spinelli, painter of Arezzo, having learnt the first principles of art from his own father, was brought to Florence by the agency of Messer Leonardo Bruni of Arezzo, and was received by Lorenzo Ghiberti into his school, where many young men were learning under his discipline: and since the doors of S. Giovanni were then being given their finish, he was put to labour on those figures, in company with many others, as it has been said above."
54,"And having, in this work, contracted a friendship with Masolino da Panicale, and being pleased with his method of drawing, he set about imitating him in many respects, as he also imitated in others the manner of Don Lorenzo degli Angeli."
55,"After his arrival, therefore, having been received very warmly by Pope Julius, Raffaello began in the Camera della Segnatura a scene of the theologians reconciling Philosophy and Astrology with Theology: wherein are portraits of all the sages in the world, disputing in various ways."
56,"Standing apart are some astrologers, who have made various kinds of figures and characters of geomancy and astrology on some little tablets, which they send to the Evangelists by certain very beautiful angels; and these Evangelists are expounding them."
57,"Among them is Diogenes with his cup, lying on the steps, and lost in thought, a figure very well conceived, which, for its beauty and the characteristic negligence of its dress, is worthy to be extolled."
58,"There, also, are Aristotle and Plato, one with the Timæus in his hand, the other with the Ethics; and round them, in a circle, is a great school of philosophers."
59,"For the Convent of the Nuns of Ripoli Ridolfo painted two altar-pieces in oils: in one the Coronation of Our Lady, and in the other a Madonna surrounded by certain Saints."
60,"For the Church of S. Gallo he painted in an altar-piece Christ bearing the Cross, with a good number of soldiers, and the Madonna and the other Maries, who are weeping in company with John, while Veronica is offering the Sudarium to Christ; all showing force and animation."
61,"Michele was excellent not only in fortifications, but also in private buildings and in temples, churches, and monasteries, as may be seen from many buildings at Verona and other places, and particularly from the most ornate and beautiful Chapel of the Guareschi in S. Bernardino, which is round after the manner of a temple, and in the Corinthian Order, with all the ornaments which that manner admits."
62,"For the Cardinal of Lorraine he painted a Christ in an ""Ecce Homo,"" a Jove with Io, and many other works."
63,"He sent to the King of Poland a picture wherein was Jove with a Nymph, which was held to be a very beautiful thing."
64,"And to Flanders he sent two other most beautiful pictures, a S. Mary Magdalene in the Desert accompanied by some Angels, and a Diana who is bathing with her Nymphs in a fount; which two pictures the Milanese Candiano caused him to paint, the physician of Queen Maria, as presents for her Highness."
65,"Meanwhile the painter Daniello da Parma, who had formerly been many years with Antonio da Correggio, and had associated with Francesco Mazzuoli of Parma, having undertaken to paint a church in fresco for the Office of Works of S. Maria at Vitto, beyond Sora, on the borders of the Abruzzi, called Taddeo to his assistance and took him to Vitto."
66,"In which work, although Daniello was not the best painter in the world, nevertheless, on account of his age, and from his having seen the methods of Correggio and Parmigiano, and with what softness they executed their paintings, he had such experience that, imparting it to Taddeo and teaching him, he was of the greatest assistance to him with his words; no less, indeed, than another might have been by working before him."
67,"In that work, which was on a groined vaulting, Taddeo painted the four Evangelists, two Sibyls, two Prophets, and four not very large stories of Jesus Christ and of the Virgin His Mother."
