doc_id,sent_id,doc_start_pos,doc_end_pos,sent_start_pos,sent_end_pos,surface,type,matched_sf
41,6,2011,2043,257,289,"S. Catherine, virgin and martyr.",Artwork,S. Catherine
41,7,2128,2145,84,101,S. Mary Magdalene,Artwork,S. Mary Magdalene
41,7,2312,2338,268,294,Crucifix with four figures,Artwork,Crucifix with four figures
44,4,1363,1374,212,223,altar-piece,Artwork,altar-piece of the high-altar in S. Maria Novella
44,4,1382,1392,231,241,high-altar,Artwork,altar-piece of the high-altar in S. Maria Novella
44,4,1611,1621,460,470,S. Stephen,Artwork,S. Stephen
44,4,1737,1748,586,597,S. Antonino,Artwork,"S. Antonino, Archbishop of Florence"
44,4,1778,1799,627,648,S. Catharine of Siena,Artwork,S. Catharine of Siena
44,5,1821,1846,20,45,altar-picture of S. Lucia,Artwork,S. Lucia
45,4,888,907,127,146,Christ and Our Lady,Artwork,Christ and Our Lady in the air
45,5,1160,1201,152,193,"Assumption of Our Lady, with some Saints.",Artwork,"Assumption of Our Lady, with some Saints"
45,6,1402,1410,200,208,Our Lady,Artwork,Our Lady and some Saints
45,7,1554,1561,126,133,S. Anne,Artwork,"Our Lady, S. Anne, and many other Saints"
45,7,1631,1663,203,235,Beheading of S. John the Baptist,Artwork,Beheading of S. John the Baptist
45,7,1728,1740,300,312,Annunciation,Artwork,Annunciation
45,9,2101,2108,55,62,S. Anne,Artwork,S. Anne
49,4,981,990,161,170,Ecce Homo,Artwork,Ecce Homo
49,6,1386,1411,135,160,Angel Raphael with Tobias,Artwork,Angel Raphael with Tobias and a dog
50,5,1403,1423,109,129,two scenes in silver,Artwork,two scenes in silver for the ends of the altar of S. Giovanni
51,4,1741,1753,429,441,the Crucifix,Artwork,Crucifix
51,7,2343,2350,77,84,Madonna,Artwork,Madonna
53,3,1223,1238,180,195,Transfiguration,Artwork,Transfiguration
53,3,1244,1271,201,228,Marriage of Cana in Galilee,Artwork,Marriage of Cana in Galilee
53,6,1686,1714,121,149,stories of Moses and Pharaoh,Artwork,stories of Moses and Pharaoh
53,9,2804,2852,101,149,"two figures larger than life, Justice and Equity",Artwork,Justice
