id,start_pos,end_pos,surface,type,value,is_nested
13,583,594,S. Margaret,PER,Q297742,
13,601,613,S. Catherine,PER,Q179718,
13,658,666,S. Peter,PER,Q33923,
13,741,770,"S. Filippo, the Servite Friar",PER,Q141900,
13,757,764,Servite,ORG,Q615923,1
13,765,770,Friar,PER,Q548320,1
13,776,811,"S. Antonino, Archbishop of Florence",PER,Q773822,
13,789,799,Archbishop,PER,Q49476,1
13,803,811,Florence,LOC,Q2044,1
13,1315,1321,Dragon,PER,Q7559,
13,1877,1883,Nature,LOC,Q7860,
13,2259,2266,Provost,PER,Q756215,1
14,174,189,Perino del Vaga,PER,Q918778,
14,552,571,Badia of S. Stefano,LOC,Q2820750,
14,774,795,Church of S. Apostolo,LOC,Q1515300,
14,838,849,Dead Christ,PER,Q3155356,
14,843,849,Christ,PER,Q302,1
14,851,859,Our Lady,PER,Q345,
14,861,869,"S. John,",PER,Q328804,
14,874,883,Magdalene,PER,Q63070,
14,945,949,Pace,LOC,Q1514683,
14,1131,1143,Jesus Christ,PER,Q302,1
14,1166,1170,Magi,PER,Q51671,1
14,1188,1193,Egypt,LOC,Q79,1
14,1465,1489,Nativity of Jesus Christ,MISC,Q51628,
14,1477,1489,Jesus Christ,PER,Q302,1
14,1566,1610,Sacristy of the Church of S. Spirito in Rome,LOC,NIL,
14,1582,1610,Church of S. Spirito in Rome,LOC,Q1428488,1
14,1606,1610,Rome,LOC,Q220,1
14,1616,1660,Descent of the Holy Spirit upon the Apostles,MISC,Q65560542,
14,1631,1642,Holy Spirit,MISC,Q37302,1
14,1652,1660,Apostles,PER,Q4155679,1
14,1763,1776,German colony,ORG,NIL,
14,1830,1843,Fugger family,ORG,Q155834,1
14,1935,1943,Our Lady,PER,Q345,
14,1967,1992,S. Jacopo degli Spagnuoli,LOC,Q955081,
14,2044,2063,Christ on the Cross,MISC,Q51636,
14,2044,2050,Christ,PER,Q345,1
14,2058,2063,Cross,MISC,Q392371,1
14,2074,2080,Angels,PER,Q235113,
14,2092,2100,Our Lady,PER,Q345,
15,729,734,Court,PER,Q1510907,
15,801,808,Colonna,ORG,Q327202,
15,820,826,Orsini,ORG,Q855303,
15,876,883,Bishops,PER,Q29182,
15,885,894,Cardinals,PER,Q45722,
15,1429,1440,Dead Christ,PER,Q3155356,
15,1434,1440,Christ,PER,Q302,1
15,1474,1494,Church of the Popolo,LOC,Q869513,
15,1540,1560,Chapel of S. Dionigi,LOC,NIL,
15,1550,1560,S. Dionigi,PER,Q244380,1
15,1607,1612,Saint,PER,Q244380,
15,1751,1789,Florentine Company of the Misericordia,ORG,Q3859014,
15,1816,1822,Christ,PER,Q302,
15,1843,1848,Cross,MISC,Q302,
15,1859,1866,Thieves,PER,Q2727213,
16,816,837,Santo Stefano a Ponte,LOC,Q3674332,1
16,1427,1437,S. Lorenzo,PER,Q17590,1
16,1520,1525,Saint,PER,Q17590,
16,1702,1710,Our Lady,PER,Q345,1
16,1875,1880,Pieve,LOC,Q3904613,
16,1895,1905,S. Antonio,PER,Q170547,
16,2054,2065,Duke Cosimo,PER,Q48547,
16,2319,2331,Appius Cæcus,PER,Q297783,
16,2489,2498,Lord Duke,PER,Q48547,
16,3134,3156,S. Paolo a Ripa d'Arno,LOC,Q1423910,
16,3150,3156,d'Arno,LOC,Q115457,1
17,40,45,Scali,ORG,Q7429770,1
19,50,55,Servi,ORG,Q615923,1
19,124,141,Canto alla Macine,LOC,NIL,1
19,767,773,Christ,PER,Q302,1
19,787,808,cloister of the Servi,LOC,Q3675066,
19,803,808,Servi,ORG,Q615923,1
19,973,986,Servite Order,ORG,Q615923,
20,564,584,Borgo a San Sepolcro,LOC,Q52098,1
20,1227,1243,Dominican friars,ORG,Q131479,
20,1424,1436,Black Friars,ORG,Q131479,1
21,26,31,Cosmè,PER,Q7129,
22,669,683,ancient Romans,PER,Q1651392,
22,1029,1036,Princes,PER,Q2747456,
22,1856,1864,Florence,LOC,Q2044,
22,1928,1942,Castel Durante,LOC,Q190134,1
23,34,65,Church of the Madonna of Loreto,LOC,Q654996,
23,59,65,Loreto,LOC,Q124110,1
23,2151,2158,Fortune,MISC,Q1970348,
24,499,503,Time,MISC,Q11471,
24,1518,1528,S. Dominic,PER,Q44091,
24,1684,1696,Fra Giocondo,PER,Q5585,
24,2212,2220,Pandects,MISC,Q838526,
25,869,876,Signori,ORG,Q3477879,
25,1211,1218,Signori,ORG,Q3477879,
25,1588,1600,River Brenta,LOC,Q214551,
25,2336,2344,Chioggia,LOC,Q55416,
26,493,496,God,PER,Q178885,
27,59,65,Bishop,PER,Q29182,
27,70,84,Lord of Arezzo,PER,NIL,
27,522,538,Ghibelline party,ORG,Q1010181,
27,1166,1186,Borgo a San Sepolcro,LOC,Q52098,
27,1450,1470,Commissary of Arezzo,PER,NIL,
27,1878,1885,Fathers,PER,Q548320,
27,1968,1972,Pisa,LOC,Q13375,1
27,1979,1986,General,PER,Q1337239,
27,1994,2019,Congregation of Camaldoli,ORG,Q591832,
27,2010,2019,Camaldoli,LOC,Q2019442,1
27,2045,2053,Crucifix,MISC,Q392371,
27,2122,2130,Crucifix,MISC,Q392371,
27,2247,2255,Superior,PER,Q1337239,
27,2263,2286,Monastery of the Angeli,LOC,Q7590536,
27,2405,2411,Urbino,LOC,Q2759,1
28,179,185,Heaven,LOC,Q4489450,
28,2036,2044,Carnival,MISC,Q4618,
28,2192,2217,Triumph of Paulus Emilius,MISC,Q12902409,
28,2203,2217,Paulus Emilius,PER,Q298168,1
28,2677,2682,Canti,MISC,Q3655716,
29,3,11,Florence,LOC,Q2044,
29,535,542,Pharaoh,PER,Q37110,
29,668,675,Trinity,MISC,Q37090,
29,688,702,God the Father,PER,Q186350,
29,716,732,Christ Crucified,PER,Q51636,
29,745,772,Church of S. Piero Maggiore,LOC,Q3671591,
29,799,809,Assumption,MISC,Q162691,
29,833,839,Angels,PER,Q235113,
29,869,876,Madonna,PER,Q345,
29,891,897,Girdle,MISC,Q3461031,
29,1048,1056,Our Lady,PER,Q345,
30,15,23,L'Indaco,PER,Q2632655,
30,615,624,Christian,PER,Q106039,
30,1130,1151,Church of S. Agostino,LOC,Q1424095,
30,1219,1227,Apostles,PER,Q43412,
30,1242,1253,Holy Spirit,PER,Q37302,
30,1296,1302,Christ,PER,Q302,
30,1321,1326,Peter,PER,Q33923,
30,1331,1337,Andrew,PER,Q43399,
30,1385,1390,Simon,PER,Q24905655,
30,1399,1408,Magdalene,PER,Q63070,
30,1547,1558,Dead Christ,PER,Q3155356,
30,1552,1558,Christ,PER,Q302,1
30,1707,1716,Our  Lady,PER,Q345,1
31,590,613,Company of the Nunziata,ORG,NIL,1
31,659,673,God the Father,PER,Q186350,
31,677,683,Heaven,LOC,Q4489450,
31,1031,1035,Duke,PER,Q378232,
31,1527,1533,Medici,ORG,Q170022,1
32,1418,1430,Latin tongue,MISC,Q397,
32,2335,2342,Alberti,ORG,Q2831707,
33,38,55,Marquis of Mantua,PER,NIL,
33,145,150,Servi,ORG,Q615923,
33,2184,2203,Church of S. Andrea,LOC,Q1581882,
33,2645,2651,Mantua,LOC,Q6247,
33,2668,2672,Luca,PER,Q2255983,
33,2763,2771,Filarete,PER,Q449961,
33,2802,2807,Luchi,ORG,NIL,
34,353,359,Nature,PER,Q1402540,
34,522,537,Ruler of Heaven,PER,Q16970,
34,531,537,Heaven,LOC,Q4489450,1
34,2521,2538,Counts of Canossa,PER,Q473151,
34,2642,2660,Sasso della Vernia,LOC,Q14552418,
34,2709,2726,Diocese of Arezzo,ORG,Q645542,
34,3096,3103,Mercury,PER,Q3855074,
34,3108,3113,Venus,PER,Q31279888,
34,3137,3144,Jupiter,PER,Q2110728,
35,71,76,Giant,PER,Q3707571,
35,450,454,Pope,PER,Q80516,
35,497,501,Rome,LOC,Q220,
35,1250,1258,Florence,PER,Q2044,
35,1708,1717,S. Pietro,PER,Q33923,1
36,492,498,Donato,PER,Q37562,
36,836,855,Guild of Shoemakers,ORG,NIL,
36,1327,1334,Consuls,PER,Q11916439,
36,1343,1348,Guild,ORG,Q170161,
36,1661,1668,Consuls,PER,Q207978,
37,60,83,Oratory of Orsanmichele,LOC,Q860816,
37,112,129,Guild of Farriers,ORG,NIL,
37,257,275,"S. Lo, the Farrier",PER,Q360798,
37,268,275,Farrier,PER,Q694579,1
38,381,386,Palma,PER,Q9342,
38,924,930,Venice,PER,Q641,
38,1220,1230,S. Antonio,LOC,Q3672615,
38,1274,1282,S. Elena,LOC,Q3585397,
38,1309,1331,Monks of Monte Oliveto,ORG,Q572102,
38,1318,1331,Monte Oliveto,LOC,Q1247143,1
38,1427,1468,Magi presenting their offerings to Christ,MISC,Q488841,
38,1427,1431,Magi,PER,Q51671,1
38,1462,1468,Christ,PER,Q302,1
39,131,147,Giovanni Bellini,PER,Q17169,
39,454,460,Christ,PER,Q302,
39,472,481,Communion,MISC,Q66086,
39,489,497,Apostles,PER,Q43412,
39,612,623,Dead Christ,PER,Q3155356,
39,617,623,Christ,PER,Q302,1
39,766,785,Emperor Constantine,PER,Q8413,
39,809,814,Cross,MISC,Q392371,
39,1057,1062,Saint,PER,Q63070,
39,1165,1171,Christ,PER,Q302,
39,1185,1199,Mary Magdalene,PER,Q63070,
39,1238,1246,S. Peter,PER,Q33923,
39,1299,1305,Christ,PER,Q302,
39,1328,1351,Baptism of Jesus Christ,MISC,Q217048,
39,1339,1351,Jesus Christ,PER,Q302,1
39,1385,1408,S. Giovanni Evangelista,LOC,Q747427,
39,1473,1478,Saint,PER,Q328804,
39,1756,1783,Church of the Spirito Santo,LOC,Q1139330,
39,1839,1846,Madonna,PER,Q345,
39,1866,1892,Virgin Martyr S. Catharine,PER,Q179718,
39,1897,1906,S. Jerome,PER,Q44248,
39,1912,1924,S. Francesco,LOC,Q959119,
39,2020,2028,Our Lady,PER,Q345,
39,2034,2054,S. James the Apostle,PER,Q2844112,
39,2090,2101,S. Domenico,LOC,Q55182433,
39,2326,2346,Church of S. Niccolò,LOC,NIL,
39,2361,2383,Friars of S. Augustine,ORG,Q29075,
39,2371,2383,S. Augustine,PER,Q8018,1
40,528,536,Panicale,LOC,Q20501,1
41,35,76,Fraternity of S. Maria della Misericordia,ORG,Q13378,1
41,481,484,God,PER,Q178885,
41,628,634,Bishop,PER,Q29182,
41,639,648,Protector,PER,Q28914,
41,710,720,Fraternity,ORG,Q13378,
41,839,844,Child,PER,Q942467,1
41,1132,1139,Company,ORG,Q13378,
41,1173,1179,Saints,PER,Q43115,
41,1317,1331,SS. Laurentino,PER,Q3836840,
41,1336,1346,Pergentino,PER,Q3899841,
41,1655,1661,Saints,PER,Q43115,
41,1938,1963,Company of the Puraccioli,ORG,NIL,
41,2051,2069,Church of Muriello,LOC,NIL,
41,2089,2113,Fraternity of the Clerks,ORG,NIL,
41,2128,2145,S. Mary Magdalene,PER,Q63070,
42,25,31,Heaven,LOC,Q4489450,
42,329,335,Urbino,LOC,Q2759,1
42,1692,1698,Urbino,LOC,Q2759,1
42,1936,1942,Heaven,LOC,Q4489450,
43,27,35,Cardinal,PER,Q45722,
43,39,52,Santi Quattro,LOC,Q1536044,
43,74,92,Grand Penitentiary,LOC,NIL,
43,1250,1258,Apostles,PER,Q43412,
43,1602,1614,S. Augustine,PER,Q8018,
43,1619,1641,S. John the Evangelist,PER,Q328804,
43,2035,2040,Latin,MISC,Q397,
44,1645,1650,Saint,PER,Q161775,
44,1737,1772,"S. Antonino, Archbishop of Florence",PER,Q773822,
44,1794,1799,Siena,LOC,Q2751,1
45,837,855,Monks of Camaldoli,ORG,Q591832,
45,846,855,Camaldoli,LOC,Q2019442,1
45,888,894,Christ,PER,Q302,
45,939,953,God the Father,PER,Q186350,
45,987,993,Saints,PER,Q43115,
45,1109,1120,Dead Christ,PER,Q3155356,
45,1114,1120,Christ,PER,Q302,1
45,1131,1137,Maries,PER,Q3254109,
45,1194,1200,Saints,PER,Q43115,
45,1210,1254,Church of the Nuns of S. Jacopo delle Murate,LOC,Q3860451,
45,1224,1254,Nuns of S. Jacopo delle Murate,ORG,NIL,1
45,1347,1376,Convent of the Nuns of Ripoli,LOC,Q20008303,
45,1362,1376,Nuns of Ripoli,ORG,Q16611216,1
45,1402,1410,Our Lady,PER,Q345,
45,1420,1426,Saints,PER,Q43115,
45,1436,1455,Chapel of the Segni,LOC,NIL,
45,1450,1455,Segni,PER,NIL,1
45,1480,1500,Church of S. Spirito,LOC,Q1519975,
45,1544,1552,Our Lady,PER,Q345,
45,1578,1584,Saints,PER,Q43115,
45,1594,1613,Company of the Neri,ORG,NIL,
45,1677,1705,Monachine in Borgo S. Friano,ORG,NIL,
45,1728,1740,Annunciation,MISC,Q154326,
45,1770,1787,S. Rocco at Prato,LOC,NIL,
45,1782,1787,Prato,LOC,Q13377,1
45,1843,1851,Our Lady,PER,Q345,
45,1875,1897,Company of S. Bastiano,ORG,NIL,
45,1906,1926,S. Jacopo sopra Arno,LOC,Q3670741,
45,1922,1926,Arno,LOC,Q115457,1
45,1968,1976,Our Lady,PER,Q345,
45,2023,2044,S. Martino alla Palma,LOC,NIL,
46,379,392,Canon Regular,PER,Q1104153,
46,397,404,General,PER,Q1501723,
46,413,418,Order,ORG,Q2061186,
46,1223,1237,Monte Fiascone,LOC,Q176142,1
46,1840,1860,States of the Church,LOC,Q237,
46,2110,2117,Michele,LOC,Q459937,
46,2162,2169,Pontiff,PER,Q19546,
47,252,261,Guareschi,ORG,NIL,1
47,1857,1861,Rome,LOC,Q220,
48,62,67,Piave,LOC,Q213462,
48,100,116,pass of the Alps,LOC,Q1829186,
48,112,116,Alps,LOC,Q1286,1
48,159,166,Vecelli,ORG,Q16620526,
48,1021,1033,Castelfranco,LOC,Q29352,1
49,387,395,Our Lady,PER,Q345,1
49,407,412,Egypt,LOC,Q79,1
49,1124,1132,Our Lady,PER,Q345,
49,1386,1399,Angel Raphael,PER,Q56951,
49,1552,1558,Heaven,LOC,Q4489450,
49,2013,2021,Merceria,LOC,NIL,
50,1376,1394,Guild of Merchants,ORG,NIL,
50,1453,1464,S. Giovanni,LOC,Q732511,
50,1578,1582,Rome,LOC,Q220,
50,1618,1626,Apostles,PER,Q43412,
50,1669,1687,Chapel of the Pope,LOC,Q2943,
50,1683,1687,Pope,PER,Q163514,1
50,1765,1776,Pope Sixtus,PER,Q163514,
50,1786,1792,Andrea,PER,Q183458,
51,846,853,Lorenzo,LOC,Q177854,
51,926,929,God,PER,Q190,
51,1674,1704,Church of the Nuns of Chiarito,LOC,Q3687238,
51,1688,1704,Nuns of Chiarito,ORG,Q3844904,1
51,2160,2190,Servite Church of the Nunziata,LOC,Q2287001,
51,2343,2350,Madonna,PER,Q345,
51,2534,2546,S. Francesco,LOC,Q207486,
51,2703,2717,Servite Church,LOC,Q2287001,
52,109,114,State,LOC,Q649202,
52,576,580,Fano,LOC,Q13142,1
53,1223,1238,Transfiguration,MISC,Q201201,
53,1244,1271,Marriage of Cana in Galilee,MISC,Q625140,
53,1256,1260,Cana,LOC,Q431382,1
53,1264,1271,Galilee,LOC,Q83241,1
53,1281,1290,Centurion,PER,Q26409,
53,1307,1313,Christ,PER,Q302,
53,2028,2033,Angel,PER,Q235113,
53,2060,2065,Egypt,LOC,Q79,
53,2834,2841,Justice,MISC,Q13189320,
53,2846,2852,Equity,MISC,Q827451,
53,2944,2953,Caprarola,LOC,Q160262,
