doc_id,doc_start_pos,doc_end_pos,sent_start_pos,sent_end_pos,surface,type,labels
14,1176,1193,243,260,Flight into Egypt,MISC,"['object', 'event', 'art', 'artwork', 'flight', 'narrative', 'painting', 'story', 'action painting']"
14,1927,1943,234,250,Life of Our Lady,MISC,"['person', 'art', 'picture', 'story', 'life history', 'life story']"
14,2044,2050,99,105,Christ,PER,"['person', 'object', 'religious leader', 'character', 'figure', 'idol', 'public figure', 'spiritual leader', 'stick figure', 'deity']"
14,2058,2063,113,118,Cross,MISC,"['object', 'figure', 'symbol', 'holy cross']"
14,2074,2080,129,135,Angels,MISC,"['person', 'object', 'god', 'angel', 'character', 'figure', 'idol', 'guardian angel', 'deity']"
14,2092,2100,147,155,Our Lady,PER,"['person', 'angel', 'character', 'female', 'figure', 'idol', 'public figure', 'woman', 'deity']"
14,2106,2113,161,168,S. John,PER,"['person', 'religious leader', 'action figure', 'bishop', 'character', 'figure', 'idol', 'male', 'public figure', 'saint', 'spiritual leader', 'stick figure', 'organism', 'deity']"
14,2233,2253,288,308,S. James the Apostle,PER,"['person', 'action figure', 'character', 'figure', 'idol', 'painter', 'painting', 'public figure', 'statue', 'stick figure']"
14,2258,2279,313,334,S. Alfonso the Bishop,PER,"['person', 'art', 'religious leader', 'action figure', 'bishop', 'character', 'figure', 'painter', 'painting', 'public figure', 'stick figure']"
15,1429,1440,17,28,Dead Christ,PER,"['person', 'object', 'religious leader', 'body', 'figure', 'idol', 'saint', 'spiritual leader', 'deity']"
16,1417,1437,284,304,Chapel of S. Lorenzo,LOC,"['location', 'object', 'place', 'art', 'building', 'facility', 'structure', 'church', 'home', 'space', 'space group']"
16,1895,1905,155,165,S. Antonio,LOC,"['person', 'art', 'artist', 'religious leader', 'art historian', 'artwork', 'church', 'creator', 'master', 'painter', 'painting', 'spiritual leader', 'organism']"
17,134,138,134,138,Paul,PER,"['person', 'artist', 'religious leader', 'adult', 'art historian', 'art student', 'character', 'creator', 'idol', 'leader', 'male', 'man', 'master', 'painter', 'painting', 'saint', 'servant', 'spiritual leader', 'visual artist', 'traveler', 'deity']"
19,2522,2532,118,128,S. Filippo,PER,"['person', 'art', 'artist', 'adult', 'art form', 'art historian', 'art student', 'artwork', 'creator', 'film maker', 'male', 'master', 'painter', 'painting', 'priest', 'professional', 'saint', 'visual artist']"
20,1642,1655,301,314,Old Testament,MISC,"['object', 'place', 'religion', 'writing', 'bible', 'book', 'history', 'list', 'literature', 'myth', 'narrative', 'publication', 'record', 'script', 'story', 'culture medium', 'life history', 'life story', 'school book', 'world religion']"
27,2045,2053,288,296,Crucifix,MISC,"['object', 'art', 'artwork', 'creation', 'representation', 'holy cross', 'artifact']"
27,2122,2130,365,373,Crucifix,MISC,"['object', 'art', 'artwork', 'creation', 'representation', 'holy cross', 'artifact']"
29,513,519,513,519,Joseph,PER,"['person', 'adult', 'character', 'figure', 'leader', 'male', 'man']"
29,668,675,77,84,Trinity,PER,"['person', 'group', 'object', 'religious leader', 'concept', 'religious order', 'spiritual leader', 'trilogy', 'trinity', 'holy family', 'deity']"
29,716,732,125,141,Christ Crucified,PER,"['person', 'object', 'religious leader', 'adult', 'body', 'character', 'figure', 'idol', 'leader', 'male', 'public figure', 'representation', 'spiritual leader', 'father figure', 'holy cross', 'stick figure', 'deity']"
37,257,262,257,262,S. Lo,PER,"['person', 'object', 'adult', 'artwork', 'creator', 'master', 'sculptor', 'artifact']"
39,612,623,47,58,Dead Christ,PER,"['person', 'object', 'religious leader', 'body', 'character', 'death', 'figure', 'idol', 'public figure', 'spiritual leader', 'statue', 'dead man', 'stick figure', 'deity']"
39,809,814,244,249,Cross,PER,"['object', 'church', 'rock', 'symbol', 'holy cross', 'iron cross', 'artifact']"
39,851,863,35,47,S. Sebastian,PER,"['person', 'artist', 'religious leader', 'action figure', 'adult', 'celebrity', 'character', 'character actor', 'creator', 'figure', 'idol', 'leader', 'male', 'man', 'master', 'painter', 'public figure', 'saint', 'spiritual leader', 'statue', 'father figure', 'sovereign', 'stick figure', 'organism', 'deity']"
39,940,958,17,35,S. Maria Maddalena,LOC,"['person', 'place', 'religious leader', 'church', 'figure', 'idol', 'landmark', 'religious order', 'saint', 'servant', 'spiritual leader', 'organism']"
39,1473,1478,92,97,Saint,PER,"['person', 'religious leader', 'bishop', 'church', 'cleric', 'figure', 'high priest', 'idol', 'landmark', 'leader', 'male', 'patron saint', 'pope', 'priest', 'prophet', 'public figure', 'religious', 'religious order', 'saint', 'servant', 'spiritual leader', 'father figure', 'stick figure', 'organism', 'clergyman', 'deity']"
39,1536,1546,155,165,S. Cantius,PER,"['person', 'religious leader', 'bishop', 'character', 'cleric', 'figure', 'idol', 'landmark', 'leader', 'male', 'man', 'patron saint', 'pope', 'priest', 'public figure', 'religious', 'religious order', 'saint', 'servant', 'spiritual leader', 'stick figure', 'organism', 'deity']"
39,1548,1560,167,179,S. Cantianus,PER,"['person', 'religious leader', 'bishop', 'cleric', 'figure', 'idol', 'leader', 'male', 'man', 'pope', 'priest', 'public figure', 'religious', 'saint', 'servant', 'spiritual leader', 'dead man', 'organism', 'clergyman', 'deity']"
39,1566,1580,185,199,S. Cantianilla,PER,"['person', 'religious leader', 'action figure', 'bishop', 'body', 'celebrity', 'character', 'figure', 'idol', 'landmark', 'leader', 'male', 'public figure', 'religious', 'saint', 'spiritual leader', 'statue', 'father figure', 'stick figure', 'organism', 'deity']"
39,1706,1725,99,118,S. John the Baptist,PER,"['person', 'object', 'religious leader', 'action figure', 'adult', 'body', 'celebrity', 'character', 'character actor', 'figure', 'idol', 'lead character', 'leader', 'male', 'man', 'public figure', 'saint', 'spiritual leader', 'statue', 'father figure', 'stick figure', 'organism', 'deity']"
39,1731,1743,124,136,S. Sebastian,PER,"['person', 'object', 'religious leader', 'action figure', 'bishop', 'body', 'celebrity', 'character', 'character actor', 'figure', 'idol', 'lead character', 'leader', 'male', 'man', 'pope', 'public figure', 'religious order', 'saint', 'servant', 'spiritual leader', 'statue', 'father figure', 'holy cross', 'stick figure', 'organism', 'deity']"
39,1839,1846,94,101,Madonna,PER,"['person', 'object', 'art', 'artwork', 'body', 'female', 'idol', 'representation']"
39,1974,1986,66,78,S. Catharine,PER,"['person', 'religious leader', 'character', 'female', 'figure', 'idol', 'public figure']"
39,1991,2001,83,93,S. Francis,PER,"['person', 'object', 'religious leader', 'action figure', 'adult', 'bishop', 'cartoon character', 'character', 'figure', 'idol', 'leader', 'male', 'man', 'pope', 'public figure', 'saint', 'spiritual leader', 'stick figure', 'organism']"
39,2178,2185,92,99,Madonna,PER,"['person', 'object', 'body', 'figure', 'idol']"
39,2415,2426,101,112,S. Laurence,PER,"['person', 'object', 'artist', 'religious leader', 'cartoon character', 'character', 'character actor', 'creator', 'figure', 'idol', 'painter', 'painting', 'priest', 'public figure', 'saint', 'spiritual leader']"
39,2431,2441,117,127,S. Francis,PER,"['person', 'object', 'artist', 'religious leader', 'bishop', 'cartoon character', 'character', 'character actor', 'cleric', 'creator', 'figure', 'idol', 'leader', 'male', 'painter', 'player character', 'priest', 'public figure', 'saint', 'servant', 'spiritual leader', 'visual artist', 'character reference', 'clergyman', 'deity']"
41,94,101,94,101,Madonna,PER,"['person', 'object', 'art', 'character', 'female', 'figure', 'idol', 'painter', 'public figure', 'woman', 'deity']"
41,822,829,148,155,Madonna,PER,"['person', 'object', 'art', 'artwork', 'female', 'idol', 'woman']"
41,2429,2440,38,49,S. Nicholas,PER,"['person', 'religious leader', 'adult', 'character', 'figure', 'idol', 'king', 'leader', 'male', 'man', 'public figure', 'father figure']"
44,1611,1621,460,470,S. Stephen,PER,"['person', 'religious leader', 'character', 'figure', 'public figure', 'spiritual leader']"
44,1645,1650,494,499,Saint,PER,"['person', 'religious leader', 'bishop', 'character', 'figure', 'idol', 'public figure', 'saint', 'servant', 'spiritual leader']"
45,888,894,127,133,Christ,PER,"['person', 'object', 'religious leader', 'character', 'figure', 'idol', 'public figure', 'representation', 'saint', 'spiritual leader', 'holy cross', 'stick figure', 'deity']"
45,1109,1120,101,112,Dead Christ,MISC,"['person', 'object', 'religious leader', 'body', 'character', 'death', 'figure', 'idol', 'landmark', 'pope', 'public figure', 'representation', 'spiritual leader', 'statue', 'dead', 'dead man', 'father figure', 'holy cross', 'deity']"
45,1131,1137,123,129,Maries,MISC,"['person', 'organization', 'object', 'religious leader', 'bishop', 'character', 'idol', 'landmark', 'religious', 'representation', 'saint', 'spiritual leader', 'holy cross', 'holy family', 'name', 'deity', 'artifact']"
45,1544,1552,116,124,Our Lady,MISC,"['person', 'object', 'religious leader', 'character', 'female', 'idol', 'representation']"
45,1728,1740,300,312,Annunciation,MISC,"['object', 'art', 'artwork', 'landmark', 'representation', 'holy cross', 'artifact']"
45,1802,1810,60,68,S. Rocco,PER,"['person', 'religious leader', 'character', 'idol', 'painter', 'painting', 'public figure', 'saint', 'spiritual leader']"
45,1843,1851,101,109,Our Lady,PER,"['person', 'object', 'art', 'artwork', 'character', 'female', 'idol', 'painter', 'painting']"
45,1968,1976,226,234,Our Lady,PER,"['person', 'object', 'art', 'artwork', 'character', 'painter', 'painting']"
45,1996,2004,254,262,S. James,PER,"['person', 'object', 'artist', 'artwork', 'character', 'creator', 'figure', 'idol', 'painter', 'painting', 'public figure']"
49,387,395,27,35,Our Lady,PER,"['person', 'object', 'character', 'female', 'idol', 'lady', 'painter', 'woman', 'painted lady']"
49,1124,1132,37,45,Our Lady,PER,"['person', 'character', 'female', 'figure', 'idol', 'lady', 'mother', 'public figure', 'woman', 'dame', 'lady friend', 'mother superior']"
49,1386,1399,135,148,Angel Raphael,PER,"['person', 'object', 'art', 'artist', 'artwork', 'character', 'creation', 'idol', 'painter', 'painting', 'representation', 'visual artist']"
49,1405,1411,154,160,Tobias,PER,"['person', 'object', 'cartoon character', 'character', 'character actor', 'figure', 'idol', 'painter', 'representation', 'saint', 'deity']"
53,1223,1238,180,195,Transfiguration,MISC,"['object', 'event', 'art', 'artwork', 'miracle', 'narrative', 'painting', 'story', 'transformation', 'action painting', 'life story']"
53,1264,1271,221,228,Galilee,LOC,"['location', 'place', 'city', 'country', 'area', 'city state', 'district', 'first city', 'geographical area', 'home', 'home town', 'land', 'municipality', 'nation', 'new town', 'place name', 'point', 'port city', 'position', 'region', 'scene', 'section', 'setting', 'site', 'space', 'state', 'territory', 'town', 'township', 'vicinity', 'village', 'home country', 'name', 'space environment', 'space group', 'state space', 'localization']"
53,1281,1290,238,247,Centurion,MISC,"['person', 'artist', 'adult', 'art historian', 'character', 'figure', 'leader', 'male', 'man', 'master', 'painter', 'public figure']"
53,1697,1702,132,137,Moses,PER,"['person', 'god', 'religious leader', 'character', 'idol', 'leader', 'legend', 'male', 'man', 'master', 'prophet', 'representation', 'father figure', 'deity']"
53,1707,1714,142,149,Pharaoh,PER,"['person', 'god', 'character', 'chief god', 'idol', 'king', 'leader', 'legend', 'male', 'man', 'painter', 'prophet', 'public figure', 'representation', 'father figure', 'deity']"
53,2028,2033,46,51,Angel,PER,"['person', 'object', 'god', 'angel', 'character', 'figure', 'idol', 'public figure', 'statue', 'hate figure', 'deity']"
53,2846,2852,143,149,Equity,MISC,"['person', 'object', 'character', 'concept', 'figure', 'idea', 'point', 'representation', 'concept art', 'fairness', 'moral', 'stick figure']"
