doc_id,doc_start_pos,doc_end_pos,sent_start_pos,sent_end_pos,surface,type,labels
41,1938,1963,184,209,Company of the Puraccioli,LOC,"['person', 'group', 'organization', 'art', 'artist', 'company', 'institution', 'theater', 'art collection', 'art form', 'art school', 'church', 'opera', 'opera house', 'space group', 'social group']"
41,2267,2287,223,243,Chapel of S. Niccolò,LOC,"['location', 'object', 'place', 'art', 'building', 'structure', 'artwork', 'chapel', 'church', 'home', 'place name', 'space', 'established church', 'space group']"
42,758,781,80,103,Michelagnolo Buonarroti,PER,"['person', 'art', 'artist', 'musician', 'adult', 'art form', 'art historian', 'art student', 'creator', 'female', 'leader', 'maker', 'male', 'man', 'master', 'painter', 'performer', 'professional', 'public figure', 'visual artist', 'writer', 'entertainer']"
43,923,930,9,16,S. Paul,PER,"['person', 'religious leader', 'adult', 'character', 'fighter', 'figure', 'idol', 'king', 'leader', 'male', 'male member', 'man', 'master', 'public figure', 'public intellectual', 'spiritual leader', 'warrior', 'sovereign', 'organism', 'deity']"
43,1619,1641,60,82,S. John the Evangelist,PER,"['person', 'object', 'religious leader', 'archbishop', 'bishop', 'body', 'character', 'church', 'cleric', 'figure', 'high priest', 'idol', 'king', 'landmark', 'leader', 'male', 'master', 'pope', 'priest', 'public figure', 'religious', 'religious order', 'saint', 'servant', 'spiritual leader', 'established church', 'father figure', 'heading', 'sovereign', 'world leader', 'organism', 'clergyman']"
43,1711,1720,68,77,Raffaello,PER,"['person', 'artist', 'adult', 'art historian', 'art student', 'creator', 'figure', 'male', 'painter', 'performer', 'professional', 'visual artist']"
44,1151,1156,0,5,David,PER,"['person', 'artist', 'adult', 'art historian', 'art student', 'creator', 'figure', 'maker', 'master', 'painter', 'professional', 'visual artist']"
44,1396,1412,245,261,S. Maria Novella,LOC,"['location', 'place', 'art', 'building', 'structure', 'church', 'home']"
44,1550,1559,399,408,Niccolaio,PER,"['person', 'artist', 'adult', 'art historian', 'art student', 'creator', 'master', 'painter', 'painting', 'professional', 'visual artist']"
47,548,554,145,151,Bronzo,LOC,"['object', 'brick', 'clay', 'mineral', 'rock', 'sculpture', 'stone', 'rolling stone', 'standing stone', 'artifact']"
47,1300,1335,284,319,Chapels of the Temple of the Angeli,LOC,"['object', 'place', 'art', 'building', 'structure', 'artwork', 'chapel']"
48,414,426,209,221,Gian Bellini,PER,"['person', 'artist', 'adult', 'art historian', 'art student', 'creator', 'maker', 'master', 'painter', 'painting', 'performer', 'professional', 'visual artist']"
48,696,708,200,212,Gian Bellini,PER,"['person', 'artist', 'adult', 'art historian', 'art student', 'creator', 'film maker', 'maker', 'master', 'painter', 'painting', 'performer', 'professional', 'visual artist']"
48,923,930,427,434,Tiziano,PER,"['person', 'artist', 'adult', 'art historian', 'art student', 'creator', 'film maker', 'maker', 'male', 'master', 'painter', 'painting', 'performer', 'professional', 'visual artist']"
48,1008,1033,40,65,Giorgione da Castelfranco,PER,"['person', 'artist', 'adult', 'art historian', 'art student', 'creator', 'maker', 'master', 'painter', 'painting', 'professional', 'visual artist']"
48,3046,3054,550,558,Venetian,MISC,"['person', 'artist', 'art form', 'art historian', 'art student', 'creator', 'master', 'painter', 'painting', 'performer', 'professional', 'visual artist']"
48,3065,3074,569,578,Giorgione,PER,"['person', 'artist', 'adult', 'art historian', 'art student', 'creator', 'maker', 'master', 'painter', 'painting', 'performer', 'professional', 'visual artist']"
48,3076,3081,580,585,Palma,PER,"['person', 'artist', 'adult', 'art historian', 'art student', 'creator', 'maker', 'master', 'painter', 'painting', 'performer', 'professional', 'visual artist']"
48,3083,3092,587,596,Pordenone,PER,"['person', 'artist', 'adult', 'art historian', 'art student', 'creator', 'master', 'painter', 'painting', 'professional', 'visual artist']"
49,1336,1343,85,92,Tiziano,PER,"['person', 'artist', 'adult', 'art historian', 'art student', 'creator', 'master', 'painter', 'painting', 'professional', 'visual artist']"
49,1699,1719,448,468,Fondaco de'Tedeschi,LOC,"['person', 'art', 'artist', 'art form', 'art historian', 'artwork', 'creation', 'creator', 'painter', 'painting', 'visual artist']"
50,0,21,0,21,Andrea del Verrocchio,PER,"['person', 'art', 'artist', 'musician', 'adult', 'art form', 'art historian', 'art student', 'creator', 'film maker', 'maker', 'male', 'man', 'master', 'painter', 'painting', 'performer', 'producer', 'professional', 'sculptor', 'visual artist']"
50,25,29,25,29,Flor,MISC,"['person', 'artist', 'musician', 'adult', 'art form', 'art historian', 'art student', 'creator', 'film maker', 'maker', 'male', 'man', 'master', 'painter', 'performer', 'profession', 'professional', 'sculptor', 'visual artist']"
50,1014,1032,119,137,S. Maria del Fiore,LOC,"['location', 'place', 'art', 'building', 'city', 'art collection', 'art gallery', 'art historian', 'art school', 'home', 'museum', 'space', 'art house', 'museum piece', 'artifact']"
50,1618,1626,75,83,Apostles,PER,"['person', 'religious leader', 'figure', 'idol', 'spiritual leader', 'stick figure']"
51,1674,1704,362,392,Church of the Nuns of Chiarito,LOC,"['location', 'object', 'place', 'art', 'building', 'structure', 'church', 'home', 'space', 'established church']"
51,1745,1753,433,441,Crucifix,LOC,"['person', 'object', 'art', 'artwork', 'representation', 'holy cross', 'artifact']"
51,1809,1816,34,41,Lorenzo,PER,"['person', 'adult', 'body', 'celebrity', 'character', 'character actor', 'civilian', 'figure', 'leader', 'male', 'male member', 'man', 'public figure', 'victim', 'warrior', 'dead man']"
53,749,759,94,104,Santi Titi,PER,"['person', 'art', 'artist', 'adult', 'art form', 'art historian', 'art student', 'artwork', 'creator', 'male', 'master', 'painter', 'painting', 'performer', 'professional', 'visual artist']"
53,892,909,237,254,Federigo Zucchero,PER,"['person', 'actor', 'artist', 'adult', 'art historian', 'art student', 'creator', 'male', 'man', 'master', 'painter', 'painting', 'performer', 'professional', 'visual artist']"
53,926,932,271,277,Taddeo,PER,"['person', 'artist', 'adult', 'art historian', 'art student', 'creator', 'male', 'master', 'painter', 'painting', 'performer', 'professional', 'visual artist']"
53,942,944,287,289,Sc,LOC,"['person', 'actor', 'art', 'artist', 'musician', 'adult', 'art form', 'art historian', 'art student', 'artwork', 'creator', 'male', 'master', 'painter', 'painting', 'performer', 'professional', 'visual artist']"
53,953,971,298,316,Giovanni dal Carso,PER,"['person', 'actor', 'art', 'artist', 'musician', 'adult', 'art form', 'art historian', 'art student', 'creator', 'maker', 'male', 'man', 'master', 'painter', 'painting', 'performer', 'professional', 'visual artist']"
53,1128,1136,85,93,Federigo,PER,"['person', 'artist', 'adult', 'art historian', 'art student', 'creator', 'male', 'master', 'painter', 'painting', 'professional', 'visual artist']"
53,1370,1388,55,73,Orazio Sammacchini,PER,"['person', 'art', 'artist', 'musician', 'adult', 'art form', 'art historian', 'art student', 'artwork', 'creator', 'maker', 'male', 'master', 'paint', 'painter', 'painting', 'performer', 'professional', 'visual artist']"
53,1392,1401,77,86,Bolognese,MISC,"['person', 'artist', 'adult', 'art form', 'art historian', 'art student', 'creator', 'film maker', 'maker', 'painter', 'painting', 'performer', 'professional', 'visual artist']"
53,1438,1451,123,136,Lorenzo Costa,PER,"['person', 'artist', 'musician', 'adult', 'art historian', 'art student', 'creator', 'male', 'master', 'painter', 'painting', 'performer', 'professional', 'visual artist']"
53,1832,1840,267,275,Federigo,PER,"['person', 'artist', 'adult', 'art historian', 'art student', 'creator', 'male', 'master', 'painter', 'painting', 'professional', 'visual artist']"
