id,start_pos,end_pos,surface,entity,wb_id,score
3,1504,1510,agnolo,Agnolo di Baccio d'Agnolo,Q4693275,81.235695
3,1532,1566,church and convent of s. francesco,"San Francesco, Andria",Q65119002,80.744736
3,1672,1679,tolomei,Giovanni Battista Tolomei,Q1445496,80.799904
3,1718,1726,agostino,D'Agostino,Q113127629,79.916534
3,1731,1737,agnolo,Agnolo di Baccio d'Agnolo,Q4693275,80.78777
3,1795,1803,s. maria,Santa Maria Novella,Q51175,81.44258
4,180,214,michelagnolo di viviano of gaiuole,Gathorne-Hardy,Q20996242,79.310585
4,196,214,viviano of gaiuole,Viviano,Q21507491,77.85092
4,207,214,gaiuole,Gaiarine,Q48023,78.67189
4,364,376,michelagnolo,Michelagnolo Galilei,Q975540,79.030594
4,864,882,piazza di s. croce,Piazza Santa Croce,Q1017385,84.74909
4,1360,1372,michelagnolo,Michelozzo,Q309736,80.239296
4,1691,1703,michelagnolo,Gerolamo Cardano,Q184530,80.608376
4,1726,1737,bartolommeo,Bartolommeo Penni,Q893255,79.40946
4,1817,1823,baccio,Baccio,Q4838662,78.79261
4,1825,1837,michelagnolo,Gragnaniello,Q56538548,79.81113
5,0,8,pope leo,Pope Leo I,Q43954,86.30304
5,81,110,chamber of our lady at loreto,Church of Our Lady of Loreto,Q5116977,83.73671
5,171,186,monte sansovino,Jacopo Sansovino,Q202267,80.4034
5,306,312,baccio,Baccio Ciarpi,Q5608903,81.29379
5,335,339,pope,Pope,Q19546,82.28192
5,542,573,house of the medici in florence,House of Medici,Q170022,76.568184
5,601,606,david,David (Michelangelo),Q179900,79.85904
5,610,616,donato,"San Donato, San Miniato",Q18490504,78.96828
5,680,686,palace,Doge's Palace,Q189883,80.23452
5,713,720,signori,Signoria,Q914425,79.59854
5,726,730,pope,Pope,Q19546,81.37363
5,747,753,baccio,Baccio,Q4838662,80.65664
5,839,853,maestro andrea,Andrea da Firenze,Q1151313,80.98291
5,871,877,andrea,Andrea da Firenze,Q1151313,79.70393
5,974,988,maestro andrea,Andrea da Firenze,Q1151313,80.21097
5,1058,1062,pope,Pope,Q19546,78.679955
5,1157,1177,nativity of our lady,Our Lady of the Sign,Q597232,81.02919
5,1169,1177,our lady,Our Lady of Guadalupe,Q31877,79.954636
5,1179,1185,baccio,Baccio da Montelupo,Q2245460,82.29341
5,1434,1448,maestro andrea,Andrea del Verrocchio,Q183458,82.87245
5,1604,1610,baccio,Pippo Baudo,Q50896,80.74603
5,1623,1637,maestro andrea,Andrea da Firenze,Q1151313,80.75978
5,1909,1915,baccio,Giovanni Boccaccio,Q1402,81.60113
5,1961,1967,baccio,Pippo Baudo,Q50896,81.21495
5,2018,2032,maestro andrea,Andrea da Firenze,Q1151313,81.91221
5,2101,2111,bandinelli,Volumnio Bandinelli,Q1438537,81.21156
5,2218,2224,baccio,Baccio,Q4838662,82.29338
5,2456,2470,maestro andrea,Andrea da Firenze,Q1151313,83.56978
6,1136,1151,ser brunellesco,Filippo Brunelleschi,Q174330,79.79436
6,1198,1222,messer forese da rabatta,George Preca,Q607845,78.7554
6,1215,1222,rabatta,Rabat,Q3551,77.6968
6,1747,1754,filippo,Filippo Ferrari,Q3071889,77.98692
7,145,174,ser brunellesco di lippo lapi,CVS Ferrari,Q5014784,79.93009
7,164,174,lippo lapi,Filippo Lippi,Q205148,79.58635
7,209,215,cambio,Sam Cambio,Q3470456,77.66597
7,303,328,maestro ventura bacherini,Ventura Ruiz Aguilera,Q1395379,83.70496
7,334,349,ser brunellesco,Attilio Salvaneschi,Q4818482,79.59025
7,424,429,spini,House of Spinola,Q2164184,79.483086
7,578,597,s. michele berteldi,San Michele a Ripa,Q3685181,85.0525
7,619,636,piazza degli agli,Piazza Unità d'Italia,Q1645600,81.09021
7,774,781,filippo,Filippo,Q15727164,79.36636
7,1224,1239,ser brunellesco,Filippo Brunelleschi,Q174330,81.99103
7,1628,1635,filippo,Filippo Napoletano,Q601644,79.79893
7,1950,1970,s. jacopo in pistoia,"San Jacopo Apostolo, Gallicano",Q25242942,79.83127
7,2046,2062,wardens of works,Public Works Department FC,Q16848146,78.94911
8,493,507,porta a faenza,Faenza,Q52981,80.97615
8,716,762,garden of the medici on the piazza di s. marco,"Piazza San Marco, Florence",Q3382259,82.45508
8,744,762,piazza di s. marco,Piazza San Marco,Q217527,86.095955
8,884,907,michelagnolo buonarroti,Philippe Buonarroti,Q471346,83.30592
8,937,947,buonarroti,Philippe Buonarroti,Q471346,85.30053
8,971,983,michelagnolo,Arturo Benedetti Michelangeli,Q318633,81.21715
8,1036,1046,giuliano's,Bartolomeo Giuliano,Q3635380,80.67697
8,1161,1169,giuliano,Bartolomeo Giuliano,Q3635380,81.677246
8,1312,1322,buonarroti,Philippe Buonarroti,Q471346,85.69217
8,1480,1488,giuliano,Giuliano de' Medici,Q298877,82.31937
8,1656,1668,michelagnolo,Michelagnolo Galilei,Q975540,78.86402
8,1823,1831,giuliano,Bartolomeo Giuliano,Q3635380,79.8847
8,1917,1927,buonarroti,Philippe Buonarroti,Q471346,84.966194
9,0,8,giuliano,Giuliano de' Medici,Q298877,81.18031
9,85,104,raffaello da urbino,Raffaello Botticini,Q3417360,81.22663
9,139,147,pope leo,Pope Leo I,Q43954,84.16331
9,149,175,cardinal giulio de' medici,Giuliano de' Medici (archbishop),Q43376625,79.4635
9,259,272,cardinal cibo,Odoardo Cibo,Q2014688,83.57066
9,430,445,cencio guasconi,Cenci,Q1053365,79.04273
9,517,539,villa of baccio valori,Valori,Q7912545,83.01567
9,526,539,baccio valori,Valori,Q7912545,83.63645
9,544,559,olmo a castello,Sant'Ilario a Colombaia,Q3672836,80.1009
10,1295,1300,marco,Marco Marcola,Q3846252,79.79945
10,1623,1644,church of s. agostino,"Sant'Agostino Church, San Gimignano",Q1132860,84.015854
11,24,31,niccola,Niccola Ricciolini,Q7024553,78.7078
11,61,87,maestro cola dalla matrice,Matrice,Q277684,77.11943
11,80,87,matrice,Matrice,Q277684,78.69371
11,393,399,ascoli,Ascoli Piceno,Q6624,80.90021
11,455,459,cola,Alphonse Colas,Q2839745,79.753975
11,1367,1379,maestro cola,Antonio Paoli,Q4776855,78.9514
11,1524,1536,maestro cola,Carlo Grande,Q3659460,79.16277
11,1687,1699,maestro cola,Alphonse Colas,Q2839745,80.6085
12,214,219,piero,Maestro Piero,Q2440771,80.989624
12,236,243,lorenzo,Lorenzo de' Medici,Q177854,81.207375
12,731,737,cosimo,Cosimo de' Medici,Q48544,79.38039
12,1075,1081,cosimo,Cosimo de' Medici,Q48544,80.57449
12,1597,1603,cosimo,Cosimo de' Medici,Q48544,81.419785
12,1775,1780,piero,Piero the Unfortunate,Q262212,79.56228
13,40,45,piero,Piero del Pollaiolo,Q707046,82.24733
13,94,122,church of the servite friars,"Church of the Servi, Cesena",Q25112868,82.14383
13,131,152,chapel of the tedaldi,San Giorgio ai Tedeschi,Q783096,82.36809
13,145,152,tedaldi,Tedald (bishop of Arezzo),Q35611,79.71172
13,200,210,s. filippo,Filippo,Q15727164,81.626526
13,231,236,order,Religious order,Q2061186,80.78911
13,258,266,our lady,Our Lady of Guadalupe,Q31877,79.2475
13,395,398,son,God the Son,Q1141210,79.22852
13,512,516,dove,Sign of the Dove,Q7512578,80.37172
13,741,751,s. filippo,Filippo,Q15727164,80.33232
13,757,770,servite friar,Servite Order,Q615923,79.74662
13,1124,1129,piero,Piero del Pollaiolo,Q707046,81.849304
13,1994,2016,duke cosimo de' medici,Cosimo de' Medici,Q48544,83.12655
13,2061,2066,piero,Piero the Unfortunate,Q262212,79.81764
13,2270,2281,s. giovanni,San Giovanni in Fiore,Q53969,80.61583
14,420,428,girolamo,Girolamo da Ponte,Q286685,82.69472
14,552,571,badia of s. stefano,"San Stefano, Reggio Emilia",Q25048634,82.07617
14,838,849,dead christ,The Dead Christ,Q7729284,82.051186
14,851,859,our lady,Our Lady of Guadalupe,Q31877,80.44655
14,861,869,"s. john,",John the Apostle,Q44015,79.433136
14,945,949,pace,Pacentro,Q50119,77.400734
14,1166,1170,magi,Magi,Q876933,81.63028
14,1374,1382,girolamo,Girolamo Tessari,Q3107703,82.77565
14,1566,1610,sacristy of the church of s. spirito in rome,Santo Spirito in Sassia,Q1428488,84.98299
14,1616,1660,descent of the holy spirit upon the apostles,Holy Spirit in the Acts of the Apostles,Q5886288,82.883
14,1652,1660,apostles,Apostles,Q15699988,82.26492
14,1763,1776,german colony,German colonization of the Americas,Q551482,78.20516
14,1816,1843,chapel of the fugger family,"St. Michael's Church, Fulda",Q762910,80.55141
14,1935,1943,our lady,Our Lady of Guadalupe,Q31877,80.19673
14,1967,1992,s. jacopo degli spagnuoli,"Angelo San Raffaele, Venice",Q1255964,79.49117
14,2044,2063,christ on the cross,Christ Carrying the Cross,Q3399226,81.86334
14,2044,2050,christ,Jesus,Q302,79.81516
14,2092,2100,our lady,Our Lady of Guadalupe,Q31877,78.85326
14,2106,2113,s. john,John the Apostle,Q44015,82.06114
14,2258,2279,s. alfonso the bishop,Alfonso Gesualdo,Q1373399,84.3519
15,198,204,jacopo,Jacopo,Q12044861,80.63411
15,729,734,court,Court,Q41487,82.042336
15,1429,1440,dead christ,The Dead Christ,Q7729284,82.3376
15,1540,1560,chapel of s. dionigi,Dionigi di Borgo San Sepolcro,Q3708518,82.76262
15,1550,1560,s. dionigi,Dionigi di Borgo San Sepolcro,Q3708518,81.089005
15,1607,1612,saint,Saint,Q43115,83.34005
15,1751,1789,florentine company of the misericordia,Guilds of Florence,Q744544,78.795715
15,1843,1848,cross,Christian cross,Q392371,83.651344
15,1859,1866,thieves,Penitent thief,Q355121,80.280136
15,1899,1906,madonna,Madonna (art),Q926743,80.272995
15,2437,2458,signora livia colonna,La Signora,Q6465286,76.89645
16,804,849,giovanni da santo stefano a ponte of florence,Giovanni da Santo Stefano da Ponte,Q15406899,85.3674
16,1417,1437,chapel of s. lorenzo,"San Lorenzo, Florence",Q573881,85.86547
16,1427,1437,s. lorenzo,"San Lorenzo, Florence",Q573881,81.83932
16,1446,1461,pieve of empoli,Pieve of Saint Syrus (Cemmo),Q3904723,82.5302
16,1520,1525,saint,Saint,Q43115,81.62981
16,1702,1710,our lady,Our Lady of Guadalupe,Q31877,78.677605
16,1726,1738,s. francesco,"San Francesco, Mantua",Q7413891,84.211075
16,1847,1867,chapel of s. onofrio,"Sant'Onofrio, Rome",Q1627320,84.02127
16,1875,1880,pieve,Pieve,Q111474217,85.53153
16,1895,1905,s. antonio,Antonio (horse),Q16961709,82.97549
16,1985,1996,s. giustina,Santa Giustina,Q41023,80.41883
16,2004,2013,s. matteo,San Matteo (Genoa),Q3671154,83.22802
16,2054,2065,duke cosimo,Cosimo de' Medici,Q48544,82.705
16,2239,2250,s. giustina,Santa Giustina,Q41023,80.54108
16,2489,2498,lord duke,"Francis IV, Duke of Modena",Q502919,79.97442
16,2500,2508,giovanni,Giovanni di Giovanni,Q36449,79.23281
16,2723,2738,s. michelagnolo,Leo of Montefeltro,Q21208636,80.10773
17,0,8,giovanni,Giovanni Anastasi,Q3106990,79.56113
17,26,45,chapel of the scali,Santa Trinita,Q1062114,82.02847
17,197,210,maestro paolo,Paolo Dagomari di Prato,Q1168587,79.33919
18,338,344,andrea,Andrea da Firenze,Q1151313,78.37829
18,1363,1369,andrea,Andrea Andreani,Q493332,81.20972
19,35,55,convent of the servi,"Church of the Servi, Cesena",Q25112868,81.83844
19,50,55,servi,Nano Nagle,Q596669,78.00469
19,108,141,fra mariano dal canto alla macine,Mariano da Roccacasale,Q601185,80.182526
19,124,141,canto alla macine,Glossary of the Catholic Church,Q5571885,78.71544
19,199,205,andrea,Andrea,Q493293,78.53328
19,787,808,cloister of the servi,San Salvi,Q692591,80.910515
19,803,808,servi,"Church of the Servi, Cesena",Q25112868,77.8988
19,941,951,s. filippo,Filippo,Q15727164,78.51577
19,1012,1018,cosimo,Cosimo de' Medici,Q48544,81.21097
19,1237,1243,andrea,Andrea Di Stefano,Q1107120,81.424965
19,1504,1510,andrea,Andrea Ammonio,Q3615677,78.672165
19,2084,2090,andrea,Andrea da Firenze,Q1151313,79.842384
19,2522,2532,s. filippo,Filippo Strozzi the Younger,Q708954,80.456474
19,2620,2626,andrea,Andrea Scotti,Q495041,78.219284
20,554,584,piero dal borgo a san sepolcro,Piero the Unfortunate,Q262212,83.01828
20,740,747,piero's,Piero the Unfortunate,Q262212,80.39964
20,1275,1286,s. domenico,San Domenico (Pisa),Q1121868,81.60192
20,1390,1408,s. maria del monte,Abbey of St Maria del Monte,Q2820721,86.089966
20,1424,1436,black friars,Black Brigades,Q1811988,80.86868
20,1465,1484,porta di s. mammolo,Ponte Mammolo (Rome Metro),Q1227426,81.75603
20,1514,1527,casa di mezzo,Rocca di Mezzo,Q50136,80.37318
21,26,31,cosmè,Cosme (footballer),Q5173986,81.3634
21,104,115,s. domenico,"San Domenico, San Severino Marche",Q25055621,82.78406
21,184,189,duomo,Duomo,Q16966,84.737526
22,1088,1108,antonio da san gallo,Giovanni Antonio Gallo,Q23612467,81.69176
22,1182,1189,antonio,Antonio Pica,Q5699354,81.01766
22,1212,1242,bartolommeo picconi of mugello,Bartolomeo Picchiatti,Q3635405,83.28883
22,1346,1367,giuliano da san gallo,San Giuliano del Sannio,Q278129,82.26377
22,1417,1424,antonio,Antonio Denzio,Q4776572,81.32769
22,1776,1784,giuliano,Giuliano de' Medici,Q298877,81.833145
22,1870,1877,antonio,Antonio de' Medici,Q577162,79.712494
22,1916,1942,bramante of castel durante,Donato Bramante,Q7793,85.80588
22,1928,1942,castel durante,Castel Gandolfo,Q242105,82.54125
23,16,28,pope paul ii,Pope Paul II,Q102605,86.805016
23,34,65,church of the madonna of loreto,"Madonna di Loreto, Spoleto",Q17652134,87.36109
23,430,437,clement,François Clément,Q1960306,80.114555
23,720,727,antonio,Antonio Martini,Q780021,80.67299
23,749,761,pope clement,Pope Clement I,Q42887,82.71242
23,1687,1694,antonio,Antonio Sant'Elia,Q382053,79.8224
23,2151,2158,fortune,Fortune,Q233547,78.82169
23,2187,2194,antonio,Anthony the Great,Q170547,79.419136
24,499,503,time,Father Time,Q2325522,80.58079
24,1606,1614,giovanni,Giovanni,Q419336,78.39756
24,1959,1964,italy,Italy,Q38,83.57272
25,869,876,signori,Signoria,Q914425,80.65867
25,1211,1218,signori,Signoria,Q914425,79.49916
25,2107,2139,magnificent messer luigi cornaro,Luigi Cornaro,Q389140,80.76814
25,2486,2498,messer luigi,Luigi Cornaro,Q389140,81.357315
26,493,496,god,God,Q190,80.344955
26,915,925,vespignano,Vespignani,Q56246478,80.0452
26,1033,1040,bondone,Bondone,Q246478,80.22534
26,1464,1471,bondone,Bondone,Q246478,79.17801
26,1857,1867,vespignano,Frignano,Q58598,79.24662
27,70,84,lord of arezzo,Arezzo,Q13378,80.707756
27,94,110,massa di maremma,Massa di Somma,Q72253,83.845436
27,167,174,emperor,Pope Leo I,Q43954,78.31091
27,284,297,piero saccone,Piero Capponi,Q713855,82.04484
27,302,321,dolfo da pietramala,Dolfin Dolfin,Q5288971,84.387825
27,342,348,bishop,Bishop,Q29182,78.83938
27,522,538,ghibelline party,Guelphs and Ghibellines,Q187742,81.50738
27,1093,1106,piero saccone,Piero Capponi,Q713855,80.40923
27,1359,1371,baccio gondi,Gondi family,Q2397552,82.21149
27,1450,1470,commissary of arezzo,Arezzo,Q13378,80.98487
27,1878,1885,fathers,Church Fathers,Q182603,78.94756
27,1939,1972,very reverend don antonio da pisa,Roman Catholic Archdiocese of Pisa,Q658891,83.05378
27,1994,2019,congregation of camaldoli,Camaldoli,Q2019442,82.2734
27,2045,2053,crucifix,Crucifix,Q20460,82.74021
27,2122,2130,crucifix,Crucifix,Q20460,83.95608
27,2166,2192,reverend don silvano razzi,Saint Theophilus of Corte,Q524159,80.89194
27,2263,2286,monastery of the angeli,"Santa Maria degli Angeli, Florence",Q3275023,83.600266
27,2392,2411,raffaello da urbino,Raffaello Botticini,Q3417360,81.17462
28,603,633,magnificent lorenzo de' medici,Lorenzo de' Medici,Q177854,83.86067
28,731,743,michelagnolo,Gerolamo Cardano,Q184530,78.77104
28,975,987,michelagnolo,Gerolamo Cardano,Q184530,79.421
28,1387,1400,ghirlandajo's,Ghirlandaio,Q21491356,76.70811
28,1611,1627,s. maria novella,Santa Maria Novella,Q51175,86.30346
28,1686,1694,domenico,Domenico de' Rossi,Q1411610,78.855095
28,2192,2217,triumph of paulus emilius,Augustalia,Q2870970,77.88165
28,2203,2217,paulus emilius,Flavius Paulus,Q2567908,77.47776
28,2677,2682,canti,Giovanni Canti,Q3107122,80.30792
29,12,20,granacci,Francesco Granacci,Q717097,82.53812
29,33,58,pier francesco borgherini,Giuseppe Piermarini,Q647911,80.73453
29,182,200,francesco ubertini,Francesco Ubertini (engineer),Q23829729,82.94507
29,254,300,pier francesco's house in borgo sant' apostolo,House of the Vettii,Q1590855,80.45037
29,254,270,pier francesco's,Pier Francesco Ferrero,Q377285,80.535324
29,280,300,borgo sant' apostolo,Sant'Angelo a Cupolo,Q55977,79.96588
29,513,519,joseph,Joseph,Q471788,78.80061
29,716,732,christ crucified,Crucifix,Q20460,82.65648
29,869,876,madonna,Madonna (art),Q926743,80.721634
29,891,897,girdle,Girdle,Q28839480,84.92923
29,1007,1019,michelagnolo,Michelagnolo Galilei,Q975540,78.52221
29,1048,1056,our lady,Our Lady of Guadalupe,Q31877,79.87526
29,1252,1259,s. john,St John (Hals),Q17459905,80.99306
29,1330,1339,francesco,Francesco da Urbino,Q3043131,80.812515
30,0,6,jacopo,Jacopo,Q12044861,79.453316
30,15,23,l'indaco,L'americano,Q92775280,78.82487
30,658,670,michelagnolo,Michelagnolo Galilei,Q975540,81.002945
30,935,941,jacopo,Jacopo,Q12044861,79.997604
30,1130,1151,church of s. agostino,"Sant'Agostino Church, San Gimignano",Q1132860,85.25191
30,1219,1227,apostles,Apostles,Q15699988,81.73828
30,1385,1390,simon,Saint Peter,Q33923,79.33649
30,1547,1558,dead christ,The Dead Christ,Q7729284,81.28626
30,1621,1636,trinità at rome,Santa Trinita,Q1062114,84.53923
30,1707,1716,our  lady,Our Lady of Guadalupe,Q31877,79.598915
31,11,17,jacopo,Jacopo,Q12044861,81.66598
31,70,79,francesco,Francesco,Q2268455,81.662674
31,119,127,l'indaco,El Indio,Q15735614,78.75805
31,226,234,jacopo—i,Jacopo,Q12044861,80.64591
31,349,355,jacopo,Jacopo da Leona,Q3805966,80.81102
31,566,623,audience chamber of the company of the nunziata in arezzo,Arezzo,Q13378,81.02793
31,590,613,company of the nunziata,Province of Arezzo,Q16115,78.913704
31,902,921,palazzo de' signori,"Piazza dei Signori, Treviso",Q3902379,81.056145
31,1031,1035,duke,Duke,Q166886,76.32837
31,1298,1309,campidoglio,Castrum doloris,Q378294,77.13463
31,1476,1505,duchess margherita of austria,Margherita of Savoy,Q135631,83.36963
31,1513,1543,palace of the medici at rome—a,Palazzo Medici Riccardi,Q911047,83.49626
31,1699,1707,l'indaco,Claude Lorrain,Q214074,79.23088
32,2200,2212,leon batista,León Félix Batista,Q6538238,79.629875
33,38,55,marquis of mantua,List of rulers of Mantua,Q1164727,81.385666
33,117,125,nunziata,Santa Maria Novella,Q51175,78.746574
33,145,150,servi,"Church of the Servi, Cesena",Q25112868,75.42841
33,154,162,florence,Florence,Q2044,83.72907
33,194,206,leon batista,León Félix Batista,Q6538238,81.44174
33,1100,1112,leon batista,León Félix Batista,Q6538238,81.81223
33,1619,1631,leon batista,León Félix Batista,Q6538238,80.663574
33,2003,2015,leon batista,León Félix Batista,Q6538238,81.94673
33,2140,2152,leon batista,Ottavio Leoni,Q389768,79.240074
33,2184,2203,church of s. andrea,Sant'Andrea al Quirinale,Q1354667,83.75936
33,2268,2273,padua,Padua,Q617,86.23802
33,2366,2378,leon batista,León Félix Batista,Q6538238,81.27234
33,2410,2428,salvestro fancelli,Domenico Fancelli,Q3824684,81.71527
33,2522,2534,leon batista,León Félix Batista,Q6538238,80.35774
33,2668,2672,luca,Luca Cambiasi,Q712512,78.968025
33,2763,2771,filarete,Filarete of Calabria,Q11921986,82.63173
33,2802,2807,luchi,Luchi,Q3346426,79.03284
34,353,359,nature,Nature,Q7860,81.85248
34,522,537,ruler of heaven,Heavenly Sovereign,Q1028602,78.954796
34,2403,2441,lodovico di leonardo buonarroti simoni,Leonardo Pettinari,Q11776291,83.08162
34,2415,2441,leonardo buonarroti simoni,Leonardo Antonelli,Q751229,83.568245
34,2548,2556,lodovico,Lodovico di Campofregoso,Q3836398,80.755264
34,2613,2619,chiusi,Chiusi,Q91185,85.81057
34,2624,2631,caprese,Capurso,Q51818,82.770355
34,2642,2660,sasso della vernia,Vernio,Q20397,81.177765
34,2668,2678,s. francis,Pope Francis,Q450675,82.79441
34,2709,2726,diocese of arezzo,Province of Arezzo,Q16115,83.89066
34,2840,2852,michelagnolo,Michelagnolo Galilei,Q975540,78.83705
34,3096,3103,mercury,Mercury (mythology),Q1150,81.55876
34,3108,3113,venus,Venus,Q313,83.01728
34,3137,3144,jupiter,Jupiter,Q319,83.34781
34,3332,3340,lodovico,Lodovico Filippo Laurenti,Q6666488,80.53527
35,12,24,michelagnolo,Michelozzo,Q309736,79.602165
35,80,88,florence,Florence,Q2044,82.16433
35,231,243,michelagnolo,Biordo Michelotti,Q2904231,80.93025
35,450,456,pope's,Pope,Q19546,80.25931
35,594,600,pope's,Pope,Q19546,79.59522
35,697,709,michelagnolo,Michelagnolo Galilei,Q975540,79.69429
35,850,861,pope julius,Pope Julius III,Q169911,81.42951
35,927,954,church of s. pietro in rome,San Pietro in Vincoli,Q542070,84.55128
35,1035,1047,michelagnolo,Michelagnolo Galilei,Q975540,80.13039
35,1708,1717,s. pietro,"San Pietro, Nepi",Q3671761,81.53848
35,1731,1742,s. caterina,Santa Caterina a Formiello,Q525329,82.84299
35,1801,1809,castello,Villa di Castello,Q2094778,81.919785
35,1825,1837,michelagnolo,Michelagnolo Galilei,Q975540,81.88237
35,1937,1941,pope,Pope,Q19546,79.764465
36,6,24,d'antonio di banco,D'Antonio,Q21494231,82.27457
36,492,498,donato,Donato da Formello,Q1240734,81.743454
36,697,706,s. philip,Philip the Apostle,Q43675,80.24098
36,822,828,donato,"Donato, Piedmont",Q18063,81.59857
36,836,855,guild of shoemakers,Shoemaking,Q6408486,81.270454
36,964,970,donato,Leonardo Donato,Q250338,81.56793
36,975,980,nanni,Nanni,Q21157457,81.61501
36,1219,1225,donato,Leonardo Donato,Q250338,82.22389
36,1315,1321,donato,Leonardo Donato,Q250338,81.97843
36,1327,1334,consuls,Consul,Q4489757,83.603226
36,1343,1348,guild,Guild,Q939871,80.76989
