id,start_pos,end_pos,surface,label,wb_id,score
13,1747,1758,Magnificent,ORG,Q60463316,1.5791140383479831
13,1999,2016,Cosimo de' Medici,PERSON,Q48544,0.9736135345177591
14,723,728,piece,LOC,Q180516,0.2912151998783633
14,815,820,piece,LOC,Q180516,0.33728828209410666
14,945,949,Pace,ORG,Q21196,0.370555960534683
14,1149,1170,Adoration of the Magi,ORG,Q1638622,0.7137073904942389
14,1543,1548,piece,LOC,Q180516,0.3668106243964947
14,1894,1899,piece,LOC,Q180516,0.2298147671076779
14,2021,2026,piece,LOC,Q180516,0.20161936145029447
15,1062,1066,Rome,LOC,Q220,0.7923390493738184
15,1457,1462,piece,LOC,Q180516,0.2680263353602709
15,2056,2060,Rome,LOC,Q220,0.47567271639050623
15,2387,2391,Rome,LOC,Q220,1.0591895277610828
16,1740,1743,And,LOC,Q5456,0.19661907909402287
16,1857,1867,S. Onofrio,ORG,Q3862036,0.09536245790596476
16,2326,2328,CÃ,LOC,Q16,0.2035984556649736
16,2463,2476,guardaroba[22,LOC,Q965173,0.09411329322181416
16,2727,2739,Michelagnolo,PERSON,Q5592,0.8565342918349236
16,2867,2869,It,LOC,Q38,0.4884201173483177
17,197,210,Maestro Paolo,PERSON,Q741062,0.4687662992780671
17,231,241,S. Stefano,ORG,Q52811888,0.014352053386756158
19,1350,1354,part,ORG,Q7278,1.730166623078679
20,1393,1408,Maria del Monte,PERSON,Q793723,0.03645534025317254
20,1541,1545,road,LOC,Q34442,0.2694587283581248
20,1837,1839,It,LOC,Q38,0.6537959937070971
22,277,286,the world,LOC,Q2,1.4416376194832239
22,727,734,supreme,ORG,Q1659229,0.06127924756882874
22,1077,1086,architect,ORG,Q4387609,0.02489974498240144
22,1099,1108,San Gallo,LOC,Q12746,0.2848008359876061
22,1466,1469,And,LOC,Q5456,0.05962343348781929
22,1906,1915,architect,ORG,Q4387609,0.03369167818619745
22,1928,1934,Castel,LOC,Q1897,0.010118355899567444
23,16,28,Pope Paul II,PERSON,Q102605,0.021894999491538836
23,749,761,Pope Clement,PERSON,Q172928,1.1553692066005574
23,765,768,put,LOC,Q34442,1.1906495520082228
24,124,128,part,ORG,Q7278,0.6962980522296228
24,1027,1036,the world,LOC,Q2,1.0931074939888186
24,1132,1135,And,LOC,Q5456,0.14291193739720154
24,1848,1853,Greek,LOC,Q41,0.36048172418285784
24,1959,1964,Italy,LOC,Q38,1.1131198702163756
24,2075,2083,Scaliger,PERSON,Q315163,0.011394493145414297
24,2115,2121,Cardan,LOC,Q39036,0.09902425790825198
24,2161,2165,Asse,LOC,Q798,0.003647551237851099
25,823,826,And,LOC,Q5456,0.053087373293381424
25,1418,1421,put,LOC,Q34442,0.19044981103639247
25,2127,2140,Luigi Cornaro,PERSON,Q682480,0.9117771547892274
25,2631,2637,Venice,LOC,Q4948,0.9254049242366315
25,3020,3027,fashion,PERSON,Q4783519,0.02836181833346252
25,3071,3075,will,PERSON,Q7777235,0.8185921042752485
26,225,228,her,PERSON,Q95450222,0.031874894678733834
26,605,608,And,LOC,Q5456,0.26271156224522774
26,1033,1040,Bondone,LOC,Q246478,0.12661296689954538
26,1464,1471,Bondone,LOC,Q246478,0.05635439780998597
26,1549,1553,part,ORG,Q7278,0.4566213198174255
27,522,532,Ghibelline,ORG,Q187742,0.15309196803033787
27,533,538,party,ORG,Q7278,0.6563217526344481
27,1072,1075,And,LOC,Q5456,0.041991039542503716
27,1464,1470,Arezzo,LOC,Q16115,-0.045980956987582755
27,1803,1825,Hermitage of Camaldoli,LOC,Q3731319,0.1021371700399385
27,1957,1972,Antonio da Pisa,PERSON,Q21288491,0.2006257979775089
27,2194,2198,monk,PERSON,Q733786,0.23288178266501947
28,603,614,Magnificent,ORG,Q60463316,1.0897408173887833
28,615,633,Lorenzo de' Medici,PERSON,Q177854,0.9700262607258486
28,1584,1589,piece,LOC,Q180516,0.15858864995446476
28,2080,2091,Magnificent,ORG,Q60463316,0.046678982244181544
28,2203,2209,Paulus,PERSON,Q9200,0.4952239427396582
28,2465,2468,And,LOC,Q5456,0.11208543718608233
29,38,47,Francesco,PERSON,Q450675,0.22588678445700106
29,182,200,Francesco Ubertini,PERSON,Q23829729,0.6815991076283047
29,259,270,Francesco's,PERSON,Q450675,0.6656452038654753
29,585,589,part,ORG,Q7278,0.10552667973134155
29,734,737,And,LOC,Q5456,0.19887242065488586
29,764,772,Maggiore,LOC,Q14379,0.12499504673522821
30,101,113,Pinturicchio,PERSON,Q624,0.4697618598656853
30,586,595,the world,LOC,Q2,1.3635790218312422
30,1388,1393,Simon,PERSON,Q33923,0.274182567216383
30,1636,1640,Rome,LOC,Q220,0.7681868350495783
31,70,79,Francesco,PERSON,Q450675,0.21442098288564393
31,663,677,God the Father,LOC,Q22674448,0.05539304723703997
31,739,742,And,LOC,Q5456,0.24545684415227964
31,894,898,gate,LOC,Q34442,0.16094630056831927
31,1151,1155,Rome,LOC,Q220,0.7576970487708806
31,1177,1194,Emperor Charles V,LOC,Q63810064,0.6886161436980408
32,2167,2169,It,LOC,Q38,1.0028655084722593
33,154,162,Florence,LOC,Q2044,0.5350026435789682
33,460,470,round arch,LOC,Q1898821,0.15742341641551294
33,2140,2144,Leon,ORGLOC,Q15699,0.04369187199242319
33,2240,2244,road,LOC,Q34442,0.19292258537723195
33,2668,2672,Luca,PERSON,Q13373,-0.013948853772543734
33,2842,2844,It,LOC,Q38,0.3598776033940688
34,127,136,the world,LOC,Q2,1.3732348573732591
34,1515,1524,the world,LOC,Q2,0.8218046852199529
34,1738,1741,And,LOC,Q5456,0.22194196368179397
34,2058,2063,Italy,LOC,Q38,1.279629784899206
34,2407,2445,Lodovico di Leonardo Buonarroti Simoni,PERSON,Q21707110,2.4625914067822787
34,2552,2563,"Lodovico, I",PERSON,Q444290,0.15524300501139898
34,2725,2731,Arezzo,LOC,Q16115,-0.035979707165192276
34,3668,3672,part,ORG,Q7278,0.03415703889571098
35,81,89,Florence,LOC,Q2044,1.0925200538915267
35,451,457,Pope's,PERSON,Q19546,1.09286589916817
35,595,601,Pope's,PERSON,Q19546,0.7636951658440089
35,851,855,Pope,PERSON,Q19546,0.42217975835125576
35,856,862,Julius,PERSON,Q103101,0.13492627943593216
35,1029,1032,And,LOC,Q5456,0.11414399050311219
35,1826,1838,Michelagnolo,PERSON,Q5592,0.9102159767812393
35,2079,2083,room,LOC,Q180516,0.1581733790388753
36,1304,1311,parties,ORG,Q7278,0.7065073746512144
36,1606,1611,Being,LOC,Q204776,0.004966534990892835
37,0,2,It,LOC,Q38,0.6514015810111683
38,117,120,art,PERSON,Q95149480,0.13039078228362821
38,1318,1331,Monte Oliveto,LOC,Q3603199,0.12279295225865894
39,1386,1409,S. Giovanni Evangelista,ORG,Q52963247,0.1698505094544801
39,1867,1873,Virgin,LOC,Q1370,0.4315400749442929
39,2445,2447,So,LOC,Q23397,0.3377461860294485
40,373,376,put,LOC,Q34442,0.1592679986267772
40,1118,1122,them,ORG,Q77585415,0.23760754558044528
40,2191,2196,Parri,PERSON,Q471315,0.07348447404956271
41,593,597,Pope,PERSON,Q19546,0.38211599777936633
41,674,677,And,LOC,Q5456,0.006681618067566286
41,1317,1319,SS,LOC,Q958,0.5722720136254554
42,702,711,the world,LOC,Q2,1.1975434617010863
42,2081,2092,Good Friday,ORG,Q40317,1.1348987832863675
42,2355,2358,And,LOC,Q5456,0.05524703807303
42,2558,2565,baptism,ORG,Q93191,0.3768313403091831
43,94,103,Raffaello,PERSON,Q5597,0.06054143069571161
43,914,917,And,LOC,Q5456,0.2425235426308111
44,1371,1376,piece,LOC,Q180516,0.07962857139801605
44,1398,1414,S. Maria Novella,LOC,Q800761,0.3092654380259955
44,1429,1433,part,ORG,Q7278,0.007997534724976885
44,1752,1774,Archbishop of Florence,PERSON,Q3531248,0.307834113852698
44,1803,1806,And,LOC,Q5456,0.13482006023588555
44,2098,2107,Benedetto,PERSON,Q44265,0.07790395317572285
45,882,887,piece,LOC,Q180516,0.4858543332705184
45,1278,1283,piece,LOC,Q180516,0.26650291369475776
45,1392,1397,piece,LOC,Q180516,0.3080307812249322
45,1538,1543,piece,LOC,Q180516,0.2152857762422674
45,1716,1721,piece,LOC,Q180516,0.11315982158671822
45,1760,1765,piece,LOC,Q180516,0.09297873558420955
45,1771,1779,S. Rocco,PERSON,Q152457,0.4931878680323637
45,1952,1957,piece,LOC,Q180516,0.19079468254673715
45,2047,2050,And,LOC,Q5456,0.19152806070476325
46,0,19,Michele San Michele,PERSON,Q459937,1.2837115224011777
46,760,769,architect,ORG,Q4387609,0.37701899980027986
46,927,936,architect,ORG,Q4387609,0.30456933139874465
46,1712,1721,San Gallo,LOC,Q12746,0.18820114311922065
46,1840,1850,the States,LOC,Q30,0.6819649806236127
46,1964,1972,Piacenza,LOC,Q16243,-0.33242580467149146
46,2022,2026,Rome,LOC,Q220,1.0193044289467723
47,265,278,S. Bernardino,ORG,Q52820147,0.16501883655962668
47,879,882,put,LOC,Q34442,0.4249706109194106
47,1329,1335,Angeli,LOC,Q125293,0.7123578376731204
47,1863,1865,It,LOC,Q38,2.0708197552925203
48,159,166,Vecelli,PERSON,Q47551,0.9010917328332527
48,1716,1719,put,LOC,Q34442,0.5407713252884395
48,3124,3128,Rome,LOC,Q220,0.7868151418329402
49,70,77,Fondaco,LOC,Q491732,0.0765305425963998
49,846,861,Giovanni D'Anna,PERSON,Q3767079,0.5668148399813647
49,1876,1880,part,ORG,Q7278,0.3063022030906367
49,1895,1904,Giorgione,PERSON,Q8459,0.20149008556220893
49,2083,2085,At,LOC,Q95096,0.09835700530416591
49,2243,2247,part,ORG,Q7278,0.8081062326198486
50,536,541,union,ORG,Q1156831,0.4435088499869074
50,1017,1032,Maria del Fiore,PERSON,Q1227379,0.9872358047643218
50,1483,1486,put,LOC,Q34442,0.7592105898767673
50,1683,1687,Pope,PERSON,Q19546,1.211984445349918
50,1765,1769,Pope,PERSON,Q19546,0.9840777571553753
51,0,4,From,PERSON,Q57085,0.04539094897157925
51,745,752,Lorenzo,PERSON,Q17590,0.18350760055272353
51,776,791,Maria del Fiore,PERSON,Q1227379,0.918072969238218
51,846,853,Lorenzo,PERSON,Q17590,-0.17667206566551408
51,2160,2174,Servite Church,LOC,Q26485528,0.10035041962057123
51,2291,2309,Maria degli Angeli,PERSON,Q4335343,0.7936822001079297
51,2441,2445,road,LOC,Q34442,0.921478337225336
51,2504,2508,gate,LOC,Q34442,0.7148795288666253
51,2764,2765,O,LOC,Q23397,0.3743113718632928
52,87,91,Vado,LOC,Q12771,0.033137910646423574
52,173,182,Ottaviano,PERSON,Q1405,0.5965005375771598
52,540,549,Ottaviano,PERSON,Q1405,0.6967055188957291
52,639,647,Pompeo's,PERSON,Q125414,0.09254225355670731
52,667,673,Taddeo,PERSON,Q43945,0.0007754615890613881
52,1160,1163,age,PERSON,Q331593,0.0725819556864743
52,1167,1175,fourteen,PERSON,Q101113087,0.5895336411215729
52,1399,1408,Francesco,PERSON,Q450675,0.40917927058537573
52,1637,1646,Francesco,PERSON,Q450675,0.2316129636200931
52,1800,1805,heart,LOC,Q20669022,0.4409981710167318
52,1839,1842,boy,ORG,Q140053,0.5891762087829128
53,56,60,Pope,PERSON,Q19546,0.1796792259040908
53,729,733,room,LOC,Q180516,0.3592577733946557
53,828,832,room,LOC,Q180516,0.3584414502413512
53,926,932,Taddeo,PERSON,Q43945,0.06624116190684326
53,1264,1271,Galilee,PERSON,Q307,0.49537454383801094
53,1315,1318,And,LOC,Q5456,0.2517527592716652
53,1565,1568,And,LOC,Q5456,0.14801716120786546
53,2760,2765,Ruota,LOC,Q34,0.3417905784534575
53,2900,2906,Taddeo,PERSON,Q43945,0.27439543330176963
