doc_id,sent_id,doc_start_pos,doc_end_pos,sent_start_pos,sent_end_pos,surface,type,matched_sf
19,2,941,951,270,280,S. Filippo,Subject,"S. Filippo, the founder of that Servite Order"
20,4,1642,1655,301,314,Old Testament,Subject,stories of the Old Testament
29,0,243,249,243,249,Joseph,Subject,life of Joseph
29,1,668,675,77,84,Trinity,Subject,Trinity
29,1,688,733,97,142,God the Father supporting a Christ Crucified.,Subject,God the Father
29,2,799,809,65,75,Assumption,Subject,Assumption
29,2,833,839,99,105,Angels,Subject,Angels
29,3,1048,1056,149,157,Our Lady,Subject,Our Lady
30,5,1547,1558,63,74,Dead Christ,Subject,Dead Christ
31,2,639,651,197,209,Annunciation,Subject,Annunciation
31,2,659,683,217,241,God the Father in Heaven,Subject,God the Father
38,5,1423,1431,69,77,the Magi,Subject,Magi presenting their offerings to Christ
39,1,454,460,249,255,Christ,Subject,Christ
39,2,612,623,47,58,Dead Christ,Subject,Dead Christ
39,2,737,746,172,181,S. Helena,Subject,S. Helena
39,2,762,785,197,220,the Emperor Constantine,Subject,Emperor Constantine
39,3,851,863,35,47,S. Sebastian,Subject,S. Sebastian
39,5,1165,1225,10,70,Christ appearing to Mary Magdalene in the form of a gardener,Subject,Christ
39,5,1238,1305,83,150,S. Peter leaving the ship and walking over the water towards Christ,Subject,S. Peter
39,5,1328,1352,173,197,Baptism of Jesus Christ;,Subject,Baptism of Jesus Christ
39,7,1706,1725,99,118,S. John the Baptist,Subject,S. John the Baptist
39,7,1731,1744,124,137,S. Sebastian.,Subject,S. Sebastian
39,8,1839,1846,94,101,Madonna,Subject,Madonna
39,8,1866,1892,121,147,Virgin Martyr S. Catharine,Subject,Virgin Martyr S. Catharine
39,11,2415,2426,101,112,S. Laurence,Subject,S. Laurence
39,11,2431,2441,117,127,S. Francis,Subject,S. Francis
41,0,94,101,94,101,Madonna,Subject,Madonna
41,2,822,844,148,170,Madonna with the Child,Subject,Madonna
41,2,942,955,268,281,S. Laurentino,Subject,S. Laurentino
41,2,960,973,286,299,S. Pergentino,Subject,S. Pergentino
41,6,1862,1874,108,120,Annunciation,Subject,Annunciation
41,6,2011,2023,257,269,S. Catherine,Subject,S. Catherine
41,7,2312,2320,268,276,Crucifix,Subject,Crucifix
41,7,2326,2338,282,294,four figures,Subject,figures
44,4,1611,1621,460,470,S. Stephen,Subject,S. Stephen
44,4,1737,1748,586,597,S. Antonino,Subject,"S. Antonino, Archbishop of Florence"
44,4,1778,1799,627,648,S. Catharine of Siena,Subject,S. Catharine of Siena
45,4,888,894,127,133,Christ,Subject,Christ
45,4,899,907,138,146,Our Lady,Subject,Christ and Our Lady in the air
45,4,888,894,127,133,Christ,Subject,Christ
45,4,939,953,178,192,God the Father,Subject,God the Father
45,4,987,993,226,232,Saints,Subject,Saints
45,5,1109,1120,101,112,Dead Christ,Subject,Dead Christ with the  Maries
45,5,1160,1182,152,174,Assumption of Our Lady,Subject,Assumption of Our Lady
45,6,1402,1410,200,208,Our Lady,Subject,Our Lady
45,6,1420,1426,218,224,Saints,Subject,Saints
45,7,1544,1552,116,124,Our Lady,Subject,Our Lady
45,7,1554,1561,126,133,S. Anne,Subject,S. Anne
45,7,1644,1663,216,235,S. John the Baptist,Subject,Beheading of S. John the Baptist
45,7,1728,1740,300,312,Annunciation,Subject,Annunciation
45,8,1812,1824,70,82,S. Sebastian,Subject,S. Sebastian
45,8,1843,1851,101,109,Our Lady,Subject,Our Lady
45,8,1996,2004,254,262,S. James,Subject,S. James
45,9,2101,2108,55,62,S. Anne,Subject,S. Anne
49,3,731,738,55,62,animals,Subject,animals
49,5,1124,1132,37,45,Our Lady,Subject,Our Lady
49,6,1386,1391,135,140,Angel,Subject,Angel Raphael
49,6,1505,1524,254,273,S. John the Baptist,Subject,S. John the Baptist
53,3,1223,1238,180,195,Transfiguration,Subject,Transfiguration
53,3,1244,1271,201,228,Marriage of Cana in Galilee,Subject,Marriage of Cana in Galilee
53,6,1686,1714,121,149,stories of Moses and Pharaoh,Subject,stories of Moses and Pharaoh
53,7,2024,2065,42,83,the Angel slaying the first-born in Egypt,Subject,Angel
