doc_id,doc_start_pos,doc_end_pos,sentence_id,sent_start_pos,sent_end_pos,surface,type,score
39,967,972,4,44,49,Duomo,work,0.9879191517829895
39,1610,1623,7,3,16,S. Apollinare,work,0.8440680801868439
39,1706,1708,7,99,101,S.,work,0.66159588098526
39,1770,1783,8,25,38,Spirito Santo,work,0.9995982944965363
39,1866,1879,8,121,134,Virgin Martyr,work,0.7885647416114807
39,2178,2185,10,92,99,Madonna,work,0.9991500377655029
39,2648,2649,13,56,57,S,work,0.8217427730560303
41,11,27,0,11,27,Audience Chamber,work,0.9201893508434296
41,35,45,0,35,45,Fraternity,work,0.9769617915153503
41,593,597,1,46,50,Pope,work,0.9860681295394897
41,1433,1449,4,112,128,Canto alla Croce,work,0.9991057515144348
41,2128,2145,7,84,101,S . Mary Magdalene,work,0.8751557469367981
43,27,35,0,27,35,Cardinal,work,0.9797366261482239
43,74,92,0,74,92,Grand Penitentiary,work,0.9992369711399078
43,178,194,0,178,194,Monte at Bologna,work,0.9980367422103882
43,423,433,1,11,21,S . Cecilia,work,0.7832281986872355
43,923,930,3,9,16,S . Paul,work,0.8648513356844584
44,1396,1397,4,245,246,S,work,0.5945860147476196
44,1645,1650,4,494,499,Saint,work,0.945570170879364
44,1750,1760,4,599,609,Archbishop,work,0.9983853101730347
45,799,805,4,38,44,Piazza,work,0.9993973970413208
45,1011,1022,5,3,14,S. Felicita,work,0.9527903497219086
45,1544,1552,7,116,124,Our Lady,work,0.8963021039962769
45,1728,1740,7,300,312,Annunciation,work,0.9981728792190552
45,1968,1976,8,226,234,Our Lady,work,0.9453006386756897
46,379,392,0,379,392,Canon Regular,work,0.9137877821922302
46,413,418,0,413,418,Order,work,0.5067220330238342
46,1208,1219,3,71,82,S . Domenico,work,0.9860415458679199
46,1223,1237,3,86,100,Monte Fiascone,work,0.9997420907020569
47,265,266,0,265,266,S,work,0.3529849350452423
47,347,352,0,347,352,Order,work,0.5604028701782227
47,548,554,1,145,151,Bronzo,work,0.9973338842391968
47,1329,1335,3,313,319,Angeli,work,0.41935479640960693
49,981,990,4,161,170,Ecce Homo,work,0.9946005046367645
49,1124,1132,5,37,45,Our Lady,work,0.7157387584447861
49,1292,1302,6,41,51,Maximilian,work,0.44279056787490845
49,1392,1399,6,141,148,Raphael,work,0.8880661725997925
49,2066,2077,7,345,356,Grand Canal,work,0.9992210566997528
50,1014,1015,4,119,120,S,work,0.9852858185768127
50,1023,1032,4,128,137,del Fiore,work,0.7696927487850189
51,773,774,2,144,145,S,work,0.4812608063220978
51,1712,1715,4,400,403,Via,work,0.8087171912193298
51,2182,2190,6,141,149,Nunziata,work,0.9567161798477173
51,2343,2350,7,77,84,Madonna,work,0.5601174235343933
53,232,241,0,232,241,Belvedere,work,0.8598509430885315
53,1623,1632,6,58,67,Belvedere,work,0.9981573224067688
53,2846,2852,9,143,149,Equity,work,0.9977946281433105
