id,sentence
baccio_bandinelli:631,"At the instance of the Magnificent Giuliano there was allotted to Baccio a S. Peter, four braccia and a half in height, which after a long time he brought to completion; and, although it has not the highest perfection of sculpture, nevertheless good design may be seen in it."
baccio_bandinelli:632,"Baccio, having obtained the marble, made a great model in wax, which was a Hercules who, having fixed the head of Cacus between two stones with one knee, was constraining him with great force with the left arm, holding him crouching under his legs in a distorted attitude, wherein Cacus revealed his suffering and the strain of the weight of Hercules upon him, which was rending asunder every least muscle in his whole body."
baccio_bandinelli:633,"At this same time Baccio had made a scene of the Deposition from the Cross with little figures in low-relief and half-relief, which was a rare work; and he had it cast with great diligence in bronze."
brunelleschi:666,"After these things, in the year 1401, now that sculpture had risen to so great a height, it was determined to reconstruct the two bronze doors of the Church and Baptistery of S. Giovanni, since, from the death of Andrea Pisano to that day, they had not had any masters capable of executing them."
brunelleschi:665,"In Florence, a little later, there was a statue of lime-wood to be made for the Friars of S. Spirito, representing S. Mary Magdalene in Penitence, to be placed in a chapel; and Filippo, who had wrought many little things in sculpture, desiring to show that he was able to succeed in large works as well, undertook to make the said figure, which, when put into execution and finished, was held something very beautiful; but it was destroyed afterwards, together with many other notable works, in the year 1471, when that church was burnt down."
brunelleschi:664,"The while that he was occupying himself thus and living happily, in the year 1398 there was born to him a son, to whom he gave the name Filippo, after his own father, now dead; and he celebrated this birth with the greatest gladness possible."
brunelleschi:663,"Many men are created by nature small in person and in features, who have a mind full of such greatness and a heart of such irresistible vehemence, that if they do not begin difficult—nay, almost impossible—undertakings, and bring them to completion to the marvel of all who behold them, they have never any peace in their lives; and whatsoever work chance puts into their hands, however lowly and base it may be, they give it value and nobility. Wherefore no one should turn up his nose when he encounters people who have not, in their aspect, that primal grace or beauty which nature should give, on his coming into the world, to a man who works at any art, seeing that there is no doubt that beneath the clods of the earth are hidden veins of gold. And very often, in those who are most insignificant in form, there are born so great generosity of mind and so great sincerity of heart, that, if nobility be mingled with these, nothing short of the greatest marvels can be looked for from them, for the reason that they strive to embellish the ugliness of the body with the beauty of the intellect; as it is clearly seen in Filippo di Ser Brunellesco, who was no less insignificant in person than Messer Forese da Rabatta and Giotto, but so lofty in intellect that it can be truly said that he was sent to us by Heaven in order to give new form to architecture, which had been out of mind for hundreds of years; for the men of those times had spent much treasure to no purpose, making buildings without order, with bad method, with sorry design, with most strange inventions, with most ungraceful grace, and with even worse ornament. And Heaven ordained, since the earth had been for so many years without any supreme mind or divine spirit, that Filippo should bequeath to the world the greatest, the most lofty, and the most beautiful building that was ever made in modern times, or even in those of the ancients, proving that the talent of the Tuscan craftsmen, although lost, was not therefore dead. Heaven adorned him, moreover, with the best virtues, among which was that of kindliness, so that no man was ever more benign or more amiable than he. In judgment he was free from passion, and when he saw worth and merit in others he would sacrifice his own advantage and the interest of his friends. He knew himself, he shared the benefit of his own talent with many, and he was ever succouring his neighbour in his necessities."
brunelleschi:669,"Filippo also designed the model for the fortress of Vico Pisano; and he designed the old Citadel of Pisa, and fortified the Ponte a Mare, and also gave the design for the new Citadel, closing the bridge with the two towers."
brunelleschi:668,"Whereupon Filippo, who would never get angry, whatever might be said to him, although he might have reason for anger, stayed in seclusion for many months until he had finished a Crucifix of wood of the same size, so excellent, and wrought with so much art, design, and diligence, that Donato—whom he had sent to his house ahead of himself, as it were to surprise him, for he did not know that Filippo had made such a work—having an apron full of eggs and other things for their common dinner, let it fall as he gazed at the work, beside himself with marvel at the ingenious and masterly manner that Filippo had shown in the legs, the trunk, and the arms of the said figure, which was so well composed and united together that Donato, besides admitting himself beaten, proclaimed it a miracle."
brunelleschi:667,"Whereupon Filippo, who was most capable in various ways, gave attention to many professions, nor had he practised these long before he was held by persons qualified to judge to be a very good architect, as he showed in many works in connection with the fitting up of houses, such as the house of Apollonio Lapi, his kinsman, in the Canto de' Ciai, towards the Mercato Vecchio, wherein he occupied himself greatly while the other was having it built; and he did the same in the tower and in the house of Petraia, at Castello without Florence."
bugiardini:634,"Before the siege of Florence the population had multiplied in such great numbers that the widespread suburbs which lay without every gate, together with the churches, monasteries, and hospitals, formed as it were another city, inhabited by many honourable persons and by good craftsmen of every kind, although for the most part they were less wealthy than those of the city, and lived there with less expense in the way of customs-dues and the like. In one of these suburbs, then, without the Porta a Faenza, was born Giuliano Bugiardini, who lived there, even as his ancestors had done, until the year 1529, when all the suburbs were pulled down. But before that, when still a mere lad, he began his studies in the garden of the Medici on the Piazza di S. Marco, in which, attending to the study of art under the sculptor Bertoldo, he formed such strait friendship and intimacy with Michelagnolo Buonarroti, that he was much beloved by Buonarroti ever afterwards; which Michelagnolo did not so much because of any depth that he saw in Giuliano's manner of drawing, as on account of the extraordinary diligence and love that he showed towards art. There was in Giuliano, besides this, a certain natural goodness and a sort of simplicity in his mode of living, free from all envy and malice, which vastly pleased Buonarroti; nor was there any notable defect in him save this, that he loved too well the works of his own hand. For, although all men are wont to err in this respect, Giuliano in truth passed all due bounds, whatever may have been the reason—either the great pains and diligence that he put into executing them, or some other cause. Wherefore Michelagnolo used to call him blessed, since he  appeared to be content with what he knew, and himself unhappy, in that no work of his ever fully satisfied him. After Giuliano had studied design for some time in the above-named garden, he worked, together with Buonarroti and Granacci, under Domenico Ghirlandajo, at the time when he was painting the chapel in S. Maria Novella."
bugiardini:637,"Finally, after having always been that kind of man, Giuliano died at the age of seventy-five, and was buried in the Church of S. Marco at Florence, in the year 1556."
bugiardini:638,"These men therefore giving this work to Giuliano to execute, he painted on the body of the said banner four great figures, executed very well—namely, S. Cosimo, S. Damiano, S. Peter, and S. Paul, which were truly most beautiful paintings, and done with more diligence than had ever been shown in any other work on cloth."
bugiardini:639,"Messer Palla Rucellai having commissioned him to execute an altar-piece that was to be placed on his altar in S. Maria Novella, Giuliano began to paint in it the Martyrdom of S. Catharine the Virgin."
bugiardini:640,"Giuliano afterwards made for Cardinal Innocenzio Cibo a copy of the picture in which Raffaello da Urbino had formerly painted portraits of Pope Leo, Cardinal Giulio de' Medici, and Cardinal de' Rossi; but in place of Cardinal de' Rossi he painted the head of Cardinal Cibo, in which he acquitted himself very well, and he executed the whole picture with great diligence and labour."
calavrese:641,"When the world possesses some great light in any science, every least part is illuminated by its rays, some with greater brightness and some with less; and the miracles that result are also greater or less according to differences of air and place. Constantly, in truth, do we see a particular country producing a particular kind of intellect fitted for a particular kind of work, for which others are not fitted, nor can they ever attain, whatever labours they may endure, to the goal of supreme excellence. And if we marvel when we see growing in some province a fruit that has not been wont to grow there, much more can we rejoice in a man of fine intellect when we find him in a country where men of the same bent are not usually born. Thus it was with the painter Marco Calavrese, who, leaving his own country, chose for his habitation the sweet and pleasant city of Naples. He had been minded, indeed, on setting out, to make his way to Rome, and there to achieve the end that rewards the student of painting; but the song of the Siren was so sweet to him, and all the more because he delighted to play on the lute, and the soft waters of Sebeto so melted his heart, that he remained a prisoner in body of that land until he rendered up his spirit to Heaven and his mortal flesh to earth. Marco executed innumerable works in oils and in fresco, and he proved himself more able than any other man who was practising the same art in that country in his day. Of this we have proof in the work that he executed at Aversa, ten miles distant from Naples; and, above all, in a panel-picture in oils on the high-altar of the Church of S. Agostino, with a large ornamental frame, and various pictures painted with scenes  and figures, in which he represented S. Augustine disputing with the heretics, with stories of Christ and Saints in various attitudes both above and at the sides."
calavrese:642,The pictures of Maestro Marco were executed by him between 1508 and 1542.
calavrese:643,"Cola, without caring to see Rome or to change his country, remained always at Ascoli, living happily for some time with his wife, a woman of good and honourable family, and endowed with extraordinary nobility of spirit, as was proved when the strife of  parties arose at Ascoli, in the time of Pope Paul III."
calavrese:644,"The same Calabrian also painted in fresco the Chapel of the Conception in the Church of the Trinità, with much skill and diligence."
calavrese:645,"A short time afterwards, Signor Alessandro Vitelli, who had become Lord of Matrice,[14] took Maestro Cola, now an old man, to Città di Castello, where he caused him to paint in his palace many works in fresco and many other pictures; which works finished, Maestro Cola returned to finish his life at Matrice."
cosimo:646,"While Giorgione and Correggio, to their own great credit and glory, were honouring the regions of Lombardy, Tuscany, on her part, was not wanting in men of beautiful intellect; among whom, not one of the least was Piero, the son of one Lorenzo, a goldsmith, and a pupil of Cosimo Rosselli, after whom he was always called Piero di Cosimo, and known by no other name. And in truth, when a man teaches us excellence and gives us the secret of living rightly, he deserves no less gratitude from us, and should be held no less as a true father, than he who begets us and gives us life and nothing more. Piero was entrusted by his father, who saw in his son a lively intelligence and an inclination to the art of design, to the care of Cosimo, who took him with no ordinary willingness; and seeing him grow no less in ability than in years, among the many disciples that he had, he bore him love as to a son, and always held him as such. This young man had by nature a most lofty spirit, and he was very strange, and different in fancy from the other youths who were working with Cosimo in order to learn the same art. He was at times so intent on what he was doing, that when some subject was being discussed, as often happens, at the end of the discussion it was necessary to go back to the beginning and tell him the whole, so far had his brain wandered after some other fancy of his own. And he was likewise so great a lover of solitude, that he knew no pleasure save that of going off by himself with his thoughts, letting his fancy roam and building his castles in the air. Right good reason had Cosimo, his master, for wishing him well, seeing that he made so much use of him in his works, that very often he caused him to execute  things of great importance, knowing that Piero had a more beautiful manner, as well as better judgment, than himself."
cosimo:647,"I have heard from the lips of Andrea di Cosimo, who helped him to carry out the work, and of Andrea del Sarto, who was Piero's disciple, and who also had a hand in it, that it was a common opinion at that time that this invention was intended to foreshadow the return of the Medici family to Florence in the year 1512, since at the time when the procession was held they were exiles, and, so to speak, dead, but destined in a short time to come to life; and in this sense were interpreted the following words in the song—"
cosimo:648,"Wherefore, living in such strange fashion, he reduced himself to such a state with his extravagant fancies, that one morning he was found dead at the foot of a staircase, in the year 1521; and he was given burial in S. Piero Maggiore."
cosimo:649,"These scenes, after the death of Francesco del Pugliese and his sons, were taken away, nor do I know what has become of them; and the same thing has happened to a picture of Mars and Venus, with her Loves and Vulcan, executed with great art and with an incredible patience."
cosimo:650,"Piero painted, for the elder Filippo Strozzi, a picture with little figures of Perseus delivering Andromeda from the Monster, in which are some very beautiful things."
cosimo:651,"But to return to the art and actions of Piero; he was given the commission for a panel in the Church of the Servite Friars, in the Chapel of the Tedaldi, where they keep the garment and the pillow of S. Filippo, a brother of their Order; wherein he depicted Our Lady standing, raised from the ground on a pedestal, and uplifting her head towards Heaven, with a book in her hand, but without her Son; and above her is the Holy Spirit, bathing her with light."
cosimo:652,"The Director of the Hospital of the Innocenti was much the friend of Piero; and wishing to have a panel painted, which was to be placed in the Pugliese Chapel, near the entrance into the church, on the left hand, he gave the commission for it to Piero, who brought it to completion at his leisure; but first he reduced his patron to despair, for on no account would he let him see it until it was finished."
craftsmen:653,"There is now living in Rome one who is certainly very excellent in his profession, Girolamo Siciolante of Sermoneta, of whom, although something has been said in the Life of Perino del Vaga, whose disciple he was, assisting him in the works of Castel S. Angelo and in many others, nevertheless it cannot but be well to say also here so much as his great excellence truly deserves. Among the first works, then, that this Girolamo executed by himself, was an altar-piece twelve palms high painted by him in oils at the age of twenty, which is now in the Badia of S. Stefano, near his native town of Sermoneta; wherein, large as life, are S. Peter, S. Stephen, and S. John the Baptist, with certain children. After that altar-piece, which was much extolled, he painted for the Church of S. Apostolo, in Rome, an altar-piece in oils with the Dead Christ, Our Lady, S. John, the Magdalene, and other figures, all executed with diligence. Then in the Pace, in the marble chapel that Cardinal Cesis caused to be constructed, he decorated the whole vaulting with stucco-work in a pattern of four pictures, painting therein the Nativity of Jesus Christ, the Adoration of the Magi, the Flight into Egypt, and the Massacre of the Innocents; all which was a work worthy of much praise and executed with invention, judgment, and diligence. For that same church, not long after, the same Girolamo painted an altar-piece fifteen palms high, which is beside the high-altar, of the Nativity of Jesus Christ, which was very beautiful; and then in another altar-piece in oils, for the Sacristy of the Church of S. Spirito in Rome, the Descent of the Holy Spirit upon the Apostles, which is a work full of grace. In like manner, in the Church of S. Maria de Anima, the church of the German colony, he painted in fresco the whole of the Chapel of the Fugger family (for which  Giulio Romano once executed the altar-piece), with large scenes of the Life of Our Lady. For the high-altar of S. Jacopo degli Spagnuoli he painted in a large altar-piece a very beautiful Christ on the Cross with some Angels about Him, Our Lady, and S. John, and besides this two large pictures that are one on either side of it, each nine palms high and with a single figure, S. James the Apostle and S. Alfonso the Bishop; in which pictures it is evident that he used much study and diligence."
craftsmen:654,"In the Hall of Kings, at the time of Pope Pius IV, as has been related, he executed a scene in fresco over the door of the Chapel of Sixtus; in that scene, which was much extolled, Pepin, King of the Franks, is presenting Ravenna to the Roman Church, and is leading as prisoner Astulf, King of the Lombards; and we have the design of it by Girolamo's own hand  in our book, with many others by the same master."
craftsmen:655,"Of his portraits—not to speak of them all, which would make a very long story—I shall say only that he has portrayed all the Pontiffs that there have been from Pope Paul III to the present day, and all the lords and ambassadors of importance who have been at that Court, and likewise the military captains and great men of the house of Colonna and of the Orsini, Signor Piero Strozzi, and an infinite number of Bishops, Cardinals, and other great prelates and lords, not to speak of many men of letters and other men of quality; all which has caused him to acquire fame, honour, and profit in Rome, so that he lives honourably and much at his ease with his family in that city."
craftsmen:656,"Having said above, in the Life of Perino del Vaga, that the painter Marcello Mantovano worked many years under him at pictures that gave him a great name, I have to say in this place, coming more to particulars, that he once painted in the Church of S. Spirito the whole Chapel of S. Giovanni Evangelista and its altar-piece, with the portrait of a Knight Commander of the same S. Spirito, who built that church and constructed that chapel; which portrait is a very good likeness, and the altar-piece most beautiful."
dal_ponte:691,"Although there is no truth and not much confidence to be placed in the ancient proverb that the prodigal's purse is never empty, and although, on the contrary, it is very true that he who does not live a well-ordered life in his own degree lives at the last in want and dies miserably, it is seen, nevertheless, that fortune sometimes aids rather those who squander without restraint than those who are in all things careful and self-restrained; and when the favour of fortune ceases, there often comes death, to make up for her defection and for the bad management of men, supervening at the very moment when such men would begin with infinite dismay to recognize how miserable a thing it is to have squandered in youth and to want in old age, living and labouring in poverty, as would have happened to Giovanni da Santo Stefano a Ponte of Florence, if, after having consumed his patrimony and much gain which had been brought to his hands rather by fortune than by his merits, with some inheritances that came to him from an unexpected source, he had not finished at one and the same time the course of his life and all his means. This man, then, who was a disciple of Buonamico Buffalmacco, and who imitated him more in attending to the pleasures of life than in seeking to become an able painter, was born in the year 1307, and after being in early youth a disciple of Buffalmacco, he made his first works in the Chapel of S. Lorenzo, in the Pieve of Empoli, painting there in fresco many scenes of the life of that Saint, with so great diligence that he was summoned to Arezzo in the year 1344, a better development being expected after so fine a beginning; and there he painted the Assumption of Our Lady in a chapel in S. Francesco. And a little time afterwards, being in some credit in that city for lack of other painters, he painted the Chapel of S. Onofrio in the Pieve, with that of S. Antonio, which to-day is spoilt by damp. He also made some other pictures that were in S. Giustina and in S. Matteo, but these were thrown to the ground by Duke Cosimo, together with the said churches, in the making of fortifications for that city; and exactly in that place, at the foot of the abutment of an ancient bridge beside the said S. Giustina, where the stream entered the city, there were then found a head of Appius Cæcus and one of his son, both in marble and very beautiful, with an ancient epitaph, likewise very beautiful, which are all now in the guardaroba[22] of the said Lord Duke. Giovanni, having returned to Florence at the time when there was finished the closing of the middle arch of the Ponte a S. Trinita, painted many figures both within and without a chapel built over one pier and dedicated to S. Michelagnolo, and in particular all the front wall; which chapel, together with the bridge, was carried away by the flood of the year 1557. It is by reason of these works that some maintain, besides what has been said about him at the beginning, that he was ever afterwards called Giovanni dal Ponte. In Pisa, also, in the year 1355, he made some scenes in fresco behind the altar of the principal chapel of S. Paolo a Ripa d'Arno, which are now all spoilt by damp and by time."
dal_ponte:692,"Giovanni also painted the Chapel of the Scali in S. Trinita in Florence, with another that is beside it, and one of the stories of S. Paul by the side of the principal chapel, where is the tomb of Maestro Paolo, the astrologer."
del_sarto:660,"And some of them, perceiving that Andrea was on the way to becoming known as an excellent painter, and being richer in spirit than in pocket, determined that he should paint round that cloister twelve pictures in chiaroscuro—that is to say, in fresco with terretta—containing twelve scenes from the life of S. John the Baptist."
del_sarto:659,"But although it was proposed that some should be made every year, until such time as every city and district had one of its own, which would have produced a show of extraordinary magnificence, nevertheless this custom was abandoned in the year 1527."
del_sarto:658,"After this, the Guild of Merchants determined to have some triumphal chariots made of wood after the manner of those of the ancient Romans, to the end that these might be drawn in procession on the morning of S. John's day, in place of certain altar-cloths and wax tapers which the cities and townships carry in token of tribute, passing before the Duke and the chief magistrates; and out of ten that were made at that time, Andrea painted some with scenes in oils and in chiaroscuro, which were much extolled."
del_sarto:657,"At length, after the Lives of many craftsmen who have been excellent, some in colouring, some in drawing, and others in invention, we have come to the most excellent Andrea del Sarto, in whose single person nature and art demonstrated all that painting can achieve by means of draughtsmanship, colouring, and invention, insomuch that, if Andrea had possessed a little more fire and boldness of spirit, to correspond to his profound genius and judgment in his art, without a doubt he would have had no equal. But a certain timidity of spirit and a sort of humility and simplicity in his nature made it impossible that there should be seen in him that glowing ardour and that boldness which, added to his other qualities, would have made him truly divine in painting; for which reason he lacked those adornments and that grandeur and abundance of manners which have been seen in many other painters. His figures, however, for all their simplicity and purity, are well conceived, free from errors, and absolutely perfect in every respect. The expressions of his heads, both in children and in women, are gracious and natural, and those of men, both young and old, admirable in their vivacity and animation; his draperies are beautiful to a marvel, and his nudes very well conceived. And although his drawing is simple, all that he coloured is rare and truly divine. Andrea was born in Florence, in the year 1478, to a father who was all his life a tailor; whence he was always called Andrea del Sarto by everyone. Having come to the age of seven, he was taken away from his reading and writing school and apprenticed to the goldsmith's craft."
del_sarto:662,"Andrea then painted for Zanobi Girolami a picture with figures of no great size, wherein was a story of Joseph, the son of Jacob, which was finished by him with unremitting diligence, and therefore held to be a very beautiful painting."
del_sarto:661,"Whereupon he was commissioned at the instance of Baccio d' Agnolo to paint in fresco, in a close on the steep path of Orsanmichele, which leads to the Mercato Nuovo, the Annunciation still to be seen there, executed on a minute scale, which brought him but little praise; and this may have been because Andrea, who worked well without over-exerting himself or forcing his powers, is believed to have tried in this work to force himself and to paint with too much care."
galasso_ferrarese:671,"In these same times lived Cosmè, also of Ferrara. Works by his hand that are to be seen are a chapel in S. Domenico in the said city, and two folding-doors that close the organ in the Duomo."
galasso_ferrarese:670,"When strangers come to do work in a city in which there are no craftsmen of excellence, there is always some man whose intelligence is afterwards stirred to strive to learn that same art, and to bring it about that from that time onwards there should be no need for strangers to come and embellish his city and carry away her wealth, which he now labours to deserve by his own ability, seeking to acquire for himself those riches that seemed to him too splendid to be given to foreigners. This was made clearly manifest by Galasso Ferrarese, who, seeing Piero dal Borgo a San Sepolcro rewarded by the Duke of Ferrara for the works that he executed, and also honourably received in Ferrara, was incited so strongly by such an example, after Piero's departure, to devote himself to painting, that he acquired the name of a good and excellent master in Ferrara. Besides this, he was held in all the greater favour in that place for having gone to Venice and there learnt the method of painting in oil, which he brought to his native place, for he afterwards made an infinity of figures in that manner, which are scattered about in many churches throughout Ferrara. Next, having gone to Bologna, whither he was summoned by certain Dominican friars, he painted in oil a chapel in S. Domenico; and so his fame increased, together with his credit. After this he painted many pictures in fresco in S. Maria del Monte, a seat of the Black Friars without Bologna, beyond the Porta di S. Mammolo; and the whole church of the Casa di Mezzo, on the same road, was likewise painted by his hand with works in fresco, in which he depicted the stories of the Old Testament. His life was ever most praiseworthy, and he showed himself very courteous and agreeable; which arose from his being used to live and dwell more out of his native place than in it. It is true, indeed, that through his being somewhat irregular in his way of living, his life did not last long; for he left it at the age of about fifty, to go to that life which has no end."
gallo_young:672,"How many great and illustrious Princes, abounding with infinite wealth, would leave behind them a name renowned and glorious, if they possessed, together with their store of the goods of Fortune, a mind filled with grandeur and inclined to those things that not only embellish the world, but also confer vast benefit and advantage on the whole race of men! And what works can or should Princes and great persons undertake more readily than noble and magnificent buildings and edifices, both on account of the many kinds of men that are employed upon them in the making, and because, when made, they endure almost to eternity? For of all the costly enterprises that the ancient Romans executed at the time when they were at the supreme height of their greatness, what else is there left to us save those remains of buildings, the everlasting glory of the Roman name, which we revere as sacred things and strive to imitate as the sole patterns of the highest beauty? And how much these considerations occupied the minds of certain Princes who lived in the time of the Florentine architect, Antonio da San Gallo, will now be seen clearly in the Life of him that we are about to write. Antonio, then, was the son of Bartolommeo Picconi of Mugello, a maker of casks; and after having learned the joiner's craft in his boyhood, hearing that his uncle, Giuliano da San Gallo, was working at Rome in company with his brother Antonio, he set out from Florence for that city. And there, having devoted himself to the matters of the art of architecture with the greatest possible zeal, and pursuing that art, he gave promise of those achievements that we see in such abundance throughout all Italy, in the vast number of works executed by him at  a more mature age. Now it happened that Giuliano was forced by the torment that he suffered from the stone to return to Florence; and Antonio, having become known to the architect Bramante of Castel Durante, began to give assistance to that master, who, being old and crippled in the hands by palsy, was not able to work as before in the preparation of his designs."
gallo_young:673,"In these he found himself served by Antonio with so much judgment, diligence, and expedition, that in the year 1512 he gave him the charge of the corridor that was to lead to the ditches of the Castello di S. Angelo; for which he began to receive a salary of ten crowns a month; but the death of Julius II then took place, and the work was left unfinished."
gallo_young:674,"In the time of Pope Paul II, the Church of the Madonna of Loreto, which was small, and had its roof immediately over brick piers of rustic work, had been refounded and brought to that size in which it may be seen at the present day, by means of the skill and genius of Giuliano da Maiano; and it had been continued from the outer string-course upwards by Sixtus IV and by others, as has been related; but finally, in the time of Clement, in the year 1526, without having previously shown the slightest sign of falling, it cracked in such a manner, that not only the arches of the tribune were in danger, but the whole church in many places, for the reason that the foundations were weak and wanting in depth."
gallo_young:675,"At this time a church dedicated to S. Maria di Loreto was being built at the Macello de' Corbi, near the Column of Trajan, in Rome, and it was brought to perfection by Antonio, with decorations of great beauty."
gallo_young:676,"Afterwards, Pope Clement resolving, at the time when his nephew Alessandro de' Medici was Duke of Florence, to erect an impregnable fortress in that city, Signor Alessandro Vitelli, Pier Francesco da Viterbo, and Antonio laid out that castle, or rather, fortress, which is between the Porta al Prato and the Porta a S. Gallo, and caused it to be built with such rapidity, that no similar structure, whether ancient or modern, was ever completed so quickly."
