doc_id,sent_id,doc_start_pos,doc_end_pos,sent_start_pos,sent_end_pos,surface,type,matched_sf
29,0,243,249,243,249,Joseph,Subject,Joseph
29,0,243,249,243,249,Joseph,Subject,Joseph
29,0,535,542,535,542,Pharaoh,Subject,ministering to Pharaoh
29,1,668,675,77,84,Trinity,Subject,Trinity
29,1,688,702,97,111,God the Father,Subject,God the Father
29,1,716,733,125,142,Christ Crucified.,Subject,Christ Crucified
29,1,716,733,125,142,Christ Crucified.,Subject,Christ Crucified
29,2,799,809,65,75,Assumption,Subject,Assumption
29,2,869,876,135,142,Madonna,Subject,Madonna
29,2,869,876,135,142,Madonna,Subject,Madonna
29,3,1048,1056,149,157,Our Lady,Subject,Our Lady
30,5,1547,1558,63,74,Dead Christ,Subject,Christ
30,5,1547,1558,63,74,Dead Christ,Subject,Christ
31,2,639,651,197,209,Annunciation,Subject,Annunciation
35,0,71,76,71,76,Giant,Subject,Giant
37,0,28,33,28,33,S. Lo,Subject,S. Lo
38,5,1423,1431,69,77,the Magi,Subject,Magi presenting their offerings to Christ
38,5,1462,1468,108,114,Christ,Subject,Christ
38,5,1462,1468,108,114,Christ,Subject,Christ
39,1,454,460,249,255,Christ,Subject,Christ
39,1,472,481,267,276,Communion,Subject,giving the Communion to the Apostles
39,1,489,497,284,292,Apostles,Subject,Apostles
39,1,489,497,284,292,Apostles,Subject,Apostles
39,2,612,623,47,58,Dead Christ,Subject,Christ
39,2,612,623,47,58,Dead Christ,Subject,Christ
39,2,737,746,172,181,S. Helena,Subject,S. Helena
39,2,766,785,201,220,Emperor Constantine,Subject,Emperor Constantine
39,2,805,815,240,250,the Cross.,Subject,in the finding of the Cross
39,3,851,863,35,47,S. Sebastian,Subject,S. Sebastian
39,5,1165,1171,10,16,Christ,Subject,Christ
39,5,1185,1199,30,44,Mary Magdalene,Subject,Mary Magdalene
39,5,1185,1199,30,44,Mary Magdalene,Subject,Mary Magdalene
39,5,1238,1246,83,91,S. Peter,Subject,S. Peter
39,5,1339,1352,184,197,Jesus Christ;,Subject,Jesus Christ
39,5,1339,1352,184,197,Jesus Christ;,Subject,Jesus Christ
39,6,1473,1478,92,97,Saint,Subject,Saint
39,6,1521,1580,140,199,"three martyrs, S. Cantius, S. Cantianus, and S. Cantianilla",Subject,S. Cantianilla
39,6,1521,1580,140,199,"three martyrs, S. Cantius, S. Cantianus, and S. Cantianilla",Subject,S. Cantianilla
39,6,1521,1580,140,199,"three martyrs, S. Cantius, S. Cantianus, and S. Cantianilla",Subject,S. Cantianilla
39,7,1706,1725,99,118,S. John the Baptist,Subject,S. John the Baptist
39,7,1731,1744,124,137,S. Sebastian.,Subject,S. Sebastian
39,8,1839,1846,94,101,Madonna,Subject,Madonna
39,8,1866,1892,121,147,Virgin Martyr S. Catharine,Subject,Virgin Martyr S. Catharine
39,8,1897,1906,152,161,S. Jerome,Subject,S. Jerome
39,9,2020,2028,112,120,Our Lady,Subject,Our Lady
39,9,2034,2054,126,146,S. James the Apostle,Subject,S. James the Apostle
39,10,2178,2185,92,99,Madonna,Subject,Madonna
41,0,94,101,94,101,Madonna,Subject,Madonna
41,2,822,856,148,182,Madonna with the Child in her arms,Subject,Child
41,2,822,856,148,182,Madonna with the Child in her arms,Subject,Child
41,2,822,856,148,182,Madonna with the Child in her arms,Subject,Child
41,6,1862,1874,108,120,Annunciation,Subject,Annunciation
41,6,2011,2023,257,269,S. Catherine,Subject,S. Catherine
41,7,2312,2320,268,276,Crucifix,Subject,Crucifix
43,5,1297,1314,14,31,S. Mary Magdalene,Subject,S. Mary Magdalene
43,6,1602,1614,43,55,S. Augustine,Subject,S. Augustine
43,6,1619,1642,60,83,S. John the Evangelist.,Subject,S. John the Evangelist
44,4,1611,1621,460,470,S. Stephen,Subject,S. Stephen
44,4,1737,1748,586,597,S. Antonino,Subject,"S. Antonino, Archbishop of Florence"
44,4,1778,1799,627,648,S. Catharine of Siena,Subject,S. Catharine of Siena
45,4,888,894,127,133,Christ,Subject,Christ
45,4,899,907,138,146,Our Lady,Subject,Christ and Our Lady in the air
45,4,888,894,127,133,Christ,Subject,Christ
45,4,939,953,178,192,God the Father,Subject,God the Father
45,4,987,993,226,232,Saints,Subject,Saints
45,5,1109,1120,101,112,Dead Christ,Subject,Christ
45,5,1109,1120,101,112,Dead Christ,Subject,Christ
45,5,1160,1182,152,174,Assumption of Our Lady,Subject,Our Lady
45,5,1160,1182,152,174,Assumption of Our Lady,Subject,Our Lady
45,7,1544,1552,116,124,Our Lady,Subject,Our Lady
45,7,1554,1561,126,133,S. Anne,Subject,S. Anne
45,7,1631,1663,203,235,Beheading of S. John the Baptist,Subject,S. John the Baptist
45,7,1631,1663,203,235,Beheading of S. John the Baptist,Subject,S. John the Baptist
45,7,1728,1740,300,312,Annunciation,Subject,Annunciation
45,8,1812,1824,70,82,S. Sebastian,Subject,S. Sebastian
45,8,1843,1851,101,109,Our Lady,Subject,Our Lady
45,8,1996,2004,254,262,S. James,Subject,S. James
48,5,2091,2099,53,61,the nude,Subject,the nude
48,5,2263,2286,225,248,persons naked or draped,Subject,draped
48,5,2263,2286,225,248,persons naked or draped,Subject,draped
49,2,457,467,97,107,landscapes,Subject,landscapes
49,5,1124,1132,37,45,Our Lady,Subject,Our Lady
49,6,1405,1411,154,160,Tobias,Subject,Tobias
49,6,1405,1411,154,160,Tobias,Subject,Tobias
53,3,1223,1238,180,195,Transfiguration,Subject,Transfiguration
53,3,1244,1271,201,228,Marriage of Cana in Galilee,Subject,Marriage of Cana in Galilee
53,6,1697,1702,132,137,Moses,Subject,Moses
53,6,1707,1714,142,149,Pharaoh,Subject,stories of Moses and Pharaoh
53,6,1697,1702,132,137,Moses,Subject,Moses
53,7,2024,2065,42,83,the Angel slaying the first-born in Egypt,Subject,slaying the first-born in Egypt
53,7,2024,2065,42,83,the Angel slaying the first-born in Egypt,Subject,slaying the first-born in Egypt
53,9,2834,2841,131,138,Justice,Subject,Justice
53,9,2846,2852,143,149,Equity,Subject,Equity
