id,start_pos,end_pos,surface,type,value,has_nested,is_nested
3,1672,1679,Tolomei,PER,Q3992417,,
3,1795,1803,S. Maria,LOC,Q10924,,
4,180,214,Michelagnolo di Viviano of Gaiuole,PER,Q3856430,True,
4,196,214,Viviano of Gaiuole,PER,Q15614943,True,True
4,207,214,Gaiuole,LOC,Q91199,,True
4,364,376,Michelagnolo,PER,Q3856430,,
4,864,882,Piazza di S. Croce,LOC,Q51177,,
5,0,8,Pope Leo,PER,Q49237,,
5,81,110,Chamber of Our Lady at Loreto,LOC,Q654996,True,
5,144,186,Maestro Andrea Contucci of Monte Sansovino,PER,Q495011,True,
5,171,186,Monte Sansovino,LOC,Q52086,,True
5,335,339,Pope,PER,Q49237;Q548320,,
5,542,573,house of the Medici in Florence,LOC,Q911047,True,
5,680,686,Palace,LOC,Q271928,,
5,713,720,Signori,ORG,Q3393334,,
5,726,730,Pope,PER,Q49237;Q548320,,
5,1058,1062,Pope,PER,Q495011;Q548320,,
5,1157,1177,Nativity of Our Lady,MISC,Q501107,True,
5,1169,1177,Our Lady,PER,Q345,,True
5,1434,1448,Maestro Andrea,PER,Q495011,,
5,2101,2111,Bandinelli,PER,Q358348,,
6,1747,1754,Filippo,PER,Q174330,,
7,1950,1970,S. Jacopo in Pistoia,LOC,Q2557858,True,
8,11,28,siege of Florence,MISC,Q981042,True,
8,493,507,Porta a Faenza,LOC,Q3908872,,
8,716,762,garden of the Medici on the Piazza di S. Marco,LOC,Q3763928,True,
8,744,762,Piazza di S. Marco,LOC,Q3382259,,True
8,884,907,Michelagnolo Buonarroti,PER,Q5592,,
8,937,947,Buonarroti,PER,Q5592,,
8,1312,1322,Buonarroti,PER,Q5592,,
8,1917,1927,Buonarroti,PER,Q5592,,
9,85,104,Raffaello da Urbino,PER,Q8441,,
9,139,147,Pope Leo,PER,Q49237,,
9,149,175,Cardinal Giulio de' Medici,PER,Q83159,,
9,259,272,Cardinal Cibo,PER,Q1386991,,
9,526,539,Baccio Valori,PER,Q3181432,,True
9,544,559,Olmo a Castello,LOC,Q2163936,,
10,1623,1644,Church of S. Agostino,LOC,Q779975,,
11,61,87,Maestro Cola dalla Matrice,PER,Q3339886,True,
11,80,87,Matrice,LOC,Q223427,,True
11,455,459,Cola,PER,Q3339886,,
11,1367,1379,Maestro Cola,PER,Q3339886,,
11,1524,1536,Maestro Cola,PER,Q3339886,,
11,1687,1699,Maestro Cola,PER,Q3339886,,
13,94,122,Church of the Servite Friars,LOC,Q2287001,True,
13,108,122,Servite Friars,ORG,Q615923,,True
13,200,210,S. Filippo,PER,Q141900,,
13,231,236,Order,ORG,Q615923,,
13,258,266,Our Lady,PER,Q345,,
13,395,398,Son,PER,Q302,,
13,421,432,Holy Spirit,PER,Q37302,,
13,512,516,Dove,PER,Q1367208,,
13,741,751,S. Filippo,PER,Q141900,,
13,789,799,Archbishop,PER,Q49476;Q773822,,
13,1124,1129,Piero,PER,Q280851,,
13,1315,1321,Dragon,PER,Q7559,,
13,1994,2016,Duke Cosimo de' Medici,PER,Q48547,,
13,2270,2281,S. Giovanni,LOC,Q732511,,
14,552,571,Badia of S. Stefano,LOC,Q2820750,,
14,838,849,Dead Christ,PER,Q3155356,True,
14,843,849,Christ,PER,Q302,,True
14,851,859,Our Lady,PER,Q345,,
14,861,868,S. John,PER,Q328804,,
14,945,949,Pace,LOC,Q1514683,,
14,977,991,Cardinal Cesis,PER,Q1605089,,
14,1131,1143,Jesus Christ,PER,Q302,,True
14,1166,1170,Magi,PER,Q51671,,True
14,1188,1193,Egypt,LOC,Q79,,True
14,1477,1489,Jesus Christ,PER,Q302,,True
14,1582,1610,Church of S. Spirito in Rome,LOC,Q1428488,True,True
14,1616,1660,Descent of the Holy Spirit upon the Apostles,MISC,Q65560542,True,
14,1631,1642,Holy Spirit,MISC,Q37302,,True
14,1652,1660,Apostles,PER,Q4155679,,True
14,1816,1843,Chapel of the Fugger family,LOC,Q63118757,True,
14,1935,1943,Our Lady,PER,Q345,,
14,1967,1992,S. Jacopo degli Spagnuoli,LOC,Q955081,,
14,2044,2063,Christ on the Cross,MISC,Q51636,True,
14,2044,2050,Christ,PER,Q345,,True
14,2058,2063,Cross,MISC,Q392371,,True
14,2092,2100,Our Lady,PER,Q345,,
14,2106,2113,S. John,PER,Q328804,,
15,198,204,Jacopo,PER,Q2538308,,
15,729,734,Court,PER,Q1510907,,
15,1429,1440,Dead Christ,PER,Q3155356,True,
15,1434,1440,Christ,PER,Q302,,True
15,1550,1560,S. Dionigi,PER,Q244380,,True
15,1607,1612,Saint,PER,Q244380,,
15,1751,1789,Florentine Company of the Misericordia,ORG,Q3859014,,
15,1843,1848,Cross,MISC,Q302,,
15,1859,1866,Thieves,PER,Q2727213,,
15,1899,1906,Madonna,PER,Q345,,
15,2437,2458,Signora Livia Colonna,PER,Q95193332,,
16,804,849,Giovanni da Santo Stefano a Ponte of Florence,PER,Q2749321,True,
16,816,837,Santo Stefano a Ponte,LOC,Q3674332,,True
16,841,849,Florence,LOC,Q2044,,True
16,1417,1437,Chapel of S. Lorenzo,LOC,Q3670866,True,
16,1427,1437,S. Lorenzo,PER,Q17590,,True
16,1446,1461,Pieve of Empoli,LOC,Q3904613,,
16,1520,1525,Saint,PER,Q17590,,
16,1702,1710,Our Lady,PER,Q345,,True
16,1726,1738,S. Francesco,LOC,Q1677980,,
16,1875,1880,Pieve,LOC,Q3904613,,
16,2004,2013,S. Matteo,LOC,Q3670866,,
16,2054,2065,Duke Cosimo,PER,Q48547,,
16,2489,2498,Lord Duke,PER,Q48547,,
16,2500,2508,Giovanni,PER,Q2749321,,
16,2612,2630,Ponte a S. Trinita,LOC,Q545578,,
16,2723,2738,S. Michelagnolo,PER,Q45581,,
16,3152,3156,Arno,LOC,Q115457,,True
17,26,45,Chapel of the Scali,LOC,Q7429770,True,
17,40,45,Scali,ORG,Q7429770,,True
17,197,210,Maestro Paolo,PER,Q9200,,
19,35,55,Convent of the Servi,LOC,Q2287001,True,
19,50,55,Servi,ORG,Q615923,,True
19,767,773,Christ,PER,Q302,,True
19,787,808,cloister of the Servi,LOC,Q3675066,True,
19,803,808,Servi,ORG,Q615923,,True
19,941,951,S. Filippo,PER,Q141900,,
19,2522,2532,S. Filippo,PER,Q141900,,
20,554,584,Piero dal Borgo a San Sepolcro,PER,Q5822,True,
20,564,584,Borgo a San Sepolcro,LOC,Q52098,,True
20,609,616,Ferrara,LOC,Q13362,,
20,1275,1286,S. Domenico,LOC,Q862602,,
20,1424,1436,Black Friars,ORG,Q131479,,
20,1465,1484,Porta di S. Mammolo,LOC,Q3908797,,
21,26,31,Cosmè,PER,Q7129,,
21,104,115,S. Domenico,LOC,Q3669872,,
21,184,189,Duomo,LOC,Q671933,,
22,1088,1108,Antonio da San Gallo,PER,Q357276,,
22,1346,1367,Giuliano da San Gallo,PER,Q312365,,
22,1916,1942,Bramante of Castel Durante,PER,Q357276,True,
22,1928,1942,Castel Durante,LOC,Q190134,,True
23,34,65,Church of the Madonna of Loreto,LOC,Q654996,True,
23,59,65,Loreto,LOC,Q124110,,True
23,749,761,Pope Clement,PER,Q83159,,
23,2151,2158,Fortune,MISC,Q1970348,,
24,499,503,Time,MISC,Q11471,,
24,1959,1964,Italy,LOC,Q5585,,
25,869,876,Signori,ORG,Q3477879,,
25,1211,1218,Signori,ORG,Q3477879,,
26,493,496,God,PER,Q178885,,
26,915,925,Vespignano,LOC,Q82880,,
26,1857,1867,Vespignano,LOC,Q82880,,
27,94,110,Massa di Maremma,LOC,Q214725,,
27,167,174,Emperor,PER,Q39018,,
27,342,348,Bishop,PER,Q378128;Q29182,,
27,522,538,Ghibelline party,ORG,Q1010181,,
27,1166,1186,Borgo a San Sepolcro,LOC,Q52098,,
27,1816,1825,Camaldoli,LOC,Q2019442,,True
27,1878,1885,Fathers,PER,Q548320,,
27,1968,1972,Pisa,LOC,Q13375,,True
27,1979,1986,General,PER,Q1337239,,
27,1994,2019,Congregation of Camaldoli,ORG,Q591832,True,
27,2045,2053,Crucifix,MISC,Q392371,,
27,2122,2130,Crucifix,MISC,Q392371,,
27,2166,2192,Reverend Don Silvano Razzi,PER,Q59526715,,
27,2247,2255,Superior,PER,Q1337239,,
27,2263,2286,Monastery of the Angeli,LOC,Q7590536,,
27,2392,2411,Raffaello da Urbino,PER,Q5597,,
28,1387,1398,Ghirlandajo,PER,Q191423,,
28,1611,1627,S. Maria Novella,LOC,Q800761,,
28,1686,1694,Domenico,PER,Q191423,,
28,2192,2217,Triumph of Paulus Emilius,MISC,Q12902409,True,
28,2203,2217,Paulus Emilius,PER,Q298168,,True
28,2677,2682,Canti,MISC,Q3655716,,
29,12,20,Granacci,PER,Q717097,,
29,33,58,Pier Francesco Borgherini,PER,Q21532972,,
29,182,200,Francesco Ubertini,PER,Q7770,,
29,254,300,Pier Francesco's house in Borgo Sant' Apostolo,LOC,Q3889702,True,
29,280,300,Borgo Sant' Apostolo,LOC,Q3642541,,True
29,513,519,Joseph,PER,Q128267,,
29,688,702,God the Father,PER,Q186350,,
29,716,732,Christ Crucified,PER,Q51636,,
29,869,876,Madonna,PER,Q345,,
29,891,897,Girdle,MISC,Q3461031,,
29,1048,1056,Our Lady,PER,Q345,,
29,1252,1259,S. John,PER,Q44015,,
30,15,23,L'Indaco,PER,Q2632655,,
30,935,941,Jacopo,PER,Q2632655,,
30,1219,1227,Apostles,PER,Q43412,,
30,1385,1390,Simon,PER,Q24905655,,
30,1547,1558,Dead Christ,PER,Q3155356,True,
30,1552,1558,Christ,PER,Q302,,True
30,1621,1636,Trinità at Rome,LOC,Q1229008,True,
30,1707,1716,Our  Lady,PER,Q345,,True
31,677,683,Heaven,LOC,Q4489450,,
31,1298,1309,Campidoglio,LOC,Q34925,,
31,1476,1505,Duchess Margherita of Austria,PER,Q307815,True,
31,1498,1505,Austria,LOC,Q40,,True
31,1513,1543,Palace of the Medici at Rome—a,LOC,Q1362663,True,
31,1527,1533,Medici,ORG,Q170022,,True
33,117,125,Nunziata,LOC,Q2287001,,
33,145,150,Servi,ORG,Q615923,,
33,154,162,Florence,LOC,Q220,,
33,2184,2203,Church of S. Andrea,LOC,Q1581882,,
33,2268,2273,Padua,LOC,Q6247,,
33,2763,2771,Filarete,PER,Q449961,,
34,353,359,Nature,PER,Q1402540,,
34,522,537,Ruler of Heaven,PER,Q16970,True,
34,531,537,Heaven,LOC,Q4489450,,True
34,2403,2441,Lodovico di Leonardo Buonarroti Simoni,PER,Q111456912,True,
34,2521,2538,Counts of Canossa,PER,Q473151,,
34,2613,2619,Chiusi,LOC,Q694019,,
34,2624,2631,Caprese,LOC,Q52069,,
34,2642,2660,Sasso della Vernia,LOC,Q14552418,,
34,2668,2678,S. Francis,PER,Q676555,,
34,2709,2726,Diocese of Arezzo,ORG,Q645542,True,
34,2720,2726,Arezzo,LOC,Q13378,,True
34,3096,3103,Mercury,PER,Q3855074,,
34,3108,3113,Venus,PER,Q31279888,,
34,3137,3144,Jupiter,PER,Q2110728,,
35,71,76,Giant,PER,Q179900,,
35,80,88,Florence,LOC,Q179900,,
35,697,709,Michelagnolo,PER,Q5592,,
35,850,861,Pope Julius,PER,Q80516,,
35,1698,1717,Piazza di S. Pietro,LOC,Q83425,True,
35,1708,1717,S. Pietro,PER,Q33923,,True
35,1731,1742,S. Caterina,LOC,Q1134284,,
35,1801,1809,Castello,LOC,Q486382,,
36,697,706,S. Philip,PER,Q508571,,
36,1327,1334,Consuls,PER,Q11916439,,
36,1343,1348,Guild,ORG,Q170161,,
36,1661,1668,Consuls,PER,Q207978,,
37,28,33,S. Lo,PER,Q360798,,
38,1220,1230,S. Antonio,LOC,Q3672615,,
38,1274,1282,S. Elena,LOC,Q3585397,,
38,1293,1297,Lido,LOC,Q226221,,
38,1309,1331,Monks of Monte Oliveto,ORG,Q572102,True,
38,1427,1468,Magi presenting their offerings to Christ,MISC,Q488841,True,
38,1427,1431,Magi,PER,Q51671,,True
39,430,444,Duomo at Forlì,LOC,Q2942665,True,
39,489,497,Apostles,PER,Q43412,,
39,612,623,Dead Christ,PER,Q3155356,True,
39,617,623,Christ,PER,Q302,,True
39,940,958,S. Maria Maddalena,PER,Q63070,,
39,967,983,Duomo of Ravenna,LOC,Q2942769,True,
39,1057,1062,Saint,PER,Q63070;Q43115,,
39,1328,1351,Baptism of Jesus Christ,MISC,Q217048,True,
39,1385,1408,S. Giovanni Evangelista,LOC,Q747427,,
39,1473,1478,Saint,PER,Q328804;Q43115,,
39,1610,1623,S. Apollinare,LOC,Q832278,,
39,1756,1783,Church of the Spirito Santo,LOC,Q1139330,,
39,1839,1846,Madonna,PER,Q345,,
39,1866,1892,Virgin Martyr S. Catharine,PER,Q179718,,
39,1912,1924,S. Francesco,LOC,Q959119,,
39,1974,1986,S. Catharine,PER,Q179718,,
39,2020,2028,Our Lady,PER,Q345,,
39,2034,2054,S. James the Apostle,PER,Q2844112,,
39,2090,2101,S. Domenico,LOC,Q55182433,,
39,2178,2185,Madonna,PER,Q345,,
39,2431,2441,S. Francis,PER,Q676555,,
40,9,26,Spinello Spinelli,PER,Q287934,,True
40,318,329,S. Giovanni,LOC,Q208125,,
40,528,536,Panicale,LOC,Q20501,,True
40,673,697,Don Lorenzo degli Angeli,PER,Q155376,,
41,35,76,Fraternity of S. Maria della Misericordia,ORG,Q13378,,True
41,94,101,Madonna,PER,Q345,,
41,141,147,Arezzo,LOC,Q2718358,,
41,481,484,God,PER,Q178885,,
41,567,574,Madonna,PER,Q345,,
41,628,634,Bishop,PER,Q29182,,
41,639,648,Protector,PER,Q28914,,
41,710,720,Fraternity,ORG,Q13378,,
41,822,844,Madonna with the Child,PER,Q9309699,True,
41,822,829,Madonna,PER,Q345,,True
41,942,955,S. Laurentino,PER,Q3836840,,
41,960,973,S. Pergentino,PER,Q3899841,,
41,1132,1139,Company,ORG,Q13378,,
41,1250,1257,Forzore,PER,Q108883184,,
41,1317,1331,SS. Laurentino,PER,Q3836840,,
41,1336,1346,Pergentino,PER,Q3899841,,
41,1862,1874,Annunciation,MISC,Q154326,,
41,1917,1928,S. Agostino,LOC,Q3672271,,
41,2174,2185,S. Domenico,LOC,Q2219459,,
41,2312,2320,Crucifix,MISC,Q392371,,
42,309,335,Raffaello Sanzio da Urbino,PER,Q5597,True,
42,329,335,Urbino,LOC,Q2759,,True
42,758,781,Michelagnolo Buonarroti,PER,Q5592,,
42,1679,1698,Raffaello da Urbino,PER,Q5597,True,
42,1692,1698,Urbino,LOC,Q2759,,True
43,27,35,Cardinal,PER,Q45722,,
43,39,52,Santi Quattro,LOC,Q1536044,,
43,163,194,S. Giovanni in Monte at Bologna,LOC,Q12068168,True,
43,259,283,Blessed Elena dall' Olio,PER,Q18288245,,
43,1250,1258,Apostles,PER,Q43412,,
44,1645,1650,Saint,PER,Q161775;Q43115,,
44,1678,1697,Jacopo  del Tedesco,PER,Q97572046,,
44,2096,2105,Benedetto,PER,Q2554861,,
45,645,663,Michele di Ridolfo,PER,Q2309545,True,
45,837,855,Monks of Camaldoli,ORG,Q591832,True,
45,888,894,Christ,PER,Q302,,
45,899,907,Our Lady,PER,Q345,,
45,939,953,God the Father,PER,Q186350,,
45,1109,1120,Dead Christ,PER,Q3155356,True,
45,1114,1120,Christ,PER,Q302,,True
45,1174,1182,Our Lady,PER,Q345,,True
45,1210,1254,Church of the Nuns of S. Jacopo delle Murate,LOC,Q3860451,True,
45,1347,1376,Convent of the Nuns of Ripoli,LOC,Q20008303,True,
45,1362,1376,Nuns of Ripoli,ORG,Q16611216,,True
45,1402,1410,Our Lady,PER,Q345,,
45,1544,1552,Our Lady,PER,Q345,,
45,1802,1810,S. Rocco,PER,Q152457,,
45,1843,1851,Our Lady,PER,Q345,,
45,1968,1976,Our Lady,PER,Q345,,
45,2101,2108,S. Anne,PER,Q164294,,
45,2199,2209,S. Fiorido,LOC,Q3670003,,
46,379,392,Canon Regular,PER,Q1104153,,
46,397,404,General,PER,Q1501723,,
46,413,418,Order,ORG,Q2061186,,
46,1697,1717,Antonio da San Gallo,PER,Q357276,,
46,1840,1860,States of the Church,LOC,Q237,,
46,2162,2169,Pontiff,PER,Q19546,,
47,238,261,Chapel of the Guareschi,LOC,Q3657362,True,
47,265,278,S. Bernardino,LOC,Q3669629,,
47,1020,1027,Michele,PER,Q459937,,
48,100,116,pass of the Alps,LOC,Q1829186,True,
48,159,166,Vecelli,ORG,Q16620526,,
48,1021,1033,Castelfranco,LOC,Q29352,,True
48,3076,3081,Palma,PER,Q9342,,
49,107,116,Barberigo,PER,Q927350,,
49,311,329,M. Andrea Loredano,PER,Q105688196,,
49,387,412,Our Lady going into Egypt,MISC,Q837143,True,
49,387,395,Our Lady,PER,Q345,,True
49,1124,1132,Our Lady,PER,Q345,,
49,1405,1411,Tobias,PER,Q1412773,,
49,1429,1452,Church of S. Marziliano,LOC,Q690779,,
50,1014,1044,S. Maria del Fiore at Florence,LOC,Q191739,True,
50,1453,1464,S. Giovanni,LOC,Q732511,,
50,1618,1626,Apostles,PER,Q43412,,
50,1669,1687,Chapel of the Pope,LOC,Q2943,True,
50,1765,1776,Pope Sixtus,PER,Q163514,,
51,773,791,S. Maria del Fiore,LOC,Q191739,,
51,1674,1704,Church of the Nuns of Chiarito,LOC,Q3687238,True,
51,1688,1704,Nuns of Chiarito,ORG,Q3844904,,True
51,1712,1727,Via di S. Gallo,LOC,Q4010724,,
51,1745,1753,Crucifix,MISC,Q392371,,
51,2288,2319,S. Maria degli Angeli at Assisi,LOC,Q4706745,True,
51,2343,2350,Madonna,PER,Q345,,
51,2487,2495,S. Maria,LOC,Q4706745,,
51,2534,2546,S. Francesco,LOC,Q207486,,
51,2703,2717,Servite Church,LOC,Q2287001,,
51,2737,2743,Orsino,PER,Q19569673,,
52,72,91,Sant'Agnolo in Vado,LOC,Q493800,,
52,109,114,State,LOC,Q649202,,
52,576,580,Fano,LOC,Q13142,,True
52,713,724,Sant'Agnolo,LOC,Q493800,,
53,27,42,Cardinal Emulio,PER,Q3362623,,
53,232,241,Belvedere,LOC,Q2547111,,
53,484,510,Federigo Barocci of Urbino,PER,Q316731,True,
53,542,556,Leonardo Cungi,PER,Q97093150,,
53,561,577,Durante del Nero,PER,Q1165466,,
53,749,759,Santi Titi,PER,Q206697,,
53,892,909,Federigo Zucchero,PER,Q345605,,
53,942,971,Sclavonian Giovanni dal Carso,PER,Q104017641,,
53,1256,1260,Cana,LOC,Q431382,,True
53,1472,1489,Federigo Zucchero,PER,Q345605,,
53,1623,1632,Belvedere,LOC,Q2547111,,
53,1876,1907,Reverend Don Vincenzio Borghini,PER,Q1459953,,
53,2746,2765,Office of the Ruota,LOC,Q1234169,,
53,2834,2841,Justice,MISC,Q13189320,,
53,2846,2852,Equity,MISC,Q827451,,
