id,start_pos,end_pos,surface,type,value,has_nested,is_nested
10,1825,1831,Saints,PER,Q43115,,
11,116,124,Calabria,LOC,Q1458,,
11,129,135,Ascoli,LOC,Q6624,,
11,144,150,Norcia,LOC,Q20494,,
11,483,487,Rome,LOC,Q220,,
11,533,539,Ascoli,LOC,Q6624,,
11,726,732,Ascoli,LOC,Q6624,,
11,749,762,Pope Paul III,PER,Q133001,,
11,1288,1294,Ascoli,LOC,Q6624,,
11,1456,1481,Signor Alessandro Vitelli,PER,Q621395,,
11,1506,1513,Matrice,LOC,Q277684,,
11,1557,1574,Città di Castello,LOC,Q20413,,
11,1731,1738,Matrice,LOC,Q277684,,
12,6,15,Giorgione,PER,Q8459;NIL,,
12,20,29,Correggio,PER,Q8457;NIL,,
12,98,106,Lombardy,LOC,Q1210,,
12,108,115,Tuscany,LOC,Q1273,,
12,273,288,Cosimo Rosselli,PER,Q29447,,
12,322,337,Piero di Cosimo,PER,Q280851,,
13,346,352,Heaven,LOC,Q4489450,,
13,583,594,S. Margaret,PER,Q297742,,
13,601,613,S. Catherine,PER,Q179718,,
13,658,666,S. Peter,PER,Q33923,,
13,671,693,S. John the Evangelist,PER,Q328804,,
13,757,764,Servite,ORG,Q615923,,True
13,776,787,S. Antonino,PER,Q773822,,
13,803,811,Florence,LOC,Q2044,,
13,1273,1284,S. Margaret,PER,Q297742,,
13,1747,1778,Magnificent Giuliano de' Medici,PER,Q298877,,
13,1877,1883,Nature,LOC,Q7860,,
13,2240,2257,M. Cosimo Bartoli,PER,Q1136048,,
14,23,27,Rome,LOC,Q220,,
14,83,115,Girolamo Siciolante of Sermoneta,PER,Q2296884,True,
14,106,115,Sermoneta,LOC,Q128202,,True
14,174,189,Perino del Vaga,PER,Q918778,,
14,244,260,Castel S. Angelo,LOC,Q486382,,
14,597,606,Sermoneta,LOC,Q128202,,
14,636,644,S. Peter,PER,Q33923,,
14,646,656,S. Stephen,PER,Q161775,,
14,662,681,S. John the Baptist,PER,Q40662,,
14,774,795,Church of S. Apostolo,LOC,Q1515300,,
14,800,804,Rome,LOC,Q220,,
14,874,883,Magdalene,PER,Q63070,,
14,1119,1143,Nativity of Jesus Christ,MISC,Q51628,True,
14,1149,1170,Adoration of the Magi,MISC,Q488841,True,
14,1176,1193,Flight into Egypt,MISC,Q837143,True,
14,1203,1228,Massacre of the Innocents,MISC,Q643474,,
14,1465,1489,Nativity of Jesus Christ,MISC,Q51628,True,
14,1606,1610,Rome,LOC,Q220,,True
14,1716,1743,Church of S. Maria de Anima,LOC,Q2140145,,
14,1716,1743,Church of S. Maria de Anima,LOC,Q2140145,,
14,1830,1843,Fugger family,ORG,Q155834,,True
14,1856,1869,Giulio Romano,PER,Q215305,,
14,2074,2080,Angels,PER,Q235113,,
14,2233,2253,S. James the Apostle,PER,Q43999,,
15,3,19,Jacopo del Conte,PER,Q2538308,,
15,72,76,Rome,LOC,Q220,,
15,447,451,Rome,LOC,Q220,,
15,625,638,Pope Paul III,PER,Q133001,,
15,801,808,Colonna,ORG,Q327202,,
15,820,826,Orsini,ORG,Q855303,,
15,828,848,Signor Piero Strozzi,PER,Q1346257,,
15,1058,1062,Rome,LOC,Q220,,
15,1474,1494,Church of the Popolo,LOC,Q869513,,
15,1564,1572,S. Luigi,LOC,Q638283,,
15,1816,1822,Christ,PER,Q302,,
15,2052,2056,Rome,LOC,Q220,,
15,2383,2387,Rome,LOC,Q220,,
15,2571,2587,Jacopo del Conte,PER,Q2538308,,
16,1171,1192,Buonamico Buffalmacco,PER,Q972487,,
16,1373,1384,Buffalmacco,PER,Q972487,,
16,1575,1581,Arezzo,LOC,Q13378,,
16,1688,1710,Assumption of Our Lady,MISC,Q162691,True,
16,1895,1905,S. Antonio,PER,Q170547,,
16,2319,2331,Appius Cæcus,PER,Q297783,,
16,2529,2537,Florence,LOC,Q2044,,
16,3007,3025,Giovanni dal Ponte,PER,Q2749321,,
16,3030,3034,Pisa,LOC,Q13375,,
16,3134,3156,S. Paolo a Ripa d'Arno,LOC,Q1423910,True,
17,49,59,S. Trinita,LOC,Q1062114,,
17,63,71,Florence,LOC,Q2044,,
17,131,138,S. Paul,PER,Q9200,,
17,231,258,S. Stefano al Ponte Vecchio,LOC,Q3674332,,
17,350,358,Florence,LOC,Q2044,,
18,166,182,Andrea del Sarto,PER,Q5571,,
18,1382,1390,Florence,LOC,Q2044,,
18,1481,1497,Andrea del Sarto,PER,Q5571,,
19,721,740,Alesso Baldovinetti,PER,Q472073,,
19,755,773,Nativity of Christ,MISC,Q51628,True,
19,835,847,Annunciation,MISC,Q154326,,
19,904,919,Cosimo Rosselli,PER,Q29447,,
19,973,986,Servite Order,ORG,Q615923,,
19,1248,1260,Franciabigio,PER,Q537712,,
19,1930,1942,Franciabigio,PER,Q537712,,
19,2197,2209,Franciabigio,PER,Q537712,,
20,523,540,Galasso Ferrarese,PER,Q2168697,,
20,681,688,Ferrara,LOC,Q13362,,
20,850,857,Ferrara,PER,Q13362,,
20,944,950,Venice,LOC,Q641,,
20,1153,1160,Ferrara,LOC,Q13362,,
20,1183,1190,Bologna,LOC,Q1891,,
20,1227,1243,Dominican friars,ORG,Q131479,,
20,1445,1452,Bologna,LOC,Q1891,,
20,1642,1655,Old Testament,MISC,Q19786,,
21,41,48,Ferrara,LOC,Q13362,,
22,1235,1242,Mugello,LOC,Q283034,,True
22,1384,1388,Rome,LOC,Q220,,
22,1442,1450,Florence,LOC,Q2044,,
22,1681,1686,Italy,LOC,Q38,,
22,1856,1864,Florence,LOC,Q2044,,
23,16,28,Pope Paul II,PER,Q102605,,
23,270,288,Giuliano da Maiano,PER,Q716519,,
23,356,365,Sixtus IV,PER,Q163514,,
23,823,829,Loreto,LOC,Q124110,,
24,800,822,Fra Giocondo of Verona,PER,Q5585,,
24,1093,1099,Verona,LOC,Q2028,,
24,1465,1477,Fra Giocondo,PER,Q5585,,
24,1518,1528,S. Dominic,PER,Q44091,,
24,1552,1564,Fra Giocondo,PER,Q5585,,
24,1570,1591,Fra Giovanni Giocondo,PER,Q5585,,
24,1684,1696,Fra Giocondo,PER,Q5585,,
24,2075,2083,Scaliger,PER,Q441066,,
24,2115,2121,Cardan,PER,Q184530,,
24,2139,2143,Budé,PER,Q353668,,
25,43,55,Fra Giocondo,PER,Q5585,,
25,252,270,Republic of Venice,LOC,Q4948,,
25,847,859,Fra Giocondo,PER,Q5585,,
25,1193,1205,Fra Giocondo,PER,Q5585,,
25,1296,1301,Italy,LOC,Q38,,
25,1372,1384,Fra Giocondo,PER,Q5585,,
25,1588,1600,River Brenta,LOC,Q214551,,
25,1682,1690,Chioggia,LOC,Q55416,,
25,1751,1757,Venice,LOC,Q641,,
25,1835,1843,Chioggia,LOC,Q55416,,
25,2029,2035,Venice,LOC,Q641,,
25,2269,2281,Fra Giocondo,PER,Q5585,,
25,2336,2344,Chioggia,LOC,Q55416,,
25,2410,2416,Venice,LOC,Q641,,
25,2532,2544,Fra Giocondo,PER,Q5585,,
25,2630,2636,Venice,LOC,Q641,,
25,2697,2709,Fra Giocondo,PER,Q5585,,
25,2790,2796,Venice,LOC,Q641,,
25,3161,3167,Venice,LOC,Q641,,
26,263,269,Giotto,PER,Q7814,,
26,282,290,Florence,LOC,Q2044,,
26,711,717,Giotto,PER,Q7814,,
26,946,954,Florence,LOC,Q2044,,
26,1134,1140,Giotto,PER,Q7814,,
26,1789,1796,Cimabue,PER,Q15790,,
26,1845,1853,Florence,LOC,Q2044,,
26,1875,1881,Giotto,PER,Q7814,,
26,2094,2101,Cimabue,PER,Q15790,,
27,30,57,Guido Tarlati da Pietramala,PER,Q378128,,
27,59,65,Bishop,PER,Q29182,,
27,78,84,Arezzo,LOC,Q13378,,True
27,129,134,Lucca,LOC,Q13373,,
27,215,221,Arezzo,LOC,Q13378,,
27,542,549,Tuscany,LOC,Q1273,,
27,580,586,Giotto,PER,Q7814,,
27,862,867,Italy,LOC,Q38,,
27,919,925,Giotto,PER,Q7814,,
27,1264,1270,Arezzo,LOC,Q13378,,
27,1314,1320,Giotto,PER,Q7814,,
27,1385,1393,Florence,LOC,Q2044,,
27,1464,1470,Arezzo,LOC,Q13378,,True
27,1568,1576,Florence,LOC,Q2044,,
27,1686,1692,Giotto,PER,Q7814,,
27,1803,1825,Hermitage of Camaldoli,LOC,Q568823,True,
27,2010,2019,Camaldoli,LOC,Q2019442,,True
27,2092,2098,Giotto,PER,Q7814,,
27,2202,2211,Camaldoli,LOC,Q2019442,,
27,2333,2339,Giotto,PER,Q7814,,
28,511,529,Francesco Granacci,PER,Q717097,,
28,1221,1229,Granacci,PER,Q717097,,
28,1296,1316,Domenico Ghirlandajo,PER,Q191423,,
28,1339,1347,Granacci,PER,Q717097,,
28,1505,1510,David,PER,Q1145811;NIL,,
28,1515,1536,Benedetto Ghirlandajo,PER,Q2554861,,
28,1554,1562,Domenico,PER,Q191423;NIL,,
28,1709,1717,Granacci,PER,Q717097,,
28,2036,2044,Carnival,MISC,Q4618,,
28,2080,2110,Magnificent Lorenzo de' Medici,PER,Q177854,,
28,2369,2377,Granacci,PER,Q717097,,
28,2512,2530,Lorenzo de' Medici,PER,Q177854,,
28,2667,2675,Florence,LOC,Q2044,,
29,3,11,Florence,LOC,Q2044,,
29,140,158,Jacopo da Pontormo,PER,Q207929,,
29,160,176,Andrea del Sarto,PER,Q5571,,
29,243,249,Joseph,PER,Q128267,,
29,373,379,Joseph,PER,Q128267,,
29,535,542,Pharaoh,PER,Q37110,,
29,668,675,Trinity,MISC,Q37090,,
29,745,772,Church of S. Piero Maggiore,LOC,Q3671591,,
29,745,772,Church of S. Piero Maggiore,LOC,Q3671591,,
29,799,809,Assumption,MISC,Q162691,,
29,833,839,Angels,PER,Q235113,,
29,846,855,S. Thomas,PER,Q43669,,
29,913,922,S. Thomas,PER,Q43669,,
29,1107,1115,Granacci,PER,Q717097,,
29,1216,1223,S. Paul,PER,Q9200,,
29,1225,1236,S. Laurence,PER,Q17590,,
29,1238,1246,S. James,PER,Q43999,,
30,47,71,Domenico del Ghirlandajo,PER,Q191423,,
30,91,95,Rome,LOC,Q220,,
30,101,113,Pinturicchio,PER,Q5591,,
30,967,971,Rome,LOC,Q220,,
30,1020,1024,Rome,LOC,Q220,,
30,1130,1151,Church of S. Agostino,LOC,Q1424095,,
30,1242,1253,Holy Spirit,PER,Q37302,,
30,1296,1302,Christ,PER,Q302,,
30,1321,1326,Peter,PER,Q33923,,
30,1331,1337,Andrew,PER,Q43399,,
30,1399,1408,Magdalene,PER,Q63070,,
30,1632,1636,Rome,LOC,Q220,,True
30,1693,1716,Coronation of Our  Lady,MISC,Q1093370,True,
31,491,504,Montepulciano,LOC,Q91217,,
31,617,623,Arezzo,LOC,Q13378,,True
31,639,651,Annunciation,MISC,Q154326,,
31,659,673,God the Father,PER,Q186350,,
31,784,799,Duke Alessandro,PER,Q378232,,
31,1031,1035,Duke,PER,Q378232;Q166886,,
31,1147,1151,Rome,LOC,Q220,,
31,1173,1190,Emperor Charles V,PER,Q32500,,
31,1537,1541,Rome,LOC,Q220,,True
32,1372,1392,Leon Batista Alberti,PER,Q182046,,
32,2294,2302,Florence,LOC,Q2044,,
32,2335,2342,Alberti,ORG,Q2831707,,
33,20,36,Lodovico Gonzaga,PER,Q969770,,
33,49,55,Mantua,LOC,Q6247,,True
33,2112,2128,Marquis Lodovico,PER,Q969770,,
33,2132,2138,Mantua,LOC,Q6247,,
33,2258,2264,Mantua,LOC,Q6247,,
33,2471,2479,Florence,LOC,Q2044,,
33,2622,2630,Florence,LOC,Q2044,,
33,2645,2651,Mantua,LOC,Q6247,,
34,87,93,Giotto,PER,Q7814,,
34,2082,2090,Florence,LOC,Q2044,,
34,2303,2312,Casentino,LOC,Q1047110,,
34,2692,2700,Stigmata,MISC,Q190940,,
34,3353,3361,Florence,LOC,Q2044,,
34,3392,3402,Settignano,LOC,Q942605,,
35,43,48,Pietà,MISC,Q223689,,
35,71,76,Giant,PER,Q3707571,,
35,152,169,Pope Alexander VI,PER,Q108316,,
35,186,195,Julius II,PER,Q80516,,
35,322,331,Julius II,PER,Q80516,,
35,450,454,Pope,PER,Q80516;Q19546,,
35,497,501,Rome,LOC,Q220,,
35,594,598,Pope,PER,Q80516;Q19546,,
35,927,954,Church of S. Pietro in Rome,LOC,Q12512,True,
35,950,954,Rome,LOC,Q220,,True
35,1123,1130,Carrara,LOC,Q13372,,
35,1229,1246,Alamanno Salviati,PER,Q2830440,,
35,1250,1258,Florence,PER,Q2044,,
35,1665,1669,Rome,LOC,Q220,,
35,1937,1941,Pope,PER,Q80516;Q19546,,
36,0,24,Nanni d'Antonio di Banco,PER,Q465917,True,
36,683,691,Florence,LOC,Q2044,,
36,762,785,Oratory of Orsanmichele,LOC,Q860816,,
37,60,83,Oratory of Orsanmichele,LOC,Q860816,,
37,268,275,Farrier,PER,Q694579,,
37,639,647,Florence,LOC,Q2044,,
38,924,930,Venice,PER,Q641,,
38,1237,1245,Castello,LOC,Q52425,,
38,1250,1256,Venice,LOC,Q641,,
38,1318,1331,Monte Oliveto,LOC,Q1247143,,True
38,1462,1468,Christ,PER,Q302,,True
39,25,32,Romagna,LOC,Q244482,,
39,131,147,Giovanni Bellini,PER,Q17169,,
39,236,252,Giovanni Bellini,PER,Q17169,,
39,439,444,Forlì,LOC,Q13367,,True
39,454,460,Christ,PER,Q302,,
39,472,481,Communion,MISC,Q66086,,
39,737,746,S. Helena,PER,Q170164,,
39,766,785,Emperor Constantine,PER,Q8413,,
39,809,814,Cross,MISC,Q392371,,
39,851,863,S. Sebastian,PER,Q183332,,
39,976,983,Ravenna,LOC,Q13364,,True
39,1165,1171,Christ,PER,Q302,,
39,1185,1199,Mary Magdalene,PER,Q63070,,
39,1238,1246,S. Peter,PER,Q33923,,
39,1299,1305,Christ,PER,Q302,,
39,1339,1351,Jesus Christ,PER,Q302,,True
39,1536,1580,"S. Cantius, S. Cantianus, and S. Cantianilla",PER,Q1991316,,
39,1536,1580,"S. Cantius, S. Cantianus, and S. Cantianilla",PER,Q1991316,,
39,1706,1725,S. John the Baptist,PER,Q40662,,
39,1731,1743,S. Sebastian,PER,Q183332,,
39,1897,1906,S. Jerome,PER,Q44248,,
39,1991,2001,S. Francis,PER,Q676555,,
39,2056,2067,"S. Francis,",PER,Q676555,,
39,2361,2383,Friars of S. Augustine,ORG,Q29075,True,
39,2371,2383,S. Augustine,PER,Q8018,,True
39,2415,2426,S. Laurence,PER,Q17590,,
39,2556,2563,Ravenna,LOC,Q13364,,
39,2583,2590,Romagna,LOC,Q244482,,
39,2648,2671,S. Francesco at Ravenna,LOC,Q959119,True,
39,2648,2671,S. Francesco at Ravenna,LOC,Q959119,True,
39,2664,2671,Ravenna,LOC,Q13364,,True
40,0,26,Parri di Spinello Spinelli,PER,Q2718358,True,
40,39,45,Arezzo,LOC,Q13378,,
40,125,133,Florence,LOC,Q2044,,
40,151,182,Messer Leonardo Bruni of Arezzo,PER,Q314488,True,
40,176,182,Arezzo,LOC,Q13378,,True
40,204,220,Lorenzo Ghiberti,PER,Q208125,,
40,516,536,Masolino da Panicale,PER,Q318117,True,
40,1526,1532,Giotto,PER,Q7814,,
40,2315,2321,Arezzo,LOC,Q13378,,
41,578,597,S. Gregory the Pope,PER,Q42827,,
41,616,626,S. Donatus,PER,Q2360539,,
41,666,672,Arezzo,LOC,Q13378,,
41,839,844,Child,PER,Q942467,,True
41,1173,1179,Saints,PER,Q43115,,
41,1655,1661,Saints,PER,Q43115,,
41,2011,2023,S. Catherine,PER,Q179718,,
41,2128,2145,S. Mary Magdalene,PER,Q63070,,
42,1936,1942,Heaven,LOC,Q4489450,,
42,2011,2017,Urbino,LOC,Q2759,,
42,2041,2046,Italy,LOC,Q38,,
42,2130,2148,Giovanni de' Santi,PER,Q860949,,
43,12,25,Lorenzo Pucci,PER,Q745434,,
43,187,194,Bologna,LOC,Q1891,,True
43,423,433,S. Cecilia,PER,Q80513,,
43,923,930,S. Paul,PER,Q9200,,
43,1297,1314,S. Mary Magdalene,PER,Q63070,,
43,1602,1614,S. Augustine,PER,Q8018,,
43,1619,1641,S. John the Evangelist,PER,Q328804,,
44,760,765,David,PER,Q1145811;NIL,,
44,770,791,Benedetto Ghirlandajo,PER,Q2554861,,
44,1396,1412,S. Maria Novella,LOC,Q51175,,
44,1611,1621,S. Stephen,PER,Q161775,,
44,1658,1676,Francesco Granacci,PER,Q717097,,
44,1737,1748,S. Antonino,PER,Q773822,,
44,1764,1772,Florence,LOC,Q2044,,
44,1778,1799,S. Catharine of Siena,PER,Q229190,True,
44,1794,1799,Siena,LOC,Q2751,,True
44,1838,1846,S. Lucia,PER,Q183240,,
44,2047,2053,France,LOC,Q142,,
44,2118,2126,Florence,LOC,Q2044,,
45,60,76,Lorenzo di Credi,PER,Q8511,,
45,776,805,Church of S. Felice in Piazza,LOC,Q3585333,,
45,776,805,Church of S. Felice in Piazza,LOC,Q3585333,,
45,846,855,Camaldoli,LOC,Q2019442,,True
45,987,993,Saints,PER,Q43115,,
45,1011,1022,S. Felicita,LOC,Q1069665,,
45,1131,1137,Maries,PER,Q3254109,,
45,1160,1182,Assumption of Our Lady,MISC,Q162691,True,
45,1194,1200,Saints,PER,Q43115,,
45,1420,1426,Saints,PER,Q43115,,
45,1480,1500,Church of S. Spirito,LOC,Q1519975,,
45,1480,1500,Church of S. Spirito,LOC,Q1519975,,
45,1554,1561,S. Anne,PER,Q164294,,
45,1578,1584,Saints,PER,Q43115,,
45,1644,1663,S. John the Baptist,PER,Q40662,,
45,1728,1740,Annunciation,MISC,Q154326,,
45,1782,1787,Prato,LOC,Q13377,,True
45,1812,1824,S. Sebastian,PER,Q183332,,
45,1906,1926,S. Jacopo sopra Arno,LOC,Q3670741,,
45,1996,2004,S. James,PER,Q43999,,
45,2077,2098,S. Alessandro Vitelli,PER,Q621395,,
45,2139,2156,Città di Castello,LOC,Q20413,,
46,37,43,Verona,LOC,Q2028,,
46,226,230,Rome,LOC,Q220,,
46,640,644,Rome,LOC,Q220,,
46,736,743,Orvieto,LOC,Q541,,
46,908,922,Monte Fiascone,LOC,Q176142,,
46,1223,1237,Monte Fiascone,LOC,Q176142,,True
46,1264,1272,Petrucci,PER,Q15955030,,
46,1288,1293,Siena,LOC,Q2751,,
46,1524,1540,Pope Clement VII,PER,Q83159,,
46,1663,1668,Italy,LOC,Q38,,
46,1950,1955,Parma,LOC,Q2683,,
46,1960,1968,Piacenza,LOC,Q13329,,
46,2018,2022,Rome,LOC,Q220,,
47,161,167,Verona,LOC,Q2028,,
47,1009,1014,Italy,LOC,Q38,,
47,1267,1287,Filippo Brunelleschi,PER,Q174330,,
47,1300,1347,Chapels of the Temple of the Angeli in Florence,LOC,Q3275023,True,
47,1339,1347,Florence,LOC,Q2044,,True
47,1857,1861,Rome,LOC,Q220,,
48,20,26,Cadore,LOC,Q1025312,,
48,62,67,Piave,LOC,Q213462,,
48,112,116,Alps,LOC,Q1286,,True
48,287,293,Venice,LOC,Q641,,
48,1008,1033,Giorgione da Castelfranco,PER,Q8459,True,
48,3065,3074,Giorgione,PER,Q8459;NIL,,
48,3083,3092,Pordenone,PER,Q983352,,
48,3120,3124,Rome,LOC,Q220,,
49,69,89,Fondaco de' Tedeschi,LOC,Q1259067,,
49,140,147,Tiziano,PER,Q47551;NIL,,
49,347,358,S. Marcuola,LOC,Q1585514,,
49,407,412,Egypt,LOC,Q79,,True
49,981,990,Ecce Homo,MISC,Q534805,,
49,1028,1035,Tiziano,PER,Q47551;NIL,,
49,1284,1302,Emperor Maximilian,PER,Q150726,,
49,1336,1343,Tiziano,PER,Q47551;NIL,,
49,1386,1399,Angel Raphael,PER,Q56951,,
49,1505,1524,S. John the Baptist,PER,Q40662,,
49,1552,1558,Heaven,LOC,Q4489450,,
49,1699,1719,Fondaco de' Tedeschi,LOC,Q1259067,,
49,1779,1788,Giorgione,PER,Q8459;NIL,,
49,2066,2077,Grand Canal,LOC,Q309243,,
49,2101,2110,Giorgione,PER,Q8459;NIL,,
49,2141,2148,Tiziano,PER,Q47551;NIL,,
50,0,21,Andrea del Verrocchio,PER,Q183458,,
50,682,688,Andrea,PER,Q183458;NIL,,
50,1036,1044,Florence,LOC,Q2044,,True
50,1578,1582,Rome,LOC,Q220,,
50,1683,1687,Pope,PER,Q163514;Q19546,,True
51,60,68,Florence,LOC,Q2044,,
51,686,705,Giuliano de' Medici,PER,Q298877,,
51,745,752,Lorenzo,PER,Q177854,,
51,846,853,Lorenzo,LOC,Q177854;NIL,,
51,926,929,God,PER,Q190,,
51,1809,1816,Lorenzo,PER,Q177854;NIL,,
51,2129,2137,Florence,LOC,Q2044,,
51,2160,2190,Servite Church of the Nunziata,LOC,Q2287001,,
51,2313,2319,Assisi,LOC,Q20103,,True
51,2381,2399,Lorenzo de' Medici,PER,Q177854,,
51,2512,2518,Assisi,LOC,Q20103,,
52,30,36,Urbino,LOC,Q2759,,
52,566,580,Pompeo da Fano,PER,Q23617752,True,
52,1180,1184,Rome,LOC,Q220,,
52,1477,1492,Perino del Vaga,PER,Q918778,,
52,1937,1941,Rome,LOC,Q220,,
53,56,60,Pope,PER,Q101430;Q19546,,
53,274,286,Pope Paul IV,PER,Q101430,,
53,390,403,Pirro Ligorio,PER,Q736090,,
53,504,510,Urbino,LOC,Q2759,,True
53,587,605,Borgo San Sepolcro,LOC,Q52098,,
53,774,782,Florence,LOC,Q2044,,
53,1181,1187,Christ,PER,Q302,,
53,1223,1238,Transfiguration,MISC,Q201201,,
53,1244,1271,Marriage of Cana in Galilee,MISC,Q625140,True,
53,1264,1271,Galilee,LOC,Q83241,,True
53,1281,1290,Centurion,PER,Q26409,,
53,1307,1313,Christ,PER,Q302,,
53,1370,1388,Orazio Sammacchini,PER,Q2619534,,
53,1438,1461,Lorenzo Costa of Mantua,PER,Q357807,True,
53,1455,1461,Mantua,LOC,Q6247,,True
53,1697,1702,Moses,PER,Q9077,,
53,1707,1714,Pharaoh,PER,Q37110,,
53,2028,2033,Angel,PER,Q235113,,
53,2060,2065,Egypt,LOC,Q79,,
53,2341,2345,Rome,LOC,Q220,,
53,2361,2369,Florence,LOC,Q2044,,
53,2790,2802,Pope Pius IV,PER,Q161983,,
53,2944,2953,Caprarola,LOC,Q160262,,
53,2972,2983,S. Marcello,LOC,Q972881,,
