id,start_pos,end_pos,entity,wb_id,score
27,1878,1885,Church Fathers >> en,Q182603,-0.6484666466712952
27,1979,1986,General officer >> en,Q83460,-1.193968415260315
27,1994,2019,Camaldoli >> en,Q2019442,-0.4321679174900055
27,2045,2053,Crucifix >> en,Q20460,-0.19004088640213013
27,2122,2130,Crucifix >> en,Q20460,-0.22279886901378632
27,2247,2255,Superior (hierarchy) >> en,Q4907518,-0.3209170401096344
27,2263,2286,Santa Maria degli Angeli e dei Martiri >> en,Q569253,-0.5486924648284912
28,603,633,Lorenzo de' Medici >> en,Q177854,-0.1116601973772049
28,2677,2682,Canti >> en,Q1033782,-0.94585782289505
29,12,20,Francesco Granacci >> en,Q717097,-0.2439553439617157
29,182,200,Francesco Ubertini >> en,Q27787890,-0.09104625880718231
29,254,270,Pierfrancesco de' Medici >> en,Q256359,-0.37529683113098145
29,513,519,Joseph >> en,Q471788,-0.7275179624557495
29,869,876,Madonna (art) >> en,Q926743,-0.3085419833660126
29,891,897,Girdle >> en,Q28839480,-0.4367519021034241
30,1296,1305,Christ in Majesty >> en,Q972213,-0.4545031785964966
30,1385,1390,Simon the Zealot >> en,Q12871,-0.31842881441116333
30,1547,1558,Dead Christ >> en,Q27795958,-0.7356520295143127
31,70,79,"Francesco I de' Medici, Grand Duke of Tuscany >> en",Q299675,-0.1589159369468689
31,119,127,L'Indaco >> en,Q2632655,-0.3756348490715027
31,566,623,Arezzo >> en,Q13378,-1.2318015098571777
31,590,613,Apostolic Nunciature >> en,Q620045,-1.1633025407791138
31,902,921,Palazzo Vecchio >> en,Q271928,-0.5729821920394897
31,1031,1035,Duke >> en,Q166886,-0.544226884841919
31,1513,1543,Palazzo Medici Riccardi >> en,Q911047,-0.6280618906021118
31,1699,1707,L'Indaco >> en,Q2632655,-0.7787813544273376
33,38,55,Margravate of Mantua >> en,Q3845763,-0.12312817573547363
33,117,125,Apostolic Nunciature >> en,Q620045,-0.6121984720230103
33,145,150,Santa Maria dei Servi >> en,Q1021897,-0.2750582695007324
33,154,162,Florence >> en,Q2044,-0.1828179955482483
33,2802,2807,Luchi >> en,Q3346426,-0.9313063025474548
34,353,359,Nature >> en,Q7860,-0.1977837085723877
34,522,537,God the Father >> en,Q186350,-1.0431556701660156
34,3096,3103,Mercury (mythology) >> en,Q1150,-0.30079689621925354
34,3108,3113,Venus (mythology) >> en,Q47652,-0.2178354263305664
34,3137,3144,Jupiter >> en,Q319,-0.3929864168167114
34,3332,3340,Lodovico Sforza >> en,Q236853,-1.050819754600525
35,80,88,Florence >> en,Q2044,-0.1771339476108551
35,450,456,Pope >> en,Q19546,-0.3356812596321106
35,594,600,Pope >> en,Q19546,-0.342734158039093
35,850,861,Pope Julius >> en,Q1159107,-0.389265239238739
35,1708,1717,St. Peter's Basilica >> en,Q12512,0.07702255249023438
35,1731,1742,Santa Caterina di Valfurva >> en,Q2141665,-1.2931323051452637
35,1801,1809,Castello >> en,Q416274,-1.3204292058944702
35,1937,1941,Pope >> en,Q19546,-0.21725969016551971
36,492,498,Donato >> en,Q411627,-1.138113021850586
36,697,706,Philip the Apostle >> en,Q43675,-0.520351767539978
36,822,828,Donato >> en,Q411627,-1.0497502088546753
36,836,855,Guild of Saint Luke >> en,Q1110992,-0.6277546882629395
36,964,970,Donato >> en,Q411627,-1.2255852222442627
36,1219,1225,Donato >> en,Q411627,-1.1214009523391724
36,1327,1334,Consul (representative) >> en,Q207978,-0.9284185171127319
36,1343,1348,Guild >> en,Q939871,-0.39173373579978943
36,1661,1668,Consulat >> en,Q877619,-0.936674952507019
36,1696,1702,Donato >> en,Q411627,-1.3874322175979614
37,28,33,"San Lorenzo, Florence >> en",Q573881,-0.9632000923156738
37,112,129,Guilds of Florence >> en,Q744544,-0.6690629124641418
37,158,163,Nanni >> en,Q21157457,-0.9418140053749084
37,257,262,Orsanmichele >> en,Q860816,-1.0554343461990356
37,324,329,Nanni >> en,Q21157457,-1.3810406923294067
37,531,536,Nanni >> en,Q21157457,-1.3250031471252441
38,1220,1230,Sant'Antonio di Padova >> en,Q167477,-1.2953826189041138
38,1237,1245,Castello >> en,Q416274,-0.9886628985404968
38,1274,1282,Santa Elena >> en,Q234489,-1.3487300872802734
38,1309,1331,Monte Oliveto Maggiore >> en,Q1247143,-0.055381953716278076
38,1427,1468,Biblical Magi >> en,Q51671,-1.0174797773361206
39,612,623,Dead Christ >> en,Q27795958,-1.2256866693496704
39,940,958,Santa Maria Maddalena >> en,Q1817386,-0.683255672454834
39,1015,1019,Oil painting >> en,Q174705,-0.2395317554473877
39,1057,1062,Saint >> en,Q43115,-0.20085884630680084
39,1473,1478,Saint >> en,Q43115,-0.18699924647808075
39,1610,1623,Sant'Apollinare alle Terme Neroniane-Alessandrine >> en,Q2301521,-0.33344170451164246
39,1839,1846,Madonna (art) >> en,Q926743,-0.3049042224884033
39,1866,1892,"Mary, mother of Jesus >> en",Q345,-0.7642843127250671
39,1912,1924,Francis of Assisi >> en,Q676555,-0.6004863381385803
39,2034,2054,James the Great >> en,Q43999,-0.24972733855247498
39,2090,2101,Saint Dominic >> en,Q44091,-0.49903321266174316
39,2178,2185,Madonna (art) >> en,Q926743,-0.36292508244514465
39,2361,2383,Augustinians >> en,Q214528,-0.4018055498600006
39,2648,2671,Basilica of Saint Francis of Assisi >> en,Q207486,-0.529473066329956
40,318,329,Basilica of San Giovanni in Laterano >> en,Q84090,-0.2612624764442444
40,673,697,Lorenzo de' Medici >> en,Q177854,-1.1622962951660156
40,2189,2194,Parri >> en,Q42589500,-1.3295997381210327
41,78,83,Parri >> en,Q42589500,-0.9271531701087952
41,94,101,Madonna (art) >> en,Q926743,-0.3749135732650757
41,141,147,Arezzo >> en,Q13378,-0.19228628277778625
41,293,300,Braccio da Montone >> en,Q896536,-1.288273572921753
41,348,361,Braccio da Montone >> en,Q896536,-0.4434470534324646
41,481,486,God >> en,Q190,-0.4572886824607849
41,567,574,Madonna (art) >> en,Q926743,-0.3416430950164795
41,628,634,Roman Catholic Diocese of Arezzo-Cortona-Sansepolcro >> en,Q645542,-0.23946481943130493
41,639,648,Lord Protector >> en,Q512196,-0.8477544784545898
41,710,720,Fraternity >> en,Q996839,-0.7386524677276611
41,763,768,Parri >> en,Q42589500,-0.6072520017623901
41,822,844,Madonna (art) >> en,Q926743,-0.24868053197860718
41,822,829,Madonna (art) >> en,Q926743,-0.33513087034225464
41,942,955,Saint Lawrence >> en,Q17590,-0.8281009793281555
41,1132,1139,Company (military unit) >> en,Q102538,-1.1345255374908447
41,1270,1275,Parri >> en,Q42589500,-0.43732205033302307
41,1317,1331,Saint Lawrence >> en,Q17590,-0.5931721925735474
41,1836,1841,Parri >> en,Q42589500,-0.6278627514839172
41,1917,1928,"Sant'Agostino, Rome >> en",Q1424095,-0.36367395520210266
41,2089,2113,Clergy >> en,Q177826,-0.5552363395690918
41,2312,2320,Crucifix >> en,Q20460,-0.15398141741752625
42,25,31,Heaven >> en,Q4489450,-0.24410302937030792
43,74,92,Apostolic Penitentiary >> en,Q620144,-0.05511443316936493
43,94,103,Raffaello Sanzio >> en,Q5597,0.23440313339233398
44,1645,1650,Saint >> en,Q43115,-0.30769890546798706
45,837,855,Camaldoli >> en,Q2019442,-0.3861786127090454
45,899,907,Veneration of Mary in the Catholic Church >> en,Q1938795,-0.46160006523132324
45,1109,1120,Dead Christ >> en,Q27795958,-0.9546627998352051
45,1131,1137,"Mary, mother of Jesus >> en",Q345,-0.15332797169685364
45,1174,1182,Veneration of Mary in the Catholic Church >> en,Q1938795,-0.4667291045188904
45,1305,1333,Roman Catholic Diocese of Cortona >> en,Q5278857,-0.3128398060798645
45,1402,1410,Veneration of Mary in the Catholic Church >> en,Q1938795,-0.4686807096004486
45,1450,1455,Segni >> en,Q243458,-0.7514963746070862
45,1544,1552,Veneration of Mary in the Catholic Church >> en,Q1938795,-0.44760966300964355
45,1690,1705,Cortona >> en,Q52080,-1.3707072734832764
45,1812,1824,"San Sebastiano, Venice >> en",Q588559,-0.6940591931343079
45,1843,1851,Veneration of Mary in the Catholic Church >> en,Q1938795,-0.5016553401947021
45,1968,1976,Veneration of Mary in the Catholic Church >> en,Q1938795,-0.4776530861854553
45,2023,2044,Martino di Tours >> en,Q133704,-1.4560139179229736
46,127,135,Giovanni Petrucci >> en,Q1110125,-1.1397690773010254
46,303,309,Jacopo Torni >> en,Q2632655,-1.4293322563171387
46,360,371,Don Camillo >> en,Q1239030,-0.4647054374217987
46,397,404,General officer >> en,Q83460,-0.8548452854156494
46,1208,1239,"San Domenico, Siena >> en",Q810075,-0.7565799951553345
46,1264,1272,Petrucci >> en,Q243574,-0.03905832767486572
46,1697,1717,Antonio da Sangallo the Elder >> en,Q456861,-0.2930299937725067
46,1840,1860,Papal States >> en,Q170174,0.010950133204460144
46,2162,2169,Pontiff >> en,Q13365614,-0.2941013276576996
47,252,261,Giovannino Guareschi >> en,Q378639,-0.9670734405517578
47,2108,2115,Michelangelo >> en,Q5592,-1.4453401565551758
48,0,7,Titian >> en,Q47551,0.058465614914894104
48,100,116,Alps >> en,Q1286,-1.0566281080245972
48,159,166,Vecelli >> en,Q56246399,-0.10372760891914368
48,3083,3092,Pordenone >> en,Q6606,-0.7575836777687073
49,1386,1399,Raphael >> en,Q5597,-0.12801626324653625
49,1405,1411,Tobias >> en,Q4928115,-0.23171497881412506
49,1892,1901,Giorgione >> en,Q8459,-0.18220451474189758
50,1376,1394,Guilds of Florence >> en,Q744544,-0.5267432928085327
50,1453,1464,San Giovanni in Laterano >> en,Q84090,0.16144773364067078
50,1669,1687,Papal household >> en,Q1510907,-1.0722192525863647
50,1683,1687,Pope >> en,Q19546,-0.21673503518104553
50,1765,1776,Pope Sixtus I >> en,Q81634,-0.4822186529636383
51,391,397,Andrea di Cosimo >> en,Q2846439,-1.0871028900146484
51,451,457,Andrea di Cosimo >> en,Q2846439,-1.032431721687317
51,686,705,"Giuliano de' Medici, Duke of Nemours >> en",Q333340,-0.4040077328681946
51,961,967,Orsino >> en,Q16880801,-1.1107571125030518
51,1066,1072,Andrea di Cosimo >> en,Q2846439,-1.0160436630249023
51,1674,1704,"Santa Maria del Fiore, Florence >> en",Q191739,-1.4438923597335815
51,1688,1704,Claretians >> en,Q1095569,-1.473793625831604
51,1745,1753,Crucifix >> en,Q20460,-0.25880876183509827
51,2343,2350,Madonna (art) >> en,Q926743,-0.28226450085639954
51,2487,2495,Santa Maria del Fiore >> en,Q191739,-0.3735145628452301
51,2601,2607,Cosimo de' Medici >> en,Q48544,-0.3038455545902252
51,2703,2717,Servite Order >> en,Q615923,-1.1867703199386597
51,2737,2743,Orsino >> en,Q16880801,-0.8518920540809631
52,72,91,Vado Ligure >> en,Q271350,-1.2132785320281982
52,109,114,Vado Ligure >> en,Q271350,-0.8030930757522583
52,540,549,Ottaviano >> en,Q72293,-0.8094668388366699
52,1399,1408,Francesco da Urbino >> en,Q3043131,-1.2551665306091309
53,56,60,Pope >> en,Q19546,-0.2505851089954376
53,232,241,Belvedere (structure) >> en,Q816265,-0.46900027990341187
53,1623,1632,Belvedere (structure) >> en,Q816265,-0.4539402425289154
53,2834,2841,Justice >> en,Q5167661,-0.3892110288143158
53,2846,2852,Equity (law) >> en,Q2578557,-0.3387799859046936
