id,start_pos,end_pos,entity,wb_id,score
2,800,808,Agostino da Siena >> en,Q395759,-0.49199530482292175
2,868,876,Giovanni Pisano >> en,Q314932,-0.6696582436561584
2,881,896,Niccola Pisano >> en,Q364413,-0.44170093536376953
2,892,896,Pisa >> en,Q13375,-0.18323498964309692
2,1040,1046,Naples >> en,Q2634,-0.20718277990818024
2,1050,1054,Pisa >> en,Q13375,-0.19709455966949463
2,1083,1088,Siena >> en,Q2751,-0.20141156017780304
2,1154,1159,Siena Cathedral >> en,Q282554,-0.05880475044250488
2,1280,1288,Agostino da Siena >> en,Q395759,-0.3588843047618866
2,1537,1545,Giovanni Pisano >> en,Q314932,-1.3172909021377563
2,1994,2002,Agostino da Siena >> en,Q395759,-0.305610328912735
2,2045,2053,Giovanni Pisano >> en,Q314932,-1.368922233581543
3,0,8,Agostino da Siena >> en,Q395759,-1.4646228551864624
3,322,330,Agostino da Siena >> en,Q395759,-1.3229048252105713
3,541,545,Pisa >> en,Q13375,-0.20125892758369446
3,712,717,Siena >> en,Q2751,-0.20836777985095978
3,719,727,Agostino da Siena >> en,Q395759,-1.463708758354187
3,890,895,Siena >> en,Q2751,-0.19925479590892792
3,1084,1089,Siena Cathedral >> en,Q282554,-0.02833472192287445
3,1532,1566,"Basilica of San Francesco, Siena >> en",Q810074,-0.03490781784057617
3,1709,1716,Orvieto >> en,Q541,-0.16946285963058472
4,50,58,Florence >> en,Q2044,-0.17720866203308105
4,101,135,Lorenzo de' Medici,Q177854,85.04905
4,687,695,Florence >> en,Q2044,-0.17654293775558472
4,708,727,Lorenzo de' Medici >> en,Q177854,-0.08445608615875244
4,749,755,House of Medici >> en,Q170022,-0.20832745730876923
4,831,850,Lorenzo de' Medici >> en,Q177854,-0.0774369090795517
4,1047,1066,Lorenzo de' Medici >> en,Q177854,-0.12839283049106598
4,1377,1383,House of Medici >> en,Q170022,-0.2118506282567978
4,1409,1417,Florence >> en,Q2044,-0.17803998291492462
5,81,110,Basilica della Santa Casa >> en,Q654996,-0.12828071415424347
5,144,186,Andrea Contucci >> en,Q495011,0.24353814125061035
5,321,325,Rome >> en,Q220,-0.21711181104183197
5,374,379,David >> en,Q41370,-0.26558032631874084
5,396,403,Goliath >> en,Q192785,-0.09970712661743164
5,555,561,House of Medici >> en,Q170022,-0.1853400468826294
5,565,573,Florence >> en,Q2044,-0.1689775288105011
5,601,606,David >> en,Q41370,-0.5526981353759766
5,648,661,Palazzo Medici Riccardi >> en,Q911047,-0.24244359135627747
5,713,720,Signoria of Florence >> en,Q3393334,-0.32903558015823364
5,747,753,Baccio Bandinelli >> en,Q358348,-0.6607410907745361
5,974,988,Andrea Contucci >> en,Q495011,-0.028932780027389526
5,1157,1177,Nativity of Mary >> en,Q501107,-0.15706489980220795
5,1169,1177,"Mary, mother of Jesus >> en",Q345,-0.42386046051979065
5,1179,1185,Baccio Bandinelli >> en,Q358348,-0.4851280450820923
5,1434,1448,Andrea Contucci >> en,Q495011,0.03454101085662842
5,1623,1637,Andrea Contucci >> en,Q495011,-0.07284533977508545
5,1961,1967,Baccio Bandinelli >> en,Q358348,-1.070863962173462
5,2018,2032,Andrea Contucci >> en,Q495011,-0.06867453455924988
5,2101,2111,Bartolommeo Bandinelli >> en,Q358348,-0.14445984363555908
5,2218,2224,Baccio Bandinelli >> en,Q358348,-0.3669377565383911
5,2250,2256,Ancona >> en,Q3415,-0.1869177371263504
5,2393,2415,Raffaello da Montelupo,Q1370859,87.30387
6,1125,1151,Filippo Brunelleschi >> en,Q174330,0.039342254400253296
6,1227,1233,Giotto >> en,Q7814,-0.13159418106079102
6,1313,1319,Heaven >> en,Q4489450,-0.25888609886169434
6,1639,1645,Heaven >> en,Q4489450,-0.26241347193717957
6,2004,2010,Heaven >> en,Q4489450,-0.2492818832397461
7,29,37,Florence >> en,Q2044,-0.16972574591636658
7,774,781,Filippo Brunelleschi >> en,Q174330,-0.1253674328327179
7,1628,1635,Filippo Brunelleschi >> en,Q174330,-0.11915260553359985
7,1963,1970,Pistoia >> en,Q13376,-0.20698921382427216
8,11,28,Siege of Florence (1529–30) >> en,Q981042,-0.34464436769485474
8,20,28,Florence >> en,Q2044,-0.18169699609279633
8,493,507,Porta a Faenza >> it,Q3908872,-1.3123300075531006
8,518,537,Giuliano Bugiardini,Q2578459,85.378334
8,730,736,House of Medici >> en,Q170022,-0.16019590198993683
8,823,831,Bertoldo di Giovanni,Q828363,85.38765
8,884,907,Michelangelo >> en,Q5592,-0.6515643000602722
8,971,983,Michelangelo >> en,Q5592,-0.7450228929519653
8,1036,1046,Giuliano Bugiardini >> en,Q2578459,-0.5330726504325867
8,1161,1169,Giuliano Bugiardini >> en,Q2578459,-0.6301119327545166
8,1480,1488,Giuliano Bugiardini >> en,Q2578459,-0.5047615766525269
8,1656,1668,Michelangelo >> en,Q5592,-0.967568576335907
8,1823,1831,Giuliano Bugiardini >> en,Q2578459,-0.25513648986816406
8,1932,1940,Francesco Granacci >> en,Q717097,-0.16071723401546478
8,1948,1968,Domenico Ghirlandaio >> en,Q191423,-0.06494645774364471
8,2017,2033,Santa Maria Novella,Q51175,85.79547
9,29,53,Innocenzo Cybo,Q1386991,87.14472
9,149,175,Pope Clement VII >> en,Q83159,-0.21233299374580383
9,217,235,Luigi de' Rossi,Q733662,85.044106
9,259,272,Innocenzo Cybo >> en,Q1386991,-0.5803159475326538
9,526,539,Baccio Valori >> it,Q3181432,-0.7781121730804443
10,872,878,Naples >> en,Q2634,-0.182948499917984
10,943,947,Rome >> en,Q220,-0.23902282118797302
10,1036,1041,Siren (mythology) >> en,Q150986,-0.22186711430549622
10,1145,1151,Sebeto >> en,Q3953836,-0.3221192955970764
10,1257,1263,Heaven >> en,Q4489450,-0.22421154379844666
10,1516,1522,Aversa >> en,Q19279,-0.17976903915405273
10,1547,1553,Naples >> en,Q2634,-0.18156971037387848
10,1756,1768,Augustine of Hippo >> en,Q8018,-0.13928736746311188
10,1814,1820,Jesus >> en,Q302,0.0619339644908905
10,1825,1831,Saint >> en,Q43115,-0.29058095812797546
11,116,124,Calabria >> en,Q1458,-0.1591084748506546
11,129,135,Ascoli Piceno >> en,Q6624,-0.20487117767333984
11,144,150,Norcia >> en,Q20494,-0.18816721439361572
11,483,487,Rome >> en,Q220,-0.2481754720211029
11,533,539,Ascoli Piceno >> en,Q6624,-0.20708352327346802
11,726,732,Ascoli Piceno >> en,Q6624,-0.20395252108573914
11,749,762,Pope Paul III,Q133001,89.50456
11,1288,1294,Ascoli Piceno >> en,Q6624,-0.20562121272087097
11,1456,1481,Alessandro Vitelli >> en,Q621395,0.24080559611320496
11,1506,1513,Matrice >> en,Q277684,-0.3784117102622986
11,1557,1574,Città di Castello,Q20413,85.541595
11,1731,1738,Matrice >> en,Q277684,-0.38938578963279724
12,6,15,Giorgione >> en,Q8459,-0.16279958188533783
12,20,29,Antonio da Correggio >> en,Q8457,-0.007407486438751221
12,98,106,Lombardy,Q1210,85.225296
12,108,115,Tuscany >> en,Q1273,-0.22389069199562073
12,214,219,Piero di Cosimo >> en,Q280851,-0.5191465616226196
12,273,288,Cosimo Rosselli >> en,Q29447,-0.14994260668754578
12,322,337,Piero di Cosimo >> en,Q280851,-0.22663478553295135
12,1775,1780,Piero di Cosimo >> en,Q280851,-0.2110506147146225
13,108,122,Servite Order >> en,Q615923,-0.23369227349758148
13,258,266,"Mary, mother of Jesus >> en",Q345,-0.3697255253791809
13,346,352,Heaven >> en,Q4489450,-0.24137002229690552
13,395,398,Jesus >> en,Q302,-0.6094183921813965
13,421,432,Holy Spirit,Q37302,85.56885
13,583,594,Margaret the Virgin >> en,Q297742,-0.15270718932151794
13,601,613,Catherine of Alexandria >> en,Q179718,-0.3766316771507263
13,658,666,Saint Peter >> en,Q33923,-0.16912463307380676
13,671,693,John the Evangelist,Q328804,86.053986
13,757,764,Servite Order >> en,Q615923,-0.149346262216568
13,776,787,Antoninus of Florence >> en,Q773822,-0.37959837913513184
13,789,799,Archbishop >> en,Q49476,-0.22587233781814575
13,803,811,Florence >> en,Q2044,-0.17949974536895752
13,1273,1284,Margaret the Virgin >> en,Q297742,-0.1440632939338684
13,1315,1321,Dragon >> en,Q7559,-0.3755790889263153
13,1747,1778,Giuliano de' Medici >> en,Q298877,-0.2716437876224518
13,1877,1883,Nature >> en,Q7860,-0.18684637546539307
13,2240,2257,Cosimo Bartoli,Q1136048,85.06807
14,23,27,Rome >> en,Q220,-0.2420615255832672
14,83,115,Girolamo Siciolante da Sermoneta,Q2296884,86.541016
14,106,115,Sermoneta >> en,Q128202,-0.21099108457565308
14,174,189,Perino del Vaga >> en,Q918778,0.2000690996646881
14,244,260,Castel Sant'Angelo,Q486382,87.194046
14,597,606,Sermoneta,Q128202,85.16041
14,636,644,Saint Peter >> en,Q33923,-0.2737618684768677
14,646,656,Saint Stephen >> en,Q161775,-0.26080435514450073
14,662,681,John the Baptist,Q40662,86.062164
14,774,795,"Santi Apostoli, Rome >> en",Q1515300,-0.5102294087409973
14,800,804,Rome >> en,Q220,-0.2473488301038742
14,843,849,Christ >> en,Q302,0.09012600779533386
14,874,883,Mary Magdalene >> en,Q63070,-0.0611577033996582
14,1119,1143,Nativity of Jesus >> en,Q51628,-0.17389290034770966
14,1131,1143,Jesus >> en,Q302,-0.1333695650100708
14,1149,1170,Adoration of the Magi,Q488841,86.60883
14,1176,1193,Flight into Egypt >> en,Q837143,-0.049406230449676514
14,1188,1193,Egypt >> en,Q79,-0.21702013909816742
14,1203,1228,Massacre of the Innocents,Q643474,87.53346
14,1374,1382,Girolamo Siciolante da Sermoneta >> en,Q2296884,-0.10041067004203796
14,1465,1489,Nativity of Jesus >> en,Q51628,-0.1844358593225479
14,1477,1489,Jesus >> en,Q302,-0.14037634432315826
14,1582,1610,Santo Spirito in Sassia,Q1428488,86.85021
14,1606,1610,Rome >> en,Q220,-0.2276267558336258
14,1631,1642,Holy Spirit,Q37302,86.33635
14,1716,1743,Santa Maria dell'Anima >> en,Q2140145,-0.4632434844970703
14,1830,1843,Fugger >> en,Q155834,-0.10223240405321121
14,1856,1869,Giulio Romano,Q215305,85.07017
14,2044,2063,Crucifixion of Jesus >> en,Q51636,-0.6581209897994995
14,2058,2063,Christian cross >> en,Q392371,-0.39439523220062256
14,2074,2080,Angel >> en,Q235113,-0.30138084292411804
14,2092,2100,"Mary, mother of Jesus >> en",Q345,-1.2255299091339111
14,2233,2253,James the Great >> en,Q43999,-0.15642014145851135
15,3,19,Jacopino del Conte,Q2538308,85.9977
15,72,76,Rome >> en,Q220,-0.2702000141143799
15,198,204,Jacopo del Conte >> en,Q2538308,-0.4835553765296936
15,447,451,Rome >> en,Q220,-0.268015593290329
15,625,638,Pope Paul III,Q133001,88.64893
15,801,808,Colonna family >> en,Q327202,0.1906367540359497
15,820,826,Orsini family >> en,Q855303,-0.2840440273284912
15,828,848,Piero Strozzi >> en,Q1346257,-0.1086471825838089
15,1058,1062,Rome >> en,Q220,-0.2606933116912842
15,1434,1440,Jesus >> en,Q302,0.06094413995742798
15,1474,1494,Santa Maria del Popolo >> en,Q869513,-0.5000479221343994
15,1564,1572,San Luigi dei Francesi >> en,Q638283,-1.3789688348770142
15,1816,1822,Jesus >> en,Q302,0.05672311782836914
15,1859,1866,Theft >> en,Q2727213,-0.6660284399986267
15,2052,2056,Rome >> en,Q220,-0.26873695850372314
15,2383,2387,Rome >> en,Q220,-0.28264960646629333
15,2571,2587,Jacopo del Conte >> en,Q2538308,-0.12472178041934967
16,841,849,Florence >> en,Q2044,-0.17723262310028076
16,1171,1192,Buonamico Buffalmacco,Q972487,86.87671
16,1373,1384,Buonamico Buffalmacco >> en,Q972487,0.1299700289964676
16,1575,1581,Arezzo >> en,Q13378,-0.15198032557964325
16,1688,1710,Assumption of Mary >> en,Q162691,-0.02677154541015625
16,1702,1710,"Mary, mother of Jesus >> en",Q345,-0.3692331910133362
16,1726,1738,"San Francesco, Arezzo >> en",Q1677980,-0.8744752407073975
16,2054,2065,"Cosimo I de' Medici, Grand Duke of Tuscany >> en",Q48547,-0.3896103501319885
16,2319,2331,Appius Caecus >> en,Q297783,-0.09756529331207275
16,2500,2508,Giovanni dal Ponte >> en,Q2749321,-0.13195651769638062
16,2529,2537,Florence >> en,Q2044,-0.1763557344675064
16,2612,2630,Ponte Santa Trinita,Q545578,87.74886
16,3007,3025,Giovanni dal Ponte,Q2749321,85.09059
16,3030,3034,Pisa >> en,Q13375,-0.1334761679172516
16,3134,3156,San Paolo a Ripa d'Arno,Q1423910,86.691696
16,3150,3156,Arno >> en,Q115457,-1.2138011455535889
17,49,59,Santa Trinita,Q1062114,85.033775
17,63,71,Florence >> en,Q2044,-0.16875091195106506
17,131,138,Paul the Apostle >> en,Q9200,-0.156011164188385
17,231,258,Santo Stefano al Ponte,Q3674332,86.04135
17,350,358,Florence >> en,Q2044,-0.18534797430038452
18,166,182,Andrea del Sarto,Q5571,90.10367
18,338,344,Andrea del Sarto >> en,Q5571,-0.1251540631055832
18,1363,1369,Andrea del Sarto >> en,Q5571,-0.17600420117378235
18,1382,1390,Florence >> en,Q2044,-0.16159427165985107
18,1481,1497,Andrea del Sarto,Q5571,85.26235
19,199,205,Andrea del Sarto >> en,Q5571,-1.1706926822662354
19,721,740,Alesso Baldovinetti >> en,Q472073,-0.14987634122371674
19,755,773,Nativity of Jesus >> en,Q51628,-0.25259023904800415
19,767,773,Jesus >> en,Q302,0.022580206394195557
19,835,847,Annunciation >> en,Q154326,-0.2025478184223175
19,904,919,Cosimo Rosselli >> en,Q29447,-0.15440216660499573
19,973,986,Servite Order >> en,Q615923,-0.13507351279258728
19,1012,1018,Cosimo Rosselli >> en,Q29447,-0.25244176387786865
19,1237,1243,Andrea del Sarto >> en,Q5571,-1.193673849105835
19,1248,1260,Franciabigio >> en,Q537712,-0.16478782892227173
19,1504,1510,Andrea del Sarto >> en,Q5571,-1.165252447128296
19,1930,1942,Franciabigio >> en,Q537712,-0.14981244504451752
19,2084,2090,Andrea del Sarto >> en,Q5571,-1.353845477104187
19,2197,2209,Franciabigio >> en,Q537712,-0.18336962163448334
19,2620,2626,Andrea del Sarto >> en,Q5571,-0.844567060470581
20,523,540,Galasso Galassi >> en,Q2168697,-0.8064166307449341
20,564,584,Sansepolcro >> en,Q52098,-0.04167650640010834
20,609,616,Ferrara >> en,Q13362,-0.21645718812942505
20,681,688,Ferrara >> en,Q13362,-0.20776167511940002
20,740,747,Piero della Francesca >> en,Q5822,-0.9024801254272461
20,850,857,Ferrara >> en,Q13362,-0.19440753757953644
20,944,950,Venice >> en,Q641,-0.17301295697689056
20,1153,1160,Ferrara >> en,Q13362,-0.2112428843975067
20,1183,1190,Bologna >> en,Q1891,-0.17970840632915497
20,1227,1243,Dominican Order >> en,Q131479,-0.14037522673606873
20,1275,1286,"San Domenico, Bologna >> en",Q862602,0.37031352519989014
20,1424,1436,Dominican Order >> en,Q131479,-0.34621158242225647
20,1445,1452,Bologna >> en,Q1891,-0.18092985451221466
20,1642,1655,Old Testament >> en,Q19786,-0.1685064136981964
21,41,48,Ferrara >> en,Q13362,-0.1839488297700882
21,184,189,Ferrara Cathedral >> en,Q671933,-0.35227885842323303
22,1235,1242,Mugello >> en,Q283034,-0.15688352286815643
22,1346,1367,Giuliano da Sangallo >> en,Q312365,0.3849993944168091
22,1384,1388,Rome >> en,Q220,-0.21421395242214203
22,1442,1450,Florence >> en,Q2044,-0.19094201922416687
22,1681,1686,Italy,Q38,85.22287
22,1776,1784,Giuliano da San Gallo >> en,Q312365,0.13920187950134277
22,1856,1864,Florence >> en,Q2044,-0.1799161434173584
22,1870,1877,Antonio da Sangallo the Younger >> en,Q357276,-1.4998176097869873
22,1928,1942,Urbania >> en,Q190134,-0.2064843475818634
23,270,288,Giuliano da Maiano,Q716519,85.37334
23,356,365,Pope Sixtus IV >> en,Q163514,-0.23408451676368713
24,499,503,Time >> en,Q11471,-0.2508338689804077
24,800,822,Giovanni Giocondo >> en,Q5585,0.05547434091567993
24,1093,1099,Verona >> en,Q2028,-0.23073121905326843
24,1465,1477,Giovanni Giocondo >> en,Q5585,-0.10136322677135468
24,1518,1528,Saint Dominic >> en,Q44091,-0.24429379403591156
24,1552,1564,Giovanni Giocondo >> en,Q5585,-0.06993630528450012
24,1570,1591,Giovanni Giocondo >> en,Q5585,-0.01576128602027893
24,1684,1696,Giovanni Giocondo >> en,Q5585,-0.16316097974777222
24,2115,2121,Girolamo Cardano >> en,Q184530,0.17185890674591064
24,2139,2143,Guillaume Budé >> en,Q353668,-0.5086292028427124
25,43,55,Giovanni Giocondo >> en,Q5585,-0.190580353140831
25,252,270,Republic of Venice >> en,Q4948,-0.12296407669782639
25,847,859,Giovanni Giocondo >> en,Q5585,-0.20202475786209106
25,869,876,Signoria of Venice >> en,Q3477879,-0.43375688791275024
25,1193,1205,Giovanni Giocondo >> en,Q5585,-0.18665379285812378
25,1211,1218,Signoria of Venice >> en,Q3477879,-0.43334782123565674
25,1296,1301,Italy >> en,Q38,-0.21806161105632782
25,1372,1384,Giovanni Giocondo >> en,Q5585,-0.20344962179660797
25,1588,1600,Brenta (river),Q214551,85.41211
25,1682,1690,Chioggia >> en,Q55416,-0.21547776460647583
25,1751,1757,Venice >> en,Q641,-0.2262049913406372
25,1835,1843,Chioggia >> en,Q55416,-0.21846948564052582
25,2029,2035,Venice >> en,Q641,-0.1901489794254303
25,2269,2281,Giovanni Giocondo >> en,Q5585,-0.21921929717063904
25,2336,2344,Chioggia >> en,Q55416,-0.21477791666984558
25,2410,2416,Venice >> en,Q641,-0.21811777353286743
25,2532,2544,Giovanni Giocondo >> en,Q5585,-0.23941949009895325
25,2630,2636,Venice >> en,Q641,-0.19487959146499634
25,2697,2709,Giovanni Giocondo >> en,Q5585,-0.2033722847700119
25,2790,2796,Venice >> en,Q641,-0.1989656388759613
25,3161,3167,Venice >> en,Q641,-0.2171555757522583
26,263,269,Giotto,Q7814,85.115974
26,282,290,Florence >> en,Q2044,-0.1855388581752777
26,711,717,Giotto >> en,Q7814,-0.16568489372730255
26,915,925,Vespignano >> it,Q82880,-0.7814783453941345
26,946,954,Florence >> en,Q2044,-0.22036093473434448
26,1134,1140,Giotto >> en,Q7814,-0.05335240066051483
26,1789,1796,Cimabue >> en,Q15790,-0.1683601588010788
26,1845,1853,Florence >> en,Q2044,-0.1871570348739624
26,1857,1867,Vespignano >> it,Q82880,-0.9704737067222595
26,1875,1881,Giotto >> en,Q7814,-0.12049289047718048
26,2094,2101,Cimabue >> en,Q15790,-0.16822725534439087
27,30,57,Guido Tarlati,Q378128,89.04509
27,78,84,Arezzo >> en,Q13378,-0.1875486820936203
27,129,134,Lucca >> en,Q13373,-0.20770099759101868
27,215,221,Arezzo >> en,Q13378,-0.17524702847003937
27,542,549,Tuscany >> en,Q1273,-0.22367264330387115
27,580,586,Giotto,Q7814,85.92166
27,862,867,Italy >> en,Q38,-0.20416702330112457
27,919,925,Giotto >> en,Q7814,-0.14074191451072693
27,1166,1186,Sansepolcro >> en,Q52098,-0.03409521281719208
27,1264,1270,Arezzo >> en,Q13378,-0.17354080080986023
27,1314,1320,Giotto,Q7814,85.710464
27,1385,1393,Florence >> en,Q2044,-0.17652468383312225
27,1464,1470,Arezzo >> en,Q13378,-0.2310718446969986
27,1568,1576,Florence >> en,Q2044,-0.18220362067222595
27,1686,1692,Giotto,Q7814,85.453
27,1803,1825,Hermitage of Camaldoli,Q568823,85.60368
27,1816,1825,Camaldoli >> en,Q2019442,-0.32921192049980164
27,1968,1972,Pisa >> en,Q13375,-0.155633807182312
27,2010,2019,Camaldoli >> en,Q2019442,-0.23106026649475098
27,2092,2098,Giotto >> en,Q7814,-0.1270027756690979
27,2166,2192,Silvano Razzi >> it,Q59526715,-1.0404503345489502
27,2202,2211,Camaldoli >> en,Q2019442,-0.18394216895103455
27,2333,2339,Giotto,Q7814,85.59249
27,2392,2411,Raffaello da Urbino >> en,Q5597,0.4184286296367645
28,511,529,Francesco Granacci,Q717097,86.62428
28,731,743,Michelangelo >> en,Q5592,-1.2372065782546997
28,975,987,Michelangelo >> en,Q5592,-1.010585069656372
28,1221,1229,Francesco Granacci >> en,Q717097,-0.07945239543914795
28,1296,1316,Domenico Ghirlandaio >> en,Q191423,-0.08895881474018097
28,1339,1347,Francesco Granacci >> en,Q717097,-0.13777542114257812
28,1387,1400,Domenico Ghirlandaio >> en,Q191423,-0.18531841039657593
28,1505,1510,David Ghirlandaio >> en,Q1145811,0.10764133930206299
28,1515,1536,Benedetto Ghirlandaio >> en,Q2554861,0.01726001501083374
28,1554,1562,Domenico Ghirlandaio >> en,Q191423,-0.0584564208984375
28,1686,1694,Domenico Ghirlandaio >> en,Q191423,-0.18270772695541382
28,1709,1717,Francesco Granacci >> en,Q717097,-0.08089704811573029
28,2036,2044,Carnival >> en,Q4618,-0.2464161068201065
28,2080,2110,Lorenzo de' Medici >> en,Q177854,-0.08700038492679596
28,2369,2377,Francesco Granacci >> en,Q717097,-0.08264777064323425
28,2512,2530,Lorenzo de' Medici >> en,Q177854,-0.06944724917411804
28,2667,2675,Florence >> en,Q2044,-0.15732508897781372
29,3,11,Florence >> en,Q2044,-0.1574774980545044
29,140,158,Pontormo,Q207929,90.11895
29,160,176,Andrea del Sarto,Q5571,88.3982
29,243,249,Saint Joseph >> en,Q128267,-0.3455027937889099
29,373,379,Saint Joseph >> en,Q128267,-0.341132789850235
29,535,542,Pharaoh >> en,Q37110,-0.2664142847061157
29,668,675,Trinity >> en,Q37090,-0.15032370388507843
29,688,702,God the Father >> en,Q186350,-0.1978173851966858
29,716,732,Crucifixion of Jesus >> en,Q51636,-0.15805193781852722
29,745,772,"San Pier Maggiore, Florence >> en",Q3671591,-1.2145918607711792
29,799,809,Assumption of Mary >> en,Q162691,-0.0629800409078598
29,833,839,Angel >> en,Q235113,-0.21331241726875305
29,846,855,Thomas the Apostle >> en,Q43669,-0.2649424076080322
29,913,922,Thomas the Apostle >> en,Q43669,-0.25671321153640747
29,1007,1019,Michelangelo >> en,Q5592,-0.852186381816864
29,1048,1056,"Mary, mother of Jesus >> en",Q345,-0.4594767391681671
29,1107,1115,Francesco Granacci >> en,Q717097,-0.3555247187614441
29,1216,1223,Paul the Apostle >> en,Q9200,-0.1923525333404541
29,1225,1236,Saint Lawrence >> en,Q17590,-0.04308000206947327
29,1238,1246,James the Great >> en,Q43999,-0.2608758807182312
29,1252,1259,John the Apostle >> en,Q44015,-0.4579099714756012
30,0,6,Jacopo Torni >> en,Q2632655,-0.9809969067573547
30,15,23,Jacopo Torni >> en,Q2632655,-0.6277010440826416
30,47,71,Domenico Ghirlandaio >> en,Q191423,-0.4028826653957367
30,91,95,Rome >> en,Q220,-0.23438936471939087
30,101,113,Pinturicchio >> en,Q5591,-0.1617635041475296
30,658,670,Michelangelo >> en,Q5592,-1.2059612274169922
30,935,941,Jacopo dell'Indaco >> en,Q2632655,-0.4328565001487732
30,967,971,Rome >> en,Q220,-0.25020861625671387
30,1020,1024,Rome >> en,Q220,-0.2507328689098358
30,1219,1227,Apostles >> en,Q43412,-0.2106340378522873
30,1242,1253,Holy Spirit,Q37302,85.617065
30,1321,1326,Saint Peter >> en,Q33923,-0.1786007285118103
30,1331,1337,Andrew the Apostle >> en,Q43399,-0.186987042427063
30,1399,1408,Mary Magdalene >> en,Q63070,-0.05412377417087555
30,1552,1558,Jesus >> en,Q302,0.08126088976860046
30,1621,1636,Trinità dei Monti >> en,Q1229008,-0.5199724435806274
30,1632,1636,Rome >> en,Q220,-0.268722265958786
30,1693,1716,Coronation of the Virgin >> en,Q1093370,0.049030810594558716
30,1707,1716,"Mary, mother of Jesus >> en",Q345,-0.3561643958091736
31,11,17,Jacopo Torni >> en,Q2632655,-0.7153254747390747
31,226,234,Jacopo Torni >> en,Q2632655,-1.0429552793502808
31,349,355,Jacopo Torni >> en,Q2632655,-0.5782524347305298
31,491,504,Montepulciano >> en,Q91217,-0.15967367589473724
31,617,623,Arezzo >> en,Q13378,-0.16877907514572144
31,639,651,Annunciation >> en,Q154326,-0.20600198209285736
31,659,673,God the Father >> en,Q186350,-0.204212486743927
31,677,683,Heaven >> en,Q4489450,-0.22959886491298676
31,784,799,"Alessandro de' Medici, Duke of Florence >> en",Q378232,-0.4954516291618347
31,1147,1151,Rome >> en,Q220,-0.22199079394340515
31,1173,1190,"Charles V, Holy Roman Emperor >> en",Q32500,-0.18299560248851776
31,1298,1309,Capitoline Hill >> en,Q34925,-0.059960365295410156
31,1476,1505,Margherita of Austria >> en,Q307815,-0.36032307147979736
31,1498,1505,Austria >> en,Q40,-0.6312336921691895
31,1527,1533,House of Medici >> en,Q170022,-0.15683631598949432
31,1537,1543,Rome >> en,Q220,-0.3052293360233307
32,1372,1392,Leon Battista Alberti >> en,Q182046,-0.1029239222407341
32,2200,2212,Leon Battista Alberti >> en,Q182046,-0.1796911507844925
32,2294,2302,Florence >> en,Q2044,-0.17039033770561218
32,2335,2342,Alberti (family) >> en,Q2831707,-0.6072884798049927
33,20,36,"Ludovico III Gonzaga, Marquess of Mantua >> en",Q969770,0.4384232759475708
33,49,55,Mantua >> en,Q6247,-0.3027381896972656
