doc_id,doc_start_pos,doc_end_pos,sentence_id,sent_start_pos,sent_end_pos,surface,type,score
3,0,8,0,0,8,Agostino,PER,0.9999947547912598
3,46,54,0,46,54,Giovanni,PER,0.9999951124191284
3,100,119,0,100,119,Vescovado of Arezzo,LOC,0.9999262491861979
3,193,199,0,193,199,Agnolo,PER,0.9999939203262329
3,322,330,0,322,330,Agostino,PER,0.9999948740005493
3,399,407,1,38,46,Giovanni,PER,0.9999935626983643
3,529,536,1,168,175,Pistola,LOC,0.9999773502349854
3,541,545,1,180,184,Pisa,LOC,0.9999958276748657
3,704,708,2,136,140,Nine,MISC,0.9996212720870972
3,712,717,2,144,149,Siena,LOC,0.9999958276748657
3,719,727,2,151,159,Agostino,PER,0.999992847442627
3,763,775,2,195,207,Malborghetto,LOC,0.9999921321868896
3,890,895,3,85,90,Siena,LOC,0.9999920129776001
3,915,923,3,110,118,Giovanni,PER,0.999992847442627
3,983,988,3,178,183,State,LOC,0.9106237888336182
3,1084,1089,3,279,284,Duomo,LOC,0.9400266408920288
3,1215,1227,3,410,422,Porta Romana,LOC,0.9970247745513916
3,1335,1351,3,530,546,Porta S. Martino,LOC,0.9840057492256165
3,1371,1372,4,18,19,",",LOC,0.9875977635383606
3,1377,1389,4,24,36,Porta a Tufi,LOC,0.9998729030291239
3,1417,1443,4,64,90,Porta di S . Agata all'Arco,LOC,0.9995473225911459
3,1491,1499,5,46,54,Agostino,PER,0.9999837875366211
3,1504,1510,5,59,65,Agnolo,PER,0.9999567270278931
3,1532,1566,5,87,121,Church and Convent of S . Francesco,ORG,0.9551378062793187
3,1595,1603,5,150,158,di Gaeta,PER,0.9995969533920288
3,1672,1679,6,49,56,Tolomei,MISC,0.9999864101409912
3,1709,1716,6,86,93,Orvieto,LOC,0.9999970197677612
3,1718,1726,6,95,103,Agostino,PER,0.9999831914901733
3,1731,1737,6,108,114,Agnolo,PER,0.9998027682304382
3,1795,1803,6,172,180,S . Maria,PER,0.9887603322664896
4,50,58,0,50,58,Florence,LOC,0.9999980926513672
4,101,135,0,101,135,Lorenzo de ' Medici the Magnificent,PER,0.9989199241002401
4,180,203,0,180,203,Michelagnolo di Viviano,PER,0.9999767939249674
4,207,214,0,207,214,Gaiuole,LOC,0.9998922348022461
4,364,376,1,5,17,Michelagnolo,PER,0.999982476234436
4,687,695,1,328,336,Florence,LOC,0.9999984502792358
4,720,727,2,23,30,Lorenzo,PER,0.9999932050704956
4,749,755,2,52,58,Medici,PER,0.9999837875366211
4,801,809,2,104,112,Giuliano,PER,0.999990701675415
4,843,850,2,146,153,Lorenzo,PER,0.9999926090240479
4,864,882,2,167,185,Piazza di S . Croce,LOC,0.9995386481285096
4,1059,1066,3,86,93,Lorenzo,PER,0.9999887943267822
4,1360,1372,4,8,20,Michelagnolo,PER,0.9999604225158691
4,1377,1383,4,25,31,Medici,MISC,0.48267480731010437
4,1409,1417,4,57,65,Florence,LOC,0.9999983310699463
4,1691,1703,5,35,47,Michelagnolo,PER,0.9999890327453613
4,1726,1737,5,70,81,Bartolommeo,PER,0.9999897480010986
4,1772,1782,5,116,126,Florentine,MISC,0.9999955892562866
4,1817,1823,5,161,167,Baccio,PER,0.9999852180480957
4,1825,1837,6,0,12,Michelagnolo,PER,0.9999920129776001
5,5,8,0,5,8,Leo,PER,0.8950996398925781
5,81,100,0,81,100,Chamber of Our Lady,ORG,0.7953629493713379
5,104,110,0,104,110,Loreto,LOC,0.9999440908432007
5,152,167,0,152,167,Andrea Contucci,PER,0.9999951720237732
5,171,186,0,171,186,Monte Sansovino,LOC,0.9999338388442993
5,306,312,1,17,23,Baccio,PER,0.9999934434890747
5,321,325,1,32,36,Rome,LOC,0.9999983310699463
5,374,379,1,85,90,David,PER,0.999993085861206
5,396,403,1,107,114,Goliath,PER,0.9999878406524658
5,555,561,1,266,272,Medici,PER,0.9994995594024658
5,565,573,1,276,284,Florence,LOC,0.9999982118606567
5,601,616,1,312,327,David of Donato,PER,0.9995721777280172
5,648,661,1,359,372,Medici Palace,LOC,0.9995821714401245
5,680,686,1,391,397,Palace,LOC,0.8628485202789307
5,713,720,1,424,431,Signori,PER,0.9978955984115601
5,747,753,2,25,31,Baccio,PER,0.9999939203262329
5,810,815,2,88,93,David,PER,0.9999915361404419
5,829,835,2,107,113,Loreto,LOC,0.9999958276748657
5,847,853,2,125,131,Andrea,PER,0.762455403804779
5,871,877,2,149,155,Andrea,PER,0.9999802112579346
5,938,944,3,18,24,Loreto,LOC,0.9999947547912598
5,974,988,3,54,68,Maestro Andrea,PER,0.9987358748912811
5,1169,1177,3,249,257,Our Lady,PER,0.9954501390457153
5,1179,1185,4,0,6,Baccio,PER,0.9999939203262329
5,1434,1448,4,255,269,Maestro Andrea,PER,0.9998576045036316
5,1604,1610,5,20,26,Baccio,PER,0.9999915361404419
5,1631,1637,5,47,53,Andrea,PER,0.9682720899581909
5,1909,1915,5,325,331,Baccio,PER,0.9999943971633911
5,1961,1967,6,4,10,Baccio,PER,0.9999947547912598
5,2026,2032,6,69,75,Andrea,PER,0.9998586177825928
5,2101,2111,6,144,154,Bandinelli,PER,0.9999934434890747
5,2210,2216,7,38,44,Loreto,LOC,0.9999942779541016
5,2218,2224,7,46,52,Baccio,PER,0.9999942779541016
5,2250,2256,7,78,84,Ancona,LOC,0.9999954700469971
5,2393,2415,8,37,59,Raffaello da Montelupo,PER,0.999986449877421
5,2456,2470,8,100,114,Maestro Andrea,PER,0.9906997978687286
6,1125,1151,2,374,400,Filippo di Ser Brunellesco,PER,0.9999876022338867
6,1198,1222,2,447,471,Messer Forese da Rabatta,PER,0.9994329363107681
6,1227,1233,2,476,482,Giotto,PER,0.999941349029541
6,1639,1645,3,4,10,Heaven,LOC,0.9992437362670898
6,1747,1754,3,112,119,Filippo,PER,0.9999853372573853
6,1947,1953,3,312,318,Tuscan,MISC,0.9999940395355225
6,2004,2010,4,0,6,Heaven,LOC,0.9523490071296692
7,29,37,0,29,37,Florence,LOC,0.9999985694885254
7,149,174,0,149,174,Brunellesco di Lippo Lapi,PER,0.9980660825967789
7,209,215,0,209,215,Cambio,PER,0.9997815489768982
7,311,328,0,311,328,Ventura Bacherini,PER,0.9999347925186157
7,334,349,1,4,19,Ser Brunellesco,PER,0.9999322295188904
7,424,429,1,94,99,Spini,PER,0.9995689988136292
7,578,597,2,42,61,S . Michele Berteldi,LOC,0.9984163492918015
7,619,636,2,83,100,Piazza degli Agli,LOC,0.9963235656420389
7,774,781,3,136,143,Filippo,PER,0.9999818801879883
7,1224,1239,4,343,358,Ser Brunellesco,PER,0.9999844431877136
7,1628,1635,6,36,43,Filippo,PER,0.9999866485595703
7,1950,1959,7,168,177,S . Jacopo,PER,0.9960343241691589
7,1963,1970,7,181,188,Pistoia,LOC,0.999996542930603
7,2046,2062,7,264,280,Wardens of Works,ORG,0.9999805688858032
8,20,28,0,20,28,Florence,LOC,0.9999971389770508
8,493,507,1,43,57,Porta a Faenza,LOC,0.9999562501907349
8,518,537,1,68,87,Giuliano Bugiardini,PER,0.9999948740005493
8,730,736,2,82,88,Medici,PER,0.999869704246521
8,744,762,2,96,114,Piazza di S . Marco,LOC,0.9998333692550659
8,823,831,2,175,183,Bertoldo,PER,0.999990701675415
8,884,907,2,236,259,Michelagnolo Buonarroti,PER,0.9999885559082031
8,937,947,2,289,299,Buonarroti,PER,0.9999960660934448
8,971,983,2,323,335,Michelagnolo,PER,0.9999957084655762
8,1036,1044,2,388,396,Giuliano,PER,0.9999955892562866
8,1161,1169,3,13,21,Giuliano,PER,0.9999914169311523
8,1312,1322,3,164,174,Buonarroti,PER,0.9999908208847046
8,1480,1488,4,55,63,Giuliano,PER,0.9999927282333374
8,1656,1668,5,10,22,Michelagnolo,PER,0.9999895095825195
8,1823,1831,6,6,14,Giuliano,PER,0.9999947547912598
8,1917,1927,6,100,110,Buonarroti,PER,0.9999936819076538
8,1932,1940,6,115,123,Granacci,PER,0.9999821186065674
8,1948,1968,6,131,151,Domenico Ghirlandajo,PER,0.999995768070221
8,2017,2033,6,200,216,S . Maria Novella,LOC,0.998845249414444
9,0,8,0,0,8,Giuliano,PER,0.9999861717224121
9,38,53,0,38,53,Innocenzio Cibo,PER,0.999993622303009
9,85,104,0,85,104,Raffaello da Urbino,PER,0.9999895493189493
9,139,147,0,139,147,Pope Leo,PER,0.9952128231525421
9,158,175,0,158,175,Giulio de ' Medici,PER,0.9999416172504425
9,190,199,0,190,199,de ' Rossi,PER,0.9998326698939005
9,226,235,0,226,235,de ' Rossi,PER,0.9991340438524882
9,268,272,0,268,272,Cibo,PER,0.9999932050704956
9,430,445,1,48,63,Cencio Guasconi,PER,0.9999929666519165
9,526,539,2,42,55,Baccio Valori,PER,0.9999879598617554
9,544,559,2,60,75,Olmo a Castello,LOC,0.9999639590581259
10,769,784,3,29,44,Marco Calavrese,PER,0.999997079372406
10,872,878,3,132,138,Naples,LOC,0.9999964237213135
10,943,947,4,63,67,Rome,LOC,0.9999967813491821
10,1036,1041,4,156,161,Siren,MISC,0.999560534954071
10,1145,1151,4,265,271,Sebeto,LOC,0.9999926090240479
10,1295,1300,5,0,5,Marco,PER,0.9999940395355225
10,1516,1522,6,54,60,Aversa,LOC,0.9999966621398926
10,1547,1553,6,85,91,Naples,LOC,0.9999967813491821
10,1623,1644,6,161,182,Church of S . Agostino,ORG,0.9869094610214233
10,1756,1768,6,294,306,S . Augustine,PER,0.8075767457485199
10,1814,1820,6,352,358,Christ,PER,0.9999836683273315
10,1825,1831,6,363,369,Saints,PER,0.9365758299827576
11,24,31,0,24,31,Niccola,PER,0.9999836683273315
11,61,87,0,61,87,Maestro Cola dalla Matrice,PER,0.9999151676893234
11,116,124,0,116,124,Calabria,LOC,0.9999945163726807
11,129,135,0,129,135,Ascoli,LOC,0.9999862909317017
11,144,150,0,144,150,Norcia,LOC,0.9999855756759644
11,393,399,1,104,110,Ascoli,LOC,0.9999819993972778
11,455,459,2,0,4,Cola,PER,0.9999948740005493
11,483,487,2,28,32,Rome,LOC,0.9999983310699463
11,533,539,2,78,84,Ascoli,LOC,0.9999958276748657
11,726,732,2,271,277,Ascoli,LOC,0.9999964237213135
11,754,762,2,299,307,Paul III,PER,0.9811227321624756
11,1288,1294,4,192,198,Ascoli,LOC,0.9999923706054688
11,1367,1379,5,71,83,Maestro Cola,PER,0.8852575123310089
11,1463,1481,6,32,50,Alessandro Vitelli,PER,0.9999956488609314
11,1506,1513,6,75,82,Matrice,LOC,0.9999862909317017
11,1524,1536,6,93,105,Maestro Cola,PER,0.9948956668376923
11,1557,1574,6,126,143,Città di Castello,LOC,0.9999641180038452
11,1687,1699,6,256,268,Maestro Cola,PER,0.9029020667076111
11,1731,1738,6,300,307,Matrice,LOC,0.9999933242797852
12,6,15,0,6,15,Giorgione,PER,0.9999898672103882
12,20,29,0,20,29,Correggio,PER,0.9999847412109375
12,98,106,0,98,106,Lombardy,LOC,0.9999890327453613
12,108,115,0,108,115,Tuscany,LOC,0.9999923706054688
12,214,219,0,214,219,Piero,PER,0.999976634979248
12,236,243,0,236,243,Lorenzo,PER,0.9999586343765259
12,273,288,0,273,288,Cosimo Rosselli,PER,0.9999862909317017
12,322,337,0,322,337,Piero di Cosimo,PER,0.9999774694442749
12,599,604,2,0,5,Piero,PER,0.9999909400939941
12,731,737,2,132,138,Cosimo,PER,0.9999912977218628
12,1075,1081,3,142,148,Cosimo,PER,0.9999940395355225
12,1597,1603,6,22,28,Cosimo,PER,0.999987006187439
12,1775,1780,6,200,205,Piero,PER,0.9999924898147583
13,40,45,0,40,45,Piero,PER,0.9999910593032837
13,94,122,0,94,122,Church of the Servite Friars,ORG,0.9999833106994629
13,131,152,0,131,152,Chapel of the Tedaldi,ORG,0.9998894035816193
13,200,201,0,200,201,S,PER,0.9999617338180542
13,203,210,0,203,210,Filippo,PER,0.999293327331543
13,258,266,0,258,266,Our Lady,PER,0.9940033257007599
13,421,432,0,421,432,Holy Spirit,PER,0.9661752283573151
13,512,516,1,54,58,Dove,PER,0.5322821736335754
13,583,594,1,125,136,S . Margaret,PER,0.9224397341410319
13,601,613,1,143,155,S . Catherine,PER,0.9561076958974203
13,650,651,1,192,193,",",PER,0.5531025528907776
13,658,659,1,200,201,S,PER,0.9999849796295166
13,659,666,1,201,208,. Peter,PER,0.776506781578064
13,671,693,1,213,235,S. John the Evangelist,PER,0.9994621276855469
13,741,751,1,283,293,S . Filippo,PER,0.9790283044179281
13,776,787,1,318,329,S. Antonino,PER,0.99997478723526
13,803,811,1,345,353,Florence,LOC,0.9999984502792358
13,1124,1129,3,203,208,Piero,PER,0.9999934434890747
13,1273,1284,4,102,113,S . Margaret,PER,0.9973583420117696
13,1315,1321,4,144,150,Dragon,MISC,0.9601245522499084
13,1759,1778,5,223,242,Giuliano de ' Medici,PER,0.9999611079692841
13,1999,2016,6,46,63,Cosimo de ' Medici,PER,0.999905914068222
13,2061,2066,6,108,113,Piero,PER,0.9999855756759644
13,2240,2257,6,287,304,M. Cosimo Bartoli,PER,0.9999797741572062
13,2270,2271,6,317,318,S,LOC,0.6828792691230774
13,2273,2281,6,320,328,Giovanni,PER,0.6055391430854797
14,23,27,0,23,27,Rome,LOC,0.9999982118606567
14,83,102,0,83,102,Girolamo Siciolante,PER,0.9999953508377075
14,106,115,0,106,115,Sermoneta,LOC,0.9999676942825317
14,174,189,0,174,189,Perino del Vaga,PER,0.999986489613851
14,244,260,0,244,260,Castel S. Angelo,LOC,0.8602562149365743
14,420,428,1,39,47,Girolamo,PER,0.9999867677688599
14,530,531,1,149,150,",",LOC,0.7267838716506958
14,552,571,1,171,190,Badia of S . Stefano,LOC,0.9997907519340515
14,597,606,1,216,225,Sermoneta,LOC,0.999982476234436
14,636,644,1,255,263,S . Peter,PER,0.9931653539339701
14,646,656,1,265,275,S. Stephen,PER,0.9999663829803467
14,662,681,1,281,300,S. John the Baptist,PER,0.9997576475143433
14,774,795,2,68,89,Church of S . Apostolo,ORG,0.9998537063598633
14,800,804,2,94,98,Rome,LOC,0.9999985694885254
14,838,849,2,132,143,Dead Christ,PER,0.773311972618103
14,851,859,2,145,153,Our Lady,PER,0.9998321235179901
14,861,868,2,155,162,S. John,PER,0.9997797608375549
14,870,873,2,164,167,the,PER,0.5068153142929077
14,874,883,2,168,177,Magdalene,PER,0.9891317486763
14,945,949,3,12,16,Pace,LOC,0.9637342691421509
14,986,991,3,53,58,Cesis,PER,0.9999642372131348
14,1131,1143,3,198,210,Jesus Christ,PER,0.9998208582401276
14,1166,1170,3,233,237,Magi,PER,0.3501545190811157
14,1188,1193,3,255,260,Egypt,LOC,0.9999934434890747
14,1203,1228,3,270,295,Massacre of the Innocents,MISC,0.984840914607048
14,1363,1364,4,36,37,",",ORG,0.9609734416007996
14,1374,1382,4,47,55,Girolamo,PER,0.999988317489624
14,1477,1489,4,150,162,Jesus Christ,PER,0.9991364479064941
14,1582,1602,4,255,275,Church of S . Spirito,ORG,0.9911963701248169
14,1606,1610,4,279,283,Rome,LOC,0.9999974966049194
14,1631,1642,4,304,315,Holy Spirit,MISC,0.5728897750377655
14,1716,1743,5,23,50,Church of S . Maria de Anima,ORG,0.9338276726858956
14,1763,1769,5,70,76,German,MISC,0.9999934434890747
14,1816,1843,5,123,150,Chapel of the Fugger family,ORG,0.9633697271347046
14,1856,1869,5,163,176,Giulio Romano,PER,0.9999916553497314
14,1900,1901,5,207,208,",",ORG,0.8048708438873291
14,1927,1943,5,234,250,Life of Our Lady,PER,0.902181088924408
14,1967,1968,6,22,23,S,PER,0.9999686479568481
14,1968,1992,6,23,47,. Jacopo degli Spagnuoli,PER,0.9147286415100098
14,2044,2050,6,99,105,Christ,PER,0.9999701976776123
14,2092,2100,6,147,155,Our Lady,PER,0.9997767210006714
14,2106,2113,6,161,168,S. John,PER,0.9999112486839294
14,2233,2241,6,288,296,S. James,PER,0.9999674558639526
14,2258,2268,6,313,323,S. Alfonso,PER,0.9999691247940063
15,3,19,0,3,19,Jacopo del Conte,PER,0.9999849001566569
15,23,33,0,23,33,Florentine,MISC,0.9999955892562866
15,72,76,0,72,76,Rome,LOC,0.9999984502792358
15,198,204,1,5,11,Jacopo,PER,0.9999457597732544
15,447,451,1,254,258,Rome,LOC,0.9999982118606567
15,630,638,2,165,173,Paul III,PER,0.8025662302970886
15,801,808,2,336,343,Colonna,PER,0.9999785423278809
15,820,826,2,355,361,Orsini,PER,0.9998542070388794
15,835,848,2,370,383,Piero Strozzi,PER,0.9999932050704956
15,1058,1062,2,593,597,Rome,LOC,0.9999982118606567
15,1474,1494,5,62,82,Church of the Popolo,ORG,0.9999331533908844
15,1540,1560,5,128,148,Chapel of S . Dionigi,ORG,0.935281491279602
15,1564,1566,5,152,154,S .,LOC,0.788043200969696
15,1567,1572,5,155,160,Luigi,PER,0.9671905636787415
15,1586,1587,5,174,175,",",ORG,0.8690038323402405
15,1751,1789,6,137,175,Florentine Company of the Misericordia,ORG,0.9999877214431763
15,1816,1822,6,202,208,Christ,PER,0.9999895095825195
15,1899,1906,6,285,292,Madonna,PER,0.9998230338096619
15,2052,2056,7,37,41,Rome,LOC,0.9999973773956299
15,2383,2387,8,125,129,Rome,LOC,0.9999985694885254
15,2437,2458,8,179,200,Signora Livia Colonna,PER,0.9999168713887533
15,2571,2587,9,25,41,Jacopo del Conte,PER,0.9999917348225912
16,804,831,0,804,831,Giovanni da Santo Stefano a,PER,0.9253257036209106
16,841,849,0,841,849,Florence,LOC,0.9999926090240479
16,1171,1192,1,38,59,Buonamico Buffalmacco,PER,0.9999862313270569
16,1373,1384,1,240,251,Buffalmacco,PER,0.9999934434890747
16,1417,1437,1,284,304,Chapel of S . Lorenzo,LOC,0.7757055997848511
16,1446,1461,1,313,328,Pieve of Empoli,LOC,0.9998920957247416
16,1575,1581,1,442,448,Arezzo,LOC,0.9999970197677612
16,1688,1710,1,555,577,Assumption of Our Lady,MISC,0.9916831701993942
16,1726,1727,1,593,594,S,LOC,0.9998558759689331
16,1729,1738,1,596,605,Francesco,LOC,0.9983845949172974
16,1847,1867,2,107,127,Chapel of S . Onofrio,PER,0.8743504405021667
16,1875,1880,2,135,140,Pieve,LOC,0.9877390265464783
16,1895,1896,2,155,156,S,PER,0.9999560117721558
16,1898,1905,2,158,165,Antonio,PER,0.9997255206108093
16,1985,1996,3,46,57,S . Giustina,LOC,0.9997762242952982
16,2004,2013,3,65,74,S . Matteo,LOC,0.9996970097223917
16,2059,2065,3,120,126,Cosimo,PER,0.9989522695541382
16,2239,2250,3,300,311,S . Giustina,LOC,0.9998990297317505
16,2319,2331,3,380,392,Appius Cæcus,PER,0.9999912977218628
16,2500,2508,4,0,8,Giovanni,PER,0.9999922513961792
16,2529,2537,4,29,37,Florence,LOC,0.9999986886978149
16,2612,2630,4,112,130,Ponte a S . Trinita,LOC,0.9994341611862183
16,2723,2738,4,223,238,S . Michelagnolo,PER,0.9736165006955465
16,3007,3025,5,141,159,Giovanni dal Ponte,PER,0.9999818007151285
16,3030,3034,6,3,7,Pisa,LOC,0.999997615814209
16,3134,3156,6,107,129,S . Paolo a Ripa d'Arno,PER,0.8678134779135386
17,0,8,0,0,8,Giovanni,PER,0.9999890327453613
17,26,45,0,26,45,Chapel of the Scali,LOC,0.7824164032936096
17,49,59,0,49,59,S . Trinita,LOC,0.831916868686676
17,63,71,0,63,71,Florence,LOC,0.9999978542327881
17,131,138,0,131,138,S . Paul,PER,0.9936458269755045
17,197,210,0,197,210,Maestro Paolo,PER,0.8767524659633636
17,226,227,0,226,227,.,LOC,0.4959300458431244
17,231,258,1,3,30,S. Stefano al Ponte Vecchio,LOC,0.9998441815376282
17,350,358,1,122,130,Florence,LOC,0.9999977350234985
18,166,182,0,166,182,Andrea del Sarto,PER,0.9999852975209554
18,338,344,0,338,344,Andrea,PER,0.9999935626983643
18,1363,1369,5,0,6,Andrea,PER,0.999992847442627
18,1382,1390,5,19,27,Florence,LOC,0.9999982118606567
18,1481,1497,5,118,134,Andrea del Sarto,PER,0.9999756813049316
19,35,55,0,35,55,Convent of the Servi,ORG,0.9997674971818924
19,108,141,0,108,141,Fra Mariano dal Canto alla Macine,PER,0.9999132752418518
19,199,205,0,199,205,Andrea,PER,0.9999923706054688
19,384,390,1,93,99,Andrea,PER,0.9999872446060181
19,721,740,2,50,69,Alesso Baldovinetti,PER,0.9999957084655762
19,755,773,2,84,102,Nativity of Christ,MISC,0.9599125583966573
19,803,808,2,132,137,Servi,MISC,0.9948853850364685
19,835,847,2,164,176,Annunciation,MISC,0.9994825124740601
19,904,919,2,233,248,Cosimo Rosselli,PER,0.9999964833259583
19,941,951,2,270,280,S . Filippo,PER,0.9972021778424581
19,973,986,2,302,315,Servite Order,ORG,0.9999793171882629
19,1012,1018,3,4,10,Cosimo,PER,0.9999938011169434
19,1237,1243,4,102,108,Andrea,PER,0.999988317489624
19,1248,1260,4,113,125,Franciabigio,PER,0.9998144507408142
19,1504,1510,6,33,39,Andrea,PER,0.9999874830245972
19,1718,1729,6,247,258,Florentines,MISC,0.999994158744812
19,1930,1942,6,459,471,Franciabigio,PER,0.9999772310256958
19,2084,2090,7,35,41,Andrea,PER,0.9999926090240479
19,2197,2209,7,148,160,Franciabigio,PER,0.9027581214904785
19,2522,2532,8,118,128,S . Filippo,PER,0.9952224493026733
19,2620,2626,8,216,222,Andrea,PER,0.9999573230743408
20,523,540,1,34,51,Galasso Ferrarese,PER,0.9999927282333374
20,554,584,1,65,95,Piero dal Borgo a San Sepolcro,PER,0.9999273518721262
20,609,616,1,120,127,Ferrara,LOC,0.9999938011169434
20,681,688,1,192,199,Ferrara,LOC,0.9999966621398926
20,740,745,1,251,256,Piero,PER,0.9999810457229614
20,850,857,1,361,368,Ferrara,LOC,0.9999971389770508
20,944,950,2,85,91,Venice,LOC,0.999996542930603
20,1153,1160,2,294,301,Ferrara,LOC,0.9999969005584717
20,1183,1190,3,21,28,Bologna,LOC,0.9999972581863403
20,1227,1236,3,65,74,Dominican,MISC,0.9999957084655762
20,1275,1286,3,113,124,S . Domenico,LOC,0.9998800357182821
20,1390,1408,4,49,67,S . Maria del Monte,LOC,0.9999142408370971
