id,start_pos,end_pos,surface,type,score
16,202,209,Bologna,LOC,0.98389554
16,238,261,Our Lady with the Child,PER,0.5840453
16,275,294,S. John the Baptist,PER,0.79093075
16,296,308,S. Sebastian,PER,0.7325937
16,482,490,Leonardo,PER,0.9977939
17,44,51,Cimabue,PER,0.98410624
17,100,106,Assisi,LOC,0.9997483
17,118,124,Umbria,LOC,0.99893796
17,185,207,Church of S. Francesco,LOC,0.9802331
17,296,306,S. Francis,PER,0.81187606
18,103,114,Vallombrosa,LOC,0.9641622
18,162,181,S. John the Baptist,PER,0.7715481
18,229,244,S. Michelagnolo,PER,0.83150727
18,250,261,S. Bernardo,PER,0.7152624
19,14,26,Michelagnolo,PER,0.9509802
19,82,101,Messer Jacopo Galli,PER,0.99000275
19,149,154,Cupid,PER,0.34225163
19,206,213,Bacchus,PER,0.7450903
20,48,57,Fortitude,LOC,0.34282863
20,65,76,Mercatanzia,LOC,0.96820897
20,80,88,Florence,LOC,0.9992052
20,112,119,Virtues,MISC,0.4471855
20,141,148,Antonio,PER,0.9989146
20,153,173,Piero del Pollaiuolo,PER,0.9988802
21,23,33,Ognissanti,LOC,0.90373707
21,93,101,Vespucci,PER,0.63646746
21,104,116,S. Augustine,PER,0.6881774
21,231,251,Domenico Ghirlandajo,PER,0.99956495
21,268,277,S. Jerome,PER,0.6493675
22,121,129,Castello,LOC,0.99083686
22,205,210,Winds,PER,0.5537214
22,215,222,Zephyrs,PER,0.5222061
22,261,267,Cupids,PER,0.46427438
22,290,295,Venus,PER,0.88400304
22,306,312,Graces,PER,0.45454884
23,84,90,Pallas,PER,0.80087924
23,197,209,S. Sebastian,PER,0.5045888
24,45,70,Chapel of the Panciatichi,LOC,0.9966186
25,68,77,Boccaccio,PER,0.9881006
25,88,109,Nastagio degli Onesti,PER,0.59166515
25,186,194,Epiphany,PER,0.5114027
26,13,19,Sandro,PER,0.9993825
27,12,34,Chapel of Gino Capponi,LOC,0.99597
27,111,133,Visitation of Our Lady,MISC,0.94849616
27,140,151,S. Nicholas,PER,0.6135481
27,159,169,S. Anthony,PER,0.68079597
28,40,45,Piero,PER,0.986369
28,94,122,Church of the Servite Friars,LOC,0.995729
28,131,152,Chapel of the Tedaldi,LOC,0.9724258
28,200,210,S. Filippo,PER,0.8547786
28,258,266,Our Lady,PER,0.7521219
28,346,352,Heaven,MISC,0.46351564
28,395,398,Son,MISC,0.43414634
29,102,113,S. Margaret,PER,0.78682417
29,144,150,Dragon,PER,0.65032434
30,0,5,Piero,PER,0.9145787
30,29,44,Filippo Strozzi,PER,0.9997946
30,79,86,Perseus,PER,0.9078951
30,98,107,Andromeda,PER,0.90106153
31,46,51,Venus,PER,0.5602824
31,60,64,Mars,LOC,0.6057743
31,153,158,Loves,PER,0.445104
31,257,261,Mars,LOC,0.73154545
31,298,303,Cupid,PER,0.6035476
31,395,399,Love,MISC,0.3537097
32,4,21,Giovanni Vespucci,PER,0.9996794
32,61,75,Piero Salviati,PER,0.99807453
32,89,99,S. Michele,LOC,0.9683602
32,108,121,Via de'Servi,LOC,0.9987259
33,0,5,Piero,PER,0.9273072
33,33,55,Francesco da San Gallo,PER,0.999852
33,126,131,Piero,PER,0.9896736
33,147,156,Francesco,PER,0.9903915
33,189,194,Piero,PER,0.99339205
33,245,254,Cleopatra,PER,0.9947574
33,327,335,Giuliano,PER,0.99912363
33,370,389,Francesco Giamberti,PER,0.99930155
