id,start_pos,end_pos,surface,type,score
19,82,101,Messer Jacopo Galli,PER,0.9878184994061788
19,149,154,Cupid,MISC,0.974809467792511
19,206,213,Bacchus,MISC,0.8955365419387817
20,48,57,Fortitude,PER,0.5166568756103516
20,65,76,Mercatanzia,MISC,0.6842039227485657
20,80,88,Florence,LOC,0.9987019300460815
20,112,119,Virtues,MISC,0.816810667514801
20,141,148,Antonio,PER,0.9992318153381348
20,153,173,Piero del Pollaiuolo,PER,0.9349367022514343
21,23,33,Ognissanti,PER,0.49506884813308716
21,93,101,Vespucci,PER,0.997831404209137
21,104,105,S,PER,0.5296590328216553
21,107,116,Augustine,PER,0.9292985796928406
21,231,251,Domenico Ghirlandajo,PER,0.9707016944885254
21,271,277,Jerome,PER,0.9927420616149902
21,358,363,Saint,PER,0.3572532832622528
22,121,129,Castello,LOC,0.9994562268257141
22,147,153,Cosimo,PER,0.9907439351081848
22,187,192,Venus,MISC,0.7195906639099121
22,205,210,Winds,MISC,0.978760302066803
22,215,222,Zephyrs,MISC,0.6325040459632874
22,261,267,Cupids,MISC,0.9995245933532715
22,290,295,Venus,MISC,0.9998332262039185
22,306,312,Graces,MISC,0.34612977504730225
23,39,45,Medici,LOC,0.9778124690055847
23,60,67,Lorenzo,PER,0.9990741014480591
23,84,90,Pallas,MISC,0.9820192456245422
23,200,209,Sebastian,PER,0.8684166669845581
24,3,20,S. Maria Maggiore,PER,0.8160019914309183
24,24,32,Florence,LOC,0.999870777130127
24,45,70,Chapel of the Panciatichi,LOC,0.7775950729846954
24,98,105,Pietï ¿½,LOC,0.38594726473093033
25,20,25,Pucci,PER,0.9996981620788574
25,68,77,Boccaccio,PER,0.9997616410255432
25,88,109,Nastagio degli Onesti,PER,0.7577108343442281
25,186,194,Epiphany,PER,0.6325634717941284
26,13,19,Sandro,PER,0.9998835325241089
26,180,193,Maria Novella,PER,0.9731023907661438
26,292,296,Magi,PER,0.7011425495147705
26,375,383,Our Lord,LOC,0.39883676171302795
27,22,34,Gino Capponi,PER,0.9142517745494843
27,43,54,Church of S,LOC,0.7922459840774536
27,56,63,Spirito,PER,0.9408866763114929
27,67,75,Florence,LOC,0.9992175102233887
27,143,151,Nicholas,PER,0.9957658052444458
27,162,169,Anthony,PER,0.9696562886238098
28,40,45,Piero,PER,0.9997228980064392
28,94,122,Church of the Servite Friars,LOC,0.7277079522609711
28,131,152,Chapel of the Tedaldi,LOC,0.7563920095562935
28,203,210,Filippo,PER,0.9952882528305054
28,258,266,Our Lady,PER,0.6325141340494156
28,346,352,Heaven,PER,0.9254986643791199
28,421,432,Holy Spirit,PER,0.7614529728889465
29,105,113,Margaret,PER,0.9996416568756104
29,144,150,Dragon,MISC,0.7520421147346497
30,0,5,Piero,PER,0.9980838298797607
30,29,44,Filippo Strozzi,PER,0.9979132413864136
30,79,86,Perseus,ORG,0.5044980049133301
30,98,107,Andromeda,ORG,0.6231889128684998
30,117,124,Monster,ORG,0.4157763123512268
31,46,51,Venus,MISC,0.9006993770599365
31,60,64,Mars,MISC,0.9992058873176575
31,153,158,Loves,MISC,0.9722591042518616
31,257,261,Mars,MISC,0.9938985109329224
31,298,303,Cupid,MISC,0.9911132454872131
31,355,369,Doves of Venus,MISC,0.9372955362002054
31,395,399,Love,MISC,0.8608531951904297
32,4,21,Giovanni Vespucci,PER,0.9972182810306549
32,61,75,Piero Salviati,PER,0.9761855900287628
32,89,90,S,MISC,0.8252047896385193
32,92,99,Michele,PER,0.7731221318244934
32,108,121,Via de ' Servi,LOC,0.7681649997830391
33,0,5,Piero,PER,0.9997734427452087
33,33,55,Francesco da San Gallo,PER,0.9487637579441071
33,126,131,Piero,PER,0.999810516834259
33,147,156,Francesco,PER,0.998474657535553
33,189,194,Piero,PER,0.9999309778213501
33,245,254,Cleopatra,PER,0.9997739195823669
33,327,335,Giuliano,PER,0.9954097867012024
33,370,389,Francesco Giamberti,PER,0.9978788495063782
34,96,106,Florentine,MISC,0.9993425011634827
34,141,146,Roman,MISC,0.9995967745780945
35,35,44,Casentino,LOC,0.9987524747848511
35,135,173,Lodovico di Leonardo Buonarroti Simoni,PER,0.8685585498809815
35,263,270,Canossa,LOC,0.8971065282821655
36,6,18,Michelagnolo,PER,0.9999403953552246
36,119,127,Florence,LOC,0.9863125681877136
36,328,329,S,LOC,0.7841566801071167
36,331,338,Miniato,LOC,0.9483422636985779
37,72,106,Lodovico di Leonardo di Buonarrota,PER,0.8990294098854065
37,115,127,Michelagnolo,PER,0.9968758821487427
37,140,148,Domenico,PER,0.9965047836303711
37,153,180,David di Tommaso di Currado,PER,0.962358033657074
37,260,272,Michelagnolo,PER,0.9976977705955505
37,471,479,Domenico,PER,0.9989815354347229
37,484,489,David,PER,0.9997276663780212
38,38,50,Pope Clement,PER,0.7072679400444031
38,102,110,Florence,LOC,0.9986740350723267
39,146,164,Chapel of the King,LOC,0.799005001783371
39,399,411,Michelagnolo,PER,0.9996010661125183
39,444,450,Vasari,PER,0.9998356103897095
40,12,24,Michelagnolo,PER,0.9997219443321228
40,43,48,Pieta,PER,0.9994843006134033
40,71,76,Giant,MISC,0.5213714838027954
40,80,88,Florence,LOC,0.930240273475647
40,157,169,Alexander VI,PER,0.9445337653160095
40,186,195,Julius II,PER,0.845213919878006
40,231,243,Michelagnolo,PER,0.9989380240440369
40,322,331,Julius II,PER,0.895270586013794
40,450,454,Pope,PER,0.9997605681419373
