id,start_pos,end_pos,surface,type,score
18,0,8,Lionardo,PER,0.9998595714569092
18,42,49,Francia,LOC,0.9999152421951294
18,160,170,Santa Anna,LOC,0.932976096868515
19,16,49,Lionardo Giovanantonio Boltraffio,PER,0.8716555833816528
19,104,117,Marco Uggioni,PER,0.9931609034538269
19,126,148,Santa Maria della Pace,LOC,0.9837414473295212
19,157,181,Transito di Nostra Donna,MISC,0.757402315735817
19,187,207,Nozze di Canagalilee,MISC,0.8746842940648397
20,48,62,Santa Caterina,LOC,0.9769823551177979
20,91,99,Itiranno,PER,0.4909619987010956
20,129,146,Passion di Cristo,MISC,0.8072992563247681
20,175,180,Marie,PER,0.9971446394920349
20,209,222,Vergine Maria,PER,0.6216211318969727
21,12,21,Raffaello,PER,0.9775220155715942
21,47,59,Lorenzo Nasi,PER,0.9961772263050079
21,115,123,Rafaello,PER,0.9947056174278259
21,152,164,Nostra Donna,ORG,0.5638836920261383
21,250,262,San Giovanni,LOC,0.6495114862918854
22,15,34,Signoria di Vinezia,ORG,0.5709485510985056
22,79,100,Bartolomeo da Bergamo,PER,0.838490347067515
22,195,201,Senato,ORG,0.9967986345291138
22,283,307,piazza di Santo Giovanni,LOC,0.9286318570375443
22,310,314,Polo,LOC,0.46011239290237427
22,335,343,d'Andrea,PER,0.8177767992019653
22,361,367,Italia,LOC,0.9519528746604919
22,413,421,Fiorenza,LOC,0.6063684821128845
22,438,445,Venezia,LOC,0.9999102354049683
23,102,110,Castello,LOC,0.9903166890144348
23,122,133,Duca Cosimo,PER,0.6992225646972656
23,141,152,di Fiorenza,PER,0.73714579641819
23,186,192,Venere,PER,0.5814293622970581
23,286,292,Venere,MISC,0.9352836012840271
23,300,306,Grazie,PER,0.5309626460075378
23,335,344,Primavera,MISC,0.9991958737373352
24,18,26,Fiorenza,PER,0.6140708923339844
24,34,47,MeccceLxxIIII,MISC,0.8287989497184753
24,63,87,Lodovico Simon Buonaroti,PER,0.9432525833447775
24,121,135,Michele Agnolo,PER,0.9938246309757233
25,7,20,Michel Agnolo,PER,0.9858158826828003
25,24,37,Pier Soderini,PER,0.8909937739372253
25,85,90,Mpiii,PER,0.8440207839012146
25,166,178,Gonfalonieri,MISC,0.8391858339309692
25,182,187,David,PER,0.525938868522644
25,233,240,Francia,LOC,0.9998981952667236
25,313,326,Taddeo Taddei,PER,0.9931447505950928
25,351,367,Bartolomeo Pitti,PER,0.9881229996681213
25,408,438,Miniato Pitti di Monte Oliveto,LOC,0.5627055883407592
25,513,531,Luigi Guicciardini,PER,0.9966279566287994
26,332,343,McccxxxIIII,MISC,0.9899049401283264
26,384,390,Giotto,PER,0.9985080361366272
27,6,20,Andrea Orgagna,PER,0.8343017995357513
27,26,28,Lx,MISC,0.8592121005058289
27,35,45,MCCCLXXXIX,ORG,0.6355496048927307
28,189,196,Lxxvili,PER,0.9923513531684875
28,204,226,Ogni Santi di Fiorenza,MISC,0.8087233006954193
29,78,83,Abate,PER,0.9716134071350098
29,140,141,S,MISC,0.7489080429077148
29,143,148,Rocco,PER,0.6790784597396851
29,189,208,Fraternita d'Arezzo,ORG,0.574799582362175
29,277,289,Nostra Donna,ORG,0.6629355102777481
30,0,5,Oltra,PER,0.9801689982414246
30,122,129,Mpxxvii,ORG,0.773097574710846
30,149,153,Roma,LOC,0.8344172239303589
