id,type,start_pos,end_pos,surface,wb_id,has_nested,is_nested,named_entity
agnolo_and_agostino:879,PER,2254,2266,Pope Clement,,,,
agnolo_and_agostino:879,LOC,2309,2317,Florence,,,,
agnolo_and_agostino:879,PROD,2322,2328,statue,,,,
agnolo_and_agostino:879,PER,2336,2341,Frate,,,,
agnolo_and_agostino:879,PROD,2389,2394,works,,,,
agnolo_and_agostino:879,PER,2530,2542,Michelagnolo,,,,
agnolo_and_agostino:879,MISC,2584,2590,figure,,,,
agnolo_and_agostino:879,PER,2610,2629,Fra Giovanni Agnolo,,,,
agnolo_and_agostino:879,MISC,2687,2691,life,,,,
agnolo_and_agostino:880,PER,7,23,Michele d'Agnolo,,,,
agnolo_and_agostino:880,LOC,27,37,Poggibonzi,,,,
agnolo_and_agostino:880,LOC,46,53,village,,,,
agnolo_and_agostino:880,LOC,57,67,Montorsoli,,,,
agnolo_and_agostino:880,LOC,103,111,Florence,,,,
agnolo_and_agostino:880,LOC,119,123,road,,,,
agnolo_and_agostino:880,LOC,127,134,Bologna,,,,
agnolo_and_agostino:880,LOC,156,160,farm,,,,
agnolo_and_agostino:880,PER,197,202,child,,,,
agnolo_and_agostino:880,PER,236,242,father,,,,
agnolo_and_agostino:880,PER,244,250,Agnolo,,,,
agnolo_and_agostino:880,PER,257,262,child,,,,
agnolo_and_agostino:880,MISC,306,312,design,,,,
agnolo_and_agostino:880,PER,358,364,father,,,,
agnolo_and_agostino:880,PER,393,400,friends,,,,
agnolo_and_agostino:880,TECH,411,424,stone-cutting,,,,
agnolo_and_agostino:880,PER,436,443,masters,,,,
agnolo_and_agostino:880,LOC,462,470,quarries,,,,
agnolo_and_agostino:880,LOC,474,481,Fiesole,,,,
agnolo_and_agostino:880,LOC,502,512,Montorsoli,,,,
agnolo_and_agostino:880,PROD,543,549,chisel,,,,
agnolo_and_agostino:880,PER,561,568,masters,,,,
agnolo_and_agostino:880,PER,586,605,Francesco del Tadda,,,,
agnolo_and_agostino:880,PER,600,605,Tadda,,,,
agnolo_and_agostino:880,PER,622,625,lad,,,,
agnolo_and_agostino:880,PROD,714,719,tools,,,,
agnolo_and_agostino:880,PROD,749,753,work,,,,
agnolo_and_agostino:880,PER,799,809,friendship,,,,
agnolo_and_agostino:880,PER,822,841,Francesco del Tadda,,,,
agnolo_and_agostino:880,PER,836,841,Tadda,,,,
agnolo_and_agostino:880,PER,847,861,Maestro Andrea,,,,
agnolo_and_agostino:880,PER,865,873,sculptor,,,,
agnolo_and_agostino:880,LOC,877,884,Fiesole,,,,
agnolo_and_agostino:880,PER,904,909,child,,,,
agnolo_and_agostino:880,PER,926,932,master,,,,
agnolo_and_agostino:880,LOC,1026,1034,workshop,,,,
agnolo_and_agostino:880,PER,1074,1080,father,,,,
agnolo_and_agostino:880,PER,1081,1088,Michele,,,,
agnolo_and_agostino:880,PER,1101,1107,Agnolo,,,,
agnolo_and_agostino:880,PER,1145,1158,stone-cutters,,,,
agnolo_and_agostino:880,LOC,1162,1166,Rome,,,,
agnolo_and_agostino:880,PROD,1194,1198,work,,,,
agnolo_and_agostino:880,LOC,1206,1214,building,,,,
agnolo_and_agostino:880,LOC,1218,1227,S. Pietro,,,,
agnolo_and_agostino:880,PROD,1253,1261,rosettes,,,,
agnolo_and_agostino:880,PROD,1284,1292,cornices,,,,
agnolo_and_agostino:880,LOC,1312,1320,interior,,,,
agnolo_and_agostino:880,LOC,1329,1335,temple,,,,
agnolo_and_agostino:880,LOC,1410,1414,Rome,,,,
agnolo_and_agostino:880,LOC,1453,1460,Perugia,,,,
agnolo_and_agostino:880,PER,1468,1474,master,,,,
agnolo_and_agostino:880,PER,1475,1487,stone-cutter,,,,
agnolo_and_agostino:880,PROD,1544,1549,works,,,,
agnolo_and_agostino:880,LOC,1584,1591,Perugia,,,,
agnolo_and_agostino:880,MISC,1604,1608,life,,,,
agnolo_and_agostino:880,PROD,1725,1729,tomb,,,,
agnolo_and_agostino:880,PER,1733,1752,M. Raffaello Maffei,,,,
agnolo_and_agostino:880,PER,1761,1775,Il  Volterrano,,,,
agnolo_and_agostino:880,LOC,1780,1788,Volterra,,,,
agnolo_and_agostino:880,PROD,1802,1806,work,,,,
agnolo_and_agostino:880,MAT,1832,1838,marble,,,,
