doc_id,sent_id,doc_start_pos,doc_end_pos,sent_start_pos,sent_end_pos,surface,type,matched_sf
44,4,1778,1799,627,648,S. Catharine of Siena,Artwork,S. Catharine of Siena
44,5,1821,1846,20,45,altar-picture of S. Lucia,Artwork,S. Lucia
45,4,888,907,127,146,Christ and Our Lady,Artwork,Christ and Our Lady in the air
45,5,1109,1129,101,121,Dead Christ with the,Artwork,Dead Christ with the  Maries
45,5,1131,1137,123,129,Maries,Artwork,Dead Christ with the  Maries
45,5,1160,1182,152,174,Assumption of Our Lady,Artwork,"Assumption of Our Lady, with some Saints"
45,6,1402,1410,200,208,Our Lady,Artwork,Our Lady and some Saints
45,7,1627,1663,199,235,the Beheading of S. John the Baptist,Artwork,Beheading of S. John the Baptist
45,7,1706,1740,278,312,an altar-piece of the Annunciation,Artwork,Annunciation
45,8,1812,1824,70,82,S. Sebastian,Artwork,"S. Rocco, S. Sebastian, and between them Our Lady"
45,8,1843,1851,101,109,Our Lady,Artwork,"S. Rocco, S. Sebastian, and between them Our Lady"
45,8,1996,2004,254,262,S. James,Artwork,"Our Lady, S. Sebastian, and S. James"
49,6,1386,1399,135,148,Angel Raphael,Artwork,Angel Raphael with Tobias and a dog
49,6,1405,1411,154,160,Tobias,Artwork,Angel Raphael with Tobias and a dog
51,7,2343,2350,77,84,Madonna,Artwork,Madonna
53,3,1223,1238,180,195,Transfiguration,Artwork,Transfiguration
53,3,1240,1271,197,228,the Marriage of Cana in Galilee,Artwork,Marriage of Cana in Galilee
53,7,2028,2056,46,74,Angel slaying the first-born,Artwork,Angel slaying the first-born in Egypt
53,9,2834,2841,131,138,Justice,Artwork,Justice
53,9,2846,2852,143,149,Equity,Artwork,Equity
