doc_id,sent_id,doc_start_pos,doc_end_pos,sent_start_pos,sent_end_pos,surface,type,matched_sf
14,5,1927,1943,234,250,Life of Our Lady,Subject,Life of Our Lady
14,6,2044,2050,99,105,Christ,Subject,Christ on the Cross
14,6,2074,2080,129,135,Angels,Subject,Angels
14,6,2092,2100,147,155,Our Lady,Subject,Our Lady
14,6,2106,2113,161,168,S. John,Subject,S. John
14,6,2233,2253,288,308,S. James the Apostle,Subject,S. James the Apostle
14,6,2258,2279,313,334,S. Alfonso the Bishop,Subject,S. Alfonso the Bishop
15,5,1429,1440,17,28,Dead Christ,Subject,Dead Christ
15,6,1816,1822,202,208,Christ,Subject,Christ
15,6,1859,1866,245,252,Thieves,Subject,Thieves
15,6,1899,1906,285,292,Madonna,Subject,Madonna
15,7,2168,2181,153,166,men and women,Subject,men
19,2,755,773,84,102,Nativity of Christ,Subject,Nativity of Christ
19,2,835,847,164,176,Annunciation,Subject,Annunciation
19,2,941,951,270,280,S. Filippo,Subject,"S. Filippo, the founder of that Servite Order"
20,4,1642,1655,301,314,Old Testament,Subject,stories of the Old Testament
28,4,2192,2217,299,324,Triumph of Paulus Emilius,Subject,Triumph of Paulus Emilius
29,0,235,249,235,249,life of Joseph,Subject,life of Joseph
29,1,668,675,77,84,Trinity,Subject,Trinity
29,1,688,702,97,111,God the Father,Subject,God the Father
29,1,716,733,125,142,Christ Crucified.,Subject,Christ Crucified
29,2,799,809,65,75,Assumption,Subject,Assumption
29,2,869,876,135,142,Madonna,Subject,Madonna
29,3,1048,1056,149,157,Our Lady,Subject,Our Lady
30,4,1376,1390,329,343,Feast of Simon,Subject,Feast of Simon and the Magdalene
30,5,1547,1558,63,74,Dead Christ,Subject,Dead Christ
31,2,639,651,197,209,Annunciation,Subject,Annunciation
31,2,659,673,217,231,God the Father,Subject,God the Father
35,0,71,76,71,76,Giant,Subject,Giant
37,0,28,33,28,33,S. Lo,Subject,S. Lo
38,5,1423,1431,69,77,the Magi,Subject,Magi presenting their offerings to Christ
38,5,1462,1468,108,114,Christ,Subject,Magi presenting their offerings to Christ
38,5,1423,1431,69,77,the Magi,Subject,Magi presenting their offerings to Christ
38,5,1462,1468,108,114,Christ,Subject,Magi presenting their offerings to Christ
38,5,1423,1431,69,77,the Magi,Subject,Magi presenting their offerings to Christ
38,5,1462,1468,108,114,Christ,Subject,Magi presenting their offerings to Christ
39,1,489,497,284,292,Apostles,Subject,Apostles
39,2,612,623,47,58,Dead Christ,Subject,Dead Christ
39,2,737,746,172,181,S. Helena,Subject,S. Helena
39,2,762,785,197,220,the Emperor Constantine,Subject,Emperor Constantine
39,3,851,863,35,47,S. Sebastian,Subject,S. Sebastian
39,7,1706,1725,99,118,S. John the Baptist,Subject,S. John the Baptist
39,7,1731,1743,124,136,S. Sebastian,Subject,S. Sebastian
39,8,1839,1846,94,101,Madonna,Subject,Madonna
39,8,1866,1892,121,147,Virgin Martyr S. Catharine,Subject,Virgin Martyr S. Catharine
39,8,1897,1906,152,161,S. Jerome,Subject,S. Jerome
39,9,2020,2028,112,120,Our Lady,Subject,Our Lady
39,10,2178,2185,92,99,Madonna,Subject,Madonna
39,11,2415,2426,101,112,S. Laurence,Subject,S. Laurence
39,11,2431,2441,117,127,S. Francis,Subject,S. Francis
41,2,822,844,148,170,Madonna with the Child,Subject,Madonna
41,2,868,874,194,200,angels,Subject,angels
41,2,942,955,268,281,S. Laurentino,Subject,S. Laurentino
41,2,960,973,286,299,S. Pergentino,Subject,S. Pergentino
41,7,2312,2320,268,276,Crucifix,Subject,Crucifix
43,1,423,433,11,21,S. Cecilia,Subject,S. Cecilia
44,4,1611,1621,460,470,S. Stephen,Subject,S. Stephen
44,4,1737,1748,586,597,S. Antonino,Subject,"S. Antonino, Archbishop of Florence"
44,4,1778,1799,627,648,S. Catharine of Siena,Subject,S. Catharine of Siena
45,4,888,894,127,133,Christ,Subject,Christ
45,4,899,907,138,146,Our Lady,Subject,Christ and Our Lady in the air
45,4,888,894,127,133,Christ,Subject,Christ and Our Lady in the air
45,4,899,907,138,146,Our Lady,Subject,Christ and Our Lady in the air
45,4,888,894,127,133,Christ,Subject,Christ and Our Lady in the air
45,4,899,907,138,146,Our Lady,Subject,Christ and Our Lady in the air
45,4,888,894,127,133,Christ,Subject,Christ
45,4,939,953,178,192,God the Father,Subject,God the Father
45,4,987,993,226,232,Saints,Subject,Saints
45,5,1109,1120,101,112,Dead Christ,Subject,Dead Christ with the  Maries
45,5,1174,1182,166,174,Our Lady,Subject,Assumption of Our Lady
45,6,1420,1426,218,224,Saints,Subject,Saints
45,7,1544,1552,116,124,Our Lady,Subject,Our Lady
45,7,1554,1561,126,133,S. Anne,Subject,S. Anne
45,7,1644,1663,216,235,S. John the Baptist,Subject,Beheading of S. John the Baptist
45,7,1728,1740,300,312,Annunciation,Subject,Annunciation
45,8,1812,1824,70,82,S. Sebastian,Subject,S. Sebastian
45,8,1843,1851,101,109,Our Lady,Subject,Our Lady
45,8,1996,2004,254,262,S. James,Subject,S. James
45,9,2101,2108,55,62,S. Anne,Subject,S. Anne
49,2,457,467,97,107,landscapes,Subject,landscapes
49,2,667,674,307,314,verdure,Subject,verdure
49,3,731,738,55,62,animals,Subject,animals
49,4,981,990,161,170,Ecce Homo,Subject,Ecce Homo
49,6,1505,1524,254,273,S. John the Baptist,Subject,S. John the Baptist
53,3,1219,1238,176,195,the Transfiguration,Subject,Transfiguration
53,3,1244,1271,201,228,Marriage of Cana in Galilee,Subject,Marriage of Cana in Galilee
53,3,1281,1314,238,271,Centurion kneeling before Christ.,Subject,Centurion kneeling before Christ
53,6,1697,1702,132,137,Moses,Subject,Moses
53,6,1707,1714,142,149,Pharaoh,Subject,stories of Moses and Pharaoh
53,6,1697,1702,132,137,Moses,Subject,stories of Moses and Pharaoh
53,6,1707,1714,142,149,Pharaoh,Subject,stories of Moses and Pharaoh
53,6,1697,1702,132,137,Moses,Subject,stories of Moses and Pharaoh
53,6,1707,1714,142,149,Pharaoh,Subject,stories of Moses and Pharaoh
53,6,1697,1702,132,137,Moses,Subject,Moses
