id,start_pos,end_pos,surface,type,value,is_nested
12,1775,1780,Piero,PER,Q280851,
13,108,122,Servite Friars,ORG,Q615923,1
13,258,266,Our Lady,PER,Q345,
13,346,352,Heaven,LOC,Q4489450,
13,395,398,Son,PER,Q302,
13,421,432,Holy Spirit,PER,Q37302,
13,583,594,S. Margaret,PER,Q297742,
13,601,613,S. Catherine,PER,Q179718,
13,658,666,S. Peter,PER,Q33923,
13,671,693,S. John the Evangelist,PER,Q328804,
13,757,764,Servite,ORG,Q615923,1
13,776,811,"S. Antonino, Archbishop of Florence",PER,Q773822,
13,803,811,Florence,LOC,Q2044,1
13,1273,1284,S. Margaret,PER,Q297742,
13,1315,1321,Dragon,PER,Q7559,
13,1877,1883,Nature,LOC,Q7860,
13,2240,2281,"M. Cosimo Bartoli, Provost of S. Giovanni",PER,Q1136048,
14,23,27,Rome,LOC,Q220,
14,83,115,Girolamo Siciolante of Sermoneta,PER,Q2296884,
14,106,115,Sermoneta,LOC,Q128202,1
14,174,189,Perino del Vaga,PER,Q918778,
14,174,189,Perino del Vaga,PER,Q918778,
14,244,260,Castel S. Angelo,LOC,Q486382,
14,597,606,Sermoneta,LOC,Q128202,
14,636,644,S. Peter,PER,Q33923,
14,646,656,S. Stephen,PER,Q161775,
14,662,681,S. John the Baptist,PER,Q40662,
14,774,795,Church of S. Apostolo,LOC,Q1515300,
14,800,804,Rome,LOC,Q220,
14,851,859,Our Lady,PER,Q345,
14,874,883,Magdalene,PER,Q63070,
14,1119,1143,Nativity of Jesus Christ,MISC,Q51628,
14,1149,1170,Adoration of the Magi,MISC,Q488841,
14,1176,1193,Flight into Egypt,MISC,Q837143,
14,1203,1228,Massacre of the Innocents,MISC,Q643474,
14,1465,1489,Nativity of Jesus Christ,MISC,Q51628,
14,1606,1610,Rome,LOC,Q220,1
14,1716,1743,Church of S. Maria de Anima,LOC,Q2140145,
14,1830,1843,Fugger family,ORG,Q155834,1
14,1856,1869,Giulio Romano,PER,Q215305,
14,2058,2063,Cross,MISC,Q392371,1
14,2074,2080,Angels,PER,Q235113,
14,2233,2253,S. James the Apostle,PER,Q43999,
15,3,19,Jacopo del Conte,PER,Q2538308,
15,72,76,Rome,LOC,Q220,
15,198,204,Jacopo,PER,Q2538308,
15,447,451,Rome,LOC,Q220,
15,625,638,Pope Paul III,PER,Q133001,
15,801,808,Colonna,ORG,Q327202,
15,820,826,Orsini,ORG,Q855303,
15,828,848,Signor Piero Strozzi,PER,Q1346257,
15,885,894,Cardinals,PER,Q45722,
15,1058,1062,Rome,LOC,Q220,
15,1474,1494,Church of the Popolo,LOC,Q869513,
15,1564,1572,S. Luigi,LOC,Q638283,
15,1816,1822,Christ,PER,Q302,
15,1859,1866,Thieves,PER,Q2727213,
15,2052,2056,Rome,LOC,Q220,
15,2383,2387,Rome,LOC,Q220,
15,2571,2587,Jacopo del Conte,PER,Q2538308,
16,841,849,Florence,LOC,Q2044,1
16,1171,1192,Buonamico Buffalmacco,PER,Q972487,
16,1373,1384,Buffalmacco,PER,Q972487,
16,1575,1581,Arezzo,LOC,Q13378,
16,1688,1710,Assumption of Our Lady,MISC,Q162691,
16,1726,1738,S. Francesco,LOC,Q1677980,
16,2054,2065,Duke Cosimo,PER,Q48547,
16,2319,2331,Appius Cæcus,PER,Q297783,
16,2529,2537,Florence,LOC,Q2044,
16,2612,2630,Ponte a S. Trinita,LOC,Q545578,
16,2723,2738,S. Michelagnolo,PER,Q45581,
16,3007,3025,Giovanni dal Ponte,PER,Q2749321,
16,3030,3034,Pisa,LOC,Q13375,
16,3134,3156,S. Paolo a Ripa d'Arno,LOC,Q1423910,
17,49,59,S. Trinita,LOC,Q1062114,
17,63,71,Florence,LOC,Q2044,
17,131,138,S. Paul,PER,Q9200,
17,131,138,S. Paul,PER,Q9200,
17,350,358,Florence,LOC,Q2044,
18,166,182,Andrea del Sarto,PER,Q5571,
18,338,344,Andrea,PER,Q5571,
18,1363,1369,Andrea,PER,Q5571,
18,1382,1390,Florence,LOC,Q2044,
18,1481,1497,Andrea del Sarto,PER,Q5571,
19,199,205,Andrea,PER,Q5571,
19,721,740,Alesso Baldovinetti,PER,Q472073,
19,755,773,Nativity of Christ,MISC,Q51628,
19,803,808,Servi,ORG,Q615923,1
19,835,847,Annunciation,MISC,Q154326,
19,904,919,Cosimo Rosselli,PER,Q29447,
19,973,986,Servite Order,ORG,Q615923,
19,1012,1018,Cosimo,PER,Q29447,
19,1237,1243,Andrea,PER,Q5571,
19,1248,1260,Franciabigio,PER,Q537712,
19,1504,1510,Andrea,PER,Q5571,
19,1930,1942,Franciabigio,PER,Q537712,
19,2084,2090,Andrea,PER,Q5571,
19,2197,2209,Franciabigio,PER,Q537712,
19,2620,2626,Andrea,PER,Q5571,
20,523,540,Galasso Ferrarese,PER,Q2168697,
20,564,584,Borgo a San Sepolcro,LOC,Q52098,1
20,609,616,Ferrara,LOC,Q13362,1
20,681,688,Ferrara,LOC,Q13362,
20,740,745,Piero,PER,Q5822,
20,850,857,Ferrara,PER,Q13362,
20,944,950,Venice,LOC,Q641,
20,1153,1160,Ferrara,LOC,Q13362,
20,1183,1190,Bologna,LOC,Q1891,
20,1227,1243,Dominican friars,ORG,Q131479,
20,1275,1286,S. Domenico,LOC,Q862602,
20,1424,1436,Black Friars,ORG,Q131479,1
20,1445,1452,Bologna,LOC,Q1891,1
20,1465,1484,Porta di S. Mammolo,LOC,Q3908797,
20,1642,1655,Old Testament,MISC,Q19786,
21,41,48,Ferrara,LOC,Q13362,
21,184,189,Duomo,LOC,Q671933,
22,1235,1242,Mugello,LOC,Q283034,1
22,1346,1367,Giuliano da San Gallo,PER,Q312365,
22,1384,1388,Rome,LOC,Q220,
22,1417,1424,Antonio,PER,Q456861,
22,1442,1450,Florence,LOC,Q2044,
22,1681,1686,Italy,LOC,Q38,
22,1776,1784,Giuliano,PER,Q312365,
22,1856,1864,Florence,LOC,Q2044,
22,1928,1942,Castel Durante,LOC,Q190134,1
23,34,65,Church of the Madonna of Loreto,LOC,Q654996,
23,270,288,Giuliano da Maiano,PER,Q716519,
23,356,365,Sixtus IV,PER,Q163514,
24,499,503,Time,MISC,Q11471,
24,680,721,Lives of the Painters and other Craftsmen,MISC,Q1645493,
24,800,822,Fra Giocondo of Verona,PER,Q5585,
24,1093,1099,Verona,LOC,Q2028,
24,1465,1477,Fra Giocondo,PER,Q5585,
24,1518,1528,S. Dominic,PER,Q44091,
24,1552,1564,Fra Giocondo,PER,Q5585,
24,1570,1591,Fra Giovanni Giocondo,PER,Q5585,
24,1684,1696,Fra Giocondo,PER,Q5585,
24,2115,2121,Cardan,PER,Q184530,
24,2139,2143,Budé,PER,Q353668,
24,2212,2220,Pandects,MISC,Q838526,
25,43,55,Fra Giocondo,PER,Q5585,
25,252,270,Republic of Venice,LOC,Q4948,
25,847,859,Fra Giocondo,PER,Q5585,
25,1193,1205,Fra Giocondo,PER,Q5585,
25,1296,1301,Italy,LOC,Q38,
25,1372,1384,Fra Giocondo,PER,Q5585,
25,1588,1600,River Brenta,LOC,Q214551,
25,1682,1690,Chioggia,LOC,Q55416,
25,1751,1757,Venice,LOC,Q641,
25,1835,1843,Chioggia,LOC,Q55416,
25,2029,2035,Venice,LOC,Q641,
25,2269,2281,Fra Giocondo,PER,Q5585,
25,2336,2344,Chioggia,LOC,Q55416,
25,2410,2416,Venice,LOC,Q641,
25,2532,2544,Fra Giocondo,PER,Q5585,
25,2630,2636,Venice,LOC,Q641,
25,2697,2709,Fra Giocondo,PER,Q5585,
25,2790,2796,Venice,LOC,Q641,
25,3161,3167,Venice,LOC,Q641,
26,263,269,Giotto,PER,Q7814,
26,282,290,Florence,LOC,Q2044,
26,711,717,Giotto,PER,Q7814,
26,915,925,Vespignano,LOC,Q82880,
26,946,954,Florence,LOC,Q2044,
26,1134,1140,Giotto,PER,Q7814,
26,1789,1796,Cimabue,PER,Q15790,
26,1845,1853,Florence,LOC,Q2044,
26,1857,1867,Vespignano,LOC,Q82880,
26,1875,1881,Giotto,PER,Q7814,
26,2094,2101,Cimabue,PER,Q15790,
27,30,57,Guido Tarlati da Pietramala,PER,Q378128,
27,78,84,Arezzo,LOC,Q13378,1
27,129,134,Lucca,LOC,Q13373,
27,215,221,Arezzo,LOC,Q13378,
27,542,549,Tuscany,LOC,Q1273,
27,580,586,Giotto,PER,Q7814,
27,862,867,Italy,LOC,Q38,
27,919,925,Giotto,PER,Q7814,
27,1166,1186,Borgo a San Sepolcro,LOC,Q52098,
27,1264,1270,Arezzo,LOC,Q13378,
27,1314,1320,Giotto,PER,Q7814,
27,1385,1393,Florence,LOC,Q2044,
27,1464,1470,Arezzo,LOC,Q13378,1
27,1568,1576,Florence,LOC,Q2044,
27,1686,1692,Giotto,PER,Q7814,
27,1803,1825,Hermitage of Camaldoli,LOC,Q568823,
27,1994,2019,Congregation of Camaldoli,ORG,Q591832,
27,2092,2098,Giotto,PER,Q7814,
27,2166,2192,Reverend Don Silvano Razzi,PER,Q59526715,
27,2202,2211,Camaldoli,LOC,Q2019442,
27,2333,2339,Giotto,PER,Q7814,
27,2392,2411,Raffaello da Urbino,PER,Q5597,
28,179,185,Heaven,LOC,Q4489450,
28,511,529,Francesco Granacci,PER,Q717097,
28,731,743,Michelagnolo,PER,Q5592,
28,975,987,Michelagnolo,PER,Q5592,
28,1221,1229,Granacci,PER,Q717097,
28,1296,1316,Domenico Ghirlandajo,PER,Q191423,
28,1339,1347,Granacci,PER,Q717097,
28,1387,1398,Ghirlandajo,PER,Q191423,
28,1505,1510,David,PER,Q1145811,
28,1515,1536,Benedetto Ghirlandajo,PER,Q2554861,
28,1554,1562,Domenico,PER,Q191423,
28,1686,1694,Domenico,PER,Q191423,
28,1709,1717,Granacci,PER,Q717097,
28,2036,2044,Carnival,MISC,Q4618,
28,2080,2110,Magnificent Lorenzo de' Medici,PER,Q177854,
28,2369,2377,Granacci,PER,Q717097,
28,2512,2530,Lorenzo de' Medici,PER,Q177854,
28,2667,2675,Florence,LOC,Q2044,
29,140,158,Jacopo da Pontormo,PER,Q207929,
29,160,176,Andrea del Sarto,PER,Q5571,
29,243,249,Joseph,PER,Q128267,
29,373,379,Joseph,PER,Q128267,
29,513,519,Joseph,PER,Q128267,
29,535,542,Pharaoh,PER,Q37110,
29,668,675,Trinity,MISC,Q37090,
29,688,702,God the Father,PER,Q186350,
29,716,732,Christ Crucified,PER,Q51636,
29,745,772,Church of S. Piero Maggiore,LOC,Q3671591,
29,799,809,Assumption,MISC,Q162691,
29,833,839,Angels,PER,Q235113,
29,846,855,S. Thomas,PER,Q43669,
29,913,922,S. Thomas,PER,Q43669,
29,1007,1019,Michelagnolo,PER,Q5592,
29,1048,1056,Our Lady,PER,Q345,
29,1107,1115,Granacci,PER,Q717097,
29,1216,1223,S. Paul,PER,Q9200,
29,1225,1236,S. Laurence,PER,Q17590,
29,1238,1246,S. James,PER,Q43999,
29,1252,1259,S. John,PER,Q44015,
30,0,6,Jacopo,PER,Q2632655,
30,15,23,L'Indaco,PER,Q2632655,
30,47,71,Domenico del Ghirlandajo,PER,Q191423,
30,91,95,Rome,LOC,Q220,
30,101,113,Pinturicchio,PER,Q5591,
30,658,670,Michelagnolo,PER,Q5592,
30,967,971,Rome,LOC,Q220,
30,1020,1024,Rome,LOC,Q220,
30,1130,1151,Church of S. Agostino,LOC,Q1424095,
30,1219,1227,Apostles,PER,Q43412,
30,1242,1253,Holy Spirit,PER,Q37302,
30,1296,1302,Christ,PER,Q302,
30,1321,1326,Peter,PER,Q33923,
30,1331,1337,Andrew,PER,Q43399,
30,1621,1636,Trinità at Rome,LOC,Q1229008,
30,1632,1636,Rome,LOC,Q220,1
30,1693,1716,Coronation of Our  Lady,MISC,Q1093370,
31,11,17,Jacopo,PER,Q2632655,
31,226,232,Jacopo,PER,Q2632655,
31,349,355,Jacopo,PER,Q2632655,
31,491,504,Montepulciano,LOC,Q91217,
31,617,623,Arezzo,LOC,Q13378,1
31,639,651,Annunciation,MISC,Q154326,
31,659,673,God the Father,PER,Q186350,
31,1147,1151,Rome,LOC,Q220,
31,1173,1190,Emperor Charles V,PER,Q32500,
31,1298,1309,Campidoglio,LOC,Q34925,
31,1476,1505,Duchess Margherita of Austria,PER,Q307815,
31,1537,1541,Rome,LOC,Q220,1
32,1372,1392,Leon Batista Alberti,PER,Q182046,
32,1418,1430,Latin tongue,MISC,Q397,
32,2200,2212,Leon Batista,PER,Q182046,
32,2294,2302,Florence,LOC,Q2044,
32,2335,2342,Alberti,ORG,Q2831707,
33,20,36,Lodovico Gonzaga,PER,Q969770,
33,49,55,Mantua,LOC,Q6247,1
33,2112,2128,Marquis Lodovico,PER,Q969770,
33,2132,2138,Mantua,LOC,Q6247,
33,2184,2203,Church of S. Andrea,LOC,Q1581882,
33,2258,2264,Mantua,LOC,Q6247,
33,2471,2479,Florence,LOC,Q2044,
33,2622,2630,Florence,LOC,Q2044,
33,2645,2651,Mantua,LOC,Q6247,
33,2763,2771,Filarete,PER,Q449961,
34,87,93,Giotto,PER,Q7814,
34,531,537,Heaven,LOC,Q4489450,1
34,2082,2090,Florence,LOC,Q2044,
34,2303,2312,Casentino,LOC,Q1047110,
34,2624,2631,Caprese,LOC,Q52069,
34,2668,2678,S. Francis,PER,Q676555,
34,2692,2700,Stigmata,MISC,Q190940,
34,2709,2726,Diocese of Arezzo,ORG,Q645542,
34,2840,2852,Michelagnolo,PER,Q5592,
34,3353,3361,Florence,LOC,Q2044,
34,3392,3402,Settignano,LOC,Q942605,
35,12,24,Michelagnolo,PER,Q5592,
35,43,48,Pietà,MISC,Q223689,
35,71,76,Giant,PER,Q3707571,
35,152,169,Pope Alexander VI,PER,Q108316,
35,186,195,Julius II,PER,Q80516,
35,231,243,Michelagnolo,PER,Q5592,
35,322,331,Julius II,PER,Q80516,
35,497,501,Rome,LOC,Q220,
35,697,709,Michelagnolo,PER,Q5592,
35,927,954,Church of S. Pietro in Rome,LOC,Q12512,
35,950,954,Rome,LOC,Q220,1
35,1035,1047,Michelagnolo,PER,Q5592,
35,1123,1130,Carrara,LOC,Q13372,
35,1229,1246,Alamanno Salviati,PER,Q2830440,
35,1250,1258,Florence,PER,Q2044,
35,1665,1669,Rome,LOC,Q220,
35,1698,1717,Piazza di S. Pietro,LOC,Q83425,
36,0,24,Nanni d'Antonio di Banco,PER,Q465917,
36,683,691,Florence,LOC,Q2044,
36,762,785,Oratory of Orsanmichele,LOC,Q860816,
37,60,83,Oratory of Orsanmichele,LOC,Q860816,
37,268,275,Farrier,PER,Q694579,1
37,639,647,Florence,LOC,Q2044,
38,381,386,Palma,PER,Q9342,
38,732,737,Palma,PER,Q9342,
38,924,930,Venice,PER,Q641,
38,1250,1256,Venice,LOC,Q641,
38,1293,1297,Lido,LOC,Q226221,
38,1318,1331,Monte Oliveto,LOC,Q1247143,1
38,1427,1431,Magi,PER,Q51671,1
38,1462,1468,Christ,PER,Q302,1
39,25,32,Romagna,LOC,Q244482,
39,131,147,Giovanni Bellini,PER,Q17169,
39,236,252,Giovanni Bellini,PER,Q17169,
39,439,444,Forlì,LOC,Q13367,1
39,454,460,Christ,PER,Q302,
39,737,746,S. Helena,PER,Q170164,
39,766,785,Emperor Constantine,PER,Q8413,
39,809,814,Cross,MISC,Q392371,
39,851,863,S. Sebastian,PER,Q183332,
39,967,983,Duomo of Ravenna,LOC,Q2942769,
39,1165,1171,Christ,PER,Q302,
39,1185,1199,Mary Magdalene,PER,Q63070,
39,1238,1246,S. Peter,PER,Q33923,
39,1299,1305,Christ,PER,Q302,
39,1328,1351,Baptism of Jesus Christ,MISC,Q217048,
39,1385,1408,S. Giovanni Evangelista,LOC,Q747427,
39,1536,1580,"S. Cantius, S. Cantianus, and S. Cantianilla",PER,Q1991316,
39,1536,1580,"S. Cantius, S. Cantianus, and S. Cantianilla",PER,Q1991316,
39,1536,1580,"S. Cantius, S. Cantianus, and S. Cantianilla",PER,Q1991316,
39,1706,1725,S. John the Baptist,PER,Q40662,
39,1731,1743,S. Sebastian,PER,Q183332,
39,1866,1892,Virgin Martyr S. Catharine,PER,Q179718,
39,1897,1906,S. Jerome,PER,Q44248,
39,1974,1986,S. Catharine,PER,Q179718,
39,1991,2001,S. Francis,PER,Q676555,
39,2056,2067,"S. Francis,",PER,Q676555,
39,2056,2067,"S. Francis,",PER,Q676555,
39,2371,2383,S. Augustine,PER,Q8018,1
39,2415,2426,S. Laurence,PER,Q17590,
39,2431,2441,S. Francis,PER,Q676555,
39,2556,2563,Ravenna,LOC,Q13364,
39,2583,2590,Romagna,LOC,Q244482,
39,2664,2671,Ravenna,LOC,Q13364,1
40,0,26,Parri di Spinello Spinelli,PER,Q2718358,
40,39,45,Arezzo,LOC,Q13378,
40,125,133,Florence,LOC,Q2044,
40,151,182,Messer Leonardo Bruni of Arezzo,PER,Q314488,
40,176,182,Arezzo,LOC,Q13378,1
40,204,220,Lorenzo Ghiberti,PER,Q208125,
40,516,536,Masolino da Panicale,PER,Q318117,
40,1526,1532,Giotto,PER,Q7814,
40,2315,2321,Arezzo,LOC,Q13378,
41,35,76,Fraternity of S. Maria della Misericordia,ORG,Q13378,1
41,578,597,S. Gregory the Pope,PER,Q42827,
41,616,626,S. Donatus,PER,Q2360539,
41,666,672,Arezzo,LOC,Q13378,
41,839,844,Child,PER,Q942467,1
41,960,973,S. Pergentino,PER,Q3899841,
41,1336,1346,Pergentino,PER,Q3899841,
41,1655,1661,Saints,PER,Q43115,
41,1862,1874,Annunciation,MISC,Q154326,
41,2011,2023,S. Catherine,PER,Q179718,
41,2128,2145,S. Mary Magdalene,PER,Q63070,
41,2128,2145,S. Mary Magdalene,PER,Q63070,
42,309,335,Raffaello Sanzio da Urbino,PER,Q5597,
42,758,781,Michelagnolo Buonarroti,PER,Q5592,
42,815,824,Raffaello,PER,Q5597,
42,1307,1316,Raffaello,PER,Q5597,
42,1679,1698,Raffaello da Urbino,PER,Q5597,
42,1936,1942,Heaven,LOC,Q4489450,
42,1989,1998,Raffaello,PER,Q5597,
42,2011,2017,Urbino,LOC,Q2759,
42,2041,2046,Italy,LOC,Q38,
42,2130,2148,Giovanni de' Santi,PER,Q860949,
42,2365,2373,Giovanni,PER,Q860949,
42,2495,2504,Raffaello,PER,Q5597,
43,12,25,Lorenzo Pucci,PER,Q745434,
43,39,52,Santi Quattro,LOC,Q1536044,
43,94,103,Raffaello,PER,Q5597,
43,163,194,S. Giovanni in Monte at Bologna,LOC,Q12068168,
43,187,194,Bologna,LOC,Q1891,1
43,401,410,Raffaello,PER,Q5597,
43,423,433,S. Cecilia,PER,Q80513,
43,923,930,S. Paul,PER,Q9200,
43,1250,1258,Apostles,PER,Q43412,
43,1297,1314,S. Mary Magdalene,PER,Q63070,
43,1602,1614,S. Augustine,PER,Q8018,
43,1619,1641,S. John the Evangelist,PER,Q328804,
43,1711,1720,Raffaello,PER,Q5597,
43,2035,2040,Latin,MISC,Q397,
44,760,765,David,PER,Q1145811,
44,770,791,Benedetto Ghirlandajo,PER,Q2554861,
44,865,873,Domenico,PER,Q191423,
44,1032,1041,Benedetto,PER,Q2554861,
44,1151,1156,David,PER,Q1145811,
44,1187,1195,Domenico,PER,Q191423,
44,1396,1412,S. Maria Novella,LOC,Q51175,
44,1611,1621,S. Stephen,PER,Q161775,
44,1645,1650,Saint,PER,Q161775,
44,1658,1676,Francesco Granacci,PER,Q717097,
44,1737,1772,"S. Antonino, Archbishop of Florence",PER,Q773822,
44,1764,1772,Florence,LOC,Q2044,1
44,1778,1799,S. Catharine of Siena,PER,Q229190,
44,1794,1799,Siena,LOC,Q2751,1
44,1838,1846,S. Lucia,PER,Q183240,
44,2047,2053,France,LOC,Q142,
44,2118,2126,Florence,LOC,Q2044,
45,34,41,Ridolfo,PER,Q64881,
45,60,76,Lorenzo di Credi,PER,Q8511,
45,231,238,Michele,PER,Q2309545,
45,270,277,Ridolfo,PER,Q64881,
45,458,465,Michele,PER,Q2309545,
45,478,485,Ridolfo,PER,Q64881,
45,579,586,Ridolfo,PER,Q64881,
45,645,663,Michele di Ridolfo,PER,Q2309545,
45,776,805,Church of S. Felice in Piazza,LOC,Q3585333,
45,846,855,Camaldoli,LOC,Q2019442,1
45,888,894,Christ,PER,Q302,
45,899,907,Our Lady,PER,Q345,
45,939,953,God the Father,PER,Q186350,
45,987,993,Saints,PER,Q43115,
45,1011,1022,S. Felicita,LOC,Q1069665,
45,1160,1182,Assumption of Our Lady,MISC,Q162691,
45,1194,1200,Saints,PER,Q43115,
45,1402,1410,Our Lady,PER,Q345,
45,1402,1410,Our Lady,PER,Q345,
45,1420,1426,Saints,PER,Q43115,
45,1554,1561,S. Anne,PER,Q164294,
45,1728,1740,Annunciation,MISC,Q154326,
45,1782,1787,Prato,LOC,Q13377,1
45,1802,1810,S. Rocco,PER,Q152457,
45,1812,1824,S. Sebastian,PER,Q183332,
45,1906,1926,S. Jacopo sopra Arno,LOC,Q3670741,
45,1968,1976,Our Lady,PER,Q345,
