doc_id,doc_start_pos,doc_end_pos,sent_start_pos,sent_end_pos,surface,type,labels
19,2522,2532,118,128,S. Filippo,PER,"['person', 'art', 'artist', 'adult', 'art form', 'art historian', 'art student', 'artwork', 'creator', 'film maker', 'male', 'master', 'painter', 'painting', 'priest', 'professional', 'saint', 'visual artist']"
27,2045,2053,288,296,Crucifix,MISC,"['object', 'art', 'artwork', 'creation', 'representation', 'holy cross', 'artifact']"
27,2122,2130,365,373,Crucifix,MISC,"['object', 'art', 'artwork', 'creation', 'representation', 'holy cross', 'artifact']"
29,716,732,125,141,Christ Crucified,PER,"['person', 'object', 'religious leader', 'adult', 'body', 'character', 'figure', 'idol', 'leader', 'male', 'public figure', 'representation', 'spiritual leader', 'father figure', 'holy cross', 'stick figure', 'deity']"
37,257,262,257,262,S. Lo,PER,"['person', 'object', 'adult', 'artwork', 'creator', 'master', 'sculptor', 'artifact']"
39,612,623,47,58,Dead Christ,PER,"['person', 'object', 'religious leader', 'body', 'character', 'death', 'figure', 'idol', 'public figure', 'spiritual leader', 'statue', 'dead man', 'stick figure', 'deity']"
39,809,814,244,249,Cross,PER,"['object', 'church', 'rock', 'symbol', 'holy cross', 'iron cross', 'artifact']"
39,851,863,35,47,S. Sebastian,PER,"['person', 'artist', 'religious leader', 'action figure', 'adult', 'celebrity', 'character', 'character actor', 'creator', 'figure', 'idol', 'leader', 'male', 'man', 'master', 'painter', 'public figure', 'saint', 'spiritual leader', 'statue', 'father figure', 'sovereign', 'stick figure', 'organism', 'deity']"
39,1566,1580,185,199,S. Cantianilla,PER,"['person', 'religious leader', 'action figure', 'bishop', 'body', 'celebrity', 'character', 'figure', 'idol', 'landmark', 'leader', 'male', 'public figure', 'religious', 'saint', 'spiritual leader', 'statue', 'father figure', 'stick figure', 'organism', 'deity']"
39,1706,1725,99,118,S. John the Baptist,PER,"['person', 'object', 'religious leader', 'action figure', 'adult', 'body', 'celebrity', 'character', 'character actor', 'figure', 'idol', 'lead character', 'leader', 'male', 'man', 'public figure', 'saint', 'spiritual leader', 'statue', 'father figure', 'stick figure', 'organism', 'deity']"
39,1731,1743,124,136,S. Sebastian,PER,"['person', 'object', 'religious leader', 'action figure', 'bishop', 'body', 'celebrity', 'character', 'character actor', 'figure', 'idol', 'lead character', 'leader', 'male', 'man', 'pope', 'public figure', 'religious order', 'saint', 'servant', 'spiritual leader', 'statue', 'father figure', 'holy cross', 'stick figure', 'organism', 'deity']"
39,1839,1846,94,101,Madonna,PER,"['person', 'object', 'art', 'artwork', 'body', 'female', 'idol', 'representation']"
39,2415,2426,101,112,S. Laurence,PER,"['person', 'object', 'artist', 'religious leader', 'cartoon character', 'character', 'character actor', 'creator', 'figure', 'idol', 'painter', 'painting', 'priest', 'public figure', 'saint', 'spiritual leader']"
41,94,101,94,101,Madonna,PER,"['person', 'object', 'art', 'character', 'female', 'figure', 'idol', 'painter', 'public figure', 'woman', 'deity']"
41,822,829,148,155,Madonna,PER,"['person', 'object', 'art', 'artwork', 'female', 'idol', 'woman']"
45,888,894,127,133,Christ,PER,"['person', 'object', 'religious leader', 'character', 'figure', 'idol', 'public figure', 'representation', 'saint', 'spiritual leader', 'holy cross', 'stick figure', 'deity']"
45,1109,1120,101,112,Dead Christ,MISC,"['person', 'object', 'religious leader', 'body', 'character', 'death', 'figure', 'idol', 'landmark', 'pope', 'public figure', 'representation', 'spiritual leader', 'statue', 'dead', 'dead man', 'father figure', 'holy cross', 'deity']"
45,1131,1137,123,129,Maries,MISC,"['person', 'organization', 'object', 'religious leader', 'bishop', 'character', 'idol', 'landmark', 'religious', 'representation', 'saint', 'spiritual leader', 'holy cross', 'holy family', 'name', 'deity', 'artifact']"
45,1728,1740,300,312,Annunciation,MISC,"['object', 'art', 'artwork', 'landmark', 'representation', 'holy cross', 'artifact']"
45,1843,1851,101,109,Our Lady,PER,"['person', 'object', 'art', 'artwork', 'character', 'female', 'idol', 'painter', 'painting']"
45,1968,1976,226,234,Our Lady,PER,"['person', 'object', 'art', 'artwork', 'character', 'painter', 'painting']"
45,1996,2004,254,262,S. James,PER,"['person', 'object', 'artist', 'artwork', 'character', 'creator', 'figure', 'idol', 'painter', 'painting', 'public figure']"
49,1386,1399,135,148,Angel Raphael,PER,"['person', 'object', 'art', 'artist', 'artwork', 'character', 'creation', 'idol', 'painter', 'painting', 'representation', 'visual artist']"
49,1405,1411,154,160,Tobias,PER,"['person', 'object', 'cartoon character', 'character', 'character actor', 'figure', 'idol', 'painter', 'representation', 'saint', 'deity']"
53,1223,1238,180,195,Transfiguration,MISC,"['object', 'event', 'art', 'artwork', 'miracle', 'narrative', 'painting', 'story', 'transformation', 'action painting', 'life story']"
53,2028,2033,46,51,Angel,PER,"['person', 'object', 'god', 'angel', 'character', 'figure', 'idol', 'public figure', 'statue', 'hate figure', 'deity']"
53,2846,2852,143,149,Equity,MISC,"['person', 'object', 'character', 'concept', 'figure', 'idea', 'point', 'representation', 'concept art', 'fairness', 'moral', 'stick figure']"
