id,start_pos,end_pos,surface,type,value,has_nested,is_nested
1,1453,1460,Perugia,LOC,Q3437,,
1,1584,1591,Perugia,LOC,Q3437,,
1,1761,1775,Il  Volterrano,PER,Q3417362,,
1,1780,1788,Volterra,LOC,Q103305,,
2,69,77,Giovanni,PER,Q314932;NIL,,
2,93,97,Pisa,LOC,Q13375,,True
2,99,107,Agostino,PER,Q395759;NIL,,
2,112,118,Agnolo,PER,Q374428;NIL,,
2,301,306,Siena,LOC,Q2751,,
2,800,808,Agostino,PER,Q395759;NIL,,
2,813,819,Agnolo,PER,Q374428;NIL,,
2,868,876,Giovanni,PER,Q314932;NIL,,
2,892,896,Pisa,LOC,Q13375,,True
2,1015,1023,Giovanni,PER,Q314932;NIL,,
2,1040,1046,Naples,LOC,Q2634,,
2,1050,1054,Pisa,LOC,Q13375,,
2,1083,1088,Siena,LOC,Q2751,,
2,1154,1159,Duomo,LOC,Q282554,,
2,1280,1288,Agostino,PER,Q395759;NIL,,
2,1537,1545,Giovanni,PER,Q314932;NIL,,
2,1994,2002,Agostino,PER,Q395759;NIL,,
2,2045,2053,Giovanni,PER,Q314932;NIL,,
2,2072,2078,Agnolo,PER,Q374428;NIL,,
3,0,8,Agostino,PER,Q395759;NIL,,
3,46,54,Giovanni,PER,Q314932;NIL,,
3,193,199,Agnolo,PER,Q374428;NIL,,
3,322,330,Agostino,PER,Q395759;NIL,,
3,399,407,Giovanni,PER,Q314932;NIL,,
3,529,536,Pistola,LOC,NIL,,
3,541,545,Pisa,LOC,Q13375,,
3,712,717,Siena,LOC,Q2751,,
3,719,727,Agostino,PER,Q395759;NIL,,
3,763,775,Malborghetto,LOC,NIL,,True
3,915,923,Giovanni,PER,Q314932;NIL,,
3,1084,1089,Duomo,LOC,Q282554,,
3,1215,1227,Porta Romana,LOC,Q2104857,,
3,1491,1499,Agostino,PER,Q395759;NIL,,
3,1672,1679,Tolomei,PER,Q3992417,,
3,1709,1716,Orvieto,LOC,Q541,,
3,1718,1726,Agostino,PER,Q395759;NIL,,
3,1731,1737,Agnolo,PER,Q374428;NIL,,
4,50,58,Florence,LOC,Q2044,,
4,101,135,Lorenzo de' Medici the Magnificent,PER,Q177854,,
4,364,376,Michelagnolo,PER,Q3856430,,
4,687,695,Florence,LOC,Q2044,,
4,708,727,Magnificent Lorenzo,PER,Q177854,,
4,801,809,Giuliano,PER,Q298877;NIL,,
4,831,850,Magnificent Lorenzo,PER,Q177854,,
4,1047,1066,Magnificent Lorenzo,PER,Q177854,,
4,1360,1372,Michelagnolo,PER,Q3856430;NIL,,
4,1409,1417,Florence,LOC,Q2044,,
4,1691,1703,Michelagnolo,PER,Q3856430;NIL,,
4,1726,1737,Bartolommeo,PER,Q358348;NIL,,
4,1817,1823,Baccio,PER,Q358348;NIL,,
4,1825,1837,Michelagnolo,PER,Q3856430;NIL,,
5,0,8,Pope Leo,PER,Q49237,,
5,104,110,Loreto,LOC,Q124110,,True
5,306,312,Baccio,PER,Q358348;NIL,,
5,321,325,Rome,LOC,Q220,,
5,335,339,Pope,PER,Q49237;Q548320,,
5,374,379,David,PER,Q41370;NIL,,
5,396,403,Goliath,PER,Q192785,,
5,565,573,Florence,LOC,Q2044,,True
5,648,661,Medici Palace,LOC,Q911047,,
5,680,686,Palace,LOC,Q271928,,
5,726,730,Pope,PER,Q49237;Q548320,,
5,747,753,Baccio,PER,Q358348;NIL,,
5,810,815,David,PER,Q41370;NIL,,
5,829,835,Loreto,LOC,Q124110,,
5,839,853,Maestro Andrea,PER,Q124110;NIL,,
5,871,877,Andrea,PER,Q124110;NIL,,
5,938,944,Loreto,LOC,Q124110,,
5,974,988,Maestro Andrea,PER,Q495011;NIL,,
5,1058,1062,Pope,PER,Q495011;Q548320,,
5,1157,1177,Nativity of Our Lady,MISC,Q501107,True,
5,1179,1185,Baccio,PER,Q358348;NIL,,
5,1434,1448,Maestro Andrea,PER,Q495011,,
5,1604,1610,Baccio,PER,Q358348;NIL,,
5,1623,1637,Maestro Andrea,PER,Q495011;NIL,,
5,1909,1915,Baccio,PER,Q358348;NIL,,
5,1961,1967,Baccio,PER,Q358348;NIL,,
5,2018,2032,Maestro Andrea,PER,Q495011;NIL,,
5,2101,2111,Bandinelli,PER,Q358348,,
5,2210,2216,Loreto,LOC,Q124110,,
5,2218,2224,Baccio,PER,Q358348;NIL,,
5,2250,2256,Ancona,LOC,Q3415,,
5,2393,2415,Raffaello da Montelupo,PER,Q1370859,,
5,2456,2470,Maestro Andrea,PER,Q3415;NIL,,
6,1125,1151,Filippo di Ser Brunellesco,PER,Q174330,True,
6,1198,1222,Messer Forese da Rabatta,PER,NIL,True,
6,1227,1233,Giotto,PER,Q7814,,
6,1747,1754,Filippo,PER,Q174330,,
7,29,37,Florence,LOC,Q2044,,
7,145,174,Ser Brunellesco di Lippo Lapi,PER,NIL,True,
7,209,215,Cambio,PER,NIL,,
7,303,328,Maestro Ventura Bacherini,PER,NIL,,
7,334,349,Ser Brunellesco,PER,NIL,,
7,619,636,Piazza degli Agli,LOC,NIL,,
7,774,781,Filippo,PER,Q174330;NIL,,
7,1224,1239,Ser Brunellesco,PER,NIL,,
7,1628,1635,Filippo,PER,Q174330;NIL,,
7,1963,1970,Pistoia,LOC,Q13376,,True
7,2046,2062,Wardens of Works,ORG,NIL,,
8,20,28,Florence,LOC,Q2044,,True
8,518,537,Giuliano Bugiardini,PER,Q2578459,,
8,823,831,Bertoldo,PER,Q828363,,
8,884,907,Michelagnolo Buonarroti,PER,Q5592,,
8,937,947,Buonarroti,PER,Q5592,,
8,971,983,Michelagnolo,PER,Q5592;NIL,,
8,1036,1044,Giuliano,PER,Q2578459;NIL,,
8,1161,1169,Giuliano,PER,Q2578459;NIL,,
8,1312,1322,Buonarroti,PER,Q5592,,
8,1480,1488,Giuliano,PER,Q2578459;NIL,,
8,1656,1668,Michelagnolo,PER,Q5592;NIL,,
8,1823,1831,Giuliano,PER,Q2578459;NIL,,
8,1917,1927,Buonarroti,PER,Q5592,,
8,1932,1940,Granacci,PER,Q717097;NIL,,
8,1948,1968,Domenico Ghirlandajo,PER,Q191423,,
9,0,8,Giuliano,PER,Q2578459;NIL,,
9,85,104,Raffaello da Urbino,PER,Q8441,,
9,139,147,Pope Leo,PER,Q49237,,
9,181,199,Cardinal de' Rossi,PER,Q733662,,
9,217,235,Cardinal de' Rossi,PER,Q733662,,
9,430,445,Cencio Guasconi,PER,NIL,,
9,526,539,Baccio Valori,PER,Q3181432,,True
10,769,784,Marco Calavrese,PER,Q2559941,,
10,872,878,Naples,LOC,Q2634,,
10,943,947,Rome,LOC,Q220,,
10,1295,1300,Marco,PER,Q2559941;NIL,,
10,1516,1522,Aversa,LOC,Q19279,,
10,1547,1553,Naples,LOC,Q2634,,
10,1814,1820,Christ,PER,Q302,,
11,24,31,Niccola,PER,Q3339886;NIL,,
11,61,87,Maestro Cola dalla Matrice,PER,Q3339886,True,
11,116,124,Calabria,LOC,Q1458,,
11,144,150,Norcia,LOC,Q20494,,
11,455,459,Cola,PER,Q3339886,,
11,483,487,Rome,LOC,Q220,,
11,749,762,Pope Paul III,PER,Q133001,,
11,1367,1379,Maestro Cola,PER,Q3339886,,
11,1456,1481,Signor Alessandro Vitelli,PER,Q621395,,
11,1524,1536,Maestro Cola,PER,Q3339886,,
11,1557,1574,Città di Castello,LOC,Q20413,,
11,1687,1699,Maestro Cola,PER,Q3339886,,
11,1731,1738,Matrice,LOC,Q277684,,
12,6,15,Giorgione,PER,Q8459;NIL,,
12,20,29,Correggio,PER,Q8457;NIL,,
12,98,106,Lombardy,LOC,Q1210,,
12,108,115,Tuscany,LOC,Q1273,,
12,214,219,Piero,PER,Q280851;NIL,,
12,236,243,Lorenzo,PER,NIL,,
12,273,288,Cosimo Rosselli,PER,Q29447,,
12,322,337,Piero di Cosimo,PER,Q280851,,
12,731,737,Cosimo,PER,Q29447;NIL,,
12,1075,1081,Cosimo,PER,Q29447;NIL,,
12,1597,1603,Cosimo,PER,Q29447;NIL,,
12,1775,1780,Piero,PER,Q280851;NIL,,
13,40,45,Piero,PER,Q280851;NIL,,
13,131,152,Chapel of the Tedaldi,LOC,NIL,True,
13,258,266,Our Lady,PER,Q345,,
13,346,352,Heaven,LOC,Q4489450,,
13,671,693,S. John the Evangelist,PER,Q328804,,
13,757,770,Servite Friar,PER,NIL,True,
13,776,787,S. Antonino,PER,Q773822,,
13,803,811,Florence,LOC,Q2044,,
13,1124,1129,Piero,PER,Q280851,,
13,2061,2066,Piero,PER,Q280851;NIL,,
13,2240,2257,M. Cosimo Bartoli,PER,Q1136048,,
14,23,27,Rome,LOC,Q220,,
14,106,115,Sermoneta,LOC,Q128202,,True
14,420,428,Girolamo,PER,Q2296884;NIL,,
14,597,606,Sermoneta,LOC,Q128202,,
14,646,656,S. Stephen,PER,Q161775,,
14,662,681,S. John the Baptist,PER,Q40662,,
14,800,804,Rome,LOC,Q220,,
14,851,859,Our Lady,PER,Q345,,
14,861,868,S. John,PER,Q328804,,
14,1119,1143,Nativity of Jesus Christ,MISC,Q51628,True,
14,1149,1170,Adoration of the Magi,MISC,Q488841,True,
14,1176,1193,Flight into Egypt,MISC,Q837143,True,
14,1203,1228,Massacre of the Innocents,MISC,Q643474,,
14,1374,1382,Girolamo,PER,Q2296884;NIL,,
14,1465,1489,Nativity of Jesus Christ,MISC,Q51628,True,
14,1606,1610,Rome,LOC,Q220,,True
14,1856,1869,Giulio Romano,PER,Q215305,,
14,2074,2080,Angels,PER,Q235113,,
14,2092,2100,Our Lady,PER,Q345,,
14,2106,2113,S. John,PER,Q328804,,
14,2233,2253,S. James the Apostle,PER,Q43999,,
14,2258,2279,S. Alfonso the Bishop,PER,NIL,,
15,3,19,Jacopo del Conte,PER,Q2538308,,
15,72,76,Rome,LOC,Q220,,
15,198,204,Jacopo,PER,Q2538308,,
15,447,451,Rome,LOC,Q220,,
15,625,638,Pope Paul III,PER,Q133001,,
15,828,848,Signor Piero Strozzi,PER,Q1346257,,
15,1058,1062,Rome,LOC,Q220,,
15,1474,1494,Church of the Popolo,LOC,Q869513,,
15,1816,1822,Christ,PER,Q302,,
15,1843,1848,Cross,MISC,Q302,,
15,1899,1906,Madonna,PER,Q345,,
15,2052,2056,Rome,LOC,Q220,,
15,2383,2387,Rome,LOC,Q220,,
15,2437,2458,Signora Livia Colonna,PER,Q95193332,,
15,2571,2587,Jacopo del Conte,PER,Q2538308,,
16,1171,1192,Buonamico Buffalmacco,PER,Q972487,,
16,1575,1581,Arezzo,LOC,Q13378,,
16,1688,1710,Assumption of Our Lady,MISC,Q162691,True,
16,1875,1880,Pieve,LOC,Q3904613,,
16,2054,2065,Duke Cosimo,PER,Q48547,,
16,2319,2331,Appius Cæcus,PER,Q297783,,
16,2500,2508,Giovanni,PER,Q2749321,,
16,2529,2537,Florence,LOC,Q2044,,
16,3007,3025,Giovanni dal Ponte,PER,Q2749321,,
16,3030,3034,Pisa,LOC,Q13375,,
17,0,8,Giovanni,PER,Q2749321;NIL,,
17,26,45,Chapel of the Scali,LOC,Q7429770,True,
17,63,71,Florence,LOC,Q2044,,
17,197,210,Maestro Paolo,PER,Q9200,,
17,350,358,Florence,LOC,Q2044,,
18,166,182,Andrea del Sarto,PER,Q5571,,
18,338,344,Andrea,PER,Q5571;NIL,,
18,1363,1369,Andrea,PER,Q5571;NIL,,
18,1382,1390,Florence,LOC,Q2044,,
18,1481,1497,Andrea del Sarto,PER,Q5571,,
19,108,141,Fra Mariano dal Canto alla Macine,PER,NIL,True,
19,199,205,Andrea,PER,Q5571;NIL,,
19,721,740,Alesso Baldovinetti,PER,Q472073,,
19,755,773,Nativity of Christ,MISC,Q51628,True,
19,835,847,Annunciation,MISC,Q154326,,
19,904,919,Cosimo Rosselli,PER,Q29447,,
19,973,986,Servite Order,ORG,Q615923,,
19,1012,1018,Cosimo,PER,Q29447;NIL,,
19,1237,1243,Andrea,PER,Q5571;NIL,,
19,1248,1260,Franciabigio,PER,Q537712,,
19,1504,1510,Andrea,PER,Q5571;NIL,,
19,1930,1942,Franciabigio,PER,Q537712,,
19,2084,2090,Andrea,PER,Q5571;NIL,,
19,2197,2209,Franciabigio,PER,Q537712,,
19,2620,2626,Andrea,PER,Q5571;NIL,,
20,523,540,Galasso Ferrarese,PER,Q2168697,,
20,740,745,Piero,PER,Q5822;NIL,,
20,850,857,Ferrara,PER,Q13362,,
20,944,950,Venice,LOC,Q641,,
20,1153,1160,Ferrara,LOC,Q13362,,
20,1183,1190,Bologna,LOC,Q1891,,
20,1445,1452,Bologna,LOC,Q1891,,
20,1514,1527,Casa di Mezzo,LOC,NIL,,
20,1642,1655,Old Testament,MISC,Q19786,,
21,41,48,Ferrara,LOC,Q13362,,
21,184,189,Duomo,LOC,Q671933,,
22,1088,1108,Antonio da San Gallo,PER,Q357276,,
22,1182,1189,Antonio,PER,Q357276;NIL,,
22,1235,1242,Mugello,LOC,Q283034,,True
22,1346,1367,Giuliano da San Gallo,PER,Q312365,,
22,1384,1388,Rome,LOC,Q220,,
22,1417,1424,Antonio,PER,Q456861;NIL,,
22,1442,1450,Florence,LOC,Q2044,,
22,1681,1686,Italy,LOC,Q38,,
22,1776,1784,Giuliano,PER,Q312365;NIL,,
22,1856,1864,Florence,LOC,Q2044,,
22,1870,1877,Antonio,PER,Q357276;NIL,,
23,16,28,Pope Paul II,PER,Q102605,,
23,270,288,Giuliano da Maiano,PER,Q716519,,
23,356,365,Sixtus IV,PER,Q163514,,
23,430,437,Clement,PER,Q83159;NIL,,
23,720,727,Antonio,PER,Q357276;NIL,,
23,749,761,Pope Clement,PER,Q83159,,
23,823,829,Loreto,LOC,Q124110,,
23,1687,1694,Antonio,PER,Q357276;NIL,,
23,2187,2194,Antonio,PER,Q357276;NIL,,
24,1465,1477,Fra Giocondo,PER,Q5585,,
24,1552,1564,Fra Giocondo,PER,Q5585,,
24,1570,1591,Fra Giovanni Giocondo,PER,Q5585,,
24,1606,1614,Giovanni,PER,Q5585;NIL,,
24,1684,1696,Fra Giocondo,PER,Q5585,,
24,1959,1964,Italy,LOC,Q5585,,
24,2075,2083,Scaliger,PER,Q441066,,
24,2115,2121,Cardan,PER,Q184530,,
24,2139,2143,Budé,PER,Q353668,,
25,43,55,Fra Giocondo,PER,Q5585,,
25,252,270,Republic of Venice,LOC,Q4948,,
25,847,859,Fra Giocondo,PER,Q5585,,
25,1193,1205,Fra Giocondo,PER,Q5585,,
25,1296,1301,Italy,LOC,Q38,,
25,1372,1384,Fra Giocondo,PER,Q5585,,
25,1588,1600,River Brenta,LOC,Q214551,,
25,1682,1690,Chioggia,LOC,Q55416,,
25,1751,1757,Venice,LOC,Q641,,
25,1835,1843,Chioggia,LOC,Q55416,,
25,2029,2035,Venice,LOC,Q641,,
25,2269,2281,Fra Giocondo,PER,Q5585,,
25,2336,2344,Chioggia,LOC,Q55416,,
25,2410,2416,Venice,LOC,Q641,,
25,2486,2498,Messer Luigi,PER,NIL,,
25,2532,2544,Fra Giocondo,PER,Q5585,,
25,2630,2636,Venice,LOC,Q641,,
25,2697,2709,Fra Giocondo,PER,Q5585,,
25,2790,2796,Venice,LOC,Q641,,
25,3161,3167,Venice,LOC,Q641,,
26,263,269,Giotto,PER,Q7814,,
26,282,290,Florence,LOC,Q2044,,
26,493,496,God,PER,Q178885,,
26,711,717,Giotto,PER,Q7814,,
26,915,925,Vespignano,LOC,Q82880,,
26,946,954,Florence,LOC,Q2044,,
26,1033,1040,Bondone,PER,NIL,,
26,1134,1140,Giotto,PER,Q7814,,
26,1464,1471,Bondone,PER,NIL,,
26,1789,1796,Cimabue,PER,Q15790,,
26,1845,1853,Florence,LOC,Q2044,,
26,1857,1867,Vespignano,LOC,Q82880,,
26,1875,1881,Giotto,PER,Q7814,,
26,2094,2101,Cimabue,PER,Q15790,,
27,30,57,Guido Tarlati da Pietramala,PER,Q378128,,
27,59,65,Bishop,PER,Q29182,,
27,70,84,Lord of Arezzo,PER,NIL,True,
27,94,110,Massa di Maremma,LOC,Q214725,,
27,129,134,Lucca,LOC,Q13373,,
27,167,174,Emperor,PER,Q39018,,
27,215,221,Arezzo,LOC,Q13378,,
27,284,297,Piero Saccone,PER,NIL,,
27,302,321,Dolfo da Pietramala,PER,NIL,,
27,542,549,Tuscany,LOC,Q1273,,
27,580,586,Giotto,PER,Q7814,,
27,862,867,Italy,LOC,Q38,,
27,919,925,Giotto,PER,Q7814,,
27,1093,1106,Piero Saccone,PER,NIL,,
27,1264,1270,Arezzo,LOC,Q13378,,
27,1314,1320,Giotto,PER,Q7814,,
27,1359,1371,Baccio Gondi,PER,NIL,,
27,1385,1393,Florence,LOC,Q2044,,
27,1464,1470,Arezzo,LOC,Q13378,,True
27,1568,1576,Florence,LOC,Q2044,,
27,1686,1692,Giotto,PER,Q7814,,
27,1994,2019,Congregation of Camaldoli,ORG,Q591832,True,
27,2045,2053,Crucifix,MISC,Q392371,,
27,2092,2098,Giotto,PER,Q7814,,
27,2122,2130,Crucifix,MISC,Q392371,,
27,2202,2211,Camaldoli,LOC,Q2019442,,
27,2333,2339,Giotto,PER,Q7814,,
27,2392,2411,Raffaello da Urbino,PER,Q5597,,
28,511,529,Francesco Granacci,PER,Q717097,,
28,603,633,Magnificent Lorenzo de' Medici,PER,NIL,,
28,975,987,Michelagnolo,PER,Q5592;NIL,,
28,1221,1229,Granacci,PER,Q717097,,
28,1296,1316,Domenico Ghirlandajo,PER,Q191423,,
28,1339,1347,Granacci,PER,Q717097,,
28,1387,1398,Ghirlandajo,PER,Q191423,,
28,1505,1510,David,PER,Q1145811;NIL,,
28,1515,1536,Benedetto Ghirlandajo,PER,Q2554861,,
28,1554,1562,Domenico,PER,Q191423;NIL,,
28,1686,1694,Domenico,PER,Q191423,,
28,1709,1717,Granacci,PER,Q717097,,
28,2036,2044,Carnival,MISC,Q4618,,
28,2080,2110,Magnificent Lorenzo de' Medici,PER,Q177854,,
28,2192,2217,Triumph of Paulus Emilius,MISC,Q12902409,True,
28,2369,2377,Granacci,PER,Q717097,,
28,2512,2530,Lorenzo de' Medici,PER,Q177854,,
28,2667,2675,Florence,LOC,Q2044,,
29,33,58,Pier Francesco Borgherini,PER,Q21532972,,
29,140,158,Jacopo da Pontormo,PER,Q207929,,
29,160,176,Andrea del Sarto,PER,Q5571,,
29,182,200,Francesco Ubertini,PER,Q7770,,
29,243,249,Joseph,PER,Q128267,,
29,254,268,Pier Francesco,PER,Q21532972;NIL,,True
29,373,379,Joseph,PER,Q128267,,
29,513,519,Joseph,PER,Q128267,,
29,535,542,Pharaoh,PER,Q37110,,
29,668,675,Trinity,MISC,Q37090,,
29,799,809,Assumption,MISC,Q162691,,
29,891,897,Girdle,MISC,Q3461031,,
29,1048,1056,Our Lady,PER,Q345,,
29,1107,1115,Granacci,PER,Q717097,,
29,1225,1236,S. Laurence,PER,Q17590,,
29,1238,1246,S. James,PER,Q43999,,
29,1252,1259,S. John,PER,Q44015,,
29,1330,1339,Francesco,PER,Q717097;NIL,,
30,0,6,Jacopo,PER,Q2632655;NIL,,
30,15,23,L'Indaco,PER,Q2632655,,
30,47,71,Domenico del Ghirlandajo,PER,Q191423,,
30,91,95,Rome,LOC,Q220,,
30,101,113,Pinturicchio,PER,Q5591,,
30,658,670,Michelagnolo,PER,Q5592;NIL,,
30,935,941,Jacopo,PER,Q2632655,,
30,967,971,Rome,LOC,Q220,,
30,1020,1024,Rome,LOC,Q220,,
30,1296,1302,Christ,PER,Q302,,
30,1321,1326,Peter,PER,Q33923,,
30,1331,1337,Andrew,PER,Q43399,,
30,1632,1636,Rome,LOC,Q220,,True
30,1693,1716,Coronation of Our  Lady,MISC,Q1093370,True,
31,11,17,Jacopo,PER,Q2632655;NIL,,
31,70,79,Francesco,PER,NIL,,
31,119,127,L'Indaco,PER,NIL,,
31,226,232,Jacopo,PER,Q2632655;NIL,,
31,349,355,Jacopo,PER,Q2632655;NIL,,
31,491,504,Montepulciano,LOC,Q91217,,
31,617,623,Arezzo,LOC,Q13378,,True
31,639,651,Annunciation,MISC,Q154326,,
31,784,799,Duke Alessandro,PER,Q378232,,
31,902,921,Palazzo de' Signori,LOC,NIL,,
31,1031,1035,Duke,PER,Q378232;Q166886,,
31,1147,1151,Rome,LOC,Q220,,
31,1298,1309,Campidoglio,LOC,Q34925,,
31,1537,1541,Rome,LOC,Q220,,True
31,1699,1707,L'Indaco,PER,NIL,,
32,1372,1392,Leon Batista Alberti,PER,Q182046,,
32,2200,2212,Leon Batista,PER,Q182046;NIL,,
32,2294,2302,Florence,LOC,Q2044,,
33,20,36,Lodovico Gonzaga,PER,Q969770,,
33,49,55,Mantua,LOC,Q6247,,True
33,117,125,Nunziata,LOC,Q2287001,,
33,154,162,Florence,LOC,Q220,,
33,194,206,Leon Batista,PER,Q182046;NIL,,
33,1100,1112,Leon Batista,PER,Q182046;NIL,,
33,1619,1631,Leon Batista,PER,Q182046;NIL,,
33,2003,2015,Leon Batista,PER,Q182046;NIL,,
33,2112,2128,Marquis Lodovico,PER,Q969770,,
33,2132,2138,Mantua,LOC,Q6247,,
33,2140,2152,Leon Batista,PER,Q182046;NIL,,
33,2258,2264,Mantua,LOC,Q6247,,
33,2268,2273,Padua,LOC,Q6247,,
33,2366,2378,Leon Batista,PER,Q182046;NIL,,
33,2410,2428,Salvestro Fancelli,PER,NIL,,
33,2471,2479,Florence,LOC,Q2044,,
33,2522,2534,Leon Batista,PER,Q182046;NIL,,
33,2622,2630,Florence,LOC,Q2044,,
33,2645,2651,Mantua,LOC,Q6247,,
33,2668,2672,Luca,PER,Q2255983;NIL,,
33,2763,2771,Filarete,PER,Q449961,,
34,2403,2441,Lodovico di Leonardo Buonarroti Simoni,PER,Q111456912,True,
34,2548,2556,Lodovico,PER,Q21707110;NIL,,
34,2613,2619,Chiusi,LOC,Q694019,,
34,2624,2631,Caprese,LOC,Q52069,,
34,2642,2660,Sasso della Vernia,LOC,Q14552418,,
34,2692,2700,Stigmata,MISC,Q190940,,
34,2840,2852,Michelagnolo,PER,Q5592;NIL,,
34,3332,3340,Lodovico,PER,Q111456912;NIL,,
34,3353,3361,Florence,LOC,Q2044,,
34,3392,3402,Settignano,LOC,Q942605,,
35,12,24,Michelagnolo,PER,Q5592;NIL,,
35,43,48,Pietà,MISC,Q223689,,
35,80,88,Florence,LOC,Q179900,,
35,186,195,Julius II,PER,Q80516,,
35,231,243,Michelagnolo,PER,Q5592;NIL,,
35,322,331,Julius II,PER,Q80516,,
35,450,454,Pope,PER,Q80516;Q19546,,
35,497,501,Rome,LOC,Q220,,
35,594,598,Pope,PER,Q80516;Q19546,,
35,950,954,Rome,LOC,Q220,,True
35,1035,1047,Michelagnolo,PER,Q5592;NIL,,
35,1123,1130,Carrara,LOC,Q13372,,
35,1665,1669,Rome,LOC,Q220,,
35,1825,1837,Michelagnolo,PER,Q5592;NIL,,
35,1937,1941,Pope,PER,Q80516;Q19546,,
36,0,24,Nanni d'Antonio di Banco,PER,Q465917,True,
36,492,498,Donato,PER,Q37562;NIL,,
36,683,691,Florence,LOC,Q2044,,
36,822,828,Donato,PER,Q37562;NIL,,
36,836,855,Guild of Shoemakers,ORG,NIL,,
36,964,970,Donato,PER,Q37562;NIL,,
36,975,980,Nanni,PER,Q465917;NIL,,
36,1219,1225,Donato,PER,Q37562;NIL,,
36,1315,1321,Donato,PER,Q37562;NIL,,
36,1516,1522,Donato,PER,Q37562;NIL,,
36,1563,1568,Nanni,PER,Q465917;NIL,,
36,1696,1702,Donato,PER,Q37562;NIL,,
37,112,129,Guild of Farriers,ORG,NIL,,
37,158,163,Nanni,PER,Q465917;NIL,,
37,324,329,Nanni,PER,Q465917;NIL,,
37,531,536,Nanni,PER,Q465917;NIL,,
37,639,647,Florence,LOC,Q2044,,
38,732,737,Palma,PER,Q9342;NIL,,
38,1237,1245,Castello,LOC,Q52425,,
38,1250,1256,Venice,LOC,Q641,,
38,1293,1297,Lido,LOC,Q226221,,
38,1427,1431,Magi,PER,Q51671,,True
39,25,32,Romagna,LOC,Q244482,,
39,68,78,Rondinello,PER,Q1409601;NIL,,
39,131,147,Giovanni Bellini,PER,Q17169,,
39,210,220,Rondinello,PER,Q1409601;NIL,,
39,236,252,Giovanni Bellini,PER,Q17169,,
39,439,444,Forlì,LOC,Q13367,,True
39,454,460,Christ,PER,Q302,,
39,472,481,Communion,MISC,Q66086,,
39,809,814,Cross,MISC,Q392371,,
39,976,983,Ravenna,LOC,Q13364,,True
39,1165,1171,Christ,PER,Q302,,
39,1185,1199,Mary Magdalene,PER,Q63070,,
39,1339,1351,Jesus Christ,PER,Q302,,True
39,1610,1623,S. Apollinare,LOC,Q832278,,
39,1706,1725,S. John the Baptist,PER,Q40662,,
39,1731,1743,S. Sebastian,PER,Q183332,,
39,1756,1783,Church of the Spirito Santo,LOC,Q1139330,,
39,1839,1846,Madonna,PER,Q345,,
39,1897,1906,S. Jerome,PER,Q44248,,
39,1991,2001,S. Francis,PER,Q676555,,
39,2020,2028,Our Lady,PER,Q345,,
39,2178,2185,Madonna,PER,Q345,,
39,2431,2441,S. Francis,PER,Q676555,,
39,2556,2563,Ravenna,LOC,Q13364,,
39,2583,2590,Romagna,LOC,Q244482,,
39,2592,2602,Rondinello,PER,Q1409601;NIL,,
